t,T+R,N_0,N_1,N_2,N_3
0,1,1.08507e-27,3.68034e-33,2.06093e-35,3.2184e-37
1,1.00002,1.10264e-27,4.44404e-31,3.82956e-33,3.6019e-34
2,1.00007,1.10295e-27,1.59919e-30,2.03181e-32,4.13926e-33
3,1.00015,1.10745e-27,3.53461e-30,6.10352e-32,1.85812e-32
4,1.00026,1.15626e-27,6.45225e-30,1.43853e-31,5.41082e-32
5,1.0004,1.14788e-27,9.8163e-30,2.8436e-31,1.22266e-31
6,1.00057,1.14746e-27,1.39777e-29,5.11343e-31,2.34582e-31
7,1.00077,1.16072e-27,1.90712e-29,8.05852e-31,4.00871e-31
8,1.00101,1.16931e-27,2.63632e-29,1.21827e-30,6.3259e-31
9,1.00128,1.18101e-27,3.24779e-29,1.79165e-30,9.34814e-31
10,1.00158,1.13033e-27,4.15986e-29,2.50272e-30,1.32916e-30
11,1.00191,1.15138e-27,5.08002e-29,3.45069e-30,1.81756e-30
12,1.00228,1.14411e-27,6.64947e-29,4.59836e-30,2.43446e-30
13,1.00268,1.12944e-27,8.19034e-29,5.8592e-30,3.16404e-30
14,1.00312,1.16145e-27,9.66659e-29,7.48706e-30,4.06967e-30
15,1.00359,1.17841e-27,1.08643e-28,9.76268e-30,5.13565e-30
16,1.0041,1.16028e-27,1.30051e-28,1.17004e-29,6.26657e-30
17,1.00465,1.11908e-27,1.58798e-28,1.42792e-29,7.6011e-30
18,1.00524,1.15233e-27,1.70041e-28,1.76006e-29,9.21836e-30
19,1.00586,1.11428e-27,1.87253e-28,2.08745e-29,1.09865e-29
20,1.00653,1.14887e-27,2.06101e-28,2.65004e-29,1.28272e-29
21,1.00723,1.1237e-27,2.31997e-28,3.13184e-29,1.45996e-29
22,1.00798,1.112e-27,2.68816e-28,3.63826e-29,1.67347e-29
23,1.00876,1.13436e-27,2.84072e-28,4.11511e-29,1.90375e-29
24,1.00959,1.11752e-27,2.89494e-28,4.78136e-29,2.10329e-29
25,1.01046,1.07896e-27,3.29637e-28,5.66176e-29,2.31119e-29
26,1.01137,1.10581e-27,3.22721e-28,6.16224e-29,2.45929e-29
27,1.01233,1.026e-27,3.61829e-28,6.77053e-29,2.73502e-29
28,1.01333,1.03077e-27,3.72018e-28,7.47009e-29,3.01993e-29
29,1.01436,9.9286e-28,3.69229e-28,8.39893e-29,3.26467e-29
30,1.01544,9.85783e-28,3.95473e-28,9.68066e-29,3.5691e-29
31,1.01656,9.58058e-28,4.38572e-28,1.01649e-28,3.69562e-29
32,1.01772,9.05956e-28,4.44933e-28,1.08005e-28,4.07242e-29
33,1.01892,8.60347e-28,4.68948e-28,1.10768e-28,4.50191e-29
34,1.02016,8.89572e-28,4.99022e-28,1.30791e-28,4.83849e-29
35,1.02143,8.40457e-28,5.1741e-28,1.3268e-28,5.50901e-29
36,1.02273,7.96933e-28,5.00179e-28,1.39924e-28,6.03749e-29
37,1.02406,8.14053e-28,5.01946e-28,1.38659e-28,7.03527e-29
38,1.02542,7.91432e-28,4.93869e-28,1.39902e-28,7.93243e-29
39,1.0268,7.64986e-28,5.23833e-28,1.4784e-28,8.87226e-29
40,1.02821,6.53015e-28,5.71285e-28,1.51969e-28,9.631e-29
41,1.02963,6.95443e-28,5.08871e-28,1.49132e-28,1.10612e-28
42,1.03106,7.05895e-28,5.61872e-28,1.46388e-28,1.2291e-28
43,1.03251,6.20598e-28,5.28844e-28,1.47672e-28,1.41652e-28
44,1.03396,6.26383e-28,5.3275e-28,1.50179e-28,1.56226e-28
45,1.0354,6.0702e-28,5.50112e-28,1.36986e-28,1.63993e-28
46,1.03685,6.05943e-28,5.41429e-28,1.27028e-28,1.79285e-28
47,1.03828,6.04171e-28,5.78001e-28,1.21676e-28,1.92428e-28
48,1.0397,5.60097e-28,5.41306e-28,1.25244e-28,1.99085e-28
49,1.04109,4.60682e-28,5.63838e-28,1.17193e-28,2.11103e-28
50,1.04246,5.12935e-28,5.69172e-28,1.02001e-28,2.26957e-28
51,1.0438,5.13634e-28,6.41848e-28,1.06734e-28,2.1808e-28
52,1.04511,4.12981e-28,5.87624e-28,1.04555e-28,2.32007e-28
53,1.04637,4.09495e-28,5.86985e-28,1.08771e-28,2.26341e-28
