t,T+R,N_0,N_1,N_2,N_3,N_4,N_5,N_6,N_7
21,1.00725,6.24276e-28,1.77931e-28,4.30845e-29,4.16301e-29,8.90512e-30,7.5412e-30,3.40069e-30,3.94905e-30
22,1.00801,6.15953e-28,1.72983e-28,4.74008e-29,4.55848e-29,1.06512e-29,9.2421e-30,4.07722e-30,4.66952e-30
23,1.0088,5.47153e-28,2.03066e-28,5.04135e-29,4.88636e-29,1.25391e-29,1.12203e-29,4.84317e-30,5.55385e-30
24,1.00965,5.33158e-28,1.89807e-28,5.47725e-29,5.1948e-29,1.43242e-29,1.34692e-29,5.66084e-30,6.66099e-30
25,1.01054,5.29006e-28,1.95251e-28,6.03029e-29,5.54894e-29,1.60203e-29,1.59195e-29,6.50022e-30,8.01274e-30
26,1.01148,5.11506e-28,2.02431e-28,6.21039e-29,5.79866e-29,1.8032e-29,1.87023e-29,7.32414e-30,9.62062e-30
27,1.01247,4.88668e-28,2.01103e-28,6.79755e-29,5.96218e-29,1.95459e-29,2.08897e-29,8.1129e-30,1.16143e-29
28,1.01351,5.25394e-28,2.23623e-28,6.88397e-29,6.29067e-29,2.07686e-29,2.32348e-29,8.89365e-30,1.39174e-29
29,1.0146,5.27254e-28,2.47919e-28,7.28335e-29,6.54643e-29,2.2269e-29,2.57944e-29,9.43163e-30,1.65017e-29
30,1.01574,4.94262e-28,2.34956e-28,7.79386e-29,6.9823e-29,2.36073e-29,2.84614e-29,9.9468e-30,1.96515e-29
31,1.01695,5.04792e-28,2.27317e-28,8.52371e-29,7.31494e-29,2.43895e-29,3.07244e-29,1.01867e-29,2.31914e-29
32,1.0182,5.03635e-28,2.73506e-28,8.05318e-29,7.75678e-29,2.46113e-29,3.25417e-29,1.03872e-29,2.74035e-29
33,1.01952,4.71281e-28,3.04831e-28,8.65548e-29,8.3126e-29,2.6361e-29,3.60311e-29,1.03047e-29,3.18275e-29
34,1.02089,4.56987e-28,3.0752e-28,9.27022e-29,8.87336e-29,2.7292e-29,3.7808e-29,1.03991e-29,3.666e-29
35,1.02233,4.75813e-28,2.7071e-28,9.19031e-29,9.38983e-29,2.90029e-29,4.06989e-29,1.02011e-29,4.24485e-29
36,1.02383,5.3233e-28,2.93085e-28,9.97481e-29,9.77069e-29,3.08091e-29,4.22332e-29,1.00022e-29,4.87478e-29
37,1.02539,5.42048e-28,2.81715e-28,9.55425e-29,1.05889e-28,3.24392e-29,4.73517e-29,9.82219e-30,5.52037e-29
38,1.02702,4.8305e-28,3.03292e-28,8.94905e-29,1.11246e-28,3.30969e-29,5.09312e-29,1.00429e-29,6.11929e-29
39,1.02871,4.99215e-28,3.33397e-28,1.09624e-28,1.2131e-28,3.53268e-29,5.58568e-29,1.06542e-29,6.79357e-29
40,1.03046,4.96438e-28,3.11306e-28,1.02841e-28,1.26681e-28,3.93494e-29,5.91077e-29,1.15161e-29,7.37595e-29
41,1.03228,4.93425e-28,2.86842e-28,1.13412e-28,1.32316e-28,4.33034e-29,6.49556e-29,1.23428e-29,8.09646e-29
42,1.03417,4.70339e-28,2.9362e-28,1.2626e-28,1.39085e-28,4.72563e-29,7.16014e-29,1.35358e-29,8.49216e-29
43,1.03613,4.57016e-28,3.24579e-28,1.28433e-28,1.43078e-28,5.05148e-29,7.56177e-29,1.52461e-29,8.93508e-29
44,1.03815,4.28837e-28,2.93697e-28,1.31897e-28,1.46357e-28,5.82707e-29,8.65707e-29,1.73768e-29,9.3252e-29
45,1.04023,4.66651e-28,2.78636e-28,1.30077e-28,1.44915e-28,7.19286e-29,9.40009e-29,1.87542e-29,9.58285e-29
46,1.04239,4.61674e-28,2.77505e-28,1.36748e-28,1.38449e-28,7.81913e-29,1.00759e-28,2.04827e-29,9.78104e-29
47,1.0446,4.90873e-28,2.66046e-28,1.51992e-28,1.32889e-28,8.87708e-29,1.11995e-28,2.14525e-29,9.76253e-29
48,1.04688,4.3564e-28,2.77102e-28,1.6194e-28,1.34547e-28,1.0393e-28,1.27845e-28,2.34929e-29,9.72282e-29
49,1.04921,4.29541e-28,3.09055e-28,1.49905e-28,1.27471e-28,1.15938e-28,1.35983e-28,2.43339e-29,9.52443e-29
50,1.05161,4.54322e-28,2.53529e-28,1.51151e-28,1.17835e-28,1.34044e-28,1.42426e-28,2.6365e-29,9.66727e-29
51,1.05405,4.24543e-28,2.40382e-28,1.59833e-28,1.05573e-28,1.63242e-28,1.63766e-28,3.0083e-29,9.15964e-29
52,1.05655,4.60411e-28,2.28687e-28,1.68671e-28,9.87943e-29,1.78996e-28,1.75555e-28,3.24453e-29,8.93159e-29
53,1.0591,4.02412e-28,2.55309e-28,1.7991e-28,9.10878e-29,1.93283e-28,1.99225e-28,3.45068e-29,8.33084e-29
54,1.06169,4.71564e-28,2.1304e-28,1.56659e-28,8.29274e-29,2.08785e-28,2.15957e-28,4.0074e-29,8.69871e-29
55,1.06431,4.54168e-28,1.85016e-28,1.47394e-28,7.2354e-29,2.22925e-28,2.2556e-28,4.47005e-29,8.51606e-29
56,1.06697,4.25619e-28,1.80454e-28,1.67798e-28,6.90187e-29,2.47204e-28,2.38619e-28,4.99203e-29,7.93136e-29
57,1.06965,4.11294e-28,1.7985e-28,1.63199e-28,6.36413e-29,2.52208e-28,2.50594e-28,5.68427e-29,7.93229e-29
58,1.07236,3.99101e-28,1.39882e-28,1.53902e-28,6.21634e-29,2.70313e-28,2.54005e-28,6.3516e-29,8.49943e-29
59,1.07508,3.81554e-28,1.43847e-28,1.44922e-28,6.16837e-29,2.62329e-28,2.67727e-28,7.20775e-29,8.85886e-29
60,1.07781,3.6799e-28,1.34501e-28,1.53203e-28,6.18474e-29,2.64293e-28,2.69052e-28,8.05961e-29,9.34708e-29
61,1.08054,3.48951e-28,1.23361e-28,1.428e-28,6.18597e-29,2.76593e-28,2.67353e-28,8.70281e-29,1.04614e-28
62,1.08326,3.51362e-28,1.11226e-28,1.40675e-28,6.77302e-29,2.91288e-28,2.82271e-28,9.8937e-29,1.07467e-28
63,1.08597,3.35477e-28,1.09912e-28,1.24692e-28,7.28304e-29,2.68074e-28,2.84016e-28,1.06062e-28,1.23651e-28
64,1.08866,3.24101e-28,1.04691e-28,1.30798e-28,8.32568e-29,2.58628e-28,2.72728e-28,1.22491e-28,1.30113e-28
65,1.09132,3.20909e-28,1.37612e-28,1.24458e-28,9.01077e-29,2.82086e-28,2.82065e-28,1.29286e-28,1.41808e-28
66,1.09394,2.89068e-28,9.19459e-29,1.15078e-28,1.00543e-28,2.77279e-28,2.7527e-28,1.38186e-28,1.62834e-28
67,1.09651,2.84919e-28,9.38649e-29,1.18775e-28,1.11778e-28,2.56192e-28,2.90131e-28,1.44952e-28,1.67708e-28
68,1.09904,2.88869e-28,8.5367e-29,1.01756e-28,1.24813e-28,2.73547e-28,2.64762e-28,1.48323e-28,1.83048e-28
69,1.1015,2.89086e-28,1.041e-28,9.97487e-29,1.30442e-28,2.70334e-28,2.77084e-28,1.56163e-28,1.89568e-28
70,1.1039,2.68027e-28,7.51453e-29,9.00984e-29,1.51741e-28,2.70523e-28,2.89886e-28,1.56079e-28,1.99182e-28
71,1.10622,2.65611e-28,6.16367e-29,9.99219e-29,1.60858e-28,2.70489e-28,2.86324e-28,1.65058e-28,2.1604e-28
72,1.10845,2.82163e-28,7.22187e-29,8.97763e-29,1.7011e-28,2.54933e-28,2.85642e-28,1.71522e-28,2.17227e-28
73,1.1106,3.08662e-28,6.36798e-29,1.0717e-28,1.68791e-28,2.61532e-28,2.89927e-28,1.75654e-28,2.12421e-28
74,1.11265,2.82285e-28,5.95294e-29,9.95844e-29,1.84119e-28,2.72343e-28,2.97896e-28,1.76977e-28,2.28343e-28
75,1.11459,2.30271e-28,5.02697e-29,1.013e-28,1.92094e-28,2.76123e-28,3.23502e-28,1.72473e-28,2.33336e-28
76,1.11643,2.71912e-28,6.81769e-29,9.89628e-29,1.99707e-28,2.64651e-28,3.30034e-28,1.84079e-28,2.555e-28
77,1.11815,2.38144e-28,3.35385e-29,1.03349e-28,1.98298e-28,2.79608e-28,3.34697e-28,1.87571e-28,2.53316e-28
78,1.11975,2.95332e-28,2.74531e-29,1.10479e-28,2.0126e-28,2.73634e-28,3.26758e-28,1.84582e-28,2.46085e-28
79,1.12122,2.28959e-28,3.89303e-29,1.16189e-28,2.05815e-28,3.11492e-28,3.45434e-28,1.76711e-28,2.552e-28
80,1.12255,2.75611e-28,3.1975e-29,1.14515e-28,2.13221e-28,3.04852e-28,3.90813e-28,1.78266e-28,2.61247e-28
81,1.12376,2.77473e-28,4.86788e-29,1.3487e-28,2.11051e-28,3.01665e-28,3.80149e-28,1.65185e-28,2.76829e-28
82,1.12482,2.73318e-28,3.36954e-29,1.19434e-28,2.27659e-28,3.14019e-28,3.8914e-28,1.62687e-28,2.77282e-28
83,1.12574,2.91072e-28,2.55548e-29,1.091e-28,2.35232e-28,2.99485e-28,4.04742e-28,1.4572e-28,2.84495e-28
84,1.12651,2.47361e-28,4.09926e-29,9.61854e-29,2.52255e-28,3.14608e-28,4.33342e-28,1.21751e-28,2.80611e-28
85,1.12713,2.49084e-28,4.46478e-29,1.14952e-28,2.43884e-28,3.39633e-28,4.01705e-28,1.1978e-28,2.29605e-28
86,1.1276,3.05507e-28,3.48612e-29,1.03544e-28,2.62061e-28,3.14891e-28,4.23538e-28,1.04391e-28,2.43826e-28
87,1.12792,2.96283e-28,2.27655e-29,8.26222e-29,2.60107e-28,3.324e-28,4.21333e-28,8.31139e-29,2.3053e-28
88,1.12808,2.84507e-28,3.34094e-29,6.31754e-29,2.71628e-28,2.95587e-28,3.85659e-28,6.77738e-29,2.09397e-28
89,1.12808,2.77548e-28,3.48308e-29,6.21077e-29,2.63038e-28,3.14448e-28,4.74124e-28,5.78285e-29,1.90748e-28
90,1.12793,2.98325e-28,3.52024e-29,5.90875e-29,2.56739e-28,3.00779e-28,4.02398e-28,4.75084e-29,1.8597e-28
91,1.12761,3.09347e-28,3.24998e-29,5.21583e-29,2.53618e-28,3.44382e-28,3.73011e-28,3.7669e-29,1.71757e-28
92,1.12715,2.81181e-28,2.79769e-29,4.48889e-29,2.49897e-28,2.99759e-28,3.79419e-28,2.95311e-29,1.43645e-28
93,1.12652,3.28583e-28,1.6713e-29,3.38601e-29,2.37587e-28,2.54818e-28,3.6568e-28,2.51609e-29,1.22885e-28
94,1.12574,3.2599e-28,4.12575e-29,4.19096e-29,2.29985e-28,3.03827e-28,2.93871e-28,2.35017e-29,1.27369e-28
95,1.1248,3.15504e-28,4.57779e-29,3.6865e-29,2.05014e-28,3.06249e-28,3.46329e-28,2.50305e-29,1.16875e-28
96,1.12372,3.53455e-28,3.3593e-29,2.62445e-29,1.96159e-28,2.56475e-28,3.09361e-28,2.0997e-29,1.10921e-28
97,1.12248,3.52351e-28,3.99668e-29,3.85515e-29,1.87229e-28,2.40116e-28,2.85094e-28,2.68995e-29,8.71288e-29
98,1.1211,3.65806e-28,4.9679e-29,4.36972e-29,1.64642e-28,2.17029e-28,2.50815e-28,2.88951e-29,8.56667e-29
99,1.11958,3.75915e-28,5.36492e-29,4.05059e-29,1.56777e-28,2.56636e-28,2.55918e-28,2.53945e-29,7.23365e-29
100,1.11792,3.77795e-28,4.9123e-29,4.69377e-29,1.37496e-28,2.31155e-28,2.28727e-28,2.87238e-29,8.69061e-29
101,1.11612,3.81118e-28,6.68675e-29,5.08571e-29,1.30569e-28,2.28701e-28,2.53885e-28,3.48141e-29,6.78469e-29
102,1.11419,4.48896e-28,9.44699e-29,4.28633e-29,1.11241e-28,2.2412e-28,1.86645e-28,4.38831e-29,4.56247e-29
103,1.11213,4.02388e-28,6.73282e-29,6.40027e-29,9.90121e-29,2.18207e-28,1.93333e-28,5.29749e-29,6.56255e-29
104,1.10996,4.15116e-28,7.95619e-29,6.47273e-29,7.91359e-29,2.10144e-28,1.95877e-28,4.99507e-29,6.36702e-29
105,1.10766,4.27657e-28,1.05303e-28,5.90246e-29,7.4884e-29,1.60123e-28,2.28433e-28,4.89921e-29,6.73085e-29
106,1.10526,4.42027e-28,1.14329e-28,6.67326e-29,5.93818e-29,1.96397e-28,1.69418e-28,5.73544e-29,6.27875e-29
107,1.10275,4.62681e-28,1.14383e-28,7.30509e-29,4.47988e-29,1.64503e-28,1.87092e-28,5.56725e-29,5.99184e-29
108,1.10013,4.58529e-28,1.20737e-28,9.26338e-29,3.67454e-29,1.89127e-28,1.73651e-28,6.12663e-29,6.9277e-29
109,1.09742,4.48538e-28,1.31062e-28,1.05226e-28,2.74924e-29,1.57003e-28,1.98643e-28,5.47911e-29,6.79111e-29
110,1.09462,4.96777e-28,1.56111e-28,1.20571e-28,2.09965e-29,1.4991e-28,2.06385e-28,5.57624e-29,6.76199e-29
111,1.09174,4.96015e-28,1.67931e-28,1.23479e-28,1.09272e-29,1.6974e-28,2.11918e-28,5.40398e-29,6.89778e-29
112,1.08877,4.88092e-28,1.69497e-28,1.12096e-28,4.52315e-30,1.87076e-28,2.27489e-28,4.97588e-29,5.9843e-29
113,1.08573,5.09546e-28,1.69446e-28,1.59882e-28,4.205e-30,1.69981e-28,2.03132e-28,4.48202e-29,6.20252e-29
114,1.08261,5.45212e-28,1.92424e-28,1.36488e-28,1.03605e-30,1.86494e-28,2.26845e-28,5.06258e-29,6.14571e-29
115,1.07943,5.38459e-28,1.86763e-28,1.67129e-28,6.46729e-31,1.82239e-28,2.23009e-28,3.95643e-29,5.4713e-29
116,1.07618,5.80846e-28,2.32434e-28,1.74319e-28,9.93217e-31,2.18913e-28,2.00622e-28,3.46099e-29,4.19889e-29
117,1.07287,6.04306e-28,2.08826e-28,2.15238e-28,1.69387e-30,2.06736e-28,2.1661e-28,3.94232e-29,4.17298e-29
118,1.06951,6.14244e-28,2.03012e-28,2.21057e-28,1.32504e-30,2.1165e-28,2.06311e-28,3.24231e-29,3.383e-29
119,1.06609,6.40907e-28,2.49167e-28,2.31843e-28,4.26197e-30,2.00738e-28,2.14222e-28,2.37902e-29,1.5995e-29
120,1.06262,6.1203e-28,2.74724e-28,2.64667e-28,1.41345e-29,2.2919e-28,1.82217e-28,2.45064e-29,2.49102e-29
121,1.0591,6.88551e-28,2.38969e-28,3.18926e-28,1.33472e-29,2.3163e-28,1.6673e-28,2.11406e-29,2.25721e-29
122,1.05554,6.71132e-28,2.44561e-28,2.78789e-28,1.35173e-29,2.69471e-28,1.81871e-28,1.59153e-29,1.30029e-29
123,1.05193,7.45266e-28,2.74948e-28,3.27912e-28,1.41672e-29,2.76128e-28,2.07826e-28,1.29652e-29,2.619e-29
124,1.04828,7.15613e-28,3.16326e-28,3.65183e-28,1.91767e-29,2.93526e-28,1.97028e-28,1.10569e-29,2.15989e-29
125,1.04459,7.16024e-28,2.80255e-28,3.51888e-28,2.32031e-29,2.7689e-28,1.4703e-28,1.04717e-29,2.25523e-29
126,1.04086,7.68417e-28,2.58084e-28,3.56713e-28,1.79812e-29,2.98866e-28,1.60648e-28,1.01272e-29,2.86318e-29
127,1.03709,8.47704e-28,2.9823e-28,4.08495e-28,1.50982e-29,3.44212e-28,1.70527e-28,1.25454e-29,2.94906e-29
128,1.03327,8.10714e-28,3.35155e-28,4.20705e-28,1.40234e-29,3.67397e-28,2.10134e-28,1.5576e-29,4.00284e-29
129,1.02942,8.55523e-28,2.78507e-28,4.02693e-28,1.79084e-29,3.37741e-28,1.87078e-28,2.49524e-29,2.86416e-29
130,1.02554,8.44006e-28,2.91516e-28,3.67247e-28,1.22709e-29,3.29948e-28,1.79693e-28,3.54047e-29,3.70662e-29
131,1.02161,9.30388e-28,3.54933e-28,3.84409e-28,1.39923e-29,3.18917e-28,2.06142e-28,4.28593e-29,3.21921e-29
132,1.01765,9.6872e-28,3.69152e-28,4.05913e-28,1.95185e-29,3.04046e-28,1.94213e-28,5.08212e-29,2.51073e-29
133,1.01365,9.27732e-28,3.41068e-28,4.74551e-28,2.46933e-29,3.14744e-28,2.65856e-28,6.69198e-29,2.43141e-29
134,1.00961,9.826e-28,3.90486e-28,4.02286e-28,2.97705e-29,3.06988e-28,2.2745e-28,8.2077e-29,2.94664e-29
135,1.00553,1.05565e-27,3.55807e-28,3.9737e-28,3.5662e-29,2.39831e-28,2.42699e-28,8.38416e-29,2.16615e-29
136,1.00142,1.0941e-27,4.04486e-28,3.6485e-28,4.82984e-29,2.2628e-28,2.58474e-28,9.12867e-29,2.09581e-29
137,0.997265,1.05373e-27,3.864e-28,4.60016e-28,5.53517e-29,1.93995e-28,3.01855e-28,1.08098e-28,1.60359e-29
138,0.993078,1.08158e-27,4.12572e-28,3.93181e-28,5.89305e-29,1.65171e-28,2.77339e-28,1.03651e-28,1.44566e-29
139,0.988854,1.13741e-27,3.27371e-28,3.90295e-28,8.84798e-29,1.35239e-28,3.09187e-28,9.88024e-29,1.73719e-29
140,0.984596,1.05465e-27,4.08895e-28,3.85103e-28,1.05988e-28,1.10791e-28,2.82694e-28,9.68736e-29,2.54284e-29
141,0.980304,1.14842e-27,4.38635e-28,3.53652e-28,9.74241e-29,7.03906e-29,2.72597e-28,9.15915e-29,1.75817e-29
142,0.975979,1.12494e-27,3.15335e-28,3.63272e-28,1.22509e-28,7.28506e-29,2.24957e-28,8.64614e-29,1.17545e-29
143,0.971624,1.13267e-27,3.12836e-28,3.9264e-28,1.33023e-28,5.61469e-29,2.30664e-28,7.92609e-29,1.359e-29
144,0.96724,1.04682e-27,3.45348e-28,3.70379e-28,1.34983e-28,6.68377e-29,1.93033e-28,7.01658e-29,1.22887e-29
145,0.962829,1.04194e-27,3.97118e-28,3.18509e-28,1.44402e-28,4.49669e-29,2.06471e-28,8.40314e-29,1.51675e-29
146,0.958395,1.05926e-27,2.79775e-28,3.35191e-28,1.55963e-28,7.52995e-29,1.4208e-28,8.00088e-29,9.74223e-30
147,0.95394,1.06181e-27,2.7427e-28,3.09684e-28,1.58689e-28,7.49312e-29,7.02271e-29,7.8819e-29,1.36e-29
148,0.949467,1.04411e-27,2.5767e-28,3.59021e-28,1.5019e-28,1.01818e-28,9.41392e-29,8.08684e-29,2.2445e-29
149,0.94498,1.00361e-27,2.46714e-28,2.85448e-28,1.59654e-28,1.00853e-28,4.1943e-29,7.69816e-29,1.36619e-29
150,0.940483,9.52493e-28,1.95144e-28,2.81612e-28,1.39156e-28,1.25703e-28,2.71643e-29,8.0348e-29,2.70216e-29
151,0.93598,1.0371e-27,1.9536e-28,2.65772e-28,1.2987e-28,1.50422e-28,1.07465e-29,7.93909e-29,3.48859e-29
152,0.931474,9.46891e-28,1.08249e-28,3.18524e-28,1.14379e-28,1.58024e-28,4.86932e-30,8.63793e-29,2.81318e-29
153,0.926971,9.08447e-28,1.41036e-28,2.56e-28,9.82762e-29,1.76785e-28,5.05347e-30,6.83791e-29,4.60451e-29
154,0.922474,9.18635e-28,7.96365e-29,2.52582e-28,8.20429e-29,1.54842e-28,9.58019e-30,7.04477e-29,4.43692e-29
155,0.917988,9.34749e-28,9.92335e-29,2.54657e-28,6.2412e-29,1.88108e-28,8.93129e-30,7.53133e-29,7.65774e-29
156,0.913518,8.76115e-28,4.29671e-29,2.63472e-28,4.98662e-29,1.47477e-28,2.22171e-29,5.66774e-29,6.36986e-29
157,0.909068,9.07751e-28,4.37544e-29,2.44097e-28,3.50169e-29,1.76704e-28,2.61103e-29,4.39396e-29,7.28061e-29
158,0.904642,8.72582e-28,6.02924e-29,2.6733e-28,3.44211e-29,1.87034e-28,2.99544e-29,4.0093e-29,9.13734e-29
159,0.900246,8.83582e-28,2.75717e-29,2.60556e-28,2.95217e-29,1.85258e-28,2.29249e-29,3.74381e-29,9.95692e-29
160,0.895882,8.20565e-28,4.96305e-30,2.37767e-28,2.91129e-29,1.52365e-28,3.7202e-29,3.03425e-29,9.86107e-29
161,0.891556,8.51593e-28,1.3244e-29,2.45753e-28,3.20807e-29,1.20574e-28,3.49629e-29,2.14366e-29,1.26691e-28
162,0.88727,8.05797e-28,1.76237e-29,2.3471e-28,3.97824e-29,1.39487e-28,3.99215e-29,2.59997e-29,1.36972e-28
163,0.883029,7.79647e-28,-4.0596e-30,2.46609e-28,3.96369e-29,1.2742e-28,2.34692e-29,1.89853e-29,1.35939e-28
164,0.878835,7.71658e-28,7.34362e-31,2.52551e-28,4.8753e-29,8.72543e-29,2.30243e-29,1.90098e-29,1.57062e-28
165,0.874692,6.51064e-28,-7.5028e-30,2.35053e-28,5.10859e-29,7.60468e-29,2.60855e-29,1.98168e-29,1.60082e-28
166,0.870603,6.74552e-28,-6.20297e-31,1.98811e-28,4.6567e-29,7.02669e-29,3.1419e-29,2.83777e-29,1.96027e-28
167,0.866569,6.3728e-28,-2.99132e-31,1.91814e-28,5.15548e-29,4.65173e-29,1.73689e-29,3.1404e-29,2.27206e-28
168,0.862593,6.70534e-28,2.18716e-30,1.97381e-28,5.88981e-29,3.43556e-29,1.68356e-29,3.43084e-29,2.1287e-28
169,0.858676,4.85076e-28,6.79651e-30,2.00272e-28,6.36726e-29,3.32633e-29,1.2764e-29,3.53658e-29,2.52056e-28
170,0.85482,5.08915e-28,1.43522e-29,1.5769e-28,6.31891e-29,1.55768e-29,2.01175e-29,3.49074e-29,2.74222e-28
171,0.851025,5.28767e-28,2.10683e-29,1.44787e-28,5.98635e-29,8.80983e-30,1.17428e-29,4.97091e-29,3.05177e-28
172,0.847292,4.49913e-28,2.74916e-29,1.37206e-28,6.59601e-29,2.91224e-30,2.03813e-29,4.98002e-29,2.88836e-28
173,0.84362,4.51004e-28,3.77493e-29,1.32437e-28,7.30498e-29,4.80961e-30,2.74915e-29,4.64923e-29,3.2292e-28
174,0.840011,3.94127e-28,5.6463e-29,5.57268e-29,6.52369e-29,5.61657e-30,1.43426e-29,4.33092e-29,3.27581e-28
175,0.836463,3.57875e-28,6.30895e-29,8.93874e-29,5.87663e-29,5.22326e-30,1.01403e-29,4.3652e-29,3.05664e-28
176,0.832975,3.89002e-28,8.72351e-29,1.03928e-28,5.6176e-29,1.276e-29,2.17939e-29,5.00037e-29,3.35867e-28
177,0.829545,3.72221e-28,9.04216e-29,6.56823e-29,5.60639e-29,2.94659e-29,2.17029e-29,4.15952e-29,3.16992e-28
178,0.826173,3.33498e-28,1.06354e-28,3.23968e-29,5.13546e-29,2.55427e-29,2.83643e-29,2.85346e-29,3.01827e-28
179,0.822856,3.33537e-28,1.48975e-28,3.43203e-29,4.32293e-29,4.81205e-29,3.8055e-29,2.33162e-29,3.34125e-28
180,0.819592,3.34122e-28,1.30943e-28,2.97589e-29,3.06616e-29,5.93069e-29,6.07354e-29,2.1876e-29,2.95564e-28
181,0.816378,3.90282e-28,1.8091e-28,2.38234e-29,2.43964e-29,8.05557e-29,4.64373e-29,1.18648e-29,2.85203e-28
182,0.813211,2.73996e-28,1.91795e-28,1.72133e-29,2.03617e-29,9.27712e-29,7.86707e-29,7.22423e-30,2.86368e-28
183,0.810088,2.86568e-28,1.90837e-28,1.24552e-29,1.14683e-29,1.34364e-28,9.10393e-29,2.92909e-30,2.73927e-28
184,0.807007,3.10628e-28,2.52398e-28,-9.9833e-30,5.67116e-30,1.37315e-28,9.71781e-29,9.97511e-31,2.32223e-28
185,0.803963,3.03996e-28,2.41848e-28,2.00057e-30,1.90664e-30,1.51218e-28,1.08726e-28,-2.95335e-31,2.29558e-28
186,0.800953,3.09117e-28,2.11293e-28,1.43849e-30,1.05993e-30,1.26537e-28,9.26818e-29,1.01574e-31,1.96188e-28
187,0.797973,3.58266e-28,2.18668e-28,2.08448e-30,4.38644e-31,1.79016e-28,9.77923e-29,5.05518e-30,1.95859e-28
188,0.79502,3.37675e-28,2.3537e-28,9.38165e-30,8.96723e-31,1.60944e-28,1.34838e-28,7.02136e-30,1.85091e-28
189,0.792089,3.10284e-28,2.5535e-28,1.01609e-29,4.32832e-30,1.25749e-28,1.19257e-28,8.09294e-30,1.55858e-28
190,0.789178,1.24343e-28,3.43194e-28,5.78568e-30,6.64658e-30,1.17229e-28,8.49652e-29,1.24653e-29,1.43933e-28
191,0.786282,2.24209e-28,2.95558e-28,1.54678e-29,8.50385e-30,1.09914e-28,7.43318e-29,2.12163e-29,1.1997e-28
192,0.783398,3.69478e-28,2.72043e-28,1.85992e-29,1.07731e-29,9.22166e-29,5.10059e-29,3.02289e-29,9.18957e-29
193,0.780522,5.96146e-28,2.55464e-28,4.38516e-29,2.60608e-29,9.10807e-29,7.55907e-29,2.85288e-29,9.99378e-29
194,0.777652,4.70907e-28,2.88967e-28,3.70931e-29,3.74694e-29,6.47954e-29,8.32781e-29,2.68746e-29,9.34852e-29
195,0.774784,3.64331e-28,2.88315e-28,2.46696e-29,3.6268e-29,3.51525e-29,5.62135e-29,4.05088e-29,5.81721e-29
