t,T+R,N_0,N_1,N_2,N_3
0,1,9.05613e-28,3.83737e-33,8.4506e-36,7.70059e-35
1,0.999987,9.25645e-28,4.6096e-31,2.08793e-33,9.14314e-33
2,0.999954,9.27297e-28,1.65235e-30,1.27866e-32,3.24868e-32
3,0.999899,9.39793e-28,3.30102e-30,4.20576e-32,6.79048e-32
4,0.999824,9.32204e-28,5.83754e-30,1.02527e-31,1.09973e-31
5,0.999727,9.24339e-28,8.61741e-30,2.08462e-31,1.48966e-31
6,0.999608,9.61634e-28,1.13766e-29,3.83704e-31,1.71857e-31
7,0.999467,9.42042e-28,1.5202e-29,6.30645e-31,1.68277e-31
8,0.999303,9.48329e-28,1.99067e-29,9.60254e-31,1.33861e-31
9,0.999117,9.38581e-28,2.51476e-29,1.47689e-30,8.18326e-32
10,0.998907,9.33253e-28,3.14593e-29,2.12323e-30,3.63894e-32
11,0.998673,9.13379e-28,3.67195e-29,2.907e-30,4.17115e-32
12,0.998414,9.1261e-28,4.48481e-29,4.00322e-30,1.35573e-31
13,0.998129,9.15298e-28,5.46891e-29,5.14156e-30,3.72957e-31
14,0.997818,9.12295e-28,6.38597e-29,6.84566e-30,7.85232e-31
15,0.99748,8.99411e-28,7.32957e-29,8.57485e-30,1.40467e-30
16,0.997113,8.7686e-28,8.58861e-29,1.10506e-29,2.24689e-30
17,0.996718,8.73252e-28,9.80408e-29,1.34782e-29,3.13757e-30
18,0.996293,8.78052e-28,1.08015e-28,1.63013e-29,4.13622e-30
19,0.995837,8.34335e-28,1.24333e-28,1.96591e-29,5.19672e-30
20,0.995349,8.18132e-28,1.48295e-28,2.37206e-29,6.64336e-30
21,0.994828,8.19467e-28,1.39792e-28,2.87719e-29,7.87994e-30
22,0.994275,8.44784e-28,1.6184e-28,3.306e-29,9.59943e-30
23,0.993686,8.06732e-28,1.66591e-28,3.85005e-29,1.17162e-29
24,0.993063,8.01785e-28,1.84643e-28,4.34048e-29,1.40058e-29
25,0.992404,7.71678e-28,2.00343e-28,5.01555e-29,1.80015e-29
26,0.99171,7.37378e-28,2.08985e-28,5.673e-29,2.27678e-29
27,0.990978,7.36965e-28,2.10364e-28,6.4634e-29,2.92354e-29
28,0.990211,7.1412e-28,2.26905e-28,7.09482e-29,3.60192e-29
29,0.989406,6.85278e-28,2.58724e-28,7.60645e-29,4.24534e-29
30,0.988566,6.74061e-28,2.47985e-28,8.1765e-29,5.43552e-29
31,0.98769,6.77615e-28,2.60748e-28,8.83876e-29,6.04915e-29
32,0.986779,6.84734e-28,2.55758e-28,9.75349e-29,7.71531e-29
33,0.985834,6.64754e-28,2.92314e-28,9.56462e-29,8.86496e-29
34,0.984856,6.82326e-28,2.84081e-28,9.96875e-29,1.00801e-28
35,0.983848,6.46266e-28,3.00702e-28,1.0143e-28,1.10739e-28
36,0.98281,6.51523e-28,3.19373e-28,1.00513e-28,1.35369e-28
37,0.981745,6.55651e-28,2.92576e-28,9.95693e-29,1.47873e-28
38,0.980656,6.25664e-28,3.10121e-28,9.58667e-29,1.67182e-28
39,0.979546,6.17987e-28,3.03458e-28,9.53826e-29,1.89383e-28
40,0.978417,6.2326e-28,3.18042e-28,8.98804e-29,2.14076e-28
41,0.977273,5.79563e-28,3.17572e-28,8.22785e-29,2.41457e-28
42,0.976119,5.29974e-28,3.25578e-28,7.45271e-29,2.62776e-28
43,0.974956,5.1678e-28,3.21254e-28,7.36431e-29,2.77669e-28
44,0.973791,4.47673e-28,3.27439e-28,7.1033e-29,3.09754e-28
45,0.972628,4.40629e-28,3.37684e-28,6.32143e-29,3.23416e-28
46,0.97147,4.12617e-28,3.28501e-28,5.8304e-29,3.46861e-28
47,0.970324,3.94186e-28,3.28059e-28,5.0072e-29,3.57297e-28
48,0.969193,3.74534e-28,3.56332e-28,4.79525e-29,3.76434e-28
49,0.968083,3.52283e-28,3.62757e-28,4.19814e-29,4.04563e-28
50,0.966998,3.37375e-28,3.30757e-28,4.24373e-29,4.23502e-28
51,0.965944,3.03396e-28,3.12599e-28,3.61925e-29,4.4253e-28
52,0.964926,2.97939e-28,3.40937e-28,3.752e-29,4.19498e-28
53,0.963948,3.0853e-28,3.37288e-28,3.94587e-29,4.62997e-28
54,0.963015,3.06245e-28,4.03432e-28,4.20595e-29,4.69389e-28
55,0.962132,2.90531e-28,3.37779e-28,4.03743e-29,4.82978e-28
56,0.961303,3.0041e-28,3.31142e-28,4.6382e-29,4.93394e-28
57,0.960532,2.85783e-28,3.76237e-28,5.32223e-29,4.96195e-28
58,0.959823,2.99314e-28,4.29543e-28,4.61791e-29,5.14251e-28
59,0.95918,2.56634e-28,4.1017e-28,5.66133e-29,5.26856e-28
60,0.958605,2.59167e-28,4.07997e-28,5.75479e-29,5.08216e-28
61,0.958102,2.56073e-28,3.69669e-28,6.23197e-29,5.678e-28
62,0.957672,2.41556e-28,4.72307e-28,6.52662e-29,5.54111e-28
63,0.957319,2.57767e-28,4.62595e-28,7.31628e-29,5.03237e-28
64,0.957043,2.44096e-28,4.31612e-28,6.32775e-29,5.71866e-28
65,0.956846,2.21432e-28,4.43444e-28,8.61945e-29,5.46917e-28
66,0.956728,2.28414e-28,4.42622e-28,7.98748e-29,5.45904e-28
67,0.956691,2.12703e-28,5.22315e-28,8.41164e-29,5.52114e-28
68,0.956734,1.97051e-28,4.68237e-28,9.49158e-29,4.9845e-28
69,0.956857,1.80321e-28,4.17148e-28,8.93452e-29,5.46511e-28
70,0.957059,1.68904e-28,4.94521e-28,9.88799e-29,5.42142e-28
71,0.95734,1.71045e-28,4.62828e-28,9.47088e-29,5.11072e-28
72,0.957697,1.64515e-28,5.0565e-28,9.27495e-29,5.81402e-28
73,0.95813,1.36809e-28,4.66296e-28,8.10212e-29,5.48656e-28
74,0.958637,1.19888e-28,4.95503e-28,1.1014e-28,6.44856e-28
75,0.959215,1.09281e-28,4.78036e-28,1.07243e-28,6.02837e-28
76,0.959863,9.53043e-29,5.36749e-28,9.63891e-29,5.78753e-28
77,0.960578,9.51943e-29,4.80815e-28,1.11531e-28,6.42906e-28
78,0.961357,8.944e-29,5.04553e-28,9.84329e-29,5.81292e-28
79,0.962198,7.04548e-29,4.79935e-28,1.00646e-28,6.62396e-28
80,0.963099,7.02432e-29,5.6052e-28,1.07138e-28,6.34899e-28
81,0.964056,7.26633e-29,5.70163e-28,1.0894e-28,5.68581e-28
82,0.965068,5.61357e-29,5.47759e-28,8.88839e-29,5.33693e-28
83,0.966132,5.10302e-29,5.00783e-28,9.91757e-29,5.80242e-28
84,0.967244,4.37e-29,5.41441e-28,9.08598e-29,5.48293e-28
85,0.968404,4.95074e-29,5.282e-28,9.56677e-29,5.20196e-28
86,0.969607,3.85756e-29,4.77262e-28,8.57565e-29,4.35007e-28
87,0.970853,3.321e-29,4.26343e-28,8.17073e-29,4.82169e-28
88,0.97214,3.80194e-29,4.45092e-28,6.69794e-29,5.23922e-28
89,0.973464,2.6171e-29,5.14824e-28,4.96447e-29,4.90728e-28
90,0.974824,2.91126e-29,4.26644e-28,6.3506e-29,4.32774e-28
91,0.97622,2.00674e-29,4.43938e-28,6.3958e-29,4.32919e-28
92,0.977648,2.29371e-29,3.90003e-28,5.47626e-29,4.54353e-28
93,0.979108,2.00272e-29,3.93131e-28,4.60505e-29,4.47836e-28
94,0.980598,1.94649e-29,4.88613e-28,4.76029e-29,4.50263e-28
95,0.982117,2.48279e-29,3.90921e-28,4.48843e-29,4.35219e-28
96,0.983664,1.55731e-29,3.88415e-28,3.33778e-29,4.61946e-28
97,0.985238,1.56498e-29,3.81411e-28,4.1661e-29,4.78093e-28
98,0.986838,1.9396e-29,4.24792e-28,4.06568e-29,4.78786e-28
99,0.988463,2.40548e-29,3.307e-28,3.03144e-29,4.61491e-28
100,0.990112,3.04275e-29,4.01457e-28,3.14777e-29,4.81869e-28
101,0.991783,2.30495e-29,3.61806e-28,2.93281e-29,4.87277e-28
102,0.993477,2.51999e-29,3.32262e-28,2.27186e-29,5.58143e-28
103,0.995192,3.21016e-29,3.6509e-28,2.94635e-29,4.79178e-28
104,0.996927,3.6727e-29,2.55397e-28,1.26605e-29,4.84418e-28
105,0.998681,3.13944e-29,3.21957e-28,1.70682e-29,5.34718e-28
106,1.00045,4.01504e-29,2.47058e-28,1.93983e-29,5.63751e-28
107,1.00224,5.43155e-29,2.66249e-28,1.54384e-29,5.04794e-28
108,1.00405,6.63083e-29,2.86631e-28,1.40524e-29,4.90672e-28
109,1.00587,6.62991e-29,2.99681e-28,1.15664e-29,5.60613e-28
110,1.0077,7.2209e-29,2.54569e-28,1.07364e-29,5.83719e-28
111,1.00955,9.37701e-29,2.7011e-28,8.65862e-30,5.77473e-28
112,1.0114,1.01462e-28,2.07633e-28,9.38733e-30,5.82151e-28
113,1.01326,1.23981e-28,3.31737e-28,7.1078e-30,5.47718e-28
114,1.01514,1.1595e-28,1.76723e-28,1.54285e-30,5.24191e-28
115,1.01701,1.23718e-28,2.31635e-28,3.59518e-30,5.48864e-28
116,1.0189,1.52172e-28,2.00622e-28,2.69238e-30,5.62236e-28
117,1.02078,1.61321e-28,2.68881e-28,1.31698e-30,4.16026e-28
118,1.02266,1.70582e-28,2.2318e-28,6.87058e-32,5.34811e-28
119,1.02455,1.64203e-28,1.80652e-28,-1.12294e-31,4.16988e-28
120,1.02643,1.80959e-28,2.4241e-28,-2.99134e-31,4.73304e-28
121,1.02831,1.69272e-28,2.82766e-28,-1.0367e-30,3.82171e-28
122,1.03018,2.07305e-28,3.2152e-28,1.43078e-30,3.51692e-28
123,1.03205,1.92751e-28,3.11101e-28,3.91272e-30,3.84147e-28
124,1.03391,2.10137e-28,3.79372e-28,2.65791e-30,3.81443e-28
125,1.03576,2.13267e-28,4.00518e-28,-4.75234e-31,3.7266e-28
126,1.03759,2.31333e-28,4.78962e-28,2.00418e-30,3.48445e-28
127,1.03942,2.4479e-28,4.57968e-28,2.86561e-30,3.95765e-28
128,1.04123,2.50319e-28,5.63523e-28,6.10873e-30,3.67538e-28
129,1.04303,2.60617e-28,5.53003e-28,5.02603e-30,3.51883e-28
130,1.04482,2.35666e-28,5.86629e-28,4.74678e-30,3.75803e-28
131,1.04659,2.49236e-28,6.12831e-28,7.32397e-30,3.03794e-28
132,1.04834,2.54128e-28,5.64212e-28,1.56246e-29,3.3696e-28
133,1.05008,2.72396e-28,5.78326e-28,1.07511e-29,2.63355e-28
134,1.0518,2.99007e-28,5.8163e-28,1.04002e-29,2.24402e-28
135,1.0535,3.01018e-28,6.24772e-28,2.61145e-29,2.31688e-28
136,1.05518,3.68438e-28,5.89525e-28,9.89194e-30,2.08023e-28
137,1.05685,3.1865e-28,6.49453e-28,2.03724e-29,2.02528e-28
138,1.0585,3.35233e-28,5.97797e-28,2.49056e-29,1.76282e-28
139,1.06012,3.90763e-28,5.22076e-28,2.22512e-29,1.5707e-28
140,1.06174,3.95584e-28,5.26635e-28,3.23884e-29,1.5361e-28
141,1.06333,4.61105e-28,4.70842e-28,3.64072e-29,1.02303e-28
142,1.0649,4.5507e-28,4.47511e-28,4.75614e-29,1.05275e-28
