t,T+R,N_0,N_1,N_2
0,1,6.00054e-24,8.2387e-43,2.38419e-49
10,1,6.01281e-24,2.33562e-34,1.05329e-36
20,1,6.01989e-24,2.51963e-33,4.05688e-35
30,1,6.10044e-24,8.51934e-34,6.37813e-35
40,1,5.92137e-24,1.05239e-31,1.4801e-33
50,1,5.91847e-24,1.21287e-31,5.55025e-33
60,1,5.95057e-24,6.98915e-32,2.47808e-33
70,1,5.9051e-24,2.35695e-31,1.63997e-32
80,1,5.92714e-24,3.18892e-30,4.50176e-31
90,1,5.94697e-24,1.96764e-29,2.02693e-30
100,1,6.02044e-24,2.1737e-29,7.85923e-30
110,1,5.92702e-24,2.59271e-30,2.42772e-30
120,1,5.97167e-24,4.49984e-30,5.70252e-30
130,1,5.98145e-24,1.54172e-29,5.34417e-30
140,0.999739,5.47121e-24,1.54397e-25,3.03553e-26
150,1.0129,8.04261e-21,1.80076e-21,3.49281e-22
160,1.13919,2.0734e-17,4.8936e-18,9.67126e-19
170,1.77452,1.77826e-14,4.21389e-15,8.55524e-16
180,2.01632,5.99754e-12,1.42668e-12,2.99746e-13
190,1.84815,9.29217e-10,2.21494e-10,4.84557e-11
200,12.4181,7.40296e-08,1.76103e-08,4.03203e-09
210,0.209585,3.29341e-06,7.77003e-07,1.86961e-07
220,0.679041,8.69439e-05,2.01764e-05,5.11809e-06
230,10.1668,0.00142373,0.00032164,8.61769e-05
240,2.3021,0.0149094,0.00323843,0.000916406
250,3.15838,0.101602,0.0209133,0.00622966
260,1.91943,0.451969,0.0867462,0.0269546
270,1.94123,1.29258,0.227284,0.072242
280,3.25468,2.27556,0.358821,0.112162
290,2.74202,2.24709,0.303157,0.0862001
300,1.32986,1.07759,0.0939837,0.0223674
310,0.584611,0.521581,0.00863223,0.0126609
320,0.955241,0.836199,0.0642139,0.0207679
330,0.784827,0.722621,0.0455446,0.00321196
340,0.697707,0.667284,0.0169452,0.00482966
350,0.89564,0.83801,0.0487415,0.00483506
360,0.863214,0.829399,0.0314381,0.000159247
370,0.962343,0.92283,0.0349856,0.00334927
380,1.00423,0.957859,0.0446139,0.00116134
390,1.00677,0.971474,0.0334673,0.00150808
400,1.01895,0.974406,0.0423556,0.00201639
410,0.999577,0.960531,0.037819,0.00114102
420,0.998426,0.95874,0.0378565,0.00178318
430,0.994461,0.953262,0.039698,0.00147749
440,1.00014,0.961103,0.0375638,0.00146198
450,0.999709,0.958999,0.0390672,0.00163612
460,0.999613,0.959653,0.0385199,0.00143671
470,0.999305,0.95936,0.0383683,0.00157513
480,0.998002,0.95773,0.0387583,0.00151324
490,1.00005,0.960107,0.0384263,0.00151606
500,0.998874,0.958739,0.0385932,0.00154096
600,0.999123,0.959044,0.0385533,0.00152524
700,0.999137,0.959058,0.0385546,0.00152521
800,0.999137,0.959057,0.0385547,0.00152524
900,0.999137,0.959058,0.0385547,0.00152524
1000,0.999137,0.959058,0.0385547,0.00152524
1100,0.999137,0.959058,0.0385547,0.00152524
1200,0.999137,0.959058,0.0385547,0.00152524
1300,0.999137,0.959058,0.0385547,0.00152524
1400,0.999137,0.959058,0.0385547,0.00152524
1500,0.999137,0.959058,0.0385547,0.00152524
1600,0.999137,0.959058,0.0385547,0.00152524
1700,0.999137,0.959058,0.0385547,0.00152524
1800,0.999137,0.959058,0.0385547,0.00152524
1900,0.999137,0.959058,0.0385547,0.00152524
2000,0.999137,0.959058,0.0385547,0.00152524
2100,0.999137,0.959058,0.0385547,0.00152524
2200,0.999137,0.959058,0.0385547,0.00152524
2300,0.999137,0.959058,0.0385547,0.00152524
2400,0.999137,0.959058,0.0385547,0.00152524
2500,0.999137,0.959058,0.0385547,0.00152524
2600,0.999137,0.959058,0.0385547,0.00152524
2700,0.999137,0.959058,0.0385547,0.00152524
2800,0.999137,0.959058,0.0385547,0.00152524
2900,0.999137,0.959058,0.0385547,0.00152524
3000,0.999137,0.959058,0.0385547,0.00152524
3100,0.999137,0.959058,0.0385547,0.00152524
3200,0.999137,0.959058,0.0385547,0.00152524
3300,0.999137,0.959058,0.0385547,0.00152524
3400,0.999137,0.959058,0.0385547,0.00152524
3500,0.999137,0.959058,0.0385547,0.00152524
3600,0.999137,0.959058,0.0385547,0.00152524
3700,0.999137,0.959058,0.0385547,0.00152524
3800,0.999137,0.959058,0.0385547,0.00152524
3900,0.999137,0.959058,0.0385547,0.00152524
4000,0.999137,0.959058,0.0385547,0.00152524
4100,0.999137,0.959058,0.0385547,0.00152524
4200,0.999137,0.959058,0.0385547,0.00152524
4300,0.999137,0.959058,0.0385547,0.00152524
4400,0.999137,0.959058,0.0385547,0.00152524
4500,0.999137,0.959058,0.0385547,0.00152524
4600,0.999137,0.959058,0.0385547,0.00152524
4700,0.999137,0.959058,0.0385547,0.00152524
4800,0.999137,0.959058,0.0385547,0.00152524
4900,0.999137,0.959058,0.0385547,0.00152524
5000,0.999137,0.959058,0.0385547,0.00152524
5100,0.999137,0.959058,0.0385547,0.00152524
5200,0.999137,0.959058,0.0385547,0.00152524
5300,0.999137,0.959058,0.0385547,0.00152524
5400,0.999137,0.959058,0.0385547,0.00152524
5500,0.999137,0.959058,0.0385547,0.00152524
5600,0.999137,0.959058,0.0385547,0.00152524
5700,0.999137,0.959058,0.0385547,0.00152524
5800,0.999137,0.959058,0.0385547,0.00152524
5900,0.999137,0.959058,0.0385547,0.00152524
6000,0.999137,0.959058,0.0385547,0.00152524
6100,0.999137,0.959058,0.0385547,0.00152524
6200,0.999137,0.959058,0.0385547,0.00152524
6300,0.999137,0.959058,0.0385547,0.00152524
6400,0.999137,0.959058,0.0385547,0.00152524
6500,0.999137,0.959058,0.0385547,0.00152524
6600,0.999137,0.959058,0.0385547,0.00152524
6700,0.999137,0.959058,0.0385547,0.00152524
6800,0.999137,0.959058,0.0385547,0.00152524
6900,0.999137,0.959058,0.0385547,0.00152524
7000,0.999137,0.959058,0.0385547,0.00152524
7100,0.999137,0.959058,0.0385547,0.00152524
7200,0.999137,0.959058,0.0385547,0.00152524
7300,0.999137,0.959058,0.0385547,0.00152524
7400,0.999137,0.959058,0.0385547,0.00152524
7500,0.999137,0.959058,0.0385547,0.00152524
7600,0.999137,0.959058,0.0385547,0.00152524
7700,0.999137,0.959058,0.0385547,0.00152524
7800,0.999137,0.959058,0.0385547,0.00152524
7900,0.999137,0.959058,0.0385547,0.00152524
8000,0.999137,0.959058,0.0385547,0.00152524
8100,0.999137,0.959058,0.0385547,0.00152524
8200,0.999137,0.959058,0.0385547,0.00152524
8300,0.999137,0.959058,0.0385547,0.00152524
8400,0.999137,0.959058,0.0385547,0.00152524
