t,T+R,N_0,N_1,N_2,N_3
0,1,6.00054e-24,8.2387e-43,2.38419e-49,7.02021e-56
10,1,6.00522e-24,2.1441e-34,9.50769e-37,5.12459e-39
20,1,6.00663e-24,2.08619e-33,3.3162e-35,5.89133e-37
30,1,6.10678e-24,1.11677e-33,5.43231e-35,3.63762e-36
40,1,5.92714e-24,9.72134e-32,1.19311e-33,7.45937e-35
50,1,5.9347e-24,1.16188e-31,4.2372e-33,5.06428e-34
60,1,5.9637e-24,6.53513e-32,1.56414e-33,6.66256e-34
70,1,5.92106e-24,2.44946e-31,1.48154e-32,2.80284e-33
80,1,5.93084e-24,3.33337e-30,3.41862e-31,4.91463e-32
90,1,5.95146e-24,2.06871e-29,2.37187e-30,3.76376e-31
100,1,6.01945e-24,2.29113e-29,2.94409e-30,7.75604e-31
110,1,5.90868e-24,1.10237e-30,5.8946e-31,5.72581e-30
120,1,6.01774e-24,7.70502e-31,5.45541e-31,9.3542e-30
130,1,5.96665e-24,7.62616e-30,4.99201e-31,2.38763e-29
140,0.999739,5.48051e-24,1.54846e-25,3.35984e-26,5.44721e-27
150,1.0129,8.03991e-21,1.79567e-21,3.91374e-22,7.11342e-23
160,1.13919,2.07282e-17,4.86543e-18,1.06774e-18,1.99639e-19
170,1.77452,1.77771e-14,4.1755e-15,9.26152e-16,1.79942e-16
180,2.01632,5.99584e-12,1.40841e-12,3.16143e-13,6.4409e-14
190,1.84816,9.29059e-10,2.17851e-10,4.94141e-11,1.06421e-11
200,12.4181,7.40339e-08,1.72697e-08,3.94212e-09,9.03922e-10
210,0.209618,3.29472e-06,7.61042e-07,1.73682e-07,4.2675e-08
220,0.679255,8.70124e-05,1.97962e-05,4.47656e-06,1.18535e-06
230,10.166,0.0014253,0.000317514,7.03545e-05,2.01701e-05
240,2.30363,0.0149262,0.00323479,0.000693376,0.000215864
250,3.15658,0.101661,0.0212701,0.00435336,0.00147165
260,1.92117,0.451652,0.0902703,0.0174655,0.0063785
270,1.94049,1.2893,0.241775,0.0441832,0.0172198
280,3.25523,2.26717,0.38404,0.0675779,0.0276392
290,2.74046,2.24558,0.309475,0.0558111,0.0243967
300,1.33189,1.09067,0.0756395,0.0173431,0.0120572
310,0.584201,0.516198,0.0156016,0.00269241,0.00819752
320,0.95196,0.829818,0.0684225,0.011991,0.00742742
330,0.791147,0.739692,0.0297091,0.00547319,0.00301707
340,0.691441,0.651091,0.0283361,0.000882936,0.00229407
350,0.898649,0.848362,0.0393185,0.00544796,0.00156563
360,0.865612,0.83053,0.0317279,0.000686049,0.000378616
370,0.954839,0.912449,0.0384647,0.00204556,0.000710441
380,1.01462,0.973981,0.0375797,0.00232545,0.000136043
390,0.996859,0.955942,0.0396212,0.000795858,0.000162346
400,1.02553,0.985108,0.0379741,0.0021091,0.000176762
410,0.997698,0.956863,0.0394327,0.00130125,9.78938e-06
420,0.99608,0.956348,0.0381418,0.00142463,0.000117595
430,0.999254,0.959175,0.0383615,0.00165087,4.3357e-05
440,0.995069,0.954759,0.0389136,0.00132558,5.70276e-05
450,1.00339,0.963619,0.038143,0.00155063,6.77011e-05
460,0.998037,0.957677,0.0388385,0.00146852,4.89755e-05
470,0.998998,0.959071,0.0384207,0.0014437,6.08158e-05
480,0.999402,0.959327,0.038511,0.00150585,5.75625e-05
490,0.998433,0.958308,0.0386152,0.00145434,5.49763e-05
500,1.00007,0.96006,0.0384759,0.00147669,5.89974e-05
600,0.99918,0.95911,0.0385406,0.00147304,5.71375e-05
700,0.999138,0.959069,0.0385382,0.00147312,5.70794e-05
800,0.999136,0.959068,0.0385381,0.00147309,5.70786e-05
900,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
1000,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
1100,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
1200,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
1300,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
1400,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
1500,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
1600,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
1700,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
1800,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
1900,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
2000,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
2100,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
2200,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
2300,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
2400,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
2500,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
2600,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
2700,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
2800,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
2900,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
3000,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
3100,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
3200,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
3300,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
3400,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
3500,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
3600,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
3700,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
3800,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
3900,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
4000,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
4100,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
4200,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
4300,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
4400,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
4500,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
4600,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
4700,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
4800,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
4900,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
5000,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
5100,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
5200,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
5300,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
5400,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
5500,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
5600,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
5700,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
5800,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
5900,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
6000,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
6100,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
6200,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
6300,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
6400,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
6500,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
6600,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
6700,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
6800,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
6900,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
7000,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
7100,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
7200,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
7300,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
7400,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
7500,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
7600,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
7700,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
7800,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
7900,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
8000,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
8100,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
8200,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
8300,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
8400,0.999136,0.959068,0.0385381,0.00147309,5.70784e-05
