t,T+R,N_0,N_1
0,1,6.00054e-24,8.23871e-43
10,1,6.00608e-24,2.29899e-34
20,1,6.00145e-24,2.57032e-33
30,1,6.09064e-24,9.99884e-34
40,1,5.90266e-24,1.08376e-31
50,1,5.91992e-24,1.33054e-31
60,1,5.94994e-24,7.80932e-32
70,1,5.9133e-24,1.94122e-31
80,1,5.91035e-24,3.42603e-30
90,1,5.93473e-24,2.52486e-29
100,1,5.99863e-24,2.59909e-29
110,1,5.89259e-24,4.45543e-30
120,1,5.94525e-24,1.46261e-29
130,1,5.93395e-24,8.57529e-30
140,0.999739,5.43429e-24,1.35836e-25
150,1.0129,8.0456e-21,1.60014e-21
160,1.1392,2.0782e-17,4.39872e-18
170,1.77457,1.78569e-14,3.84599e-15
180,2.01659,6.03524e-12,1.32869e-12
190,1.84845,9.37086e-10,2.11738e-10
200,12.4165,7.48013e-08,1.73951e-08
210,0.211073,3.33202e-06,7.98721e-07
220,0.683916,8.79702e-05,2.17423e-05
230,10.1501,0.00143802,0.000365962
240,2.32482,0.0149955,0.00391518
250,3.138,0.101461,0.0269776
260,1.93161,0.446897,0.119333
270,1.93887,1.26417,0.329959
280,3.2513,2.21064,0.53239
290,2.73515,2.208,0.420453
300,1.34172,1.12422,0.0827169
310,0.589531,0.524713,0.0225634
320,0.933329,0.79075,0.108748
330,0.807084,0.768345,0.0254556
340,0.688122,0.645614,0.0337108
350,0.887992,0.831004,0.0531644
360,0.883689,0.857813,0.02355
370,0.93762,0.887768,0.0487632
380,1.02445,0.986885,0.0369579
390,0.996365,0.955784,0.0402638
400,1.01892,0.975745,0.0430161
410,1.00708,0.968776,0.0382138
420,0.988194,0.946406,0.0417455
430,1.00338,0.963705,0.0396567
440,0.99496,0.954617,0.0403299
450,1.00096,0.960397,0.0405544
460,1.00127,0.961136,0.0401339
470,0.996511,0.956101,0.0404078
480,1.00063,0.960318,0.0403095
490,0.998475,0.958186,0.0402885
500,0.999395,0.959043,0.0403515
600,0.999171,0.958847,0.0403241
700,0.999166,0.958845,0.0403202
800,0.999166,0.958846,0.0403201
900,0.999166,0.958846,0.0403201
1000,0.999166,0.958846,0.0403201
1100,0.999166,0.958846,0.0403201
1200,0.999166,0.958846,0.0403201
1300,0.999166,0.958846,0.0403201
1400,0.999166,0.958846,0.0403201
1500,0.999166,0.958846,0.0403201
1600,0.999166,0.958846,0.0403201
1700,0.999166,0.958846,0.0403201
1800,0.999166,0.958846,0.0403201
1900,0.999166,0.958846,0.0403201
2000,0.999166,0.958846,0.0403201
2100,0.999166,0.958846,0.0403201
2200,0.999166,0.958846,0.0403201
2300,0.999166,0.958846,0.0403201
2400,0.999166,0.958846,0.0403201
2500,0.999166,0.958846,0.0403201
2600,0.999166,0.958846,0.0403201
2700,0.999166,0.958846,0.0403201
2800,0.999166,0.958846,0.0403201
2900,0.999166,0.958846,0.0403201
3000,0.999166,0.958846,0.0403201
3100,0.999166,0.958846,0.0403201
3200,0.999166,0.958846,0.0403201
3300,0.999166,0.958846,0.0403201
3400,0.999166,0.958846,0.0403201
3500,0.999166,0.958846,0.0403201
3600,0.999166,0.958846,0.0403201
3700,0.999166,0.958846,0.0403201
3800,0.999166,0.958846,0.0403201
3900,0.999166,0.958846,0.0403201
4000,0.999166,0.958846,0.0403201
4100,0.999166,0.958846,0.0403201
4200,0.999166,0.958846,0.0403201
4300,0.999166,0.958846,0.0403201
4400,0.999166,0.958846,0.0403201
4500,0.999166,0.958846,0.0403201
4600,0.999166,0.958846,0.0403201
4700,0.999166,0.958846,0.0403201
4800,0.999166,0.958846,0.0403201
4900,0.999166,0.958846,0.0403201
5000,0.999166,0.958846,0.0403201
5100,0.999166,0.958846,0.0403201
5200,0.999166,0.958846,0.0403201
5300,0.999166,0.958846,0.0403201
5400,0.999166,0.958846,0.0403201
5500,0.999166,0.958846,0.0403201
5600,0.999166,0.958846,0.0403201
5700,0.999166,0.958846,0.0403201
5800,0.999166,0.958846,0.0403201
5900,0.999166,0.958846,0.0403201
6000,0.999166,0.958846,0.0403201
6100,0.999166,0.958846,0.0403201
6200,0.999166,0.958846,0.0403201
6300,0.999166,0.958846,0.0403201
6400,0.999166,0.958846,0.0403201
6500,0.999166,0.958846,0.0403201
6600,0.999166,0.958846,0.0403201
6700,0.999166,0.958846,0.0403201
6800,0.999166,0.958846,0.0403201
6900,0.999166,0.958846,0.0403201
7000,0.999166,0.958846,0.0403201
7100,0.999166,0.958846,0.0403201
7200,0.999166,0.958846,0.0403201
7300,0.999166,0.958846,0.0403201
7400,0.999166,0.958846,0.0403201
7500,0.999166,0.958846,0.0403201
7600,0.999166,0.958846,0.0403201
7700,0.999166,0.958846,0.0403201
7800,0.999166,0.958846,0.0403201
7900,0.999166,0.958846,0.0403201
8000,0.999166,0.958846,0.0403201
8100,0.999166,0.958846,0.0403201
8200,0.999166,0.958846,0.0403201
8300,0.999166,0.958846,0.0403201
8400,0.999166,0.958846,0.0403201
