t,T+R,N_0,N_1,N_2,N_3
0,1,1.01492e-23,7.10104e-44,1.46204e-50,3.17488e-57
10,1,1.0151e-23,3.30067e-37,1.64319e-39,1.44158e-41
20,1,1.01596e-23,1.46059e-34,1.97475e-36,3.6175e-38
30,1,1.01595e-23,3.56962e-34,4.05479e-36,1.63637e-37
40,1,1.01483e-23,6.59463e-33,6.38934e-36,7.02229e-37
50,1,1.01251e-23,1.06476e-31,7.36419e-34,2.34943e-35
60,1,1.01128e-23,1.14282e-31,2.07049e-33,1.56535e-34
70,1,1.01148e-23,1.76664e-32,8.42222e-34,2.60362e-34
80,1,1.0103e-23,4.60762e-32,7.46143e-34,1.91976e-33
90,1,1.0112e-23,1.39764e-31,1.62703e-32,1.3627e-32
100,1,1.01063e-23,7.8196e-31,1.42481e-31,4.37731e-31
110,1,1.00892e-23,1.5485e-30,4.1428e-31,3.76357e-31
120,1,1.00975e-23,1.94899e-30,8.79025e-31,5.9269e-32
130,0.999968,1.00749e-23,5.5947e-30,1.59737e-30,1.20647e-30
140,0.996608,1.0105e-23,2.00108e-29,7.24125e-30,2.42754e-29
150,0.972716,1.89604e-23,6.20948e-25,1.5138e-25,3.20335e-26
160,1.27071,1.11496e-20,3.02822e-21,7.54463e-22,1.56803e-22
170,0.72833,1.68127e-17,4.46725e-18,1.13123e-18,2.46522e-19
180,2.06831,9.18534e-15,2.44431e-15,6.28168e-16,1.44245e-16
190,1.33677,2.17821e-12,5.7936e-13,1.50628e-13,3.66432e-14
200,0.415645,2.52807e-10,6.69769e-11,1.75369e-11,4.54279e-12
210,0.0958651,1.57572e-08,4.14367e-09,1.08624e-09,3.01099e-10
220,0.146851,5.67685e-07,1.47674e-07,3.84741e-08,1.14653e-08
230,0.0655686,1.25317e-05,3.21486e-06,8.25181e-07,2.65445e-07
240,0.121065,0.000177479,4.47891e-05,1.12156e-05,3.9061e-06
250,0.109977,0.00167093,0.000414152,0.000100184,3.78107e-05
260,0.127795,0.0107418,0.00261383,0.000606047,0.000247228
270,0.172749,0.048088,0.0115004,0.00254962,0.0011152
280,0.298503,0.152146,0.035868,0.0076597,0.00353635
290,0.537586,0.345058,0.0806353,0.0169412,0.00805163
300,0.820788,0.573793,0.134048,0.0286846,0.0135576
310,1.01918,0.73475,0.172976,0.039175,0.017641
320,1.08823,0.795896,0.187836,0.0459987,0.0187918
330,1.09583,0.81386,0.187681,0.0491897,0.017395
340,1.08585,0.820886,0.181816,0.0494036,0.0147171
350,1.05907,0.811754,0.174552,0.047289,0.0119265
360,1.03092,0.797155,0.169405,0.0440083,0.00974167
370,1.01122,0.785235,0.1674,0.0407561,0.00839931
380,0.998208,0.775452,0.167392,0.0382738,0.00782122
390,0.992117,0.769797,0.168146,0.0367974,0.00778882
400,0.990262,0.767321,0.168694,0.0361686,0.0080507
410,0.990939,0.76733,0.168727,0.036087,0.00839201
420,0.992669,0.768714,0.168354,0.0362809,0.00867487
430,0.994573,0.770556,0.167841,0.0365683,0.00884727
440,0.996138,0.772184,0.167408,0.0368457,0.00892085
450,0.997174,0.773271,0.16716,0.0370624,0.00893432
460,0.997665,0.773749,0.167092,0.0372029,0.00892332
470,0.99774,0.773758,0.167145,0.0372755,0.00890802
480,0.997553,0.773486,0.167247,0.0373008,0.00889513
490,0.997271,0.77313,0.167342,0.0373004,0.00888498
500,0.997005,0.772818,0.167406,0.0372894,0.00887684
600,0.996911,0.772711,0.167447,0.0372419,0.00886543
700,0.996888,0.772693,0.167443,0.0372421,0.00886515
800,0.996889,0.772693,0.167443,0.0372421,0.00886511
900,0.996889,0.772694,0.167443,0.0372421,0.00886512
1000,0.996889,0.772694,0.167443,0.0372421,0.00886512
1100,0.996889,0.772694,0.167443,0.0372421,0.00886512
1200,0.996889,0.772694,0.167443,0.0372421,0.00886512
1300,0.996889,0.772694,0.167443,0.0372421,0.00886512
1400,0.996889,0.772694,0.167443,0.0372421,0.00886512
1500,0.996889,0.772694,0.167443,0.0372421,0.00886512
1600,0.996889,0.772694,0.167443,0.0372421,0.00886512
1700,0.996889,0.772694,0.167443,0.0372421,0.00886512
1800,0.996889,0.772694,0.167443,0.0372421,0.00886512
1900,0.996889,0.772694,0.167443,0.0372421,0.00886512
2000,0.996889,0.772694,0.167443,0.0372421,0.00886512
2100,0.996889,0.772694,0.167443,0.0372421,0.00886512
2200,0.996889,0.772694,0.167443,0.0372421,0.00886512
2300,0.996889,0.772694,0.167443,0.0372421,0.00886512
2400,0.996889,0.772694,0.167443,0.0372421,0.00886512
2500,0.996889,0.772694,0.167443,0.0372421,0.00886512
2600,0.996889,0.772694,0.167443,0.0372421,0.00886512
2700,0.996889,0.772694,0.167443,0.0372421,0.00886512
2800,0.996889,0.772694,0.167443,0.0372421,0.00886512
2900,0.996889,0.772694,0.167443,0.0372421,0.00886512
3000,0.996889,0.772694,0.167443,0.0372421,0.00886512
3100,0.996889,0.772694,0.167443,0.0372421,0.00886512
3200,0.996889,0.772694,0.167443,0.0372421,0.00886512
3300,0.996889,0.772694,0.167443,0.0372421,0.00886512
3400,0.996889,0.772694,0.167443,0.0372421,0.00886512
3500,0.996889,0.772694,0.167443,0.0372421,0.00886512
3600,0.996889,0.772694,0.167443,0.0372421,0.00886512
3700,0.996889,0.772694,0.167443,0.0372421,0.00886512
3800,0.996889,0.772694,0.167443,0.0372421,0.00886512
3900,0.996889,0.772694,0.167443,0.0372421,0.00886512
4000,0.996889,0.772694,0.167443,0.0372421,0.00886512
4100,0.996889,0.772694,0.167443,0.0372421,0.00886512
4200,0.996889,0.772694,0.167443,0.0372421,0.00886512
4300,0.996889,0.772694,0.167443,0.0372421,0.00886512
4400,0.996889,0.772694,0.167443,0.0372421,0.00886512
4500,0.996889,0.772694,0.167443,0.0372421,0.00886512
4600,0.996889,0.772694,0.167443,0.0372421,0.00886512
4700,0.996889,0.772694,0.167443,0.0372421,0.00886512
4800,0.996889,0.772694,0.167443,0.0372421,0.00886512
4900,0.996889,0.772694,0.167443,0.0372421,0.00886512
5000,0.996889,0.772694,0.167443,0.0372421,0.00886512
5100,0.996889,0.772694,0.167443,0.0372421,0.00886512
5200,0.996889,0.772694,0.167443,0.0372421,0.00886512
5300,0.996889,0.772694,0.167443,0.0372421,0.00886512
5400,0.996889,0.772694,0.167443,0.0372421,0.00886512
5500,0.996889,0.772694,0.167443,0.0372421,0.00886512
5600,0.996889,0.772694,0.167443,0.0372421,0.00886512
5700,0.996889,0.772694,0.167443,0.0372421,0.00886512
5800,0.996889,0.772694,0.167443,0.0372421,0.00886512
5900,0.996889,0.772694,0.167443,0.0372421,0.00886512
6000,0.996889,0.772694,0.167443,0.0372421,0.00886512
6100,0.996889,0.772694,0.167443,0.0372421,0.00886512
6200,0.996889,0.772694,0.167443,0.0372421,0.00886512
6300,0.996889,0.772694,0.167443,0.0372421,0.00886512
6400,0.996889,0.772694,0.167443,0.0372421,0.00886512
6500,0.996889,0.772694,0.167443,0.0372421,0.00886512
6600,0.996889,0.772694,0.167443,0.0372421,0.00886512
6700,0.996889,0.772694,0.167443,0.0372421,0.00886512
6800,0.996889,0.772694,0.167443,0.0372421,0.00886512
6900,0.996889,0.772694,0.167443,0.0372421,0.00886512
7000,0.996889,0.772694,0.167443,0.0372421,0.00886512
7100,0.996889,0.772694,0.167443,0.0372421,0.00886512
7200,0.996889,0.772694,0.167443,0.0372421,0.00886512
7300,0.996889,0.772694,0.167443,0.0372421,0.00886512
7400,0.996889,0.772694,0.167443,0.0372421,0.00886512
7500,0.996889,0.772694,0.167443,0.0372421,0.00886512
7600,0.996889,0.772694,0.167443,0.0372421,0.00886512
7700,0.996889,0.772694,0.167443,0.0372421,0.00886512
7800,0.996889,0.772694,0.167443,0.0372421,0.00886512
7900,0.996889,0.772694,0.167443,0.0372421,0.00886512
8000,0.996889,0.772694,0.167443,0.0372421,0.00886512
8100,0.996889,0.772694,0.167443,0.0372421,0.00886512
8200,0.996889,0.772694,0.167443,0.0372421,0.00886512
8300,0.996889,0.772694,0.167443,0.0372421,0.00886512
8400,0.996889,0.772694,0.167443,0.0372421,0.00886512
