t,T+R,N_0,N_1
0,1,4.54037e-23,5.88752e-45
10,1,4.53792e-23,9.9286e-37
20,1,4.53503e-23,8.1348e-36
30,1,4.53362e-23,5.28437e-34
40,1,4.53299e-23,4.1691e-35
50,1,4.52841e-23,1.21515e-32
60,1,4.52613e-23,1.08654e-31
70,1,4.52918e-23,2.05637e-31
80,1,4.53294e-23,2.95243e-31
90,1,4.53148e-23,2.67635e-31
100,1,4.53061e-23,4.73059e-32
110,1,4.53334e-23,1.84565e-31
120,1.00001,4.53765e-23,1.4364e-30
130,1.00045,4.53623e-23,2.3055e-30
140,1.019,4.53756e-23,2.90653e-30
150,0.929571,4.33624e-23,2.5284e-26
160,1.46917,1.05286e-21,1.73407e-22
170,0.657473,1.31881e-18,3.39335e-19
180,0.183126,8.95306e-16,2.35576e-16
190,0.0408424,2.49667e-13,6.79216e-14
200,0.0694001,3.254e-11,9.18375e-12
210,0.0777322,2.17494e-09,6.3946e-10
220,0.157874,7.98919e-08,2.46123e-08
230,0.240532,1.69308e-06,5.51161e-07
240,0.389724,2.13162e-05,7.42636e-06
250,0.580437,0.000161089,6.12523e-05
260,0.805748,0.000723144,0.000309718
270,1.00104,0.00185946,0.000946446
280,1.10714,0.00253818,0.00169542
290,1.10241,0.00158282,0.00170304
300,1.03637,0.000349405,0.000919485
310,0.980574,0.000121239,0.00027593
320,0.968685,0.000215199,0.000105461
330,0.986269,0.000229323,0.000175255
340,1.00366,0.000123484,0.000239077
350,1.00707,5.21219e-05,0.000205906
360,1.00146,5.50638e-05,0.000115944
370,0.996626,9.07787e-05,4.55045e-05
380,0.996337,0.000106627,2.6578e-05
390,0.998323,9.3282e-05,4.23524e-05
400,0.999453,7.42626e-05,6.16791e-05
410,0.999011,6.89876e-05,6.81124e-05
420,0.998151,7.67249e-05,6.37433e-05
430,0.997914,8.56002e-05,5.75161e-05
440,0.998294,8.76127e-05,5.47728e-05
450,0.998701,8.38788e-05,5.52733e-05
460,0.998756,7.98174e-05,5.65829e-05
470,0.998546,7.87848e-05,5.72189e-05
480,0.998354,8.02237e-05,5.72073e-05
490,0.998332,8.18658e-05,5.70861e-05
500,0.998427,8.23346e-05,5.70896e-05
600,0.998466,8.13433e-05,5.6981e-05
700,0.998467,8.13534e-05,5.70018e-05
800,0.998467,8.13546e-05,5.70011e-05
900,0.998467,8.13545e-05,5.70011e-05
1000,0.998467,8.13545e-05,5.70011e-05
1100,0.998467,8.13545e-05,5.70011e-05
1200,0.998467,8.13545e-05,5.70011e-05
1300,0.998467,8.13545e-05,5.70011e-05
1400,0.998467,8.13545e-05,5.70011e-05
1500,0.998467,8.13545e-05,5.70011e-05
1600,0.998467,8.13545e-05,5.70011e-05
1700,0.998467,8.13545e-05,5.70011e-05
1800,0.998467,8.13545e-05,5.70011e-05
1900,0.998467,8.13545e-05,5.70011e-05
2000,0.998467,8.13545e-05,5.70011e-05
2100,0.998467,8.13545e-05,5.70011e-05
2200,0.998467,8.13545e-05,5.70011e-05
2300,0.998467,8.13545e-05,5.70011e-05
2400,0.998467,8.13545e-05,5.70011e-05
2500,0.998467,8.13545e-05,5.70011e-05
2600,0.998467,8.13545e-05,5.70011e-05
2700,0.998467,8.13545e-05,5.70011e-05
2800,0.998467,8.13545e-05,5.70011e-05
2900,0.998467,8.13545e-05,5.70011e-05
3000,0.998467,8.13545e-05,5.70011e-05
3100,0.998467,8.13545e-05,5.70011e-05
3200,0.998467,8.13545e-05,5.70011e-05
3300,0.998467,8.13545e-05,5.70011e-05
3400,0.998467,8.13545e-05,5.70011e-05
3500,0.998467,8.13545e-05,5.70011e-05
3600,0.998467,8.13545e-05,5.70011e-05
3700,0.998467,8.13545e-05,5.70011e-05
3800,0.998467,8.13545e-05,5.70011e-05
3900,0.998467,8.13545e-05,5.70011e-05
4000,0.998467,8.13545e-05,5.70011e-05
4100,0.998467,8.13545e-05,5.70011e-05
4200,0.998467,8.13545e-05,5.70011e-05
4300,0.998467,8.13545e-05,5.70011e-05
4400,0.998467,8.13545e-05,5.70011e-05
4500,0.998467,8.13545e-05,5.70011e-05
4600,0.998467,8.13545e-05,5.70011e-05
4700,0.998467,8.13545e-05,5.70011e-05
4800,0.998467,8.13545e-05,5.70011e-05
4900,0.998467,8.13545e-05,5.70011e-05
5000,0.998467,8.13545e-05,5.70011e-05
5100,0.998467,8.13545e-05,5.70011e-05
5200,0.998467,8.13545e-05,5.70011e-05
