t,T+R,N_0,N_1,N_2
0,1,1.36648e-21,6.44813e-41,1.60998e-47
10,1,1.36486e-21,8.49917e-35,2.83397e-37
20,1,1.36407e-21,1.63111e-34,7.01488e-36
30,1,1.36407e-21,1.73981e-34,1.15226e-35
40,1,1.3642e-21,6.89877e-33,3.17743e-34
50,1,1.36525e-21,3.38139e-32,1.76571e-33
60,1,1.36551e-21,1.02496e-31,4.20739e-33
70,1,1.3656e-21,2.41023e-32,4.7312e-34
80,1,1.36584e-21,3.41763e-32,2.48941e-32
90,1,1.36677e-21,9.35103e-34,2.97522e-30
100,1,1.36517e-21,5.59008e-32,1.88533e-29
110,1.00003,1.36746e-21,6.75523e-31,3.9767e-29
120,1.00919,1.36525e-21,9.25718e-31,1.37278e-29
130,0.852215,1.36591e-21,2.17848e-31,6.07733e-29
140,0.336931,1.36514e-21,2.49464e-30,1.95826e-28
150,0.0468624,1.36729e-21,1.74922e-27,9.05166e-28
160,0.0652955,1.57936e-21,1.90406e-23,5.11872e-24
170,0.146503,1.3291e-19,3.85418e-20,1.07707e-20
180,0.562689,6.2349e-17,2.17054e-17,6.40046e-18
190,1.23036,1.1083e-14,3.9754e-15,1.24817e-15
200,1.20279,7.569e-13,2.75937e-13,9.29225e-14
210,0.869299,2.3668e-11,8.68473e-12,3.14925e-12
220,1.07174,3.98441e-10,1.4582e-10,5.72512e-11
230,0.96257,3.97232e-09,1.4376e-09,6.17349e-10
240,1.01141,2.49729e-08,8.83568e-09,4.20517e-09
250,1.00537,1.03236e-07,3.51842e-08,1.88811e-08
260,0.99283,2.87669e-07,9.27353e-08,5.7407e-08
270,0.998663,5.45141e-07,1.62975e-07,1.20082e-07
280,1.00237,6.98104e-07,1.90667e-07,1.74877e-07
290,1.00072,5.93582e-07,1.48903e-07,1.81329e-07
300,0.998874,3.34428e-07,8.12635e-08,1.41888e-07
310,0.998899,1.42166e-07,3.67346e-08,9.30691e-08
320,0.999709,6.45981e-08,1.83094e-08,5.58662e-08
330,1.00007,3.13223e-08,1.11856e-08,3.10889e-08
340,0.999866,1.3841e-08,7.67022e-09,1.61045e-08
350,0.999601,6.35558e-09,5.55855e-09,7.8283e-09
360,0.999571,2.77853e-09,3.93211e-09,3.57062e-09
370,0.999683,1.2261e-09,2.6355e-09,1.5401e-09
380,0.999744,5.31315e-10,1.65968e-09,6.38254e-10
390,0.999716,2.39964e-10,9.80662e-10,2.6546e-10
400,0.999678,1.1344e-10,5.44148e-10,1.19677e-10
410,0.999679,5.91401e-11,2.84153e-10,6.30395e-11
420,0.999697,3.36227e-11,1.39642e-10,3.8504e-11
430,0.999701,2.0327e-11,6.47182e-11,2.51702e-11
440,0.999693,1.26982e-11,2.8327e-11,1.63645e-11
450,0.999689,7.91745e-12,1.17838e-11,1.01873e-11
460,0.999692,4.88949e-12,4.73462e-12,5.98653e-12
470,0.999696,2.98136e-12,1.90301e-12,3.30598e-12
480,0.999695,1.79116e-12,8.12338e-13,1.71225e-12
490,0.999693,1.0658e-12,3.88933e-13,8.29807e-13
500,0.999692,6.28588e-13,2.08493e-13,3.75253e-13
600,0.999693,2.04946e-15,5.56009e-18,1.25848e-18
700,0.999693,3.53143e-18,1.06068e-18,3.21572e-19
800,0.999693,6.54357e-19,4.13339e-19,1.24355e-19
900,0.999693,6.4697e-19,3.52481e-19,1.44191e-19
1000,0.999693,6.46658e-19,3.51789e-19,1.44845e-19
1100,0.999693,6.46587e-19,3.51812e-19,1.44846e-19
1200,0.999693,6.46625e-19,3.51825e-19,1.44842e-19
1300,0.999693,6.46882e-19,3.51827e-19,1.44849e-19
1400,0.999693,6.47059e-19,3.51809e-19,1.44845e-19
1500,0.999693,6.47264e-19,3.51797e-19,1.44847e-19
1600,0.999693,6.46414e-19,3.51812e-19,1.44828e-19
1700,0.999693,6.4621e-19,3.5172e-19,1.4486e-19
1800,0.999693,6.46515e-19,3.51764e-19,1.44865e-19
1900,0.999693,6.46421e-19,3.51728e-19,1.4486e-19
2000,0.999693,6.46167e-19,3.51764e-19,1.449e-19
2100,0.999693,6.45709e-19,3.51792e-19,1.4488e-19
2200,0.999693,6.45923e-19,3.51816e-19,1.44867e-19
2300,0.999693,6.46151e-19,3.51829e-19,1.44863e-19
2400,0.999693,6.46597e-19,3.51856e-19,1.44915e-19
2500,0.999693,6.45894e-19,3.51788e-19,1.44897e-19
2600,0.999693,6.45398e-19,3.51853e-19,1.44906e-19
2700,0.999693,6.45537e-19,3.51819e-19,1.44913e-19
2800,0.999693,6.45173e-19,3.51791e-19,1.44876e-19
2900,0.999693,6.45458e-19,3.51803e-19,1.44875e-19
3000,0.999693,6.45159e-19,3.51804e-19,1.44861e-19
3100,0.999693,6.44984e-19,3.51759e-19,1.44856e-19
3200,0.999693,6.44957e-19,3.51778e-19,1.44849e-19
3300,0.999693,6.44836e-19,3.51779e-19,1.44838e-19
3400,0.999693,6.44485e-19,3.51792e-19,1.44836e-19
3500,0.999693,6.44972e-19,3.51847e-19,1.44837e-19
3600,0.999693,6.45071e-19,3.51876e-19,1.44832e-19
3700,0.999693,6.44193e-19,3.51855e-19,1.44813e-19
3800,0.999693,6.44562e-19,3.51817e-19,1.44813e-19
