t,T+R,N_0,N_1
0,1,1.36648e-21,6.44813e-41
10,1,1.36493e-21,1.18529e-34
20,1,1.36457e-21,1.17725e-33
30,1,1.36472e-21,2.44607e-34
40,1,1.36435e-21,9.90669e-33
50,1,1.36516e-21,3.34744e-32
60,1,1.3654e-21,1.09163e-31
70,1,1.36582e-21,4.83587e-32
80,1,1.36506e-21,3.98246e-32
90,1,1.36754e-21,2.30333e-30
100,1,1.36659e-21,1.2399e-29
110,1.00003,1.36772e-21,8.1093e-30
120,1.00919,1.36664e-21,5.78531e-30
130,0.852215,1.36635e-21,2.05862e-29
140,0.336928,1.36398e-21,1.78005e-30
150,0.0468686,1.36637e-21,1.50034e-27
160,0.0652876,1.58138e-21,1.60179e-23
170,0.146495,1.34315e-19,3.32994e-20
180,0.562691,6.33053e-17,1.92519e-17
190,1.23035,1.13112e-14,3.64256e-15
200,1.20283,7.76539e-13,2.63565e-13
210,0.869301,2.43945e-11,8.73824e-12
220,1.07176,4.11963e-10,1.56137e-10
230,0.962574,4.11017e-09,1.65825e-09
240,1.01144,2.57564e-08,1.11485e-08
250,1.00536,1.05473e-07,4.94899e-08
260,0.992845,2.88428e-07,1.4882e-07
270,0.998705,5.29339e-07,3.06849e-07
280,1.00236,6.4493e-07,4.35474e-07
290,1.00069,5.09843e-07,4.29086e-07
300,0.99891,2.58691e-07,3.08095e-07
310,0.998972,9.42038e-08,1.84766e-07
320,0.99971,3.55914e-08,1.07533e-07
330,1.00001,1.50339e-08,6.07478e-08
340,0.999859,5.99618e-09,3.29153e-08
350,0.999676,2.85029e-09,1.74773e-08
360,0.999627,1.60057e-09,9.00201e-09
370,0.99966,1.0179e-09,4.53176e-09
380,0.999705,6.98647e-10,2.21765e-09
390,0.999731,4.77163e-10,1.05687e-09
400,0.999729,3.21044e-10,4.88132e-10
410,0.999706,2.08963e-10,2.18048e-10
420,0.999689,1.31697e-10,9.36376e-11
430,0.999693,8.05968e-11,3.83457e-11
440,0.999708,4.78052e-11,1.47997e-11
450,0.999714,2.76721e-11,5.27423e-12
460,0.999708,1.56067e-11,1.68189e-12
470,0.999702,8.59201e-12,4.53664e-13
480,0.999701,4.62494e-12,9.47077e-14
490,0.999705,2.43168e-12,1.96912e-14
500,0.999707,1.25282e-12,1.86684e-14
600,0.999705,4.4369e-16,1.19839e-15
700,0.999705,2.48347e-18,1.86091e-18
800,0.999705,7.17533e-19,2.54648e-19
900,0.999705,6.57533e-19,2.64718e-19
1000,0.999705,6.55688e-19,2.65998e-19
1100,0.999705,6.55715e-19,2.66013e-19
1200,0.999705,6.55728e-19,2.6604e-19
1300,0.999705,6.55936e-19,2.66039e-19
1400,0.999705,6.5616e-19,2.66006e-19
1500,0.999705,6.56374e-19,2.65984e-19
1600,0.999705,6.55528e-19,2.65978e-19
1700,0.999705,6.55317e-19,2.65922e-19
1800,0.999705,6.55727e-19,2.65933e-19
1900,0.999705,6.5563e-19,2.65911e-19
2000,0.999705,6.5541e-19,2.65951e-19
2100,0.999705,6.54963e-19,2.65961e-19
2200,0.999705,6.55242e-19,2.65989e-19
2300,0.999705,6.55489e-19,2.66018e-19
2400,0.999705,6.55946e-19,2.66021e-19
2500,0.999705,6.55219e-19,2.65964e-19
2600,0.999705,6.54663e-19,2.66037e-19
2700,0.999705,6.54825e-19,2.66018e-19
2800,0.999705,6.54489e-19,2.65975e-19
2900,0.999705,6.5485e-19,2.65997e-19
3000,0.999705,6.54589e-19,2.65997e-19
3100,0.999705,6.54474e-19,2.65929e-19
3200,0.999705,6.54423e-19,2.65979e-19
3300,0.999705,6.54273e-19,2.65953e-19
3400,0.999705,6.53942e-19,2.65967e-19
3500,0.999705,6.54351e-19,2.66033e-19
3600,0.999705,6.54519e-19,2.66055e-19
3700,0.999705,6.53687e-19,2.66066e-19
3800,0.999705,6.53986e-19,2.66023e-19
3900,0.999705,6.53671e-19,2.66159e-19
4000,0.999705,6.53193e-19,2.66204e-19
4100,0.999705,6.53797e-19,2.66144e-19
4200,0.999705,6.52969e-19,2.6622e-19
4300,0.999705,6.52511e-19,2.66123e-19
4400,0.999705,6.52963e-19,2.65919e-19
4500,0.999705,6.53651e-19,2.65837e-19
4600,0.999705,6.54712e-19,2.66073e-19
4700,0.999705,6.56447e-19,2.66165e-19
4800,0.999705,6.55381e-19,2.66108e-19
4900,0.999705,6.5641e-19,2.66277e-19
5000,0.999705,6.56448e-19,2.66168e-19
5100,0.999705,6.55336e-19,2.66305e-19
5200,0.999705,6.57214e-19,2.66228e-19
5300,0.999705,6.56388e-19,2.66262e-19
5400,0.999705,6.5698e-19,2.66252e-19
5500,0.999705,6.57214e-19,2.66298e-19
