t,T+R,N_0,N_1,N_2,N_3,N_4,N_5,N_6
872,5.81664e-26,7.42737e-27,9.24429e-27,8.57814e-27,3.08546e-28,-9.37651e-28,-2.67235e-28,2.78373e-28
873,5.81257e-26,5.9027e-27,7.09824e-27,8.20604e-27,6.57885e-28,2.7091e-27,2.33659e-27,1.58822e-27
874,5.8995e-26,1.65876e-26,3.76808e-27,5.08825e-27,8.06126e-29,2.52431e-28,1.47695e-28,2.16416e-27
875,1.01694e-25,3.22277e-26,9.67179e-27,8.27899e-27,2.47649e-27,1.86226e-27,1.15819e-27,5.60678e-28
876,5.38314e-26,8.01132e-27,1.16149e-28,-6.4079e-28,3.08995e-28,-1.02766e-28,6.58557e-28,1.99536e-27
877,5.61677e-26,1.59457e-27,7.31969e-27,1.14432e-26,-3.40275e-28,4.19914e-28,6.62225e-29,1.74226e-27
878,7.71011e-26,2.162e-26,8.53538e-27,5.17646e-27,-6.06595e-29,5.15832e-28,5.23486e-28,3.54347e-28
879,7.3048e-26,3.26729e-26,1.23912e-28,4.66765e-27,2.27431e-27,1.29922e-27,1.03709e-27,-2.84185e-28
880,4.81941e-26,8.36929e-27,2.99837e-27,1.26129e-27,2.86215e-28,-3.69143e-28,4.31265e-28,7.54378e-28
881,6.28387e-26,7.38111e-27,1.05571e-26,5.95926e-27,-1.39822e-28,7.7221e-28,8.87087e-28,2.23667e-28
882,6.49317e-26,3.23673e-26,8.63773e-27,3.63039e-27,1.59376e-27,1.42748e-27,-2.34536e-29,2.33264e-28
883,7.18022e-26,2.07271e-26,-1.38859e-28,1.65889e-27,1.24772e-27,1.40295e-27,3.17299e-28,4.08509e-28
884,7.85749e-26,4.27143e-26,2.01886e-27,3.74307e-28,-4.78806e-29,-2.51004e-28,6.53143e-28,1.02908e-27
885,4.27211e-26,1.43425e-26,2.83458e-27,7.85118e-28,1.37658e-30,-2.54106e-28,5.98787e-28,5.67619e-28
886,3.47912e-26,3.38127e-27,5.23467e-27,4.53044e-27,-4.10356e-28,2.17722e-27,1.9724e-28,7.24645e-28
887,5.53434e-26,2.12585e-26,1.26025e-27,4.74458e-27,1.12828e-27,8.79474e-28,2.96919e-28,8.86972e-28
888,6.77201e-26,5.24396e-26,-7.29274e-28,-1.3153e-28,6.62463e-28,1.01627e-27,1.33942e-28,1.85904e-28
889,3.93083e-26,5.25412e-27,6.4765e-27,-3.66833e-28,2.48855e-28,9.28708e-28,2.36313e-28,4.90478e-28
890,5.68142e-26,2.07391e-26,1.74453e-27,6.61324e-27,9.11297e-28,1.87288e-27,2.47944e-28,2.8951e-28
891,5.84237e-26,3.45417e-26,1.00076e-29,4.21687e-27,1.98341e-28,2.75586e-27,-1.99762e-29,2.21979e-28
892,5.67206e-26,3.10786e-26,-1.83678e-27,-1.74735e-27,1.32384e-28,6.19394e-29,4.48335e-28,2.09906e-27
893,4.84211e-26,2.19253e-26,3.27248e-27,-6.02565e-28,2.4224e-28,1.57286e-27,7.98305e-29,1.6397e-27
894,4.88527e-26,7.36913e-27,3.00709e-27,7.19431e-27,3.69286e-28,1.16062e-27,7.36303e-28,2.36522e-28
895,6.60232e-26,2.86418e-26,1.05257e-27,4.46385e-28,2.07505e-28,1.15769e-27,5.42706e-28,2.85513e-28
896,1.12596e-25,8.21668e-26,4.03833e-28,-9.27983e-28,-4.6144e-29,1.49401e-27,1.26202e-27,-7.96846e-28
897,3.63244e-26,7.13934e-27,4.57142e-28,-5.21089e-28,-2.75227e-28,-7.28345e-28,-4.8488e-28,8.5266e-28
898,5.66956e-26,1.34779e-26,8.66018e-28,5.2092e-27,4.57776e-28,1.3531e-27,3.65891e-28,4.42088e-28
899,8.37879e-26,6.16592e-26,-5.03723e-28,-3.76957e-28,3.4585e-28,2.68492e-28,4.09976e-28,4.95958e-28
900,7.81592e-26,4.40059e-26,1.43043e-27,1.89303e-27,4.16048e-28,1.92525e-27,1.98943e-28,-2.32878e-28
901,3.40194e-26,6.23911e-27,9.36161e-28,4.73355e-28,5.01593e-28,-4.27219e-28,1.98937e-28,1.10622e-27
902,7.85321e-26,2.95901e-26,8.88798e-28,4.64544e-28,-1.09282e-28,5.56205e-28,3.50907e-31,5.8141e-28
903,6.15757e-26,4.19015e-26,1.11076e-28,1.02238e-27,1.31157e-27,2.40758e-28,-2.93096e-28,1.149e-27
904,7.65004e-26,4.07766e-26,-1.41824e-28,-5.75141e-28,8.0695e-28,1.18907e-28,9.01922e-28,6.39335e-28
905,1.86199e-26,3.63177e-27,3.53886e-28,1.36335e-27,2.02028e-28,2.42141e-28,7.65001e-28,-2.00289e-29
906,5.9804e-26,3.13818e-26,1.67336e-27,1.22487e-28,-3.6185e-28,1.44142e-27,-6.06393e-28,1.78514e-27
907,4.06206e-26,2.67356e-26,-1.52737e-28,-3.5799e-28,1.19479e-27,1.4056e-27,1.09315e-27,5.23042e-28
908,5.30485e-26,3.42818e-26,5.90406e-28,3.57787e-28,1.70183e-28,1.6987e-27,-2.98959e-29,1.79034e-27
909,3.19787e-26,8.73723e-27,5.19134e-28,1.37553e-27,1.39528e-28,3.23903e-28,5.21288e-28,1.28948e-27
910,3.89499e-26,1.51506e-26,1.32899e-27,2.04959e-27,6.41507e-29,6.1807e-28,2.01056e-28,1.17374e-27
911,8.17948e-26,6.18063e-26,4.19889e-28,-8.3643e-28,-1.39793e-28,-5.11753e-28,1.0665e-27,-6.98366e-28
912,5.4173e-26,1.76069e-26,1.82644e-27,5.79663e-27,2.09567e-27,7.16703e-28,2.90233e-27,8.97013e-28
913,4.77634e-26,1.62069e-26,1.34138e-27,2.81406e-27,1.8032e-27,4.28307e-28,1.34148e-28,1.2554e-27
914,5.55433e-26,4.0399e-26,2.77085e-27,8.18502e-28,6.55624e-28,3.96259e-28,1.75403e-28,-6.36761e-28
915,6.0786e-26,2.96156e-26,-5.78608e-28,7.92841e-28,-1.28476e-28,1.59856e-27,6.31922e-28,2.96827e-28
916,5.54425e-26,3.2031e-26,5.10535e-27,3.69799e-27,3.25176e-28,5.19915e-28,1.92529e-28,5.66106e-28
917,4.93259e-26,2.0714e-27,1.12076e-27,3.27934e-27,5.71514e-28,8.81034e-28,-1.84386e-28,2.91701e-27
918,6.3865e-26,3.67555e-26,1.07929e-27,1.55298e-27,-4.9584e-29,4.77372e-28,-1.80023e-28,1.45428e-27
919,6.11138e-26,2.19821e-26,3.08356e-27,9.25355e-28,2.30737e-28,7.08531e-29,1.50959e-27,6.9421e-29
920,5.25628e-26,1.54913e-26,5.47946e-27,3.20903e-27,2.89753e-28,-1.13581e-28,3.19142e-28,7.68819e-28
921,3.23698e-26,-3.788e-27,1.75584e-27,7.48354e-27,3.88213e-28,1.35141e-27,4.14664e-29,3.6357e-27
922,7.00606e-26,3.96889e-26,4.84201e-27,1.46582e-27,-2.42326e-28,2.08534e-28,1.46894e-27,-7.73475e-28
923,6.31956e-26,3.03457e-26,6.77906e-28,7.60263e-28,2.37139e-28,4.0421e-29,7.93821e-28,8.09736e-28
924,4.17693e-26,-2.39562e-27,7.17824e-27,1.2029e-26,3.97452e-28,-2.75796e-28,3.80871e-28,6.60801e-28
925,4.53255e-26,1.96813e-26,1.86197e-27,6.16979e-27,1.12909e-28,1.41294e-27,-6.62796e-28,-3.02023e-29
926,4.51249e-26,1.75259e-26,6.16803e-27,1.8322e-27,6.23833e-28,3.16848e-27,1.70878e-27,-5.9873e-28
927,6.03366e-26,2.92235e-26,5.2416e-27,3.53256e-27,-1.18599e-28,-1.29833e-28,5.63113e-28,6.6782e-28
928,3.55488e-26,4.77072e-27,2.8681e-27,7.36739e-27,5.58023e-28,1.95136e-27,1.18936e-28,3.75329e-27
929,6.6008e-26,1.65279e-26,1.09957e-26,1.19421e-26,3.52184e-28,9.74588e-28,1.4516e-27,-2.43924e-28
930,4.55318e-26,1.8324e-26,3.05899e-27,3.46002e-27,1.86235e-28,1.20189e-27,1.34016e-27,-3.7758e-28
931,4.34204e-26,1.65183e-26,4.48777e-28,9.15157e-28,1.90634e-27,7.65418e-28,5.80111e-28,3.07417e-28
932,5.49205e-26,5.20917e-27,7.33374e-27,2.16377e-26,1.21602e-27,6.15534e-29,-3.48798e-28,1.59689e-27
933,7.405e-26,1.74263e-26,1.05526e-26,1.01961e-26,1.25309e-27,3.77693e-27,4.262e-27,1.94495e-27
934,4.81745e-26,2.18347e-26,1.12048e-27,-1.64097e-27,2.87103e-27,1.34565e-27,8.26168e-29,6.37469e-28
935,7.03976e-26,3.51756e-27,1.61365e-26,1.50469e-26,1.41027e-27,1.46998e-27,2.31355e-27,-1.91924e-28
936,5.4501e-26,2.32318e-26,5.43844e-27,1.74831e-26,1.98603e-28,1.34098e-28,-5.89117e-28,-1.52695e-30
937,4.95867e-26,7.88274e-27,8.21597e-27,2.4146e-27,3.67277e-27,3.5746e-27,8.88245e-28,3.0786e-27
938,4.03219e-26,9.51655e-27,4.00413e-27,-9.76347e-28,1.63358e-27,3.05247e-27,1.69451e-27,-3.7043e-28
939,7.60654e-26,3.43818e-27,1.59712e-26,2.5062e-26,1.7555e-28,-1.13459e-27,3.40141e-27,3.96337e-28
940,6.5407e-26,4.91027e-27,1.17217e-26,1.17154e-26,-6.65082e-28,5.73732e-28,-8.7369e-28,3.66335e-27
941,7.13712e-26,8.35312e-27,1.13174e-26,5.34919e-28,5.41695e-27,4.40295e-27,4.08249e-27,5.0361e-27
942,5.34413e-26,5.89622e-27,1.56493e-27,3.82252e-27,2.62235e-27,2.87483e-27,4.54844e-27,1.33348e-27
943,7.84224e-26,3.5159e-27,1.26825e-26,1.87878e-26,2.07139e-27,-8.84347e-28,6.17083e-27,6.12748e-27
944,7.00607e-26,4.34779e-27,1.71555e-26,1.10371e-26,5.06627e-27,9.04737e-27,-1.76238e-27,4.47458e-27
945,7.14254e-26,8.16285e-27,5.18009e-27,-2.72225e-27,4.00104e-27,1.20846e-26,1.18248e-26,5.48201e-27
946,5.67907e-26,6.89991e-27,6.04696e-27,1.96603e-26,2.71311e-27,2.11789e-28,4.36572e-27,-6.15195e-28
947,7.2072e-26,4.9893e-27,1.12429e-26,2.2599e-26,3.8152e-27,1.80971e-27,1.54087e-27,8.35947e-27
948,3.45975e-26,8.34872e-28,8.23597e-27,4.38294e-27,2.93027e-27,4.24511e-27,2.55869e-27,2.94935e-27
949,4.25189e-26,8.42053e-27,8.11487e-27,3.25336e-27,1.42411e-27,4.80619e-27,4.34965e-27,-2.23505e-28
950,2.75164e-26,3.26979e-27,-1.03749e-27,6.34868e-27,4.15301e-27,-9.0667e-28,3.9652e-27,-1.15357e-28
951,3.56557e-26,2.65735e-27,1.02238e-26,6.04056e-27,6.51491e-28,5.45299e-28,7.23555e-28,5.00954e-27
952,4.25137e-26,3.12813e-27,4.27881e-27,2.24313e-27,2.48077e-27,7.83004e-27,4.05227e-27,3.07708e-27
953,5.28705e-26,3.81804e-28,-1.47659e-27,4.36955e-27,7.99636e-27,6.26235e-27,1.41991e-26,3.07143e-27
954,3.61603e-26,1.42112e-27,1.07639e-26,8.02275e-27,2.06242e-29,-4.32592e-27,-2.15333e-27,2.51153e-27
955,5.52421e-26,2.63085e-27,1.15876e-26,6.79e-27,1.12027e-27,8.92334e-27,-1.51214e-27,3.29596e-27
956,9.93618e-26,1.10264e-27,5.02646e-28,-9.09977e-28,9.89774e-27,1.57426e-26,2.60355e-26,7.53307e-27
957,6.3396e-26,5.85331e-28,6.29919e-27,6.17811e-27,5.9348e-27,5.41494e-28,5.48213e-27,3.53851e-27
958,7.25034e-26,3.97012e-27,1.61727e-26,1.56132e-26,-1.17893e-28,1.27073e-27,-2.10791e-27,7.83104e-27
959,9.9811e-26,2.8534e-28,3.58138e-27,1.65437e-27,1.74456e-26,1.56673e-26,2.2661e-26,7.54043e-27
960,6.6619e-26,2.39612e-27,3.25022e-27,8.19451e-27,5.69899e-27,1.34488e-26,7.84176e-27,2.42214e-27
961,4.70121e-26,7.50341e-28,8.70241e-27,6.84894e-27,5.01512e-27,-1.3019e-27,1.32854e-27,5.92617e-27
962,3.33239e-26,-5.84549e-29,7.09556e-27,5.67082e-27,1.34599e-27,3.26974e-27,-9.86761e-28,3.39864e-27
963,5.90492e-26,6.39798e-28,2.46202e-28,1.46842e-27,2.86039e-27,1.58245e-26,1.15575e-26,9.23419e-27
964,4.65434e-26,1.55238e-27,7.8792e-27,1.59919e-27,4.32134e-27,5.07195e-27,7.63675e-27,1.14601e-27
965,3.04344e-26,9.72485e-28,5.72519e-28,6.82091e-27,8.89804e-27,8.76065e-28,7.56322e-28,4.9157e-27
966,4.66943e-26,1.25814e-27,2.08109e-27,1.66791e-27,-8.08859e-28,5.60082e-27,5.40659e-27,8.61882e-27
967,4.68436e-26,1.15839e-27,3.51841e-27,4.1873e-28,6.19663e-27,4.7416e-27,9.45615e-27,2.56454e-27
968,2.53229e-26,1.12894e-28,1.03128e-27,6.47182e-28,1.37608e-27,9.7484e-28,1.22127e-27,3.7663e-27
969,3.91934e-26,1.52667e-28,2.76091e-27,7.41994e-27,-1.87647e-28,-7.58522e-28,-1.62619e-27,2.9264e-27
970,5.01072e-26,3.62586e-29,1.77742e-27,-8.53155e-28,5.97739e-27,1.17977e-26,7.75962e-27,3.9854e-27
971,8.29345e-26,8.1664e-28,6.97141e-28,9.43239e-28,1.36748e-26,1.08256e-26,1.69956e-26,9.202e-27
972,3.40088e-26,1.55162e-30,2.11928e-27,4.89575e-27,1.62755e-27,-4.02949e-27,-4.42164e-27,2.0779e-27
973,6.2123e-26,-3.57435e-29,1.98538e-27,2.71655e-27,2.77117e-27,1.39189e-26,1.09444e-26,1.53933e-26
974,6.75646e-26,5.27428e-28,1.69884e-27,-2.10511e-28,1.4299e-26,1.06245e-26,1.32519e-26,3.73595e-27
975,8.5398e-26,2.15409e-28,-6.11942e-28,4.17291e-27,1.96878e-26,4.74432e-27,1.32733e-26,1.30407e-26
976,5.8096e-26,9.01498e-28,8.84302e-27,3.66007e-27,3.45046e-27,9.49895e-27,-1.02448e-27,4.49528e-27
977,6.33394e-26,1.98789e-30,6.51993e-28,2.03035e-27,5.285e-27,1.39442e-26,1.12014e-26,8.85994e-27
978,1.02504e-25,2.70332e-28,4.20579e-27,1.85075e-27,2.34112e-26,1.16026e-26,2.0683e-26,9.28561e-27
979,3.08353e-26,8.20498e-28,2.70295e-28,1.95524e-27,3.75145e-27,-8.44438e-28,1.42724e-27,3.27327e-27
980,4.9123e-26,6.98815e-30,1.2124e-27,2.99957e-27,1.39176e-27,9.17465e-27,5.85312e-27,1.23003e-26
981,7.13527e-26,3.30319e-27,4.43316e-27,-1.33431e-28,1.21629e-26,8.13813e-27,2.13232e-26,9.36715e-27
982,3.91818e-26,3.66677e-28,1.275e-27,1.42242e-27,9.08352e-27,2.20061e-27,3.50888e-27,6.28239e-27
983,1.07231e-26,8.02106e-28,2.86511e-28,4.50994e-27,-1.26969e-27,2.02804e-27,-2.78137e-27,-1.16712e-27
984,4.00926e-26,-2.83851e-28,3.37904e-27,4.17282e-28,3.57404e-27,6.03391e-27,1.12656e-26,6.80842e-27
985,6.05125e-26,1.98885e-27,4.57194e-27,-9.42048e-29,7.43069e-27,2.72481e-27,2.10689e-26,9.51548e-27
986,8.31433e-27,2.8997e-28,3.40987e-28,3.74023e-27,1.29218e-27,-4.64084e-28,-5.55919e-27,-6.60558e-28
987,4.46203e-26,3.8797e-28,6.29644e-27,1.17767e-27,1.09355e-27,4.27932e-27,5.22149e-27,9.99812e-27
988,5.08087e-26,1.24442e-27,1.41854e-27,3.12946e-28,8.24871e-27,4.32069e-27,1.43521e-26,1.16583e-27
989,6.5976e-26,2.08421e-27,-2.19481e-28,6.88311e-27,7.42238e-27,6.42984e-27,4.67935e-27,6.48137e-27
990,2.67478e-26,1.30564e-28,4.66188e-27,1.44469e-28,-1.48226e-27,-1.24845e-27,-3.61536e-27,1.99464e-27
991,5.13202e-26,7.69824e-28,2.70262e-27,3.62289e-27,7.86194e-27,4.47594e-27,1.05087e-26,3.31243e-27
992,6.63884e-26,4.172e-27,1.23913e-27,-2.45745e-27,8.59169e-27,7.21542e-27,8.97249e-27,7.93972e-27
993,4.88246e-26,-7.41758e-29,9.75507e-27,7.45984e-27,-1.4749e-27,3.97977e-27,-3.76021e-27,5.05042e-27
994,4.95257e-26,-2.30972e-28,5.91741e-27,2.48931e-27,7.08841e-27,2.55215e-27,5.56067e-27,2.38122e-27
995,8.7247e-26,2.9363e-27,1.09794e-27,-9.14614e-28,5.59026e-27,9.00419e-27,2.92841e-26,1.18119e-26
996,5.84289e-26,3.50063e-29,7.90877e-28,9.36507e-27,6.91581e-27,3.43057e-27,-1.21857e-27,5.56895e-27
997,6.74539e-26,1.13307e-27,1.0125e-26,8.21754e-27,3.42644e-27,9.79142e-27,1.17128e-27,1.89226e-27
998,6.15159e-26,2.11726e-27,5.62113e-27,1.21347e-27,1.98038e-27,5.60072e-27,1.31032e-26,9.65162e-27
999,9.03512e-26,5.70719e-27,3.21177e-27,1.25644e-26,1.16316e-26,8.16914e-27,7.59692e-27,1.04081e-26
1000,5.45301e-26,2.29748e-27,1.02612e-26,7.32592e-27,4.36431e-27,4.60143e-28,-3.10786e-27,2.85851e-27
1001,6.43146e-26,3.38841e-27,1.50705e-26,8.42749e-27,3.23054e-27,3.43638e-27,7.12522e-27,3.47849e-27
1002,7.09698e-26,3.04005e-28,1.26745e-26,9.30528e-27,6.31292e-27,3.37728e-27,1.00423e-26,6.08058e-27
1003,6.91579e-26,8.34071e-27,6.57155e-27,1.07095e-26,5.87675e-27,6.87743e-27,8.04751e-28,6.0742e-27
1004,4.03156e-26,4.06979e-27,9.19478e-27,1.05479e-26,-8.09326e-28,2.93944e-27,-2.22895e-27,-1.93563e-27
1005,6.09418e-26,1.53376e-27,1.50978e-26,7.42874e-27,5.02406e-27,3.51734e-27,6.36091e-27,4.19362e-27
1006,7.8003e-26,1.31466e-26,8.43348e-27,8.86372e-27,8.56738e-27,7.02464e-27,1.26221e-26,9.82347e-27
1007,1.4099e-26,6.44183e-28,1.52642e-27,1.11096e-27,1.4307e-27,1.44791e-27,-2.79089e-27,-1.14573e-27
1008,6.35117e-26,8.94893e-27,1.30103e-26,2.0706e-26,-2.12955e-28,-4.38809e-28,1.01538e-26,1.57571e-27
1009,5.42392e-26,1.8787e-27,1.52484e-26,2.09584e-27,6.32394e-27,8.69541e-27,6.41845e-27,3.17014e-27
1010,3.33907e-26,9.66783e-27,-3.33172e-27,6.39586e-27,-1.74627e-28,5.7409e-28,-1.61053e-27,5.3191e-28
1011,4.3386e-26,6.34279e-27,1.76806e-26,5.81402e-27,1.15416e-28,-8.55891e-28,-2.31495e-28,1.07444e-29
1012,3.77653e-26,7.28047e-27,3.06626e-27,1.63892e-27,2.03515e-27,3.15235e-27,7.09606e-27,1.38908e-27
1013,4.80025e-26,3.95701e-27,1.82345e-27,5.55853e-27,3.72967e-27,1.749e-27,-5.70783e-28,2.20153e-27
1014,2.92321e-26,4.45645e-27,4.70115e-27,4.06654e-27,-1.21767e-27,-9.82723e-28,1.42729e-27,-5.62335e-28
1015,6.45133e-26,8.63828e-27,2.08399e-26,8.96982e-27,1.21642e-27,1.84279e-27,1.21948e-27,2.94783e-27
1016,4.14376e-26,5.54739e-27,-1.54267e-27,3.77884e-27,3.32507e-27,2.61952e-27,4.03883e-27,4.61338e-27
1017,3.43385e-26,3.46549e-27,3.82538e-27,8.83227e-27,1.05071e-27,-5.42584e-28,6.70738e-28,-1.8798e-28
1018,3.87799e-26,8.39562e-27,8.15067e-27,2.52551e-27,7.25374e-28,1.40575e-27,4.21638e-27,3.37808e-27
1019,7.64823e-26,-1.88381e-27,1.0565e-26,6.71074e-27,3.47143e-27,5.94944e-27,1.36784e-26,7.92286e-27
1020,4.15293e-26,2.45079e-26,-1.83131e-27,2.46198e-27,-8.68497e-28,-6.1472e-28,-2.46751e-27,-4.84752e-28
1021,4.23404e-26,4.14941e-27,8.7918e-27,5.1898e-27,2.79972e-27,-2.99163e-29,3.02626e-27,8.24185e-28
1022,7.11196e-26,7.72073e-27,1.23094e-26,8.34992e-27,3.82634e-28,2.73369e-27,2.21771e-27,1.32007e-27
1023,4.69277e-26,1.48968e-26,2.38865e-27,7.08287e-27,5.75437e-28,-5.34287e-28,1.15e-27,2.69037e-27
1024,5.97436e-26,1.82746e-26,2.35405e-27,3.71555e-27,1.4027e-27,3.39586e-28,2.58543e-27,-1.26153e-27
1025,7.68675e-26,1.00363e-26,2.09633e-26,1.76172e-26,4.3654e-28,3.17664e-27,7.04517e-28,1.45835e-27
1026,5.02352e-26,1.65875e-26,4.03006e-27,-2.2482e-28,-7.90538e-28,5.77755e-28,6.24014e-28,1.71421e-27
1027,5.59036e-26,2.02925e-26,6.07726e-28,8.11087e-27,8.8216e-28,7.21219e-30,-2.95657e-29,-4.76235e-28
1028,7.99223e-26,1.2551e-26,2.0299e-26,1.04065e-26,1.3247e-27,7.18458e-27,2.97578e-27,1.41814e-27
1029,6.77088e-26,2.49467e-26,9.19561e-27,6.4406e-27,-3.99551e-28,1.10107e-27,6.98409e-28,5.10618e-28
1030,5.16642e-26,1.44193e-26,5.86964e-28,4.08115e-27,2.70916e-27,-2.85239e-28,-6.72109e-30,1.89555e-27
1031,5.00294e-26,1.62328e-26,5.78369e-27,8.22353e-27,1.36597e-27,2.98139e-27,7.8408e-28,-4.11721e-28
1032,7.07269e-26,2.94414e-26,1.08696e-26,4.49694e-27,-6.13336e-28,3.60615e-28,9.72555e-28,9.70223e-28
1033,3.10484e-26,9.34661e-27,-9.86573e-28,2.27725e-27,2.43618e-27,9.22062e-29,2.77665e-28,1.07892e-27
1034,5.66238e-26,2.72868e-26,5.39285e-27,4.30117e-27,2.6453e-28,2.76794e-27,-3.10633e-29,1.51815e-28
1035,7.25039e-26,2.62867e-26,1.21114e-26,4.77381e-27,-6.7842e-29,1.67962e-27,4.04194e-28,3.08488e-27
1036,3.91612e-26,1.54784e-26,-1.36767e-27,7.43781e-28,6.09534e-28,-2.98116e-28,2.22289e-27,3.71465e-28
1037,6.41708e-26,4.38072e-26,1.195e-28,1.2027e-27,8.42652e-28,1.48295e-28,1.91479e-27,6.28366e-29
1038,6.76753e-26,3.6838e-26,5.99189e-27,3.11902e-27,4.3988e-28,2.30433e-27,-4.88455e-28,1.20665e-27
1039,5.7223e-26,1.41264e-26,1.47178e-27,5.48242e-28,6.81509e-28,-4.9347e-28,2.31138e-27,5.07467e-27
1040,5.35583e-26,4.2306e-26,-2.06216e-27,1.54383e-27,4.63815e-28,1.00859e-27,-1.37606e-28,2.1061e-27
1041,6.77e-26,3.70867e-26,8.0395e-27,3.79808e-27,2.09629e-28,5.75902e-28,1.75774e-28,3.32622e-28
1042,3.85275e-26,7.94663e-27,7.74303e-28,4.57198e-27,6.20861e-29,1.53297e-27,1.16802e-27,2.15428e-28
1043,5.06874e-26,3.56155e-26,2.14895e-27,-4.861e-28,2.27301e-27,1.42436e-27,1.10063e-27,2.03914e-27
1044,3.87629e-26,2.00258e-26,2.00299e-27,1.63743e-27,-7.08059e-29,3.56801e-27,-3.13459e-29,3.80437e-28
1045,4.73278e-26,2.91931e-26,2.1489e-27,1.51373e-27,1.94112e-28,6.32898e-28,1.49579e-28,-4.46365e-28
1046,1.9318e-26,5.57904e-27,3.43829e-29,-1.74896e-28,1.93853e-27,2.72489e-27,2.00496e-27,4.14126e-28
1047,3.56199e-26,2.42803e-26,-6.36811e-28,6.81089e-28,2.90975e-29,7.63869e-29,1.60307e-27,5.79052e-28
1048,4.21032e-26,2.04263e-26,3.90535e-27,2.53671e-27,-3.14104e-28,1.14755e-27,1.69301e-27,1.37246e-27
1049,2.27921e-26,6.56937e-27,-8.53604e-29,-2.09331e-28,-6.77203e-29,4.14574e-28,1.57137e-27,4.07071e-27
1050,5.74607e-26,3.83126e-26,3.65107e-27,1.65725e-27,1.0039e-27,2.54273e-28,1.41396e-27,2.09616e-27
1051,3.43175e-26,1.7612e-26,-3.38939e-28,4.86306e-29,4.42058e-28,6.26841e-28,9.50679e-28,2.25134e-27
1052,2.94986e-26,8.82523e-28,-7.78016e-29,-1.02039e-28,2.44772e-28,3.09051e-27,-1.57438e-28,2.55478e-27
1053,3.94386e-26,2.57713e-26,4.66311e-28,5.96135e-28,5.2948e-28,8.71722e-28,5.34893e-28,-2.71141e-28
1054,3.79609e-26,1.64955e-26,-8.7622e-29,-1.0256e-28,2.81803e-28,1.00465e-27,6.23563e-28,-5.65957e-28
1055,5.52215e-26,2.00036e-26,-2.87044e-29,2.7968e-28,1.61271e-27,1.77172e-27,5.34216e-28,2.94491e-27
1056,9.14494e-27,3.59115e-28,-1.43924e-28,4.8227e-29,-2.44022e-28,-2.84423e-28,4.37305e-27,-4.53431e-28
1057,7.76742e-26,3.53269e-26,9.25927e-28,2.93977e-27,3.88345e-28,4.80087e-28,1.59545e-28,7.85297e-28
1058,2.03269e-26,6.99802e-27,5.86366e-28,2.12192e-28,7.62845e-28,4.86723e-28,-1.99443e-28,8.45349e-29
1059,2.17701e-26,1.57027e-27,3.51678e-30,2.00769e-27,5.32876e-28,-2.2621e-28,6.9859e-28,8.05586e-28
1060,7.31045e-26,4.70851e-26,1.92779e-27,1.46296e-27,1.26317e-28,1.45919e-27,1.6687e-27,-2.71933e-29
1061,5.4975e-26,2.41076e-26,2.00174e-27,5.60242e-28,-7.2686e-29,1.54044e-28,-2.27992e-28,-3.36034e-28
1062,2.79042e-26,1.23267e-26,-8.94163e-28,-3.01937e-28,2.18046e-28,1.07583e-27,3.4793e-28,1.6422e-27
1063,5.9034e-26,3.64392e-26,2.81062e-27,2.45623e-27,3.43637e-28,1.56096e-28,1.08087e-28,-9.67479e-29
1064,6.43548e-26,1.23355e-26,2.52545e-27,1.7703e-27,-7.14276e-29,2.70733e-27,-8.82026e-28,4.18016e-28
1065,3.14168e-26,9.36723e-27,-1.27158e-27,3.13362e-28,2.59458e-28,-6.0489e-28,1.24177e-27,5.04971e-28
1066,4.37354e-26,1.64959e-26,2.37705e-27,2.21553e-27,5.19552e-28,1.36548e-27,1.40396e-27,6.96485e-28
1067,8.11459e-26,2.62828e-26,5.33085e-27,3.87479e-27,3.73941e-27,9.11103e-29,5.55174e-28,3.17118e-28
1068,3.11759e-26,1.53394e-26,-2.87514e-27,-2.0419e-27,-1.3499e-28,6.86092e-28,1.53242e-27,2.28499e-27
1069,5.59302e-26,1.22757e-26,3.35698e-27,6.29621e-27,-5.13124e-29,-3.6476e-28,2.11118e-28,4.31609e-29
1070,7.33741e-26,3.20216e-26,7.89503e-27,5.13499e-27,-2.24272e-28,1.51252e-27,-4.90404e-29,1.90926e-28
1071,5.43938e-26,2.10678e-26,8.24918e-28,-6.08944e-28,7.76153e-28,6.32438e-28,7.35615e-28,1.10255e-28
1072,4.49316e-26,1.00675e-26,1.58867e-27,6.04384e-27,-1.46436e-28,2.77339e-28,4.03631e-28,1.78144e-29
1073,7.35456e-26,3.44259e-26,5.68782e-27,2.99855e-27,2.84759e-29,4.05727e-28,-3.27993e-28,1.2841e-28
1074,6.32378e-26,2.2373e-26,4.95304e-27,4.74864e-27,4.21943e-27,2.38058e-27,1.5435e-27,9.0256e-29
1075,4.84372e-26,1.45839e-26,-2.90718e-28,6.9699e-27,-7.29923e-29,9.94517e-29,9.13903e-28,2.41094e-27
1076,8.23294e-26,4.15284e-26,7.34203e-27,8.05073e-27,2.19312e-27,1.41428e-27,-1.82772e-28,-5.55299e-29
1077,5.5696e-26,1.24649e-26,8.44032e-27,3.59142e-27,1.16905e-27,1.20479e-27,1.10771e-27,2.50598e-27
1078,3.10144e-26,1.06199e-26,-7.38572e-28,3.47665e-27,2.1621e-27,-4.23749e-28,3.14114e-28,-2.34851e-29
