t,T+R,N_0,N_1,N_2,N_3,N_4,N_5,N_6
1432,4.3659e-17,1.66364e-20,8.15319e-19,8.1541e-19,1.05029e-17,1.0503e-17,1.05032e-17,1.05025e-17
1433,6.21539e-17,2.70057e-20,1.23853e-18,1.23847e-18,1.49124e-17,1.49125e-17,1.49124e-17,1.49125e-17
1434,8.80464e-17,4.44185e-20,1.88791e-18,1.88777e-18,2.10566e-17,2.10564e-17,2.10561e-17,2.10572e-17
1435,1.24115e-16,7.37042e-20,2.88291e-18,2.88295e-18,2.95689e-17,2.95688e-17,2.95691e-17,2.95688e-17
1436,1.74115e-16,1.22982e-19,4.40352e-18,4.40374e-18,4.1296e-17,4.12964e-17,4.12968e-17,4.12953e-17
1437,2.43092e-16,2.05903e-19,6.71863e-18,6.71856e-18,5.73623e-17,5.73623e-17,5.73621e-17,5.73626e-17
1438,3.37798e-16,3.45048e-19,1.02266e-17,1.02262e-17,7.92502e-17,7.92496e-17,7.92492e-17,7.92512e-17
1439,4.67215e-16,5.77369e-19,1.55134e-17,1.55134e-17,1.08903e-16,1.08903e-16,1.08903e-16,1.08902e-16
1440,6.43246e-16,9.63099e-19,2.34354e-17,2.34359e-17,1.48853e-16,1.48853e-16,1.48854e-16,1.48851e-16
1441,8.81583e-16,1.59977e-18,3.52334e-17,3.52335e-17,2.02379e-16,2.02379e-16,2.02378e-16,2.02379e-16
1442,1.20281e-15,2.64355e-18,5.26905e-17,5.26897e-17,2.73698e-16,2.73697e-16,2.73696e-16,2.737e-16
1443,1.63384e-15,4.3419e-18,7.8352e-17,7.83516e-17,3.68198e-16,3.68199e-16,3.68199e-16,3.68198e-16
1444,2.20964e-15,7.0844e-18,1.15823e-16,1.15824e-16,4.92727e-16,4.92728e-16,4.92729e-16,4.92724e-16
1445,2.9755e-15,1.14794e-17,1.70173e-16,1.70173e-16,6.55919e-16,6.55919e-16,6.55918e-16,6.55918e-16
1446,3.98978e-15,1.84679e-17,2.48473e-16,2.48472e-16,8.68592e-16,8.68589e-16,8.68588e-16,8.68595e-16
1447,5.32739e-15,2.94934e-17,3.60524e-16,3.60523e-16,1.14421e-15,1.14421e-15,1.14421e-15,1.14421e-15
1448,7.08406e-15,4.67527e-17,5.19805e-16,5.19806e-16,1.49942e-15,1.49943e-15,1.49943e-15,1.49942e-15
1449,9.38164e-15,7.35634e-17,7.4472e-16,7.44722e-16,1.95466e-15,1.95466e-15,1.95466e-15,1.95466e-15
1450,1.23746e-14,1.14897e-16,1.06023e-15,1.06023e-15,2.5348e-15,2.5348e-15,2.5348e-15,2.53481e-15
1451,1.62578e-14,1.78143e-16,1.49994e-15,1.49994e-15,3.26994e-15,3.26994e-15,3.26994e-15,3.26994e-15
1452,2.12765e-14,2.74213e-16,2.10879e-15,2.1088e-15,4.19618e-15,4.19619e-15,4.19619e-15,4.19618e-15
1453,2.77381e-14,4.19091e-16,2.94645e-15,2.94645e-15,5.35652e-15,5.35652e-15,5.35652e-15,5.35651e-15
1454,3.60259e-14,6.36037e-16,4.09157e-15,4.09157e-15,6.80167e-15,6.80167e-15,6.80166e-15,6.80167e-15
1455,4.6617e-14,9.58665e-16,5.64718e-15,5.64717e-15,8.59099e-15,8.59098e-15,8.59098e-15,8.59099e-15
1456,6.01027e-14,1.43522e-15,7.74722e-15,7.74722e-15,1.07933e-14,1.07933e-14,1.07933e-14,1.07933e-14
1457,7.72138e-14,2.13451e-15,1.05646e-14,1.05647e-14,1.34875e-14,1.34875e-14,1.34875e-14,1.34875e-14
1458,9.88498e-14,3.15399e-15,1.43212e-14,1.43212e-14,1.67634e-14,1.67634e-14,1.67634e-14,1.67634e-14
1459,1.26115e-13,4.63089e-15,1.92991e-14,1.92991e-14,2.07216e-14,2.07216e-14,2.07216e-14,2.07216e-14
1460,1.60363e-13,6.75723e-15,2.58553e-14,2.58553e-14,2.54739e-14,2.54739e-14,2.54739e-14,2.54739e-14
1461,2.03244e-13,9.80006e-15,3.44373e-14,3.44373e-14,3.11423e-14,3.11423e-14,3.11423e-14,3.11423e-14
1462,2.56768e-13,1.41286e-14,4.56026e-14,4.56026e-14,3.78586e-14,3.78586e-14,3.78586e-14,3.78586e-14
1463,3.23377e-13,2.02504e-14,6.00402e-14,6.00402e-14,4.57617e-14,4.57616e-14,4.57616e-14,4.57617e-14
1464,4.06031e-13,2.8859e-14,7.85949e-14,7.85948e-14,5.49955e-14,5.49955e-14,5.49955e-14,5.49956e-14
1465,5.08307e-13,4.08972e-14,1.02294e-13,1.02294e-13,6.57055e-14,6.57055e-14,6.57055e-14,6.57055e-14
1466,6.34527e-13,5.76394e-14,1.32377e-13,1.32377e-13,7.80332e-14,7.80332e-14,7.80332e-14,7.80332e-14
1467,7.89893e-13,8.07986e-14,1.70326e-13,1.70326e-13,9.21109e-14,9.21108e-14,9.21108e-14,9.21108e-14
1468,9.80669e-13,1.12666e-13,2.17894e-13,2.17894e-13,1.08054e-13,1.08054e-13,1.08054e-13,1.08054e-13
1469,1.21438e-12,1.56288e-13,2.7714e-13,2.7714e-13,1.25952e-13,1.25952e-13,1.25952e-13,1.25952e-13
1470,1.50005e-12,2.15698e-13,3.50453e-13,3.50453e-13,1.45861e-13,1.45861e-13,1.45861e-13,1.45861e-13
1471,1.8485e-12,2.96206e-13,4.40571e-13,4.40572e-13,1.67788e-13,1.67788e-13,1.67788e-13,1.67788e-13
1472,2.27271e-12,4.04768e-13,5.506e-13,5.506e-13,1.91685e-13,1.91685e-13,1.91685e-13,1.91685e-13
1473,2.78819e-12,5.50452e-13,6.84005e-13,6.84004e-13,2.17433e-13,2.17433e-13,2.17433e-13,2.17433e-13
1474,3.41353e-12,7.45023e-13,8.44597e-13,8.44597e-13,2.44829e-13,2.44829e-13,2.44829e-13,2.44829e-13
1475,4.17097e-12,1.00367e-12,1.03649e-12,1.03649e-12,2.7358e-13,2.7358e-13,2.7358e-13,2.7358e-13
1476,5.08709e-12,1.3459e-12,1.26402e-12,1.26402e-12,3.03287e-13,3.03287e-13,3.03287e-13,3.03287e-13
1477,6.19374e-12,1.79668e-12,1.53164e-12,1.53164e-12,3.33443e-13,3.33443e-13,3.33443e-13,3.33443e-13
1478,7.52899e-12,2.38775e-12,1.84376e-12,1.84376e-12,3.63427e-13,3.63427e-13,3.63427e-13,3.63427e-13
1479,9.13845e-12,3.15937e-12,2.20452e-12,2.20452e-12,3.92508e-13,3.92508e-13,3.92508e-13,3.92508e-13
1480,1.10767e-11,4.16229e-12,2.61753e-12,2.61753e-12,4.19852e-13,4.19852e-13,4.19852e-13,4.19852e-13
1481,1.34093e-11,5.46021e-12,3.08548e-12,3.08548e-12,4.4454e-13,4.4454e-13,4.4454e-13,4.4454e-13
1482,1.62147e-11,7.13275e-12,3.60976e-12,3.60976e-12,4.65595e-13,4.65595e-13,4.65595e-13,4.65595e-13
1483,1.95869e-11,9.27899e-12,4.18994e-12,4.18994e-12,4.82014e-13,4.82014e-13,4.82014e-13,4.82014e-13
1484,2.36392e-11,1.20216e-11,4.82317e-12,4.82317e-12,4.92814e-13,4.92815e-13,4.92815e-13,4.92815e-13
1485,2.85073e-11,1.55119e-11,5.50352e-12,5.50352e-12,4.97092e-13,4.97092e-13,4.97092e-13,4.97092e-13
1486,3.43547e-11,1.99357e-11,6.22132e-12,6.22132e-12,4.94082e-13,4.94082e-13,4.94082e-13,4.94082e-13
1487,4.13778e-11,2.552e-11,6.96244e-12,6.96244e-12,4.8323e-13,4.8323e-13,4.8323e-13,4.8323e-13
1488,4.98134e-11,3.25412e-11,7.70759e-12,7.70759e-12,4.64264e-13,4.64264e-13,4.64264e-13,4.64264e-13
1489,5.99465e-11,4.13339e-11,8.43177e-12,8.43177e-12,4.37263e-13,4.37263e-13,4.37263e-13,4.37263e-13
1490,7.21209e-11,5.23022e-11,9.10391e-12,9.10391e-12,4.02719e-13,4.02719e-13,4.02719e-13,4.02719e-13
1491,8.67512e-11,6.59312e-11,9.68686e-12,9.68686e-12,3.61574e-13,3.61574e-13,3.61574e-13,3.61574e-13
1492,1.04338e-10,8.2801e-11,1.01378e-11,1.01378e-11,3.15236e-13,3.15236e-13,3.15236e-13,3.15236e-13
1493,1.25484e-10,1.03602e-10,1.04097e-11,1.04097e-11,2.65551e-13,2.65551e-13,2.65551e-13,2.65551e-13
1494,1.50919e-10,1.29154e-10,1.04531e-11,1.04531e-11,2.14727e-13,2.14727e-13,2.14727e-13,2.14727e-13
1495,1.81524e-10,1.60423e-10,1.02202e-11,1.02202e-11,1.65205e-13,1.65205e-13,1.65205e-13,1.65205e-13
1496,2.18362e-10,1.98545e-10,9.66994e-12,9.66994e-12,1.19461e-13,1.19461e-13,1.19462e-13,1.19461e-13
1497,2.62718e-10,2.44847e-10,8.77567e-12,8.77567e-12,7.97578e-14,7.97579e-14,7.97579e-14,7.97578e-14
1498,3.16141e-10,3.00878e-10,7.53578e-12,7.53578e-12,4.7846e-14,4.7846e-14,4.7846e-14,4.7846e-14
1499,3.80505e-10,3.68431e-10,5.98779e-12,5.98779e-12,2.46622e-14,2.46622e-14,2.46622e-14,2.46622e-14
1500,4.5807e-10,4.49576e-10,4.22697e-12,4.22696e-12,1.0069e-14,1.0069e-14,1.0069e-14,1.0069e-14
1501,5.51562e-10,5.46691e-10,2.43024e-12,2.43024e-12,2.73632e-15,2.73632e-15,2.73632e-15,2.73632e-15
1502,6.64268e-10,6.62494e-10,8.86692e-13,8.86691e-13,3.00504e-16,3.00506e-16,3.00507e-16,3.00504e-16
1503,8.0015e-10,8.00079e-10,3.55968e-14,3.55969e-14,4.00894e-19,4.00935e-19,4.00978e-19,4.00906e-19
1504,9.63976e-10,9.62948e-10,5.13611e-13,5.13611e-13,6.93302e-17,6.93299e-17,6.93301e-17,6.93304e-17
1505,1.16148e-09,1.15505e-09,3.21238e-12,3.21238e-12,2.26045e-15,2.26045e-15,2.26044e-15,2.26045e-15
1506,1.39957e-09,1.38081e-09,9.34828e-12,9.34828e-12,1.60088e-14,1.60088e-14,1.60088e-14,1.60088e-14
1507,1.68651e-09,1.64516e-09,2.05459e-11,2.05459e-11,6.48876e-14,6.48876e-14,6.48876e-14,6.48876e-14
1508,2.03223e-09,1.95357e-09,3.89372e-11,3.89372e-11,1.96205e-13,1.96205e-13,1.96205e-13,1.96205e-13
1509,2.44862e-09,2.31209e-09,6.72778e-11,6.72778e-11,4.94814e-13,4.94814e-13,4.94814e-13,4.94814e-13
1510,2.9499e-09,2.72733e-09,1.09083e-10,1.09083e-10,1.10248e-12,1.10248e-12,1.10248e-12,1.10248e-12
1511,3.55305e-09,3.20651e-09,1.68783e-10,1.68783e-10,2.24449e-12,2.24449e-12,2.24449e-12,2.24449e-12
1512,4.27833e-09,3.75746e-09,2.51904e-10,2.51904e-10,4.26548e-12,4.26548e-12,4.26548e-12,4.26548e-12
1513,5.14984e-09,4.38859e-09,3.6527e-10,3.6527e-10,7.67709e-12,7.67709e-12,7.67709e-12,7.67709e-12
1514,6.19624e-09,5.1089e-09,5.17233e-10,5.17233e-10,1.32202e-11,1.32202e-11,1.32202e-11,1.32202e-11
1515,7.45155e-09,5.92792e-09,7.17923e-10,7.17923e-10,2.19457e-11,2.19457e-11,2.19457e-11,2.19457e-11
1516,8.95603e-09,6.8557e-09,9.79533e-10,9.79533e-10,3.53173e-11,3.53173e-11,3.53173e-11,3.53173e-11
1517,1.07573e-08,7.9027e-09,1.31662e-09,1.31662e-09,5.53421e-11,5.53421e-11,5.53421e-11,5.53421e-11
1518,1.29116e-08,9.07973e-09,1.74645e-09,1.74645e-09,8.47337e-11,8.47337e-11,8.47337e-11,8.47337e-11
1519,1.5485e-08,1.03979e-08,2.28934e-09,2.28934e-09,1.27116e-10,1.27116e-10,1.27116e-10,1.27116e-10
1520,1.85553e-08,1.18682e-08,2.969e-09,2.969e-09,1.87271e-10,1.87271e-10,1.87271e-10,1.87271e-10
1521,2.22137e-08,1.35019e-08,3.81301e-09,3.81301e-09,2.71449e-10,2.71449e-10,2.71449e-10,2.71449e-10
1522,2.6567e-08,1.53098e-08,4.85312e-09,4.85312e-09,3.87733e-10,3.87733e-10,3.87733e-10,3.87733e-10
1523,3.17398e-08,1.73024e-08,6.12571e-09,6.12571e-09,5.46489e-10,5.46489e-10,5.46489e-10,5.46489e-10
1524,3.78772e-08,1.94893e-08,7.67215e-09,7.67215e-09,7.609e-10,7.609e-10,7.609e-10,7.609e-10
1525,4.51483e-08,2.18795e-08,9.53921e-09,9.53921e-09,1.0476e-09,1.0476e-09,1.0476e-09,1.0476e-09
1526,5.3749e-08,2.44806e-08,1.17794e-08,1.17794e-08,1.42741e-09,1.42741e-09,1.42741e-09,1.42741e-09
1527,6.39059e-08,2.72986e-08,1.44512e-08,1.44512e-08,1.92624e-09,1.92624e-09,1.92624e-09,1.92624e-09
1528,7.5881e-08,3.03379e-08,1.76194e-08,1.76194e-08,2.57609e-09,2.57609e-09,2.57609e-09,2.57609e-09
1529,8.9976e-08,3.36006e-08,2.13552e-08,2.13552e-08,3.41625e-09,3.41625e-09,3.41625e-09,3.41625e-09
1530,1.06538e-07,3.70864e-08,2.57364e-08,2.57364e-08,4.49464e-09,4.49464e-09,4.49464e-09,4.49464e-09
1531,1.25964e-07,4.07921e-08,3.08472e-08,3.08472e-08,5.86939e-09,5.86939e-09,5.86939e-09,5.86939e-09
1532,1.4871e-07,4.47113e-08,3.6778e-08,3.6778e-08,7.61063e-09,7.61063e-09,7.61063e-09,7.61063e-09
1533,1.75294e-07,4.88344e-08,4.3625e-08,4.3625e-08,9.80248e-09,9.80248e-09,9.80248e-09,9.80248e-09
1534,2.06309e-07,5.31479e-08,5.14902e-08,5.14902e-08,1.25453e-08,1.25453e-08,1.25453e-08,1.25453e-08
1535,2.42426e-07,5.76341e-08,6.04796e-08,6.04796e-08,1.59583e-08,1.59583e-08,1.59583e-08,1.59583e-08
1536,2.84407e-07,6.22716e-08,7.07033e-08,7.07033e-08,2.01822e-08,2.01822e-08,2.01822e-08,2.01822e-08
1537,3.33111e-07,6.70343e-08,8.22736e-08,8.22736e-08,2.53825e-08,2.53825e-08,2.53825e-08,2.53825e-08
1538,3.89511e-07,7.18919e-08,9.53038e-08,9.53038e-08,3.17528e-08,3.17528e-08,3.17528e-08,3.17528e-08
1539,4.54696e-07,7.68098e-08,1.09906e-07,1.09906e-07,3.95186e-08,3.95186e-08,3.95186e-08,3.95186e-08
1540,5.29895e-07,8.17492e-08,1.2619e-07,1.2619e-07,4.89414e-08,4.89414e-08,4.89414e-08,4.89414e-08
1541,6.16477e-07,8.66671e-08,1.4426e-07,1.4426e-07,6.03227e-08,6.03227e-08,6.03227e-08,6.03227e-08
1542,7.15977e-07,9.15171e-08,1.64211e-07,1.64211e-07,7.40093e-08,7.40093e-08,7.40093e-08,7.40093e-08
1543,8.30102e-07,9.62497e-08,1.86131e-07,1.86131e-07,9.03976e-08,9.03976e-08,9.03976e-08,9.03976e-08
1544,9.6075e-07,1.00813e-07,2.1009e-07,2.1009e-07,1.09939e-07,1.09939e-07,1.09939e-07,1.09939e-07
1545,1.11003e-06,1.05152e-07,2.36143e-07,2.36143e-07,1.33147e-07,1.33147e-07,1.33147e-07,1.33147e-07
1546,1.28026e-06,1.09213e-07,2.64325e-07,2.64325e-07,1.60599e-07,1.60599e-07,1.60599e-07,1.60599e-07
1547,1.47401e-06,1.1294e-07,2.94646e-07,2.94646e-07,1.92945e-07,1.92945e-07,1.92945e-07,1.92945e-07
1548,1.69412e-06,1.16279e-07,3.2709e-07,3.2709e-07,2.30916e-07,2.30916e-07,2.30916e-07,2.30916e-07
1549,1.94369e-06,1.1918e-07,3.6161e-07,3.6161e-07,2.75322e-07,2.75322e-07,2.75322e-07,2.75322e-07
1550,2.22611e-06,1.21593e-07,3.98125e-07,3.98125e-07,3.27068e-07,3.27068e-07,3.27068e-07,3.27068e-07
1551,2.54512e-06,1.23477e-07,4.36521e-07,4.36521e-07,3.87149e-07,3.87149e-07,3.87149e-07,3.87149e-07
1552,2.90475e-06,1.24793e-07,4.76645e-07,4.76645e-07,4.56666e-07,4.56666e-07,4.56666e-07,4.56666e-07
1553,3.30941e-06,1.25512e-07,5.18305e-07,5.18305e-07,5.36822e-07,5.36822e-07,5.36822e-07,5.36822e-07
1554,3.76389e-06,1.25613e-07,5.61273e-07,5.61273e-07,6.28933e-07,6.28933e-07,6.28933e-07,6.28933e-07
1555,4.27336e-06,1.25085e-07,6.05282e-07,6.05282e-07,7.34428e-07,7.34428e-07,7.34428e-07,7.34428e-07
1556,4.8434e-06,1.23928e-07,6.50035e-07,6.50035e-07,8.54851e-07,8.54851e-07,8.54851e-07,8.54851e-07
1557,5.48003e-06,1.22153e-07,6.95202e-07,6.95202e-07,9.91869e-07,9.91869e-07,9.91869e-07,9.91869e-07
1558,6.18971e-06,1.19783e-07,7.40434e-07,7.40434e-07,1.14727e-06,1.14727e-06,1.14727e-06,1.14727e-06
1559,6.97937e-06,1.16854e-07,7.8537e-07,7.8537e-07,1.32294e-06,1.32294e-06,1.32294e-06,1.32294e-06
1560,7.85641e-06,1.13414e-07,8.29647e-07,8.29647e-07,1.52093e-06,1.52093e-06,1.52093e-06,1.52093e-06
1561,8.82873e-06,1.09523e-07,8.72918e-07,8.72918e-07,1.74334e-06,1.74334e-06,1.74334e-06,1.74334e-06
1562,9.90473e-06,1.05252e-07,9.14869e-07,9.14869e-07,1.99244e-06,1.99244e-06,1.99244e-06,1.99244e-06
1563,1.10933e-05,1.0068e-07,9.5524e-07,9.5524e-07,2.27054e-06,2.27054e-06,2.27054e-06,2.27054e-06
1564,1.2404e-05,9.58991e-08,9.93855e-07,9.93855e-07,2.58009e-06,2.58009e-06,2.58009e-06,2.58009e-06
1565,1.38466e-05,9.10043e-08,1.03065e-06,1.03065e-06,2.92358e-06,2.92358e-06,2.92358e-06,2.92358e-06
1566,1.54318e-05,8.60976e-08,1.06569e-06,1.06569e-06,3.30358e-06,3.30358e-06,3.30358e-06,3.30358e-06
1567,1.71706e-05,8.1284e-08,1.09925e-06,1.09925e-06,3.7227e-06,3.7227e-06,3.7227e-06,3.7227e-06
1568,1.90745e-05,7.66706e-08,1.13181e-06,1.13181e-06,4.18355e-06,4.18355e-06,4.18355e-06,4.18355e-06
1569,2.11557e-05,7.23648e-08,1.16413e-06,1.16413e-06,4.68876e-06,4.68876e-06,4.68876e-06,4.68876e-06
1570,2.34268e-05,6.84747e-08,1.19728e-06,1.19728e-06,5.24093e-06,5.24093e-06,5.24093e-06,5.24093e-06
1571,2.59009e-05,6.51092e-08,1.23274e-06,1.23274e-06,5.84259e-06,5.84259e-06,5.84259e-06,5.84259e-06
1572,2.85919e-05,6.23808e-08,1.2724e-06,1.2724e-06,6.49617e-06,6.49617e-06,6.49617e-06,6.49617e-06
1573,3.15137e-05,6.04093e-08,1.31864e-06,1.31864e-06,7.204e-06,7.204e-06,7.204e-06,7.204e-06
1574,3.46811e-05,5.93298e-08,1.37444e-06,1.37444e-06,7.96822e-06,7.96822e-06,7.96822e-06,7.96822e-06
1575,3.81091e-05,5.93023e-08,1.44337e-06,1.44337e-06,8.79077e-06,8.79077e-06,8.79077e-06,8.79077e-06
1576,4.18133e-05,6.05268e-08,1.52971e-06,1.52971e-06,9.67334e-06,9.67334e-06,9.67334e-06,9.67334e-06
1577,4.58096e-05,6.32631e-08,1.63851e-06,1.63851e-06,1.06173e-05,1.06173e-05,1.06173e-05,1.06173e-05
1578,5.01143e-05,6.78561e-08,1.77563e-06,1.77563e-06,1.16238e-05,1.16238e-05,1.16238e-05,1.16238e-05
1579,5.47442e-05,7.47689e-08,1.94783e-06,1.94783e-06,1.26934e-05,1.26934e-05,1.26934e-05,1.26934e-05
1580,5.97161e-05,8.46241e-08,2.16283e-06,2.16283e-06,1.38265e-05,1.38265e-05,1.38265e-05,1.38265e-05
1581,6.50474e-05,9.82536e-08,2.42932e-06,2.42932e-06,1.50226e-05,1.50226e-05,1.50226e-05,1.50226e-05
1582,7.07558e-05,1.16761e-07,2.75706e-06,2.75706e-06,1.62812e-05,1.62812e-05,1.62812e-05,1.62812e-05
1583,7.68588e-05,1.41593e-07,3.15689e-06,3.15689e-06,1.76009e-05,1.76009e-05,1.76009e-05,1.76009e-05
1584,8.33747e-05,1.74628e-07,3.64074e-06,3.64074e-06,1.89796e-05,1.89796e-05,1.89796e-05,1.89796e-05
1585,9.03215e-05,2.18278e-07,4.22167e-06,4.22167e-06,2.0415e-05,2.0415e-05,2.0415e-05,2.0415e-05
1586,9.77175e-05,2.75604e-07,4.91385e-06,4.91385e-06,2.19035e-05,2.19035e-05,2.19035e-05,2.19035e-05
1587,0.000105581,3.50457e-07,5.73254e-06,5.73254e-06,2.34414e-05,2.34414e-05,2.34414e-05,2.34414e-05
1588,0.000113931,4.47625e-07,6.69404e-06,6.69404e-06,2.50239e-05,2.50239e-05,2.50239e-05,2.50239e-05
1589,0.000122786,5.73016e-07,7.81564e-06,7.81564e-06,2.66454e-05,2.66454e-05,2.66454e-05,2.66454e-05
1590,0.000132164,7.33849e-07,9.11551e-06,9.11551e-06,2.82999e-05,2.82999e-05,2.82999e-05,2.82999e-05
1591,0.000142085,9.38878e-07,1.06126e-05,1.06126e-05,2.99802e-05,2.99802e-05,2.99802e-05,2.99802e-05
1592,0.000152566,1.19863e-06,1.23265e-05,1.23265e-05,3.16787e-05,3.16787e-05,3.16787e-05,3.16787e-05
1593,0.000163628,1.52567e-06,1.42774e-05,1.42774e-05,3.33868e-05,3.33868e-05,3.33868e-05,3.33868e-05
1594,0.000175288,1.9349e-06,1.64854e-05,1.64854e-05,3.50955e-05,3.50955e-05,3.50955e-05,3.50955e-05
1595,0.000187566,2.44386e-06,1.89711e-05,1.89711e-05,3.67949e-05,3.67949e-05,3.67949e-05,3.67949e-05
1596,0.00020048,3.07309e-06,2.17545e-05,2.17545e-05,3.84745e-05,3.84745e-05,3.84745e-05,3.84745e-05
1597,0.000214051,3.84647e-06,2.48552e-05,2.48552e-05,4.01234e-05,4.01234e-05,4.01234e-05,4.01234e-05
1598,0.000228296,4.79159e-06,2.82921e-05,2.82921e-05,4.17301e-05,4.17301e-05,4.17301e-05,4.17301e-05
1599,0.000243237,5.9402e-06,3.20828e-05,3.20828e-05,4.32827e-05,4.32827e-05,4.32827e-05,4.32827e-05
1600,0.000258892,7.32859e-06,3.62434e-05,3.62434e-05,4.47692e-05,4.47692e-05,4.47692e-05,4.47692e-05
1601,0.000275283,8.99805e-06,4.07878e-05,4.07878e-05,4.61773e-05,4.61773e-05,4.61773e-05,4.61773e-05
1602,0.000292429,1.09953e-05,4.57278e-05,4.57278e-05,4.74945e-05,4.74945e-05,4.74945e-05,4.74945e-05
1603,0.000310353,1.3373e-05,5.10723e-05,5.10723e-05,4.87088e-05,4.87088e-05,4.87088e-05,4.87088e-05
1604,0.000329075,1.619e-05,5.68268e-05,5.68268e-05,4.98079e-05,4.98079e-05,4.98079e-05,4.98079e-05
1605,0.00034862,1.95123e-05,6.29932e-05,6.29932e-05,5.07803e-05,5.07803e-05,5.07803e-05,5.07803e-05
1606,0.00036901,2.34127e-05,6.95693e-05,6.95693e-05,5.16148e-05,5.16148e-05,5.16148e-05,5.16148e-05
1607,0.000390272,2.79721e-05,7.6548e-05,7.6548e-05,5.23009e-05,5.23009e-05,5.23009e-05,5.23009e-05
1608,0.00041243,3.32793e-05,8.39174e-05,8.39174e-05,5.28289e-05,5.28289e-05,5.28289e-05,5.28289e-05
1609,0.000435512,3.94317e-05,9.16598e-05,9.16598e-05,5.31902e-05,5.31902e-05,5.31902e-05,5.31902e-05
1610,0.000459548,4.65353e-05,9.9752e-05,9.9752e-05,5.33773e-05,5.33773e-05,5.33773e-05,5.33773e-05
1611,0.00048457,5.47054e-05,0.000108164,0.000108164,5.33839e-05,5.33839e-05,5.33839e-05,5.33839e-05
1612,0.000510609,6.40668e-05,0.000116861,0.000116861,5.32052e-05,5.32052e-05,5.32052e-05,5.32052e-05
1613,0.000537702,7.47537e-05,0.000125798,0.000125798,5.28379e-05,5.28379e-05,5.28379e-05,5.28379e-05
1614,0.000565887,8.69097e-05,0.000134928,0.000134928,5.22805e-05,5.22805e-05,5.22805e-05,5.22805e-05
1615,0.000595205,0.000100689,0.000144192,0.000144192,5.15331e-05,5.15331e-05,5.15331e-05,5.15331e-05
1616,0.0006257,0.000116253,0.000153528,0.000153528,5.05978e-05,5.05978e-05,5.05978e-05,5.05978e-05
1617,0.000657419,0.000133776,0.000162864,0.000162864,4.94786e-05,4.94786e-05,4.94786e-05,4.94786e-05
1618,0.000690415,0.000153438,0.000172126,0.000172126,4.81813e-05,4.81813e-05,4.81813e-05,4.81813e-05
1619,0.000724742,0.000175431,0.000181228,0.000181228,4.67138e-05,4.67138e-05,4.67138e-05,4.67138e-05
1620,0.00076046,0.000199952,0.000190083,0.000190083,4.5086e-05,4.5086e-05,4.5086e-05,4.5086e-05
1621,0.000797635,0.000227206,0.000198596,0.000198596,4.33094e-05,4.33094e-05,4.33094e-05,4.33094e-05
1622,0.000836335,0.000257406,0.000206669,0.000206669,4.13976e-05,4.13976e-05,4.13976e-05,4.13976e-05
1623,0.000876636,0.000290771,0.000214202,0.000214202,3.93657e-05,3.93657e-05,3.93657e-05,3.93657e-05
1624,0.00091862,0.000327521,0.000221089,0.000221089,3.72305e-05,3.72305e-05,3.72305e-05,3.72305e-05
1625,0.000962373,0.000367882,0.000227226,0.000227226,3.501e-05,3.501e-05,3.501e-05,3.501e-05
1626,0.00100799,0.00041208,0.000232508,0.000232508,3.27236e-05,3.27236e-05,3.27236e-05,3.27236e-05
1627,0.00105557,0.000460343,0.000236833,0.000236833,3.03914e-05,3.03914e-05,3.03914e-05,3.03914e-05
1628,0.00110523,0.000512895,0.0002401,0.0002401,2.80342e-05,2.80342e-05,2.80342e-05,2.80342e-05
1629,0.00115708,0.000569956,0.000242216,0.000242216,2.56732e-05,2.56732e-05,2.56732e-05,2.56732e-05
1630,0.00121125,0.000631742,0.000243095,0.000243095,2.33296e-05,2.33296e-05,2.33296e-05,2.33296e-05
1631,0.00126787,0.000698459,0.000242657,0.000242657,2.10244e-05,2.10244e-05,2.10244e-05,2.10244e-05
1632,0.00132709,0.000770303,0.000240838,0.000240838,1.8778e-05,1.8778e-05,1.8778e-05,1.8778e-05
1633,0.00138906,0.000847457,0.000237583,0.000237583,1.66096e-05,1.66096e-05,1.66096e-05,1.66096e-05
1634,0.00145395,0.000930088,0.000232857,0.000232857,1.45374e-05,1.45374e-05,1.45374e-05,1.45374e-05
1635,0.00152194,0.00101834,0.000226641,0.000226641,1.25776e-05,1.25776e-05,1.25776e-05,1.25776e-05
1636,0.00159321,0.00111235,0.000218937,0.000218937,1.07447e-05,1.07447e-05,1.07447e-05,1.07447e-05
1637,0.00166796,0.00121222,0.000209769,0.000209769,9.05071e-06,9.05071e-06,9.05071e-06,9.05071e-06
1638,0.00174641,0.00131802,0.000199187,0.000199187,7.50526e-06,7.50526e-06,7.50526e-06,7.50526e-06
1639,0.00182879,0.0014298,0.000187267,0.000187267,6.11504e-06,6.11504e-06,6.11504e-06,6.11504e-06
1640,0.00191534,0.00154757,0.000174116,0.000174116,4.88384e-06,4.88384e-06,4.88384e-06,4.88384e-06
1641,0.00200631,0.00167132,0.00015987,0.00015987,3.81236e-06,3.81236e-06,3.81236e-06,3.81236e-06
1642,0.00210198,0.00180099,0.000144699,0.000144699,2.89818e-06,2.89818e-06,2.89818e-06,2.89818e-06
1643,0.00220263,0.00193647,0.000128806,0.000128806,2.13576e-06,2.13576e-06,2.13576e-06,2.13576e-06
1644,0.00230857,0.00207764,0.00011243,0.00011243,1.51661e-06,1.51661e-06,1.51661e-06,1.51661e-06
