t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2,Norm_3,AvgX_3,Norm_4,AvgX_4,Norm_5,AvgX_5,Norm_6,AvgX_6,Norm_L0,Norm_L1,Norm_L2
4646,0.845458,134.134,0.0740299,11.745,0.0740299,11.745,0.00162055,0.257104,0.00162055,0.257104,0.00162055,0.257104,0.00162055,0.257104,0.845458,0.1480598,0.0064822
4647,0.865172,137.608,0.0649744,10.3344,0.0649744,10.3344,0.00121989,0.194028,0.00121989,0.194028,0.00121989,0.194028,0.00121989,0.194028,0.865172,0.1299488,0.00487956
4648,0.883796,140.925,0.0563081,8.97856,0.0563081,8.97856,0.000896871,0.14301,0.000896871,0.14301,0.000896871,0.14301,0.000896871,0.14301,0.883796,0.1126162,0.003587484
4649,0.901257,144.07,0.0480887,7.68719,0.0480887,7.68719,0.000641472,0.102542,0.000641472,0.102542,0.000641472,0.102542,0.000641472,0.102542,0.901257,0.0961774,0.002565888
4650,0.917482,147.031,0.0403707,6.46958,0.0403707,6.46958,0.000444094,0.071168,0.000444094,0.071168,0.000444094,0.071168,0.000444094,0.071168,0.917482,0.0807414,0.001776376
4651,0.932407,149.795,0.0332053,5.33457,0.0332053,5.33457,0.000295631,0.0474943,0.000295631,0.0474943,0.000295631,0.0474943,0.000295631,0.0474943,0.932407,0.0664106,0.001182524
4652,0.945969,152.352,0.0266402,4.2905,0.0266402,4.2905,0.000187559,0.0302071,0.000187559,0.0302071,0.000187559,0.0302071,0.000187559,0.0302071,0.945969,0.0532804,0.000750236
4653,0.958114,154.69,0.0207191,3.34516,0.0207191,3.34516,0.000112012,0.0180847,0.000112012,0.0180847,0.000112012,0.0180847,0.000112012,0.0180847,0.958114,0.0414382,0.000448048
4654,0.96879,156.8,0.0154815,2.50569,0.0154815,2.50569,6.18492E-05,0.0100104,6.18492E-05,0.0100104,6.18492E-05,0.0100104,6.18492E-05,0.0100104,0.96879,0.030963,0.0002473968
4655,0.977953,158.673,0.0109621,1.7786,0.0109621,1.7786,3.07192E-05,0.00498418,3.07192E-05,0.00498418,3.07192E-05,0.00498418,3.07192E-05,0.00498418,0.977953,0.0219242,0.0001228768
4656,0.985565,160.3,0.0071912,1.16963,0.0071912,1.16963,1.31177E-05,0.00213356,1.31177E-05,0.00213356,1.31177E-05,0.00213356,1.31177E-05,0.00213356,0.985565,0.0143824,5.24708E-05
4657,0.991594,161.675,0.0041939,0.683795,0.0041939,0.683795,4.43447E-06,0.000723019,4.43447E-06,0.000723019,4.43447E-06,0.000723019,4.43447E-06,0.000723019,0.991594,0.0083878,1.773788E-05
4658,0.996016,162.791,0.00199019,0.325282,0.00199019,0.325282,9.94179E-07,0.000162491,9.94179E-07,0.000162491,9.94179E-07,0.000162491,9.94179E-07,0.000162491,0.996016,0.00398038,3.976716E-06
4659,0.99881,163.645,0.000594794,0.0974507,0.000594794,0.0974507,8.85503E-08,0.000014508,8.85503E-08,0.000014508,8.85503E-08,0.000014508,8.85503E-08,0.000014508,0.99881,0.001189588,3.542012E-07
4660,0.999966,164.231,1.70114E-05,0.00279388,1.70114E-05,0.00279388,7.23491E-11,1.18823E-08,7.23491E-11,1.18823E-08,7.23491E-11,1.18823E-08,7.23491E-11,1.18823E-08,0.999966,3.40228E-05,2.893964E-10
4661,0.999479,164.547,0.000260703,0.0429202,0.000260703,0.0429202,0.000000017,2.79882E-06,0.000000017,2.79882E-06,0.000000017,2.79882E-06,0.000000017,2.79882E-06,0.999479,0.000521406,0.000000068
4662,0.99735,164.591,0.00132424,0.218538,0.00132424,0.218538,4.3957E-07,7.25415E-05,4.3957E-07,7.25415E-05,4.3957E-07,7.25415E-05,4.3957E-07,7.25415E-05,0.99735,0.00264848,1.75828E-06
4663,0.993589,164.363,0.00320053,0.529444,0.00320053,0.529444,2.57738E-06,0.000426359,2.57738E-06,0.000426359,2.57738E-06,0.000426359,2.57738E-06,0.000426359,0.993589,0.00640106,1.030952E-05
4664,0.988211,163.864,0.00587705,0.974526,0.00587705,0.974526,8.73793E-06,0.00144892,8.73793E-06,0.00144892,8.73793E-06,0.00144892,8.73793E-06,0.00144892,0.988211,0.0117541,3.495172E-05
4665,0.981239,163.096,0.00933593,1.55176,0.00933593,1.55176,2.22065E-05,0.00369103,2.22065E-05,0.00369103,2.22065E-05,0.00369103,2.22065E-05,0.00369103,0.981239,0.01867186,0.000088826
4666,0.972703,162.06,0.0135541,2.25823,0.0135541,2.25823,4.72174E-05,0.0078668,4.72174E-05,0.0078668,4.72174E-05,0.0078668,4.72174E-05,0.0078668,0.972703,0.0271082,0.0001888696
4667,0.962637,160.763,0.0185035,3.09012,0.0185035,3.09012,8.89166E-05,0.0148493,8.89166E-05,0.0148493,8.89166E-05,0.0148493,8.89166E-05,0.0148493,0.962637,0.037007,0.0003556664
4668,0.951085,159.208,0.024151,4.04278,0.024151,4.04278,0.000153317,0.0256647,0.000153317,0.0256647,0.000153317,0.0256647,0.000153317,0.0256647,0.951085,0.048302,0.000613268
4669,0.938093,157.402,0.0304591,5.11071,0.0304591,5.11071,0.000247245,0.0414851,0.000247245,0.0414851,0.000247245,0.0414851,0.000247245,0.0414851,0.938093,0.0609182,0.00098898
4670,0.923715,155.353,0.0373857,6.28763,0.0373857,6.28763,0.00037828,0.0636202,0.00037828,0.0636202,0.00037828,0.0636202,0.00037828,0.0636202,0.923715,0.0747714,0.00151312
4671,0.908011,153.068,0.0448849,7.56648,0.0448849,7.56648,0.000554688,0.0935067,0.000554688,0.0935067,0.000554688,0.0935067,0.000554688,0.0935067,0.908011,0.0897698,0.002218752
4672,0.891045,150.558,0.0529067,8.93951,0.0529067,8.93951,0.000785347,0.132698,0.000785347,0.132698,0.000785347,0.132698,0.000785347,0.132698,0.891045,0.1058134,0.003141388
4673,0.872886,147.831,0.0613979,10.3983,0.0613979,10.3983,0.00107967,0.182852,0.00107967,0.182852,0.00107967,0.182852,0.00107967,0.182852,0.872886,0.1227958,0.00431868
4674,0.853606,144.9,0.0703022,11.9339,0.0703022,11.9339,0.00144751,0.245716,0.00144751,0.245716,0.00144751,0.245716,0.00144751,0.245716,0.853606,0.1406044,0.00579004
4675,0.833283,141.777,0.0795605,13.5366,0.0795605,13.5366,0.00189908,0.323113,0.00189908,0.323113,0.00189908,0.323113,0.00189908,0.323113,0.833283,0.159121,0.00759632
4676,0.811997,138.472,0.0891117,15.1965,0.0891117,15.1965,0.00244487,0.416931,0.00244487,0.416931,0.00244487,0.416931,0.00244487,0.416931,0.811997,0.1782234,0.00977948
4677,0.789833,135.001,0.0988927,16.9031,0.0988927,16.9031,0.00309552,0.529097,0.00309552,0.529097,0.00309552,0.529097,0.00309552,0.529097,0.789833,0.1977854,0.01238208
4678,0.766875,131.376,0.108839,18.6456,0.108839,18.6456,0.00386174,0.661569,0.00386174,0.661569,0.00386174,0.661569,0.00386174,0.661569,0.766875,0.217678,0.01544696
4679,0.743213,127.612,0.118885,20.4129,0.118885,20.4129,0.00475423,0.816317,0.00475423,0.816317,0.00475423,0.816317,0.00475423,0.816317,0.743213,0.23777,0.01901692
4680,0.718936,123.724,0.128965,22.1939,0.128965,22.1939,0.00578352,0.995302,0.00578352,0.995302,0.00578352,0.995302,0.00578352,0.995302,0.718936,0.25793,0.02313408
4681,0.694135,119.726,0.139013,23.9771,0.139013,23.9771,0.00695991,1.20046,0.00695991,1.20046,0.00695991,1.20046,0.00695991,1.20046,0.694135,0.278026,0.02783964
4682,0.668902,115.633,0.148962,25.7512,0.148962,25.7512,0.00829338,1.43368,0.00829338,1.43368,0.00829338,1.43368,0.00829338,1.43368,0.668902,0.297924,0.03317352
4683,0.643327,111.462,0.15875,27.5048,0.15875,27.5048,0.00979344,1.6968,0.00979344,1.6968,0.00979344,1.6968,0.00979344,1.6968,0.643327,0.3175,0.03917376
4684,0.617501,107.227,0.168311,29.2267,0.168311,29.2267,0.0114691,1.99156,0.0114691,1.99156,0.0114691,1.99156,0.0114691,1.99156,0.617501,0.336622,0.0458764
4685,0.591516,102.944,0.177585,30.9058,0.177585,30.9058,0.0133286,2.31963,0.0133286,2.31963,0.0133286,2.31963,0.0133286,2.31963,0.591516,0.35517,0.0533144
4686,0.56546,98.6282,0.186511,32.5315,0.186511,32.5315,0.0153797,2.68254,0.0153797,2.68254,0.0153797,2.68254,0.0153797,2.68254,0.56546,0.373022,0.0615188
4687,0.539419,94.2948,0.195032,34.0933,0.195032,34.0933,0.017629,3.08169,0.017629,3.08169,0.017629,3.08169,0.017629,3.08169,0.539419,0.390064,0.070516
4688,0.513479,89.9587,0.203096,35.5812,0.203096,35.5812,0.0200825,3.51835,0.0200825,3.51835,0.0200825,3.51835,0.0200825,3.51835,0.513479,0.406192,0.08033
4689,0.487721,85.6343,0.210649,36.9859,0.210649,36.9859,0.0227451,3.9936,0.0227451,3.9936,0.0227451,3.9936,0.0227451,3.9936,0.487721,0.421298,0.0909804
4690,0.462225,81.3359,0.217646,38.2984,0.217646,38.2984,0.0256206,4.50836,0.0256206,4.50836,0.0256206,4.50836,0.0256206,4.50836,0.462225,0.435292,0.1024824
4691,0.437065,77.0771,0.224044,39.5105,0.224044,39.5105,0.0287117,5.06336,0.0287117,5.06336,0.0287117,5.06336,0.0287117,5.06336,0.437065,0.448088,0.1148468
4692,0.412315,72.871,0.229803,40.6145,0.229803,40.6145,0.03202,5.6591,0.03202,5.6591,0.03202,5.6591,0.03202,5.6591,0.412315,0.459606,0.12808
4693,0.38804,68.7299,0.234889,41.6037,0.234889,41.6037,0.0355457,6.29589,0.0355457,6.29589,0.0355457,6.29589,0.0355457,6.29589,0.38804,0.469778,0.1421828
4694,0.364304,64.6658,0.239272,42.472,0.239272,42.472,0.039288,6.97381,0.039288,6.97381,0.039288,6.97381,0.039288,6.97381,0.364304,0.478544,0.157152
4695,0.341166,60.6897,0.242928,43.2142,0.242928,43.2142,0.0432443,7.69268,0.0432443,7.69268,0.0432443,7.69268,0.0432443,7.69268,0.341166,0.485856,0.1729772
4696,0.31868,56.8117,0.245838,43.826,0.245838,43.826,0.0474113,8.45211,0.0474113,8.45211,0.0474113,8.45211,0.0474113,8.45211,0.31868,0.491676,0.1896452
4697,0.296893,53.0414,0.247986,44.3039,0.247986,44.3039,0.0517838,9.25144,0.0517838,9.25144,0.0517838,9.25144,0.0517838,9.25144,0.296893,0.495972,0.2071352
4698,0.275849,49.3874,0.249364,44.6456,0.249364,44.6456,0.0563556,10.0898,0.0563556,10.0898,0.0563556,10.0898,0.0563556,10.0898,0.275849,0.498728,0.2254224
4699,0.255586,45.8572,0.249969,44.8494,0.249969,44.8494,0.0611189,10.966,0.0611189,10.966,0.0611189,10.966,0.0611189,10.966,0.255586,0.499938,0.2444756
4700,0.236136,42.4577,0.249802,44.9149,0.249802,44.9149,0.0660648,11.8786,0.0660648,11.8786,0.0660648,11.8786,0.0660648,11.8786,0.236136,0.499604,0.2642592
4701,0.217527,39.1947,0.248871,44.8423,0.248871,44.8423,0.0711828,12.8259,0.0711828,12.8259,0.0711828,12.8259,0.0711828,12.8259,0.217527,0.497742,0.2847312
4702,0.19978,36.0731,0.247188,44.6332,0.247188,44.6332,0.0764613,13.8062,0.0764613,13.8062,0.0764613,13.8062,0.0764613,13.8062,0.19978,0.494376,0.3058452
4703,0.182911,33.0968,0.24477,44.2899,0.24477,44.2899,0.0818873,14.8171,0.0818873,14.8171,0.0818873,14.8171,0.0818873,14.8171,0.182911,0.48954,0.3275492
4704,0.166931,30.2688,0.241641,43.8156,0.241641,43.8156,0.0874468,15.8563,0.0874468,15.8563,0.0874468,15.8563,0.0874468,15.8563,0.166931,0.483282,0.3497872
4705,0.151846,27.5912,0.237828,43.2146,0.237828,43.2146,0.0931244,16.9212,0.0931244,16.9212,0.0931244,16.9212,0.0931244,16.9212,0.151846,0.475656,0.3724976
4706,0.137656,25.0651,0.233364,42.492,0.233364,42.492,0.0989038,18.0089,0.0989038,18.0089,0.0989038,18.0089,0.0989038,18.0089,0.137656,0.466728,0.3956152
4707,0.124357,22.6907,0.228286,41.6539,0.228286,41.6539,0.104768,19.1163,0.104768,19.1163,0.104768,19.1163,0.104768,19.1163,0.124357,0.456572,0.419072
4708,0.11194,20.4675,0.222635,40.707,0.222635,40.707,0.110698,20.2402,0.110698,20.2402,0.110698,20.2402,0.110698,20.2402,0.11194,0.44527,0.442792
4709,0.100392,18.3939,0.216455,39.659,0.216455,39.659,0.116675,21.3772,0.116675,21.3772,0.116675,21.3772,0.116675,21.3772,0.100392,0.43291,0.4667
4710,0.0896944,16.4678,0.209796,38.5182,0.209796,38.5182,0.122679,22.5236,0.122679,22.5236,0.122679,22.5236,0.122679,22.5236,0.0896944,0.419592,0.490716
4711,0.079826,14.6861,0.202709,37.2936,0.202709,37.2936,0.128689,23.6757,0.128689,23.6757,0.128689,23.6757,0.128689,23.6757,0.079826,0.405418,0.514756
4712,0.0707618,13.0452,0.195249,35.9948,0.195249,35.9948,0.134685,24.8296,0.134685,24.8296,0.134685,24.8296,0.134685,24.8296,0.0707618,0.390498,0.53874
4713,0.0624735,11.5407,0.187473,34.632,0.187473,34.632,0.140645,25.9813,0.140645,25.9813,0.140645,25.9813,0.140645,25.9813,0.0624735,0.374946,0.56258
4714,0.0549298,10.1679,0.179441,33.2157,0.179441,33.2157,0.146547,27.1268,0.146547,27.1268,0.146547,27.1268,0.146547,27.1268,0.0549298,0.358882,0.586188
4715,0.0480971,8.92117,0.171213,31.7571,0.171213,31.7571,0.152369,28.2618,0.152369,28.2618,0.152369,28.2618,0.152369,28.2618,0.0480971,0.342426,0.609476
4716,0.0419396,7.79481,0.162852,30.2674,0.162852,30.2674,0.158089,29.3821,0.158089,29.3821,0.158089,29.3821,0.158089,29.3821,0.0419396,0.325704,0.632356
4717,0.0364198,6.78257,0.15442,28.7581,0.15442,28.7581,0.163685,30.4836,0.163685,30.4836,0.163685,30.4836,0.163685,30.4836,0.0364198,0.30884,0.65474
4718,0.0314988,5.87793,0.14598,27.2411,0.14598,27.2411,0.169135,31.5619,0.169135,31.5619,0.169135,31.5619,0.169135,31.5619,0.0314988,0.29196,0.67654
4719,0.027137,5.07414,0.137596,25.728,0.137596,25.728,0.174418,32.613,0.174418,32.613,0.174418,32.613,0.174418,32.613,0.027137,0.275192,0.697672
4720,0.0232942,4.36431,0.12933,24.2308,0.12933,24.2308,0.179511,33.6326,0.179511,33.6326,0.179511,33.6326,0.179511,33.6326,0.0232942,0.25866,0.718044
4721,0.0199299,3.74144,0.121243,22.761,0.121243,22.761,0.184396,34.6166,0.184396,34.6166,0.184396,34.6166,0.184396,34.6166,0.0199299,0.242486,0.737584
4722,0.0170043,3.19856,0.113396,21.3302,0.113396,21.3302,0.189051,35.561,0.189051,35.561,0.189051,35.561,0.189051,35.561,0.0170043,0.226792,0.756204
4723,0.0144781,2.72876,0.105847,19.9495,0.105847,19.9495,0.193457,36.462,0.193457,36.462,0.193457,36.462,0.193457,36.462,0.0144781,0.211694,0.773828
4724,0.0123129,2.32526,0.0986505,18.63,0.0986505,18.63,0.197597,37.3157,0.197597,37.3157,0.197597,37.3157,0.197597,37.3157,0.0123129,0.197301,0.790388
4725,0.010472,1.98152,0.0918609,17.3819,0.0918609,17.3819,0.201452,38.1186,0.201452,38.1186,0.201452,38.1186,0.201452,38.1186,0.010472,0.1837218,0.805808
4726,0.00892049,1.69125,0.0855279,16.2154,0.0855279,16.2154,0.205006,38.8674,0.205006,38.8674,0.205006,38.8674,0.205006,38.8674,0.00892049,0.1710558,0.820024
4727,0.00762539,1.44854,0.0796981,15.1397,0.0796981,15.1397,0.208245,39.5587,0.208245,39.5587,0.208245,39.5587,0.208245,39.5587,0.00762539,0.1593962,0.83298
4728,0.00655627,1.24788,0.0744145,14.1636,0.0744145,14.1636,0.211154,40.1896,0.211154,40.1896,0.211154,40.1896,0.211154,40.1896,0.00655627,0.148829,0.844616
4729,0.00568536,1.08422,0.0697159,13.2951,0.0697159,13.2951,0.213721,40.7573,0.213721,40.7573,0.213721,40.7573,0.213721,40.7573,0.00568536,0.1394318,0.854884
4730,0.00498786,0.953048,0.0656369,12.5415,0.0656369,12.5415,0.215935,41.2594,0.215935,41.2594,0.215935,41.2594,0.215935,41.2594,0.00498786,0.1312738,0.86374
4731,0.00444217,0.850423,0.0622074,11.9092,0.0622074,11.9092,0.217786,41.6935,0.217786,41.6935,0.217786,41.6935,0.217786,41.6935,0.00444217,0.1244148,0.871144
4732,0.00403005,0.773013,0.0594526,11.4037,0.0594526,11.4037,0.219266,42.0579,0.219266,42.0579,0.219266,42.0579,0.219266,42.0579,0.00403005,0.1189052,0.877064
4733,0.00373682,0.718145,0.0573927,11.0298,0.0573927,11.0298,0.220369,42.3508,0.220369,42.3508,0.220369,42.3508,0.220369,42.3508,0.00373682,0.1147854,0.881476
4734,0.00355148,0.683834,0.0560428,10.791,0.0560428,10.791,0.221091,42.5708,0.221091,42.5708,0.221091,42.5708,0.221091,42.5708,0.00355148,0.1120856,0.884364
4735,0.00346681,0.668806,0.0554128,10.6901,0.0554128,10.6901,0.221427,42.717,0.221427,42.717,0.221427,42.717,0.221427,42.717,0.00346681,0.1108256,0.885708
4736,0.00347944,0.672522,0.0555074,10.7287,0.0555074,10.7287,0.221376,42.7886,0.221376,42.7886,0.221376,42.7886,0.221376,42.7886,0.00347944,0.1110148,0.885504
4737,0.00358988,0.695185,0.0563257,10.9075,0.0563257,10.9075,0.22094,42.7852,0.22094,42.7852,0.22094,42.7852,0.22094,42.7852,0.00358988,0.1126514,0.88376
4738,0.0038025,0.737753,0.0578619,11.2262,0.0578619,11.2262,0.220118,42.7069,0.220118,42.7069,0.220118,42.7069,0.220118,42.7069,0.0038025,0.1157238,0.880472
4739,0.00412552,0.801935,0.0601047,11.6834,0.0601047,11.6834,0.218916,42.5538,0.218916,42.5538,0.218916,42.5538,0.218916,42.5538,0.00412552,0.1202094,0.875664
4740,0.00457091,0.890183,0.0630376,12.2766,0.0630376,12.2766,0.217338,42.3266,0.217338,42.3266,0.217338,42.3266,0.217338,42.3266,0.00457091,0.1260752,0.869352
4741,0.00515428,1.00568,0.0666391,13.0023,0.0666391,13.0023,0.215392,42.0262,0.215392,42.0262,0.215392,42.0262,0.215392,42.0262,0.00515428,0.1332782,0.861568
4742,0.00589478,1.15231,0.0708827,13.8561,0.0708827,13.8561,0.213085,41.6538,0.213085,41.6538,0.213085,41.6538,0.213085,41.6538,0.00589478,0.1417654,0.85234
4743,0.00681486,1.33465,0.0757373,14.8327,0.0757373,14.8327,0.210428,41.2111,0.210428,41.2111,0.210428,41.2111,0.210428,41.2111,0.00681486,0.1514746,0.841712
4744,0.00794012,1.55792,0.0811672,15.9257,0.0811672,15.9257,0.207431,40.6998,0.207431,40.6998,0.207431,40.6998,0.207431,40.6998,0.00794012,0.1623344,0.829724
4745,0.00929904,1.82793,0.0871325,17.1278,0.0871325,17.1278,0.204109,40.1222,0.204109,40.1222,0.204109,40.1222,0.204109,40.1222,0.00929904,0.174265,0.816436
4746,0.0109228,2.15108,0.0935892,18.431,0.0935892,18.431,0.200475,39.4806,0.200475,39.4806,0.200475,39.4806,0.200475,39.4806,0.0109228,0.1871784,0.8019
4747,0.0128447,2.53424,0.10049,19.8265,0.10049,19.8265,0.196544,38.7778,0.196544,38.7778,0.196544,38.7778,0.196544,38.7778,0.0128447,0.20098,0.786176
4748,0.0151004,2.98476,0.107783,21.3045,0.107783,21.3045,0.192333,38.0167,0.192333,38.0167,0.192333,38.0167,0.192333,38.0167,0.0151004,0.215566,0.769332
4749,0.0177271,3.51037,0.115416,22.855,0.115416,22.855,0.18786,37.2006,0.18786,37.2006,0.18786,37.2006,0.18786,37.2006,0.0177271,0.230832,0.75144
4750,0.0207633,4.1191,0.123331,24.467,0.123331,24.467,0.183144,36.3328,0.183144,36.3328,0.183144,36.3328,0.183144,36.3328,0.0207633,0.246662,0.732576
4751,0.0242484,4.81926,0.131471,26.1292,0.131471,26.1292,0.178203,35.4169,0.178203,35.4169,0.178203,35.4169,0.178203,35.4169,0.0242484,0.262942,0.712812
4752,0.0282227,5.61931,0.139773,27.8297,0.139773,27.8297,0.173058,34.4568,0.173058,34.4568,0.173058,34.4568,0.173058,34.4568,0.0282227,0.279546,0.692232
4753,0.0327265,6.52782,0.148178,29.5565,0.148178,29.5565,0.167729,33.4563,0.167729,33.4563,0.167729,33.4563,0.167729,33.4563,0.0327265,0.296356,0.670916
4754,0.0377998,7.55338,0.156622,31.2971,0.156622,31.2971,0.162239,32.4196,0.162239,32.4196,0.162239,32.4196,0.162239,32.4196,0.0377998,0.313244,0.648956
4755,0.0434822,8.7045,0.165042,33.0389,0.165042,33.0389,0.156609,31.3508,0.156609,31.3508,0.156609,31.3508,0.156609,31.3508,0.0434822,0.330084,0.626436
4756,0.0498122,9.98956,0.173374,34.7692,0.173374,34.7692,0.15086,30.2541,0.15086,30.2541,0.15086,30.2541,0.15086,30.2541,0.0498122,0.346748,0.60344
4757,0.0568269,11.4167,0.181557,36.4753,0.181557,36.4753,0.145015,29.1339,0.145015,29.1339,0.145015,29.1339,0.145015,29.1339,0.0568269,0.363114,0.58006
4758,0.0645616,12.9937,0.189528,38.1446,0.189528,38.1446,0.139096,27.9945,0.139096,27.9945,0.139096,27.9945,0.139096,27.9945,0.0645616,0.379056,0.556384
4759,0.0730493,14.7281,0.197227,39.7647,0.197227,39.7647,0.133124,26.8403,0.133124,26.8403,0.133124,26.8403,0.133124,26.8403,0.0730493,0.394454,0.532496
4760,0.0823206,16.6268,0.204595,41.3233,0.204595,41.3233,0.127122,25.6757,0.127122,25.6757,0.127122,25.6757,0.127122,25.6757,0.0823206,0.40919,0.508488
4761,0.0924029,18.6961,0.211576,42.8087,0.211576,42.8087,0.121112,24.5048,0.121112,24.5048,0.121112,24.5048,0.121112,24.5048,0.0924029,0.423152,0.484448
4762,0.10332,20.9419,0.218115,44.2095,0.218115,44.2095,0.115113,23.3321,0.115113,23.3321,0.115113,23.3321,0.115113,23.3321,0.10332,0.43623,0.460452
4763,0.115094,23.3692,0.224161,45.5148,0.224161,45.5148,0.109146,22.1616,0.109146,22.1616,0.109146,22.1616,0.109146,22.1616,0.115094,0.448322,0.436584
4764,0.12774,25.9823,0.229667,46.7144,0.229667,46.7144,0.103232,20.9974,0.103232,20.9974,0.103232,20.9974,0.103232,20.9974,0.12774,0.459334,0.412928
4765,0.14127,28.7846,0.234589,47.7989,0.234589,47.7989,0.097388,19.8434,0.097388,19.8434,0.097388,19.8434,0.097388,19.8434,0.14127,0.469178,0.389552
4766,0.155693,31.7786,0.238887,48.7592,0.238887,48.7592,0.0916335,18.7033,0.0916335,18.7033,0.0916335,18.7033,0.0916335,18.7033,0.155693,0.477774,0.366534
4767,0.171012,34.9658,0.242524,49.5875,0.242524,49.5875,0.0859851,17.5809,0.0859851,17.5809,0.0859851,17.5809,0.0859851,17.5809,0.171012,0.485048,0.3439404
4768,0.187224,38.3469,0.24547,50.2767,0.24547,50.2767,0.080459,16.4795,0.080459,16.4795,0.080459,16.4795,0.080459,16.4795,0.187224,0.49094,0.321836
4769,0.204323,41.9213,0.247698,50.8206,0.247698,50.8206,0.0750702,15.4023,0.0750702,15.4023,0.0750702,15.4023,0.0750702,15.4023,0.204323,0.495396,0.3002808
4770,0.222297,45.6875,0.249187,51.214,0.249187,51.214,0.0698323,14.3523,0.0698323,14.3523,0.0698323,14.3523,0.0698323,14.3523,0.222297,0.498374,0.2793292
4771,0.241128,49.6426,0.24992,51.4527,0.24992,51.4527,0.0647581,13.3322,0.0647581,13.3322,0.0647581,13.3322,0.0647581,13.3322,0.241128,0.49984,0.2590324
4772,0.260792,53.7829,0.249886,51.5337,0.249886,51.5337,0.0598589,12.3446,0.0598589,12.3446,0.0598589,12.3446,0.0598589,12.3446,0.260792,0.499772,0.2394356
4773,0.281262,58.1033,0.249079,51.4549,0.249079,51.4549,0.0551447,11.3918,0.0551447,11.3918,0.0551447,11.3918,0.0551447,11.3918,0.281262,0.498158,0.2205788
4774,0.302504,62.5976,0.2475,51.2155,0.2475,51.2155,0.0506242,10.4757,0.0506242,10.4757,0.0506242,10.4757,0.0506242,10.4757,0.302504,0.495,0.2024968
4775,0.324478,67.2584,0.245152,50.8156,0.245152,50.8156,0.0463047,9.59815,0.0463047,9.59815,0.0463047,9.59815,0.0463047,9.59815,0.324478,0.490304,0.1852188
4776,0.347139,72.0773,0.242046,50.2566,0.242046,50.2566,0.0421923,8.76048,0.0421923,8.76048,0.0421923,8.76048,0.0421923,8.76048,0.347139,0.484092,0.1687692
4777,0.370438,77.0445,0.238198,49.541,0.238198,49.541,0.0382914,7.96394,0.0382914,7.96394,0.0382914,7.96394,0.0382914,7.96394,0.370438,0.476396,0.1531656
4778,0.39432,82.1493,0.233629,48.6723,0.233629,48.6723,0.0346055,7.20942,0.0346055,7.20942,0.0346055,7.20942,0.0346055,7.20942,0.39432,0.467258,0.138422
4779,0.418725,87.3797,0.228365,47.6552,0.228365,47.6552,0.0311364,6.49756,0.0311364,6.49756,0.0311364,6.49756,0.0311364,6.49756,0.418725,0.45673,0.1245456
4780,0.443589,92.7229,0.222436,46.4955,0.222436,46.4955,0.0278849,5.82874,0.0278849,5.82874,0.0278849,5.82874,0.0278849,5.82874,0.443589,0.444872,0.1115396
4781,0.468843,98.1649,0.215878,45.1998,0.215878,45.1998,0.0248502,5.20305,0.0248502,5.20305,0.0248502,5.20305,0.0248502,5.20305,0.468843,0.431756,0.0994008
4782,0.494415,103.691,0.208731,43.7761,0.208731,43.7761,0.0220305,4.62033,0.0220305,4.62033,0.0220305,4.62033,0.0220305,4.62033,0.494415,0.417462,0.088122
4783,0.520228,109.285,0.20104,42.2328,0.20104,42.2328,0.0194228,4.08018,0.0194228,4.08018,0.0194228,4.08018,0.0194228,4.08018,0.520228,0.40208,0.0776912
4784,0.546203,114.931,0.192853,40.5797,0.192853,40.5797,0.017023,3.58195,0.017023,3.58195,0.017023,3.58195,0.017023,3.58195,0.546203,0.385706,0.068092
4785,0.572256,120.611,0.18422,38.827,0.18422,38.827,0.014826,3.12479,0.014826,3.12479,0.014826,3.12479,0.014826,3.12479,0.572256,0.36844,0.059304
4786,0.598302,126.308,0.175198,36.986,0.175198,36.986,0.0128256,2.70761,0.0128256,2.70761,0.0128256,2.70761,0.0128256,2.70761,0.598302,0.350396,0.0513024
4787,0.624254,132.002,0.165843,35.0684,0.165843,35.0684,0.0110148,2.32913,0.0110148,2.32913,0.0110148,2.32913,0.0110148,2.32913,0.624254,0.331686,0.0440592
4788,0.650023,137.675,0.156217,33.0868,0.156217,33.0868,0.00938573,1.9879,0.00938573,1.9879,0.00938573,1.9879,0.00938573,1.9879,0.650023,0.312434,0.03754292
4789,0.675518,143.307,0.146381,31.0539,0.146381,31.0539,0.00793,1.68231,0.00793,1.68231,0.00793,1.68231,0.00793,1.68231,0.675518,0.292762,0.03172
4790,0.700648,148.879,0.136399,28.9833,0.136399,28.9833,0.00663843,1.41059,0.00663843,1.41059,0.00663843,1.41059,0.00663843,1.41059,0.700648,0.272798,0.02655372
4791,0.725321,154.371,0.126337,26.8885,0.126337,26.8885,0.00550137,1.17087,0.00550137,1.17087,0.00550137,1.17087,0.00550137,1.17087,0.725321,0.252674,0.02200548
4792,0.749446,159.763,0.11626,24.7836,0.11626,24.7836,0.00450875,0.961152,0.00450875,0.961152,0.00450875,0.961152,0.00450875,0.961152,0.749446,0.23252,0.018035
4793,0.772933,165.034,0.106233,22.6826,0.106233,22.6826,0.00365021,0.779384,0.00365021,0.779384,0.00365021,0.779384,0.00365021,0.779384,0.772933,0.212466,0.01460084
