t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2,Norm_3,AvgX_3,Norm_4,AvgX_4,Norm_5,AvgX_5,Norm_6,AvgX_6,Norm_L0,Norm_L1,Norm_L2
0,0.999992,0.0463751,4.1102E-06,1.90613E-07,4.1102E-06,1.90613E-07,4.22348E-12,1.95866E-13,4.22348E-12,1.95866E-13,4.22348E-12,1.95866E-13,4.22348E-12,1.95866E-13,0.999992,8.2204E-06,1.689392E-11
1,0.999006,0.509623,0.000497003,0.000253536,0.000497003,0.000253536,6.18144E-08,3.15334E-08,6.18144E-08,3.15334E-08,6.18144E-08,3.15334E-08,6.18144E-08,3.15334E-08,0.999006,0.000994006,2.472576E-07
2,0.99638,0.970358,0.00180817,0.00176094,0.00180817,0.00176094,8.20335E-07,7.9891E-07,8.20335E-07,7.9891E-07,8.20335E-07,7.9891E-07,8.20335E-07,7.9891E-07,0.99638,0.00361634,3.28134E-06
3,0.992127,1.42632,0.00392885,0.00564825,0.00392885,0.00564825,3.88958E-06,5.5918E-06,3.88958E-06,5.5918E-06,3.88958E-06,5.5918E-06,3.88958E-06,5.5918E-06,0.992127,0.0078577,1.555832E-05
4,0.986263,1.87526,0.0068449,0.0130148,0.0068449,0.0130148,1.18763E-05,2.25814E-05,1.18763E-05,2.25814E-05,1.18763E-05,2.25814E-05,1.18763E-05,2.25814E-05,0.986263,0.0136898,4.75052E-05
5,0.978813,2.31502,0.0105369,0.024921,0.0105369,0.024921,2.83571E-05,6.70682E-05,2.83571E-05,6.70682E-05,2.83571E-05,6.70682E-05,2.83571E-05,6.70682E-05,0.978813,0.0210738,0.0001134284
6,0.969808,2.74346,0.0149801,0.0423767,0.0149801,0.0423767,5.78474E-05,0.000163642,5.78474E-05,0.000163642,5.78474E-05,0.000163642,5.78474E-05,0.000163642,0.969808,0.0299602,0.0002313896
7,0.959287,3.15855,0.020145,0.0663294,0.020145,0.0663294,0.000105761,0.000348229,0.000105761,0.000348229,0.000105761,0.000348229,0.000105761,0.000348229,0.959287,0.04029,0.000423044
8,0.947292,3.55834,0.0259972,0.0976538,0.0259972,0.0976538,0.000178364,0.000669994,0.000178364,0.000669994,0.000178364,0.000669994,0.000178364,0.000669994,0.947292,0.0519944,0.000713456
9,0.933874,3.94099,0.0324976,0.137141,0.0324976,0.137141,0.000282718,0.00119308,0.000282718,0.00119308,0.000282718,0.00119308,0.000282718,0.00119308,0.933874,0.0649952,0.001130872
10,0.919087,4.30478,0.039603,0.185491,0.039603,0.185491,0.000426619,0.00199817,0.000426619,0.00199817,0.000426619,0.00199817,0.000426619,0.00199817,0.919087,0.079206,0.001706476
11,0.902994,4.64811,0.0472662,0.2433,0.0472662,0.2433,0.000618524,0.00318382,0.000618524,0.00318382,0.000618524,0.00318382,0.000618524,0.00318382,0.902994,0.0945324,0.002474096
12,0.885658,4.96955,0.0554362,0.31106,0.0554362,0.31106,0.000867484,0.00486757,0.000867484,0.00486757,0.000867484,0.00486757,0.000867484,0.00486757,0.885658,0.1108724,0.003469936
13,0.86715,5.26777,0.0640588,0.389145,0.0640588,0.389145,0.00118305,0.00718682,0.00118305,0.00718682,0.00118305,0.00718682,0.00118305,0.00718682,0.86715,0.1281176,0.0047322
14,0.847545,5.54165,0.0730769,0.477811,0.0730769,0.477811,0.00157521,0.0102994,0.00157521,0.0102994,0.00157521,0.0102994,0.00157521,0.0102994,0.847545,0.1461538,0.00630084
15,0.826922,5.79021,0.0824307,0.57719,0.0824307,0.57719,0.00205425,0.0143841,0.00205425,0.0143841,0.00205425,0.0143841,0.00205425,0.0143841,0.826922,0.1648614,0.008217
16,0.80536,6.01263,0.0920583,0.687285,0.0920583,0.687285,0.00263073,0.0196404,0.00263073,0.0196404,0.00263073,0.0196404,0.00263073,0.0196404,0.80536,0.1841166,0.01052292
17,0.782946,6.20827,0.101896,0.807974,0.101896,0.807974,0.00331532,0.0262884,0.00331532,0.0262884,0.00331532,0.0262884,0.00331532,0.0262884,0.782946,0.203792,0.01326128
18,0.759766,6.37669,0.11188,0.939004,0.11188,0.939004,0.00411873,0.0345684,0.00411873,0.0345684,0.00411873,0.0345684,0.00411873,0.0345684,0.759766,0.22376,0.01647492
19,0.735907,6.51761,0.121943,1.08,0.121943,1.08,0.00505162,0.04474,0.00505162,0.04474,0.00505162,0.04474,0.00505162,0.04474,0.735907,0.243886,0.02020648
20,0.711462,6.63091,0.13202,1.23044,0.13202,1.23044,0.00612447,0.0570808,0.00612447,0.0570808,0.00612447,0.0570808,0.00612447,0.0570808,0.711462,0.26404,0.02449788
21,0.68652,6.71668,0.142045,1.38972,0.142045,1.38972,0.00734749,0.0718854,0.00734749,0.0718854,0.00734749,0.0718854,0.00734749,0.0718854,0.68652,0.28409,0.02938996
22,0.661173,6.77516,0.151952,1.55709,0.151952,1.55709,0.00873053,0.0894634,0.00873053,0.0894634,0.00873053,0.0894634,0.00873053,0.0894634,0.661173,0.303904,0.03492212
23,0.635512,6.80677,0.161678,1.73168,0.161678,1.73168,0.0102829,0.110137,0.0102829,0.110137,0.0102829,0.110137,0.0102829,0.110137,0.635512,0.323356,0.0411316
24,0.609629,6.8121,0.171158,1.91255,0.171158,1.91255,0.0120135,0.134241,0.0120135,0.134241,0.0120135,0.134241,0.0120135,0.134241,0.609629,0.342316,0.048054
25,0.583613,6.79187,0.180333,2.09864,0.180333,2.09864,0.0139304,0.162117,0.0139304,0.162117,0.0139304,0.162117,0.0139304,0.162117,0.583613,0.360666,0.0557216
26,0.557552,6.74697,0.189142,2.28882,0.189142,2.28882,0.016041,0.194112,0.016041,0.194112,0.016041,0.194112,0.016041,0.194112,0.557552,0.378284,0.064164
27,0.531533,6.67842,0.19753,2.48186,0.19753,2.48186,0.0183517,0.230579,0.0183517,0.230579,0.0183517,0.230579,0.0183517,0.230579,0.531533,0.39506,0.0734068
28,0.50564,6.58739,0.205444,2.67648,0.205444,2.67648,0.0208682,0.271867,0.0208682,0.271867,0.0208682,0.271867,0.0208682,0.271867,0.50564,0.410888,0.0834728
29,0.479953,6.47513,0.212833,2.87137,0.212833,2.87137,0.023595,0.318324,0.023595,0.318324,0.023595,0.318324,0.023595,0.318324,0.479953,0.425666,0.09438
30,0.454551,6.34303,0.219653,3.06514,0.219653,3.06514,0.0265357,0.370292,0.0265357,0.370292,0.0265357,0.370292,0.0265357,0.370292,0.454551,0.439306,0.1061428
31,0.429509,6.19256,0.22586,3.25641,0.22586,3.25641,0.0296926,0.428102,0.0296926,0.428102,0.0296926,0.428102,0.0296926,0.428102,0.429509,0.45172,0.1187704
32,0.404895,6.02526,0.231419,3.44375,0.231419,3.44375,0.0330669,0.49207,0.0330669,0.49207,0.0330669,0.49207,0.0330669,0.49207,0.404895,0.462838,0.1322676
33,0.380778,5.84275,0.236294,3.62576,0.236294,3.62576,0.0366585,0.562498,0.0366585,0.562498,0.0366585,0.562498,0.0366585,0.562498,0.380778,0.472588,0.146634
34,0.357218,5.6467,0.240459,3.80105,0.240459,3.80105,0.040466,0.639664,0.040466,0.639664,0.040466,0.639664,0.040466,0.639664,0.357218,0.480918,0.161864
35,0.334272,5.43881,0.243891,3.96825,0.243891,3.96825,0.0444867,0.723826,0.0444867,0.723826,0.0444867,0.723826,0.0444867,0.723826,0.334272,0.487782,0.1779468
36,0.311993,5.2208,0.24657,4.12604,0.24657,4.12604,0.0487166,0.815211,0.0487166,0.815211,0.0487166,0.815211,0.0487166,0.815211,0.311993,0.49314,0.1948664
37,0.290427,4.99442,0.248486,4.27317,0.248486,4.27317,0.0531504,0.914017,0.0531504,0.914017,0.0531504,0.914017,0.0531504,0.914017,0.290427,0.496972,0.2126016
38,0.269616,4.76139,0.24963,4.40843,0.24963,4.40843,0.0577811,1.02041,0.0577811,1.02041,0.0577811,1.02041,0.0577811,1.02041,0.269616,0.49926,0.2311244
39,0.249597,4.52341,0.25,4.53072,0.25,4.53072,0.0626009,1.13451,0.0626009,1.13451,0.0626009,1.13451,0.0626009,1.13451,0.249597,0.5,0.2504036
40,0.2304,4.28217,0.2496,4.63903,0.2496,4.63903,0.0676001,1.25641,0.0676001,1.25641,0.0676001,1.25641,0.0676001,1.25641,0.2304,0.4992,0.2704004
41,0.21205,4.03929,0.248439,4.73246,0.248439,4.73246,0.0727681,1.38614,0.0727681,1.38614,0.0727681,1.38614,0.0727681,1.38614,0.21205,0.496878,0.2910724
42,0.194568,3.79634,0.246531,4.81023,0.246531,4.81023,0.0780928,1.52372,0.0780928,1.52372,0.0780928,1.52372,0.0780928,1.52372,0.194568,0.493062,0.3123712
43,0.177968,3.55482,0.243894,4.87168,0.243894,4.87168,0.0835609,1.66909,0.0835609,1.66909,0.0835609,1.66909,0.0835609,1.66909,0.177968,0.487788,0.3342436
44,0.162259,3.31614,0.240555,4.9163,0.240555,4.9163,0.0891578,1.82215,0.0891578,1.82215,0.0891578,1.82215,0.0891578,1.82215,0.162259,0.48111,0.3566312
45,0.147446,3.08163,0.236541,4.94373,0.236541,4.94373,0.0948681,1.98275,0.0948681,1.98275,0.0948681,1.98275,0.0948681,1.98275,0.147446,0.473082,0.3794724
46,0.133527,2.85251,0.231886,4.95375,0.231886,4.95375,0.100675,2.1507,0.100675,2.1507,0.100675,2.1507,0.100675,2.1507,0.133527,0.463772,0.4027
47,0.120497,2.6299,0.22663,4.94631,0.22663,4.94631,0.106561,2.32575,0.106561,2.32575,0.106561,2.32575,0.106561,2.32575,0.120497,0.45326,0.426244
48,0.108345,2.41481,0.220813,4.92151,0.220813,4.92151,0.112507,2.50758,0.112507,2.50758,0.112507,2.50758,0.112507,2.50758,0.108345,0.441626,0.450028
49,0.0970569,2.20811,0.214483,4.87963,0.214483,4.87963,0.118494,2.69583,0.118494,2.69583,0.118494,2.69583,0.118494,2.69583,0.0970569,0.428966,0.473976
50,0.0866133,2.01058,0.207688,4.82111,0.207688,4.82111,0.124503,2.89011,0.124503,2.89011,0.124503,2.89011,0.124503,2.89011,0.0866133,0.415376,0.498012
51,0.0769918,1.82284,0.200482,4.74656,0.200482,4.74656,0.130511,3.08994,0.130511,3.08994,0.130511,3.08994,0.130511,3.08994,0.0769918,0.400964,0.522044
52,0.0681662,1.64541,0.19292,4.65674,0.19292,4.65674,0.136498,3.29482,0.136498,3.29482,0.136498,3.29482,0.136498,3.29482,0.0681662,0.38584,0.545992
53,0.0601072,1.47867,0.185061,4.55259,0.185061,4.55259,0.142443,3.50417,0.142443,3.50417,0.142443,3.50417,0.142443,3.50417,0.0601072,0.370122,0.569772
54,0.052783,1.32289,0.176962,4.43518,0.176962,4.43518,0.148323,3.7174,0.148323,3.7174,0.148323,3.7174,0.148323,3.7174,0.052783,0.353924,0.593292
55,0.046159,1.17821,0.168687,4.30577,0.168687,4.30577,0.154116,3.93384,0.154116,3.93384,0.154116,3.93384,0.154116,3.93384,0.046159,0.337374,0.616464
56,0.0401991,1.04467,0.160298,4.16572,0.160298,4.16572,0.159801,4.15281,0.159801,4.15281,0.159801,4.15281,0.159801,4.15281,0.0401991,0.320596,0.639204
57,0.0348651,0.922165,0.151857,4.01654,0.151857,4.01654,0.165355,4.37357,0.165355,4.37357,0.165355,4.37357,0.165355,4.37357,0.0348651,0.303714,0.66142
58,0.030118,0.810525,0.143427,3.85986,0.143427,3.85986,0.170757,4.59534,0.170757,4.59534,0.170757,4.59534,0.170757,4.59534,0.030118,0.286854,0.683028
59,0.025918,0.709469,0.135073,3.69743,0.135073,3.69743,0.175984,4.81733,0.175984,4.81733,0.175984,4.81733,0.175984,4.81733,0.025918,0.270146,0.703936
60,0.0222246,0.618635,0.126855,3.53108,0.126855,3.53108,0.181017,5.03871,0.181017,5.03871,0.181017,5.03871,0.181017,5.03871,0.0222246,0.25371,0.724068
61,0.0189976,0.537587,0.118834,3.36272,0.118834,3.36272,0.185833,5.25863,0.185833,5.25863,0.185833,5.25863,0.185833,5.25863,0.0189976,0.237668,0.743332
62,0.0161973,0.465826,0.111071,3.19435,0.111071,3.19435,0.190415,5.47623,0.190415,5.47623,0.190415,5.47623,0.190415,5.47623,0.0161973,0.222142,0.76166
63,0.0137846,0.402803,0.103623,3.028,0.103623,3.028,0.194742,5.69061,0.194742,5.69061,0.194742,5.69061,0.194742,5.69061,0.0137846,0.207246,0.778968
64,0.0117217,0.347934,0.0965449,2.86574,0.0965449,2.86574,0.198797,5.90089,0.198797,5.90089,0.198797,5.90089,0.198797,5.90089,0.0117217,0.1930898,0.795188
65,0.0099722,0.300609,0.0898887,2.70966,0.0898887,2.70966,0.202563,6.10618,0.202563,6.10618,0.202563,6.10618,0.202563,6.10618,0.0099722,0.1797774,0.810252
66,0.00850185,0.26021,0.0837036,2.56186,0.0837036,2.56186,0.206023,6.30559,0.206023,6.30559,0.206023,6.30559,0.206023,6.30559,0.00850185,0.1674072,0.824092
67,0.00727842,0.226125,0.0780352,2.42438,0.0780352,2.42438,0.209163,6.49823,0.209163,6.49823,0.209163,6.49823,0.209163,6.49823,0.00727842,0.1560704,0.836652
68,0.00627225,0.19776,0.0729253,2.29928,0.0729253,2.29928,0.211969,6.68324,0.211969,6.68324,0.211969,6.68324,0.211969,6.68324,0.00627225,0.1458506,0.847876
69,0.00545644,0.174555,0.0684113,2.18853,0.0684113,2.18853,0.21443,6.85978,0.21443,6.85978,0.21443,6.85978,0.21443,6.85978,0.00545644,0.1368226,0.85772
70,0.00480714,0.156002,0.0645264,2.09401,0.0645264,2.09401,0.216535,7.02701,0.216535,7.02701,0.216535,7.02701,0.216535,7.02701,0.00480714,0.1290528,0.86614
71,0.00430375,0.141651,0.0612992,2.01756,0.0612992,2.01756,0.218274,7.18414,0.218274,7.18414,0.218274,7.18414,0.218274,7.18414,0.00430375,0.1225984,0.873096
72,0.00392909,0.131131,0.0587533,1.96087,0.0587533,1.96087,0.219641,7.33042,0.219641,7.33042,0.219641,7.33042,0.219641,7.33042,0.00392909,0.1175066,0.878564
73,0.00366959,0.124163,0.0569075,1.9255,0.0569075,1.9255,0.220629,7.46513,0.220629,7.46513,0.220629,7.46513,0.220629,7.46513,0.00366959,0.113815,0.882516
74,0.00351538,0.120566,0.0557753,1.91291,0.0557753,1.91291,0.221234,7.58759,0.221234,7.58759,0.221234,7.58759,0.221234,7.58759,0.00351538,0.1115506,0.884936
75,0.00346041,0.120276,0.0553649,1.92436,0.0553649,1.92436,0.221452,7.69718,0.221452,7.69718,0.221452,7.69718,0.221452,7.69718,0.00346041,0.1107298,0.885808
76,0.00350249,0.123353,0.0556794,1.96095,0.0556794,1.96095,0.221285,7.79334,0.221285,7.79334,0.221285,7.79334,0.221285,7.79334,0.00350249,0.1113588,0.88514
77,0.0036433,0.129991,0.0567164,2.02361,0.0567164,2.02361,0.220731,7.87556,0.220731,7.87556,0.220731,7.87556,0.220731,7.87556,0.0036433,0.1134328,0.882924
78,0.00388838,0.140527,0.0584685,2.11306,0.0584685,2.11306,0.219794,7.94339,0.219794,7.94339,0.219794,7.94339,0.219794,7.94339,0.00388838,0.116937,0.879176
79,0.00424709,0.155447,0.0609226,2.22982,0.0609226,2.22982,0.218477,7.99645,0.218477,7.99645,0.218477,7.99645,0.218477,7.99645,0.00424709,0.1218452,0.873908
80,0.00473253,0.175395,0.0640609,2.37419,0.0640609,2.37419,0.216786,8.03443,0.216786,8.03443,0.216786,8.03443,0.216786,8.03443,0.00473253,0.1281218,0.867144
81,0.00536141,0.201171,0.0678602,2.54625,0.0678602,2.54625,0.21473,8.05709,0.21473,8.05709,0.21473,8.05709,0.21473,8.05709,0.00536141,0.1357204,0.85892
82,0.00615388,0.233739,0.0722928,2.74586,0.0722928,2.74586,0.212315,8.06426,0.212315,8.06426,0.212315,8.06426,0.212315,8.06426,0.00615388,0.1445856,0.84926
83,0.00713337,0.274227,0.0773259,2.97263,0.0773259,2.97263,0.209554,8.05584,0.209554,8.05584,0.209554,8.05584,0.209554,8.05584,0.00713337,0.1546518,0.838216
84,0.0083264,0.323923,0.0829227,3.22595,0.0829227,3.22595,0.206457,8.03182,0.206457,8.03182,0.206457,8.03182,0.206457,8.03182,0.0083264,0.1658454,0.825828
85,0.00976227,0.384275,0.0890419,3.50498,0.0890419,3.50498,0.203038,7.99227,0.203038,7.99227,0.203038,7.99227,0.203038,7.99227,0.00976227,0.1780838,0.812152
86,0.0114728,0.456888,0.0956385,3.80865,0.0956385,3.80865,0.199313,7.93731,0.199313,7.93731,0.199313,7.93731,0.199313,7.93731,0.0114728,0.191277,0.797252
87,0.0134923,0.543514,0.102664,4.13566,0.102664,4.13566,0.195295,7.86716,0.195295,7.86716,0.195295,7.86716,0.195295,7.86716,0.0134923,0.205328,0.78118
88,0.0158565,0.646049,0.110066,4.48447,0.110066,4.48447,0.191003,7.7821,0.191003,7.7821,0.191003,7.7821,0.191003,7.7821,0.0158565,0.220132,0.764012
89,0.0186033,0.766517,0.117791,4.85336,0.117791,4.85336,0.186454,7.6825,0.186454,7.6825,0.186454,7.6825,0.186454,7.6825,0.0186033,0.235582,0.745816
90,0.0217715,0.907067,0.12578,5.24038,0.12578,5.24038,0.181667,7.56879,0.181667,7.56879,0.181667,7.56879,0.181667,7.56879,0.0217715,0.25156,0.726668
91,0.0254008,1.06995,0.133976,5.64341,0.133976,5.64341,0.176662,7.44148,0.176662,7.44148,0.176662,7.44148,0.176662,7.44148,0.0254008,0.267952,0.706648
92,0.0295315,1.25752,0.142316,6.06013,0.142316,6.06013,0.171459,7.30112,0.171459,7.30112,0.171459,7.30112,0.171459,7.30112,0.0295315,0.284632,0.685836
93,0.0342039,1.4722,0.150739,6.48807,0.150739,6.48807,0.16608,7.14835,0.16608,7.14835,0.16608,7.14835,0.16608,7.14835,0.0342039,0.301478,0.66432
94,0.0394579,1.71646,0.159182,6.92461,0.159182,6.92461,0.160544,6.98387,0.160544,6.98387,0.160544,6.98387,0.160544,6.98387,0.0394579,0.318364,0.642176
95,0.0453328,1.99285,0.167582,7.36699,0.167582,7.36699,0.154876,6.80841,0.154876,6.80841,0.154876,6.80841,0.154876,6.80841,0.0453328,0.335164,0.619504
96,0.0518667,2.3039,0.175876,7.81235,0.175876,7.81235,0.149095,6.62277,0.149095,6.62277,0.149095,6.62277,0.149095,6.62277,0.0518667,0.351752,0.59638
97,0.0590963,2.65217,0.184001,8.25774,0.184001,8.25774,0.143225,6.42778,0.143225,6.42778,0.143225,6.42778,0.143225,6.42778,0.0590963,0.368002,0.5729
98,0.0670561,3.04017,0.191896,8.70013,0.191896,8.70013,0.137288,6.22434,0.137288,6.22434,0.137288,6.22434,0.137288,6.22434,0.0670561,0.383792,0.549152
99,0.0757785,3.47041,0.1995,9.13647,0.1995,9.13647,0.131305,6.01335,0.131305,6.01335,0.131305,6.01335,0.131305,6.01335,0.0757785,0.399,0.52522
100,0.0852931,3.94528,0.206757,9.56364,0.206757,9.56364,0.125298,5.79575,0.125298,5.79575,0.125298,5.79575,0.125298,5.79575,0.0852931,0.413514,0.501192
101,0.0956264,4.46712,0.213609,9.97858,0.213609,9.97858,0.119289,5.5725,0.119289,5.5725,0.119289,5.5725,0.119289,5.5725,0.0956264,0.427218,0.477156
102,0.106802,5.03814,0.220004,10.3782,0.220004,10.3782,0.113298,5.34459,0.113298,5.34459,0.113298,5.34459,0.113298,5.34459,0.106802,0.440008,0.453192
103,0.118838,5.66043,0.225891,10.7595,0.225891,10.7595,0.107345,5.11299,0.107345,5.11299,0.107345,5.11299,0.107345,5.11299,0.118838,0.451782,0.42938
104,0.131751,6.3359,0.231224,11.1195,0.231224,11.1195,0.10145,4.87872,0.10145,4.87872,0.10145,4.87872,0.10145,4.87872,0.131751,0.462448,0.4058
105,0.145552,7.06628,0.235961,11.4555,0.235961,11.4555,0.0956316,4.64274,0.0956316,4.64274,0.0956316,4.64274,0.0956316,4.64274,0.145552,0.471922,0.3825264
106,0.160247,7.85311,0.240062,11.7645,0.240062,11.7645,0.0899076,4.40604,0.0899076,4.40604,0.0899076,4.40604,0.0899076,4.40604,0.160247,0.480124,0.3596304
107,0.175837,8.69768,0.243492,12.0442,0.243492,12.0442,0.0842946,4.16959,0.0842946,4.16959,0.0842946,4.16959,0.0842946,4.16959,0.175837,0.486984,0.3371784
108,0.192319,9.60106,0.246223,12.2921,0.246223,12.2921,0.0788087,3.93432,0.0788087,3.93432,0.0788087,3.93432,0.0788087,3.93432,0.192319,0.492446,0.3152348
109,0.209686,10.564,0.248229,12.5059,0.248229,12.5059,0.0734642,3.70115,0.0734642,3.70115,0.0734642,3.70115,0.0734642,3.70115,0.209686,0.496458,0.2938568
110,0.227921,11.5871,0.24949,12.6836,0.24949,12.6836,0.0682748,3.47096,0.0682748,3.47096,0.0682748,3.47096,0.0682748,3.47096,0.227921,0.49898,0.2730992
111,0.247008,12.6705,0.249991,12.8235,0.249991,12.8235,0.0632525,3.24459,0.0632525,3.24459,0.0632525,3.24459,0.0632525,3.24459,0.247008,0.499982,0.25301
112,0.26692,13.814,0.249723,12.924,0.249723,12.924,0.0584085,3.02284,0.0584085,3.02284,0.0584085,3.02284,0.0584085,3.02284,0.26692,0.499446,0.233634
113,0.287628,15.0173,0.248682,12.9839,0.248682,12.9839,0.0537522,2.80645,0.0537522,2.80645,0.0537522,2.80645,0.0537522,2.80645,0.287628,0.497364,0.2150088
114,0.309096,16.2795,0.246868,13.0021,0.246868,13.0021,0.049292,2.59612,0.049292,2.59612,0.049292,2.59612,0.049292,2.59612,0.309096,0.493736,0.197168
115,0.331283,17.5996,0.244289,12.978,0.244289,12.978,0.0450347,2.39249,0.0450347,2.39249,0.0450347,2.39249,0.0450347,2.39249,0.331283,0.488578,0.1801388
116,0.354144,18.9759,0.240956,12.911,0.240956,12.911,0.040986,2.19614,0.040986,2.19614,0.040986,2.19614,0.040986,2.19614,0.354144,0.481912,0.163944
117,0.377626,20.4067,0.236887,12.8013,0.236887,12.8013,0.0371501,2.00758,0.0371501,2.00758,0.0371501,2.00758,0.0371501,2.00758,0.377626,0.473774,0.1486004
118,0.401673,21.8897,0.232104,12.6488,0.232104,12.6488,0.0335299,1.82726,0.0335299,1.82726,0.0335299,1.82726,0.0335299,1.82726,0.401673,0.464208,0.1341196
119,0.426224,23.4224,0.226634,12.4543,0.226634,12.4543,0.0301268,1.65556,0.0301268,1.65556,0.0301268,1.65556,0.0301268,1.65556,0.426224,0.453268,0.1205072
120,0.451214,25.0017,0.220511,12.2185,0.220511,12.2185,0.0269411,1.49281,0.0269411,1.49281,0.0269411,1.49281,0.0269411,1.49281,0.451214,0.441022,0.1077644
121,0.476573,26.6244,0.21377,11.9425,0.21377,11.9425,0.0239719,1.33923,0.0239719,1.33923,0.0239719,1.33923,0.0239719,1.33923,0.476573,0.42754,0.0958876
122,0.502226,28.2868,0.206453,11.628,0.206453,11.628,0.021217,1.195,0.021217,1.195,0.021217,1.195,0.021217,1.195,0.502226,0.412906,0.084868
123,0.528097,29.9849,0.198606,11.2767,0.198606,11.2767,0.0186729,1.06023,0.0186729,1.06023,0.0186729,1.06023,0.0186729,1.06023,0.528097,0.397212,0.0746916
124,0.554104,31.7143,0.190278,10.8906,0.190278,10.8906,0.0163352,0.934949,0.0163352,0.934949,0.0163352,0.934949,0.0163352,0.934949,0.554104,0.380556,0.0653408
125,0.580164,33.4704,0.181521,10.4722,0.181521,10.4722,0.0141985,0.819131,0.0141985,0.819131,0.0141985,0.819131,0.0141985,0.819131,0.580164,0.363042,0.056794
126,0.606191,35.2483,0.172392,10.0241,0.172392,10.0241,0.0122564,0.712676,0.0122564,0.712676,0.0122564,0.712676,0.0122564,0.712676,0.606191,0.344784,0.0490256
127,0.632097,37.0428,0.162948,9.54926,0.162948,9.54926,0.0105016,0.615426,0.0105016,0.615426,0.0105016,0.615426,0.0105016,0.615426,0.632097,0.325896,0.0420064
128,0.657792,38.8484,0.153252,9.05084,0.153252,9.05084,0.0089261,0.527164,0.0089261,0.527164,0.0089261,0.527164,0.0089261,0.527164,0.657792,0.306504,0.0357044
129,0.683186,40.6593,0.143365,8.53224,0.143365,8.53224,0.00752117,0.447617,0.00752117,0.447617,0.00752117,0.447617,0.00752117,0.447617,0.683186,0.28673,0.03008468
130,0.708187,42.4697,0.133352,7.99705,0.133352,7.99705,0.00627752,0.376461,0.00627752,0.376461,0.00627752,0.376461,0.00627752,0.376461,0.708187,0.266704,0.02511008
131,0.732703,44.2736,0.123278,7.44904,0.123278,7.44904,0.00518537,0.313326,0.00518537,0.313326,0.00518537,0.313326,0.00518537,0.313326,0.732703,0.246556,0.02074148
132,0.756644,46.0646,0.113209,6.89215,0.113209,6.89215,0.00423455,0.2578,0.00423455,0.2578,0.00423455,0.2578,0.00423455,0.2578,0.756644,0.226418,0.0169382
133,0.77992,47.8365,0.103211,6.33045,0.103211,6.33045,0.00341461,0.209435,0.00341461,0.209435,0.00341461,0.209435,0.00341461,0.209435,0.77992,0.206422,0.01365844
134,0.802441,49.5828,0.0933499,5.76809,0.0933499,5.76809,0.00271491,0.167754,0.00271491,0.167754,0.00271491,0.167754,0.00271491,0.167754,0.802441,0.1866998,0.01085964
135,0.82412,51.2972,0.0836907,5.20931,0.0836907,5.20931,0.00212473,0.132254,0.00212473,0.132254,0.00212473,0.132254,0.00212473,0.132254,0.82412,0.1673814,0.00849892
136,0.844872,52.973,0.0742971,4.65838,0.0742971,4.65838,0.0016334,0.102413,0.0016334,0.102413,0.0016334,0.102413,0.0016334,0.102413,0.844872,0.1485942,0.0065336
137,0.864616,54.6039,0.0652311,4.1196,0.0652311,4.1196,0.00123034,0.077701,0.00123034,0.077701,0.00123034,0.077701,0.00123034,0.077701,0.864616,0.1304622,0.00492136
138,0.883274,56.1835,0.0565528,3.59723,0.0565528,3.59723,0.000905218,0.0575793,0.000905218,0.0575793,0.000905218,0.0575793,0.000905218,0.0575793,0.883274,0.1131056,0.003620872
139,0.900769,57.7055,0.0483197,3.09548,0.0483197,3.09548,0.000648,0.0415125,0.000648,0.0415125,0.000648,0.0415125,0.000648,0.0415125,0.900769,0.0966394,0.002592
140,0.917031,59.1637,0.0405864,2.6185,0.0405864,2.6185,0.000449074,0.0289727,0.000449074,0.0289727,0.000449074,0.0289727,0.000449074,0.0289727,0.917031,0.0811728,0.001796296
141,0.931994,60.5521,0.0334044,2.1703,0.0334044,2.1703,0.000299318,0.0194469,0.000299318,0.0194469,0.000299318,0.0194469,0.000299318,0.0194469,0.931994,0.0668088,0.001197272
142,0.945597,61.865,0.0268213,1.75477,0.0268213,1.75477,0.000190192,0.0124432,0.000190192,0.0124432,0.000190192,0.0124432,0.000190192,0.0124432,0.945597,0.0536426,0.000760768
143,0.957783,63.0968,0.020881,1.3756,0.020881,1.3756,0.000113809,0.00749748,0.000113809,0.00749748,0.000113809,0.00749748,0.000113809,0.00749748,0.957783,0.041762,0.000455236
144,0.968502,64.2422,0.015623,1.0363,0.015623,1.0363,6.30043E-05,0.00417917,6.30043E-05,0.00417917,6.30043E-05,0.00417917,6.30043E-05,0.00417917,0.968502,0.031246,0.0002520172
145,0.977709,65.2962,0.0110825,0.740141,0.0110825,0.740141,3.14052E-05,0.0020974,3.14052E-05,0.0020974,3.14052E-05,0.0020974,3.14052E-05,0.0020974,0.977709,0.022165,0.0001256208
146,0.985367,66.2543,0.00728952,0.490134,0.00728952,0.490134,1.34816E-05,0.000906475,1.34816E-05,0.000906475,1.34816E-05,0.000906475,1.34816E-05,0.000906475,0.985367,0.01457904,5.39264E-05
147,0.991443,67.112,0.00426954,0.28901,0.00426954,0.28901,4.59657E-06,0.000311148,4.59657E-06,0.000311148,4.59657E-06,0.000311148,4.59657E-06,0.000311148,0.991443,0.00853908,1.838628E-05
