t,T+R,N_0,N_1,N_2,N_3,N_4,N_5,N_6
487,14.2126,1.33851e-27,4.70714e-27,5.75883e-27,2.6598e-27,4.88448e-27,7.90153e-28,5.72474e-27
488,14.2587,-5.22772e-28,5.15611e-27,3.90597e-27,9.82074e-28,1.29388e-27,-5.54254e-29,6.04083e-27
489,14.3051,-1.00185e-27,6.48076e-27,-5.99006e-29,2.4673e-28,2.00367e-27,1.73148e-27,6.2429e-27
490,14.352,-5.54454e-28,9.61774e-27,2.57928e-27,-4.93652e-28,4.85228e-28,2.26235e-27,8.67519e-27
491,14.3993,-1.5136e-28,1.02091e-26,7.45432e-27,-7.25479e-28,1.49015e-27,2.26331e-27,6.5753e-27
492,14.4473,3.87835e-28,1.07914e-26,6.78105e-27,-1.03206e-29,9.80952e-28,2.23078e-27,5.58768e-27
493,14.496,-8.85843e-28,1.00274e-26,3.40335e-27,-1.53397e-27,-1.43566e-28,1.71476e-27,4.16559e-27
494,14.5455,-1.58476e-28,1.2201e-26,3.83607e-27,-1.87161e-27,-1.6607e-27,3.43935e-27,5.97541e-27
495,14.5959,-2.40923e-28,1.50522e-26,5.97012e-27,-2.32422e-27,-6.98733e-28,2.62863e-27,4.5847e-27
496,14.6473,-3.08803e-28,1.97031e-26,1.17228e-26,-6.47697e-28,2.75782e-28,2.78767e-27,4.73468e-27
497,14.6998,-6.75146e-28,1.38921e-26,4.38843e-27,-1.51061e-27,-1.06796e-27,1.85668e-27,2.48128e-27
498,14.7534,-1.62169e-27,1.81202e-26,2.30424e-27,-1.78884e-27,-1.98477e-27,1.48029e-27,3.67448e-27
499,14.8082,-3.88223e-28,2.0136e-26,3.03449e-27,-2.02986e-27,-7.75781e-28,2.29718e-27,2.51448e-27
500,14.8644,-1.79638e-28,1.75618e-26,5.59925e-27,-4.65835e-28,1.32081e-27,2.795e-27,5.56559e-27
501,14.9219,-1.75016e-27,1.45329e-26,-2.49699e-27,-9.01122e-28,-1.02348e-28,5.88919e-28,2.4158e-27
502,14.9809,-7.08711e-28,1.5364e-26,-3.90727e-27,-1.04544e-27,6.45391e-28,2.51259e-27,3.7075e-27
503,15.0413,5.13309e-28,1.21441e-26,-4.81846e-28,3.66193e-29,2.65257e-27,5.04908e-27,8.04746e-27
504,15.1034,1.06891e-27,1.15187e-26,-1.78298e-27,2.24159e-27,3.05759e-27,3.72858e-27,6.26354e-27
505,15.167,-2.14954e-29,6.95652e-27,-6.69285e-27,7.91387e-28,2.96401e-27,2.91284e-27,6.27843e-27
506,15.2323,1.94326e-27,8.88589e-27,-4.30453e-27,1.93267e-27,5.94963e-27,7.82356e-27,8.21917e-27
507,15.2993,2.43849e-27,4.49337e-27,-3.49698e-27,5.72679e-27,7.62248e-27,7.8052e-27,1.16387e-26
508,15.3679,2.30879e-27,2.32375e-27,-5.51733e-27,1.95754e-27,6.45178e-27,5.94026e-27,6.96701e-27
509,15.4384,1.92111e-27,2.68468e-27,-7.44952e-27,4.54767e-27,1.23417e-26,1.14805e-26,1.15013e-26
510,15.5105,4.12911e-27,1.54145e-27,-1.87705e-27,5.08237e-27,1.172e-26,1.1866e-26,1.25031e-26
511,15.5845,2.56678e-27,-1.72559e-28,-7.96649e-28,3.05492e-27,1.05625e-26,9.97714e-27,7.535e-27
512,15.6602,2.4789e-27,3.18254e-28,-4.23413e-27,3.9751e-27,1.45139e-26,1.14805e-26,9.83034e-27
513,15.7377,4.23166e-27,6.17742e-29,-6.59421e-28,4.02625e-27,1.41987e-26,1.29126e-26,9.60565e-27
514,15.8169,3.07939e-27,-5.42691e-28,2.31172e-27,2.86638e-27,1.24631e-26,1.08686e-26,7.70412e-27
515,15.8978,3.03171e-27,4.81705e-30,1.042e-27,3.07816e-27,1.62787e-26,1.047e-26,7.31495e-27
516,15.9804,4.59531e-27,1.54675e-28,7.14655e-28,2.11474e-27,1.29558e-26,1.21761e-26,8.19161e-27
517,16.0646,4.18044e-27,8.52372e-28,-1.20417e-28,1.85512e-27,1.16678e-26,6.31383e-27,3.15106e-27
518,16.1504,3.96795e-27,1.27733e-27,4.1117e-29,8.39108e-28,1.14614e-26,9.47907e-27,5.27687e-27
519,16.2377,3.73227e-27,6.16971e-28,1.36546e-27,1.52118e-27,1.19981e-26,7.8505e-27,3.83685e-27
520,16.3265,6.17972e-27,6.32475e-28,7.85583e-31,5.14845e-28,8.4077e-27,5.26174e-27,3.0035e-27
521,16.4165,5.05265e-27,9.24351e-28,-1.59586e-27,2.2417e-27,1.16613e-26,6.90024e-27,3.21283e-27
522,16.5079,4.32217e-27,1.02863e-27,1.06382e-27,4.84247e-28,8.37793e-27,6.54782e-27,2.14828e-27
523,16.6004,6.36406e-27,1.92249e-27,-2.31491e-27,3.21816e-27,1.27862e-26,7.52512e-27,5.19438e-27
524,16.6938,6.24029e-27,1.11205e-27,9.61316e-28,3.7988e-27,1.43683e-26,1.06876e-26,5.16146e-27
525,16.7882,6.89524e-27,1.02403e-27,-1.74923e-27,3.60306e-27,1.19015e-26,6.99546e-27,4.04442e-27
526,16.8834,6.58221e-27,2.36272e-27,-1.24656e-27,5.3951e-27,1.56934e-26,9.89338e-27,6.53188e-27
527,16.9791,7.9432e-27,1.41726e-27,-4.11842e-28,5.59354e-27,1.36494e-26,6.32386e-27,4.00718e-27
528,17.0753,7.88138e-27,2.60446e-27,-2.08896e-27,6.43406e-27,1.69207e-26,8.47271e-27,7.08687e-27
529,17.1718,7.12176e-27,2.22619e-27,-8.96306e-28,8.6792e-27,1.72372e-26,1.10038e-26,7.82207e-27
530,17.2683,6.75743e-27,1.57654e-27,-1.78018e-27,7.19691e-27,1.44599e-26,4.4691e-27,3.71236e-27
531,17.3648,8.82374e-27,4.85848e-27,-5.30904e-28,9.98934e-27,1.78597e-26,7.53268e-27,8.13195e-27
532,17.461,7.67451e-27,2.48097e-27,-6.02582e-28,8.48023e-27,1.50006e-26,2.82396e-27,4.14077e-27
533,17.5566,7.04658e-27,4.96062e-27,-2.45084e-27,9.86949e-27,1.56153e-26,3.58527e-27,4.48549e-27
534,17.6516,5.9608e-27,6.20535e-27,-2.27466e-27,7.77094e-27,1.41756e-26,1.20221e-27,3.09008e-27
535,17.7456,7.62547e-27,5.45442e-27,-1.04723e-27,1.18261e-26,1.35167e-26,1.12387e-27,6.4385e-27
536,17.8385,5.83679e-27,7.34857e-27,-2.06428e-27,7.83976e-27,1.19013e-26,-1.52194e-27,1.92534e-27
537,17.9299,7.6916e-27,8.66495e-27,-1.76123e-27,9.07856e-27,1.51572e-26,-1.06187e-27,3.43583e-27
538,18.0198,6.92536e-27,8.33904e-27,-9.54484e-28,1.03512e-26,1.19357e-26,-8.22734e-28,2.99277e-27
539,18.1077,7.52642e-27,7.84896e-27,-2.31046e-27,1.09918e-26,1.31012e-26,-1.78112e-27,2.48798e-27
540,18.1936,6.84513e-27,6.79442e-27,-1.57879e-27,1.06123e-26,1.22997e-26,-1.38455e-27,2.07497e-27
541,18.277,7.54178e-27,7.01976e-27,-1.82042e-27,1.04089e-26,1.21953e-26,-2.2625e-27,1.61874e-27
542,18.3578,6.89787e-27,5.5003e-27,-2.50775e-28,1.29733e-26,1.30666e-26,-1.75857e-27,4.2181e-27
543,18.4358,7.07971e-27,3.63578e-27,-4.114e-28,1.06958e-26,8.12329e-27,-2.43483e-27,-1.30948e-27
544,18.5106,6.77511e-27,4.48962e-27,4.66128e-29,1.33844e-26,9.74916e-27,-1.31541e-27,5.09475e-27
545,18.582,5.62748e-27,2.47744e-27,1.92805e-27,1.3036e-26,7.13989e-27,-1.95594e-27,1.56607e-27
546,18.6498,5.74661e-27,3.20727e-27,1.9801e-27,1.37254e-26,6.55199e-27,-1.8311e-27,2.49944e-27
547,18.7137,5.61306e-27,-1.49789e-28,3.64979e-27,1.25378e-26,3.72518e-27,-1.82628e-27,2.52396e-28
548,18.7735,5.35034e-27,8.26127e-28,3.28809e-27,1.29762e-26,3.81035e-27,-1.35431e-27,1.09221e-27
549,18.8289,5.21188e-27,-9.82873e-28,6.10883e-27,1.16786e-26,9.23282e-28,-1.74938e-27,-3.1426e-27
550,18.8798,4.22709e-27,-2.35997e-27,6.81174e-27,1.27677e-26,1.14188e-27,-1.00297e-27,-4.06305e-28
551,18.9258,5.46156e-27,-3.81739e-27,7.78549e-27,9.51671e-27,-8.20806e-28,-1.08753e-27,-3.76929e-27
552,18.9669,2.49227e-27,-3.21136e-27,5.90102e-27,8.71573e-27,-7.85557e-28,-9.63802e-28,-2.77732e-27
553,19.0027,5.70557e-27,-4.46657e-27,8.25806e-27,9.53267e-27,-7.37007e-28,-8.26805e-28,-3.50031e-27
554,19.0331,5.30041e-27,-7.0484e-27,9.2505e-27,8.27522e-27,-5.47346e-28,-9.40912e-28,-2.98842e-27
555,19.0579,3.66836e-27,-4.5773e-27,7.72358e-27,6.46855e-27,5.49594e-30,-8.26059e-28,-2.78803e-27
556,19.077,2.92075e-27,-5.80988e-27,1.14401e-26,6.68459e-27,9.09258e-30,-1.0846e-27,-3.78389e-27
557,19.0901,4.11402e-27,-5.57986e-27,1.01166e-26,5.40859e-27,3.53851e-28,-8.4365e-28,-3.09022e-27
558,19.0972,3.52763e-27,-5.78524e-27,1.17085e-26,4.20633e-27,6.74511e-28,-5.60151e-28,-3.49889e-27
559,19.0982,1.92575e-27,-4.54223e-27,1.09319e-26,4.09751e-27,1.22235e-27,-7.81299e-28,-2.93533e-27
560,19.0928,1.48662e-27,-4.12346e-27,1.40617e-26,3.24812e-27,2.50812e-27,-8.89641e-28,-3.1071e-27
561,19.0811,1.72551e-27,-5.02436e-27,1.28381e-26,1.7043e-27,2.40649e-27,-5.47058e-28,-2.8954e-27
562,19.063,2.84666e-28,-1.321e-27,1.56034e-26,2.46993e-27,3.94567e-27,-2.80723e-28,-1.19572e-27
563,19.0383,1.52291e-28,-2.26992e-27,1.64388e-26,4.70309e-29,4.56122e-27,-3.65646e-28,-5.4675e-28
564,19.0071,3.82743e-29,-2.04141e-27,1.63956e-26,8.69744e-28,6.24085e-27,2.23446e-29,-2.15452e-28
565,18.9694,6.10744e-28,-1.30478e-27,1.77596e-26,3.30682e-29,6.77402e-27,7.0969e-28,6.29513e-28
566,18.9251,1.23722e-27,-1.30523e-27,1.343e-26,-7.50088e-28,6.19934e-27,1.84543e-27,9.58304e-28
567,18.8743,1.28153e-27,-8.67426e-28,2.12633e-26,-2.28224e-27,8.77248e-27,1.90551e-27,2.85893e-27
568,18.817,2.87797e-27,-2.04705e-28,2.02037e-26,-2.53357e-27,6.21294e-27,3.65515e-27,1.58378e-27
569,18.7532,2.80354e-27,4.35409e-28,1.98371e-26,-9.95216e-28,6.65579e-27,2.03348e-27,1.27867e-27
570,18.6831,4.77109e-27,1.68973e-27,1.68801e-26,-2.41363e-27,5.37675e-27,4.98639e-27,1.05664e-27
571,18.6067,5.82124e-27,1.86941e-27,2.01108e-26,-2.78915e-27,4.46354e-27,4.52074e-27,1.20425e-27
572,18.5242,5.48363e-27,3.31031e-27,1.84229e-26,-2.90914e-27,2.93546e-27,3.99415e-27,4.96654e-28
573,18.4356,6.39644e-27,2.29259e-27,1.97584e-26,-1.5243e-27,2.4117e-27,5.22741e-27,-5.14035e-29
574,18.3412,1.1904e-26,1.95246e-27,1.58933e-26,-2.40185e-27,1.08652e-27,4.22356e-27,-9.51545e-29
575,18.241,7.59533e-27,4.59902e-27,1.79608e-26,-3.09744e-27,3.70913e-28,4.66146e-27,6.33627e-29
576,18.1353,1.98362e-26,1.98345e-27,1.82439e-26,-1.49925e-27,7.56901e-28,3.90585e-27,9.29313e-28
577,18.0242,1.0221e-26,1.96839e-27,1.79251e-26,-1.86856e-27,-6.95448e-28,3.82357e-27,-9.79844e-29
578,17.908,1.65794e-26,1.1268e-27,1.81563e-26,-1.73848e-27,1.06398e-27,3.1539e-27,2.25247e-27
579,17.7869,2.382e-26,2.33373e-27,1.39967e-26,-1.58229e-27,1.17263e-27,2.33591e-27,3.11433e-27
580,17.6611,1.78461e-26,1.76772e-27,1.56941e-26,-8.91925e-28,1.51252e-27,1.71443e-27,4.09271e-27
581,17.5309,1.77041e-26,7.96294e-28,1.40526e-26,-1.39683e-27,3.11834e-27,2.23369e-28,6.23973e-27
582,17.3964,1.62183e-26,4.42038e-28,1.62661e-26,-6.60438e-28,3.24052e-27,-1.50445e-28,7.83928e-27
583,17.2581,7.38704e-27,-6.05879e-29,1.53444e-26,7.12105e-29,4.02517e-27,-4.63842e-28,6.98952e-27
584,17.116,2.17967e-26,1.00352e-27,6.64983e-27,8.44285e-29,4.2344e-27,-7.84599e-28,1.15327e-26
585,16.9706,4.43199e-27,8.90157e-29,1.51485e-26,6.02985e-28,5.07009e-27,-4.97581e-28,8.96831e-27
586,16.822,1.3856e-27,2.72672e-28,1.04973e-26,6.46885e-28,5.34396e-27,-1.00479e-28,1.17005e-26
587,16.6707,8.6318e-27,1.3923e-27,6.46275e-27,1.37577e-27,3.52052e-27,1.72061e-27,1.12648e-26
588,16.5167,3.6532e-27,1.71029e-27,6.1097e-27,1.95347e-27,4.73195e-27,2.53279e-27,1.14549e-26
589,16.3606,-2.54393e-27,1.59016e-27,6.42726e-27,1.92081e-27,4.83535e-27,4.09197e-27,1.18485e-26
590,16.2024,3.34102e-27,4.79275e-27,2.90878e-27,2.8477e-27,5.30448e-27,4.93066e-27,1.18739e-26
591,16.0426,5.80529e-27,5.22236e-27,4.26327e-27,2.0813e-27,3.20632e-27,7.26667e-27,1.0218e-26
592,15.8813,6.64312e-27,4.95191e-27,4.57216e-27,3.02014e-27,4.58555e-27,7.86096e-27,9.58951e-27
593,15.7189,7.00762e-27,6.44835e-27,2.05973e-27,2.90426e-27,4.436e-27,9.65929e-27,9.26306e-27
594,15.5556,2.41232e-26,7.33295e-27,2.16811e-27,4.10854e-27,4.52546e-27,1.03997e-26,7.87432e-27
595,15.3917,2.71052e-26,9.44059e-27,2.87813e-27,4.14773e-27,4.50417e-27,1.18643e-26,6.70065e-27
596,15.2275,2.00804e-26,7.86319e-27,1.35869e-27,2.45596e-27,4.282e-27,1.23819e-26,6.45079e-27
597,15.0632,2.93281e-26,8.95171e-27,1.04822e-27,5.27896e-27,3.97641e-27,1.13423e-26,4.88285e-27
598,14.899,3.07616e-26,7.92562e-27,2.13597e-27,2.50667e-27,3.5243e-27,1.3355e-26,3.8677e-27
599,14.7352,4.42485e-26,9.19251e-27,5.72857e-28,5.0793e-27,2.59939e-27,1.26718e-26,3.74739e-27
600,14.572,3.17256e-26,6.4962e-27,2.07616e-28,3.72875e-27,2.49742e-27,1.15082e-26,2.99205e-27
601,14.4095,2.12016e-26,6.78198e-27,-3.98219e-28,3.73611e-27,2.15384e-27,1.293e-26,1.56279e-27
602,14.2481,3.19047e-26,7.81979e-27,1.03617e-27,3.48693e-27,1.75898e-28,1.08788e-26,2.49473e-27
603,14.0878,3.25339e-26,7.03844e-27,-1.31843e-27,2.96451e-27,7.58245e-29,9.99014e-27,1.57938e-27
604,13.9289,1.2411e-26,8.16543e-27,1.61637e-28,3.91887e-27,-3.30997e-28,1.07453e-26,1.25305e-27
605,13.7714,1.29572e-26,1.07257e-26,-8.8012e-28,2.46401e-27,-1.40611e-27,9.43483e-27,2.39581e-27
606,13.6156,1.68172e-26,9.75983e-27,-6.30975e-28,2.74096e-27,-1.58554e-27,9.54795e-27,3.27089e-27
607,13.4616,1.23464e-26,1.07223e-26,1.31288e-28,2.16505e-27,-1.67581e-27,8.80535e-27,2.45992e-27
608,13.3093,5.51463e-27,1.3197e-26,-6.55077e-28,3.89441e-27,-2.37694e-27,7.50784e-27,3.69437e-27
609,13.1591,1.08802e-26,1.52982e-26,8.0532e-28,4.17876e-28,-1.92969e-27,7.01685e-27,4.94666e-27
610,13.0109,1.48854e-26,1.48048e-26,1.5614e-27,2.26552e-27,-1.44632e-27,5.652e-27,5.60286e-27
611,12.8648,1.01351e-26,1.89461e-26,1.87568e-27,1.61306e-27,-6.97344e-28,5.99951e-27,6.78755e-27
612,12.7208,1.7443e-26,1.8313e-26,3.09274e-27,8.10616e-28,-1.77884e-28,6.26785e-27,6.6141e-27
613,12.5791,1.08592e-26,1.86689e-26,3.96073e-27,1.4656e-27,7.85685e-29,4.02383e-27,7.22236e-27
614,12.4396,1.37188e-26,2.3904e-26,5.86977e-27,1.90895e-27,1.10921e-27,4.01657e-27,9.45086e-27
615,12.3022,9.79602e-27,1.60437e-26,5.044e-27,4.48534e-27,1.49836e-27,5.11657e-27,7.80776e-27
616,12.1671,1.38674e-26,1.772e-26,3.36143e-27,3.30104e-27,1.53181e-27,5.40412e-27,7.72642e-27
617,12.0343,5.45994e-27,1.72748e-26,5.70493e-27,4.08004e-27,1.94499e-27,2.91835e-27,1.02274e-26
618,11.9035,1.74229e-27,1.65242e-26,5.78383e-27,6.57386e-27,1.1062e-27,3.70964e-27,5.69295e-27
619,11.7749,4.0743e-27,1.38206e-26,4.093e-27,5.31127e-27,7.04515e-28,3.62014e-27,7.01844e-27
620,11.6484,4.85243e-27,9.43287e-27,3.34494e-27,7.33544e-27,4.06894e-28,2.87525e-27,5.03737e-27
621,11.5239,1.98471e-27,4.36617e-27,4.78799e-27,7.42269e-27,3.18128e-28,1.79884e-27,3.51551e-27
622,11.4012,-2.49333e-27,2.09289e-27,3.18735e-27,8.5604e-27,-8.34007e-28,1.90993e-27,2.96066e-27
623,11.2805,-2.02473e-27,3.466e-27,6.48063e-27,7.48639e-27,-1.06203e-27,2.38409e-27,9.26756e-28
624,11.1614,4.93676e-27,-5.35515e-27,7.41783e-27,7.19813e-27,-1.05196e-27,2.69237e-28,1.0924e-27
625,11.044,5.92654e-27,-5.98643e-27,7.091e-27,7.24909e-27,-1.08159e-27,1.01275e-27,-7.40864e-28
626,10.9281,9.145e-27,-3.95279e-27,8.33218e-27,5.04873e-27,-1.57232e-27,1.17712e-27,-1.40958e-27
627,10.8136,1.3101e-26,-3.92548e-27,1.07554e-26,5.93725e-27,-1.1999e-27,1.46567e-27,-1.37414e-27
628,10.7004,1.27018e-26,-2.86754e-27,1.97057e-26,4.21825e-27,-1.69123e-27,1.24254e-27,-1.95501e-27
629,10.5883,1.47868e-26,-1.05933e-27,1.63355e-26,4.11062e-27,-9.46556e-28,2.58388e-27,-1.80318e-27
630,10.4771,1.26309e-26,1.45911e-27,1.3875e-26,3.52374e-27,-1.14691e-27,2.17689e-27,-1.76792e-27
631,10.3668,1.08724e-26,3.19612e-27,1.79364e-26,2.89445e-27,-1.6468e-27,3.48505e-27,-1.22435e-27
632,10.2572,7.23312e-27,5.74654e-27,1.50408e-26,3.7574e-27,-1.45974e-27,4.82203e-27,-5.57539e-28
633,10.1481,3.56852e-27,5.3668e-27,6.81684e-27,4.46465e-27,2.04016e-28,4.97e-27,8.13149e-28
634,10.0393,2.42102e-27,8.497e-27,5.90476e-27,5.74833e-27,-2.13298e-28,6.35993e-27,1.02418e-27
635,9.9308,-3.81385e-27,8.84826e-27,3.56898e-27,6.53357e-27,5.74518e-28,6.62562e-27,1.44144e-27
636,9.82231,-3.05921e-27,4.73225e-27,-7.90476e-27,7.18889e-27,8.96045e-28,8.88087e-27,6.32496e-28
637,9.7137,-3.29031e-27,8.08702e-27,-4.54517e-27,9.6696e-27,2.6777e-27,7.88628e-27,2.63272e-27
638,9.60481,-1.99477e-27,1.01022e-26,-5.85874e-27,5.9399e-27,4.89472e-27,8.06188e-27,1.33336e-27
639,9.49549,7.55018e-28,8.24969e-27,-4.8746e-27,9.35443e-27,6.69207e-27,9.14533e-27,1.01515e-27
640,9.38556,7.86579e-27,7.39482e-27,-2.87638e-27,7.56411e-27,9.69373e-27,7.09876e-27,2.4739e-27
641,9.27487,1.46401e-26,1.20582e-26,3.26326e-27,4.82398e-27,1.25356e-26,6.51103e-27,3.95434e-27
642,9.16328,1.84495e-26,1.45956e-26,9.49747e-27,3.89019e-27,1.51677e-26,4.91752e-27,8.70616e-27
643,9.05064,2.42038e-26,1.74377e-26,1.2919e-26,5.9718e-28,1.88516e-26,4.09888e-27,1.18683e-26
644,8.93679,2.3661e-26,1.81412e-26,1.60894e-26,2.45711e-27,1.77456e-26,4.03082e-27,1.59643e-26
645,8.82162,2.61953e-26,2.19523e-26,2.23169e-26,7.27951e-29,1.65345e-26,4.66306e-27,1.97414e-26
646,8.70497,2.85126e-26,1.87915e-26,1.56403e-26,-9.07437e-28,1.94038e-26,4.02505e-27,2.55416e-26
647,8.58675,2.15973e-26,1.55644e-26,1.76263e-26,-2.57587e-28,1.95992e-26,4.9694e-27,3.1029e-26
648,8.46682,2.47209e-26,1.931e-26,1.35574e-26,7.39267e-28,1.35722e-26,7.94995e-27,3.11971e-26
649,8.34509,1.73817e-26,1.38661e-26,9.71324e-27,2.17931e-27,7.72075e-27,1.03487e-26,2.61568e-26
650,8.22147,1.62597e-26,9.71483e-27,5.48269e-27,5.88924e-27,6.74494e-27,1.32382e-26,3.14835e-26
651,8.09587,1.03281e-26,7.50708e-27,3.75888e-27,6.13741e-27,1.53729e-27,1.42936e-26,1.94684e-26
652,7.96822,7.34816e-27,5.77706e-27,2.29682e-27,7.93338e-27,-4.52811e-27,1.52967e-26,1.47937e-26
653,7.83846,5.508e-27,4.74934e-27,3.0032e-27,1.22726e-26,-6.41863e-27,1.77663e-26,9.05881e-27
654,7.70655,5.30424e-27,2.71898e-28,6.55326e-27,1.50039e-26,-1.09806e-26,1.65939e-26,7.89947e-27
655,7.57246,4.79634e-27,-3.24895e-27,9.77371e-27,1.78535e-26,-7.95524e-27,1.82029e-26,-3.19286e-28
656,7.43616,3.63884e-27,-4.70503e-28,1.39534e-26,1.96644e-26,-7.99102e-27,1.57941e-26,-9.42314e-27
657,7.29766,3.08062e-27,-6.75768e-27,1.63049e-26,1.88271e-26,-4.24706e-27,1.49773e-26,-1.05463e-26
658,7.15697,5.60493e-27,-1.04247e-26,2.30011e-26,1.96951e-26,2.19859e-27,1.12555e-26,-8.36099e-27
659,7.01411,7.1383e-27,-1.01561e-26,2.70556e-26,1.77755e-26,1.10535e-26,1.3744e-26,-4.7374e-27
660,6.86912,3.37504e-27,-1.4216e-26,1.9372e-26,1.95294e-26,2.34011e-26,1.50166e-26,-1.79702e-27
661,6.72208,4.52931e-27,-1.28092e-26,2.38247e-26,1.99111e-26,3.17144e-26,1.55964e-26,2.97279e-27
662,6.57304,4.12878e-27,-1.50827e-26,2.23086e-26,1.5422e-26,3.96822e-26,1.59801e-26,7.34791e-27
663,6.4221,4.07647e-27,-1.21848e-26,1.8923e-26,1.44361e-26,4.86299e-26,2.02946e-26,1.23323e-26
664,6.26936,4.03689e-27,-1.14665e-26,1.90806e-26,1.49682e-26,5.67181e-26,2.6935e-26,1.72462e-26
665,6.11495,3.38054e-27,-5.33094e-27,1.20787e-26,1.20946e-26,5.7784e-26,2.88987e-26,1.6728e-26
666,5.95899,1.82253e-27,-3.12173e-27,1.06497e-26,5.99491e-27,5.71674e-26,3.82727e-26,1.4735e-26
667,5.80164,3.45404e-27,6.91434e-27,7.86055e-27,5.64489e-27,5.11654e-26,3.84641e-26,1.49283e-26
668,5.64307,3.76234e-27,1.29992e-26,3.38726e-27,-1.76335e-27,4.43684e-26,4.06095e-26,6.8429e-27
669,5.48344,4.15903e-27,1.29545e-26,5.65194e-27,-4.15328e-27,3.16425e-26,3.63406e-26,4.06696e-27
670,5.32294,4.4235e-27,1.95916e-26,4.174e-28,-2.97915e-27,2.44344e-26,3.63121e-26,-4.87259e-27
671,5.16178,3.45057e-27,2.06363e-26,-1.5033e-27,-5.15849e-27,1.51194e-26,3.17266e-26,-5.75707e-27
672,5.00016,5.31869e-27,2.09901e-26,-8.82622e-28,-4.78784e-27,6.19248e-27,2.39484e-26,-1.67819e-26
673,4.8383,5.48334e-27,1.80691e-26,-4.04998e-27,-1.17966e-27,-2.76812e-28,1.02972e-26,-2.22985e-26
674,4.67642,4.76715e-27,1.46821e-26,-4.85179e-27,7.34829e-28,-3.18376e-27,2.87421e-27,-2.55668e-26
675,4.51477,4.60088e-27,1.00882e-26,-4.24275e-27,5.4572e-27,-2.81414e-27,5.91619e-28,-2.35161e-26
676,4.35357,4.87668e-27,4.21812e-27,-3.93464e-27,9.51361e-27,-1.45883e-27,-5.77854e-27,-2.6876e-26
677,4.19307,3.15772e-27,4.99397e-27,-2.27142e-27,1.59583e-26,2.99563e-27,-6.00463e-27,-2.72912e-26
678,4.03351,3.63476e-27,-1.24375e-27,4.71153e-28,2.01578e-26,2.2075e-27,-1.19916e-27,-2.01707e-26
679,3.87514,2.64918e-27,-2.4277e-27,3.18637e-27,2.46696e-26,-2.08353e-27,6.74676e-27,-1.8252e-26
680,3.7182,2.01555e-27,-3.71063e-27,7.68139e-27,2.42986e-26,-4.30045e-27,1.42606e-26,-1.32336e-26
681,3.56293,7.53132e-28,-4.07656e-27,1.51297e-26,2.8681e-26,-5.08994e-27,2.39445e-26,-7.08076e-27
682,3.40957,3.28701e-28,-2.42e-27,2.08527e-26,3.07779e-26,-8.83315e-27,3.3127e-26,-4.21617e-28
683,3.25836,8.57716e-29,-1.1545e-29,2.73156e-26,2.87198e-26,-1.11327e-26,3.92482e-26,6.08892e-27
684,3.10953,-1.15951e-27,2.49429e-27,3.46774e-26,3.06457e-26,-1.02754e-26,3.69721e-26,8.27145e-27
685,2.96328,-1.2643e-27,4.321e-27,4.02337e-26,3.02026e-26,-6.58209e-27,3.71969e-26,1.14513e-26
686,2.81983,-1.17249e-27,7.70822e-27,4.2648e-26,2.57136e-26,-4.26604e-28,3.01669e-26,9.01327e-27
687,2.67939,-1.47095e-28,1.09609e-26,4.62675e-26,1.68758e-26,8.0587e-27,2.81623e-26,8.62002e-27
688,2.54214,2.09557e-27,1.43905e-26,5.02228e-26,1.38013e-26,1.46251e-26,2.07207e-26,3.76538e-27
689,2.40825,4.08395e-27,1.45772e-26,5.18969e-26,7.92304e-27,2.0217e-26,1.29523e-26,3.54597e-27
690,2.27789,7.17827e-27,1.15375e-26,4.8743e-26,-2.39215e-27,2.88119e-26,1.39944e-26,2.33461e-27
691,2.1512,1.251e-26,1.43759e-26,5.07911e-26,-1.01645e-26,3.2483e-26,9.18167e-27,5.02607e-27
692,2.02832,1.5824e-26,1.41483e-26,3.70647e-26,-1.56826e-26,3.15589e-26,2.12974e-27,1.08882e-26
693,1.90936,1.63396e-26,1.36601e-26,3.74948e-26,-1.39746e-26,2.96792e-26,-1.62897e-27,2.1008e-26
694,1.79443,1.29767e-26,1.43149e-26,2.37543e-26,-8.64866e-27,3.02651e-26,-6.01687e-27,3.58005e-26
695,1.6836,1.41064e-26,1.1648e-26,6.49104e-27,-5.12104e-28,3.73597e-26,-9.78038e-27,5.65695e-26
696,1.57695,4.71885e-27,1.49661e-26,-1.53969e-27,8.1481e-27,3.02125e-26,-9.84435e-27,6.66574e-26
697,1.47452,-4.26272e-27,1.62992e-26,-9.00723e-27,1.76367e-26,3.63878e-26,-1.2354e-26,7.94828e-26
698,1.37635,-1.16429e-26,1.51643e-26,-1.0451e-26,2.64124e-26,3.12153e-26,-1.13786e-26,7.55115e-26
699,1.28245,-1.58439e-26,2.41805e-26,-9.89233e-27,2.95264e-26,2.27038e-26,-9.19854e-27,7.7953e-26
700,1.19283,-1.75533e-26,1.89151e-26,-3.12697e-27,3.20273e-26,1.69738e-26,-4.14428e-27,5.92941e-26
701,1.10748,-9.94563e-27,1.62397e-26,3.49863e-27,2.89977e-26,9.258e-30,1.67064e-27,3.98039e-26
702,1.02635,1.89821e-27,1.94497e-26,1.17514e-26,2.44265e-26,-1.6191e-26,7.24642e-27,1.66142e-26
703,0.949409,1.67037e-26,1.28584e-26,1.4948e-26,2.16386e-26,-1.47636e-26,9.90454e-27,6.68307e-27
