t,T+R,N_0,N_1,N_2,N_3,N_4,N_5,N_6
1997,1.05099,0.198064,0.258735,0.258735,0.0838628,0.0838628,0.0838628,0.0838628
1998,1.04875,0.180613,0.255169,0.255169,0.0894485,0.0894485,0.0894485,0.0894485
1999,1.0465,0.164158,0.25089,0.25089,0.0951415,0.0951415,0.0951415,0.0951415
2000,1.04426,0.148697,0.245933,0.245933,0.100925,0.100925,0.100925,0.100925
2001,1.04202,0.134223,0.240339,0.240339,0.10678,0.10678,0.10678,0.10678
2002,1.03979,0.120724,0.234155,0.234155,0.112689,0.112689,0.112689,0.112689
2003,1.03757,0.108182,0.227428,0.227428,0.118632,0.118632,0.118632,0.118632
2004,1.03536,0.0965772,0.220212,0.220212,0.124589,0.124589,0.124589,0.124589
2005,1.03316,0.0858832,0.212562,0.212562,0.130538,0.130538,0.130538,0.130538
2006,1.03098,0.0760708,0.204537,0.204537,0.136459,0.136459,0.136459,0.136459
2007,1.02882,0.0671075,0.196198,0.196198,0.142329,0.142329,0.142329,0.142329
2008,1.02668,0.0589578,0.187608,0.187608,0.148128,0.148128,0.148128,0.148128
2009,1.02457,0.0515835,0.17883,0.17883,0.153832,0.153832,0.153832,0.153832
2010,1.02249,0.0449444,0.169931,0.169931,0.159421,0.159421,0.159421,0.159421
2011,1.02044,0.0389985,0.160975,0.160975,0.164872,0.164872,0.164872,0.164872
2012,1.01842,0.0337027,0.152029,0.152029,0.170165,0.170165,0.170165,0.170165
2013,1.01644,0.0290129,0.143159,0.143159,0.175277,0.175277,0.175277,0.175277
2014,1.0145,0.0248848,0.134428,0.134428,0.180189,0.180189,0.180189,0.180189
2015,1.0126,0.021274,0.125901,0.125901,0.18488,0.18488,0.18488,0.18488
2016,1.01074,0.0181366,0.117638,0.117638,0.189331,0.189331,0.189331,0.189331
2017,1.00893,0.0154295,0.109699,0.109699,0.193525,0.193525,0.193525,0.193525
2018,1.00716,0.0131112,0.102141,0.102141,0.197443,0.197443,0.197443,0.197443
2019,1.00545,0.0111416,0.0950171,0.0950171,0.201069,0.201069,0.201069,0.201069
2020,1.00379,0.00948254,0.0883783,0.0883783,0.204388,0.204388,0.204388,0.204388
2021,1.00218,0.00809848,0.082271,0.082271,0.207386,0.207386,0.207386,0.207386
2022,1.00063,0.00695642,0.0767378,0.0767378,0.21005,0.21005,0.21005,0.21005
2023,0.99914,0.00602635,0.0718171,0.0718171,0.21237,0.21237,0.21237,0.21237
2024,0.997707,0.00528147,0.0675427,0.0675427,0.214335,0.214335,0.214335,0.214335
2025,0.996334,0.00469846,0.0639433,0.0639433,0.215937,0.215937,0.215937,0.215937
2026,0.995023,0.0042576,0.061043,0.061043,0.21717,0.21717,0.21717,0.21717
2027,0.993775,0.00394303,0.0588605,0.0588605,0.218028,0.218028,0.218028,0.218028
2028,0.992592,0.00374276,0.0574092,0.0574092,0.218508,0.218508,0.218508,0.218508
2029,0.991473,0.00364887,0.0566974,0.0566974,0.218607,0.218607,0.218607,0.218607
2030,0.990419,0.00365747,0.0567277,0.0567277,0.218327,0.218327,0.218327,0.218327
2031,0.989432,0.00376878,0.0574974,0.0574974,0.217667,0.217667,0.217667,0.217667
2032,0.988512,0.0039871,0.0589984,0.0589984,0.216632,0.216632,0.216632,0.216632
2033,0.987658,0.0043207,0.0612173,0.0612173,0.215226,0.215226,0.215226,0.215226
2034,0.986871,0.00478181,0.0641355,0.0641355,0.213455,0.213455,0.213455,0.213455
2035,0.986152,0.00538643,0.0677293,0.0677293,0.211327,0.211327,0.211327,0.211327
2036,0.985499,0.00615418,0.0719702,0.0719702,0.208851,0.208851,0.208851,0.208851
2037,0.984914,0.00710814,0.0768247,0.0768247,0.206039,0.206039,0.206039,0.206039
2038,0.984394,0.00827457,0.0822553,0.0822553,0.202902,0.202902,0.202902,0.202902
2039,0.98394,0.0096827,0.0882201,0.0882201,0.199454,0.199454,0.199454,0.199454
2040,0.983551,0.0113644,0.0946732,0.0946732,0.19571,0.19571,0.19571,0.19571
2041,0.983226,0.013354,0.101566,0.101566,0.191685,0.191685,0.191685,0.191685
2042,0.982964,0.0156877,0.108845,0.108845,0.187397,0.187397,0.187397,0.187397
2043,0.982764,0.0184035,0.116455,0.116455,0.182863,0.182863,0.182863,0.182863
2044,0.982625,0.0215406,0.124339,0.124339,0.178102,0.178102,0.178102,0.178102
2045,0.982546,0.0251392,0.132437,0.132437,0.173133,0.173133,0.173133,0.173133
2046,0.982524,0.0292401,0.140689,0.140689,0.167977,0.167977,0.167977,0.167977
2047,0.982559,0.033884,0.14903,0.14903,0.162654,0.162654,0.162654,0.162654
2048,0.982649,0.0391115,0.157399,0.157399,0.157185,0.157185,0.157185,0.157185
2049,0.982793,0.0449623,0.165732,0.165732,0.151592,0.151592,0.151592,0.151592
2050,0.982987,0.0514752,0.173965,0.173965,0.145895,0.145895,0.145895,0.145895
2051,0.983231,0.0586873,0.182037,0.182037,0.140117,0.140117,0.140117,0.140117
2052,0.983522,0.0666337,0.189886,0.189886,0.134279,0.134279,0.134279,0.134279
2053,0.983858,0.0753473,0.197452,0.197452,0.128402,0.128402,0.128402,0.128402
2054,0.984238,0.0848581,0.204677,0.204677,0.122507,0.122507,0.122507,0.122507
2055,0.984658,0.0951932,0.211505,0.211505,0.116614,0.116614,0.116614,0.116614
2056,0.985117,0.106376,0.217883,0.217883,0.110744,0.110744,0.110744,0.110744
2057,0.985612,0.118426,0.223761,0.223761,0.104916,0.104916,0.104916,0.104916
2058,0.986141,0.13136,0.229094,0.229094,0.0991481,0.0991481,0.0991481,0.0991481
2059,0.986701,0.145188,0.233838,0.233838,0.0934591,0.0934591,0.0934591,0.0934591
2060,0.98729,0.159917,0.237956,0.237956,0.0878656,0.0878656,0.0878656,0.0878656
2061,0.987906,0.175548,0.241412,0.241412,0.0823836,0.0823836,0.0823836,0.0823836
2062,0.988546,0.192079,0.244177,0.244177,0.0770282,0.0770282,0.0770282,0.0770282
2063,0.989207,0.209502,0.246226,0.246226,0.0718132,0.0718132,0.0718132,0.0718132
2064,0.989887,0.227801,0.247541,0.247541,0.0667514,0.0667514,0.0667514,0.0667514
2065,0.990584,0.246958,0.248104,0.248104,0.0618542,0.0618542,0.0618542,0.0618542
2066,0.991294,0.266949,0.247909,0.247909,0.0571321,0.0571321,0.0571321,0.0571321
2067,0.992016,0.287742,0.246949,0.246949,0.052594,0.052594,0.052594,0.052594
2068,0.992746,0.309302,0.245226,0.245226,0.0482477,0.0482477,0.0482477,0.0482477
2069,0.993483,0.331589,0.242747,0.242747,0.0440996,0.0440996,0.0440996,0.0440996
2070,0.994223,0.354556,0.239524,0.239524,0.0401549,0.0401549,0.0401549,0.0401549
2071,0.994964,0.378151,0.235572,0.235572,0.0364174,0.0364174,0.0364174,0.0364174
2072,0.995705,0.402317,0.230914,0.230914,0.0328898,0.0328898,0.0328898,0.0328898
2073,0.996441,0.426994,0.225577,0.225577,0.0295731,0.0295731,0.0295731,0.0295731
2074,0.997172,0.452115,0.219593,0.219593,0.0264677,0.0264677,0.0264677,0.0264677
2075,0.997894,0.477611,0.212997,0.212997,0.0235723,0.0235723,0.0235723,0.0235723
2076,0.998606,0.503407,0.20583,0.20583,0.0208847,0.0208847,0.0208847,0.0208847
2077,0.999304,0.529425,0.198137,0.198137,0.0184016,0.0184016,0.0184016,0.0184016
2078,0.999988,0.555585,0.189965,0.189965,0.0161186,0.0161186,0.0161186,0.0161186
2079,1.00065,0.581802,0.181366,0.181366,0.0140303,0.0140303,0.0140303,0.0140303
2080,1.0013,0.607991,0.172394,0.172394,0.0121305,0.0121305,0.0121305,0.0121305
2081,1.00193,0.634063,0.163107,0.163107,0.0104123,0.0104123,0.0104123,0.0104123
2082,1.00253,0.659928,0.153564,0.153564,0.00886783,0.00886783,0.00886783,0.00886783
2083,1.0031,0.685496,0.143827,0.143827,0.00748875,0.00748875,0.00748875,0.00748875
2084,1.00365,0.710674,0.133958,0.133958,0.00626612,0.00626612,0.00626612,0.00626612
2085,1.00417,0.735372,0.12402,0.12402,0.00519054,0.00519054,0.00519054,0.00519054
2086,1.00466,0.759497,0.114079,0.114079,0.00425226,0.00425226,0.00425226,0.00425226
2087,1.00512,0.78296,0.104198,0.104198,0.00344125,0.00344125,0.00344125,0.00344125
2088,1.00554,0.805671,0.0944421,0.0944421,0.00274732,0.00274732,0.00274732,0.00274732
2089,1.00593,0.827542,0.0848742,0.0848742,0.00216021,0.00216021,0.00216021,0.00216021
2090,1.00628,0.84849,0.0755566,0.0755566,0.00166968,0.00166968,0.00166968,0.00166968
2091,1.00659,0.868432,0.0665499,0.0665499,0.0012656,0.0012656,0.0012656,0.0012656
2092,1.00687,0.887289,0.0579129,0.0579129,0.000938044,0.000938044,0.000938044,0.000938044
2093,1.0071,0.904985,0.0497017,0.0497017,0.00067739,0.00067739,0.00067739,0.00067739
2094,1.00729,0.92145,0.0419697,0.0419697,0.000474393,0.000474393,0.000474393,0.000474393
2095,1.00743,0.936618,0.0347673,0.0347673,0.000320272,0.000320272,0.000320272,0.000320272
2096,1.00754,0.950426,0.0281413,0.0281413,0.00020678,0.00020678,0.00020678,0.00020678
2097,1.00759,0.962819,0.0221346,0.0221346,0.000126281,0.000126281,0.000126281,0.000126281
2098,1.0076,0.973745,0.0167862,0.0167862,7.18123e-05,7.18123e-05,7.18123e-05,7.18123e-05
2099,1.00757,0.98316,0.0121306,0.0121306,3.71432e-05,3.71432e-05,3.71432e-05,3.71432e-05
2100,1.00749,0.991024,0.00819774,0.00819774,1.68285e-05,1.68285e-05,1.68285e-05,1.68285e-05
2101,1.00736,0.997306,0.00501282,0.00501282,6.25283e-06,6.25283e-06,6.25283e-06,6.25283e-06
2102,1.00718,1.00198,0.00259605,0.00259605,1.66919e-06,1.66919e-06,1.66919e-06,1.66919e-06
2103,1.00695,1.00502,0.000962527,0.000962527,2.28765e-07,2.28765e-07,2.28765e-07,2.28765e-07
2104,1.00667,1.00643,0.000122189,0.000122189,3.68148e-09,3.68148e-09,3.68148e-09,3.68148e-09
2105,1.00635,1.00619,7.97024e-05,7.97024e-05,1.56677e-09,1.56677e-09,1.56677e-09,1.56677e-09
2106,1.00597,1.0043,0.000834453,0.000834453,1.7206e-07,1.7206e-07,1.7206e-07,1.7206e-07
2107,1.00555,1.00078,0.00238055,0.00238055,1.40527e-06,1.40527e-06,1.40527e-06,1.40527e-06
2108,1.00507,0.995638,0.00470688,0.00470688,5.52214e-06,5.52214e-06,5.52214e-06,5.52214e-06
2109,1.00455,0.988894,0.00779716,0.00779716,1.52569e-05,1.52569e-05,1.52569e-05,1.52569e-05
2110,1.00398,0.980579,0.0116301,0.0116301,3.42316e-05,3.42316e-05,3.42316e-05,3.42316e-05
2111,1.00335,0.970728,0.0161795,0.0161795,6.6923e-05,6.6923e-05,6.6923e-05,6.6923e-05
2112,1.00268,0.95938,0.0214144,0.0214144,0.000118622,0.000118622,0.000118622,0.000118622
2113,1.00196,0.946584,0.0272995,0.0272995,0.000195387,0.000195387,0.000195387,0.000195387
2114,1.0012,0.932392,0.0337952,0.0337952,0.000303987,0.000303987,0.000303987,0.000303987
2115,1.00039,0.916862,0.0408577,0.0408577,0.000451844,0.000451844,0.000451844,0.000451844
2116,0.999526,0.900058,0.0484399,0.0484399,0.000646965,0.000646965,0.000646965,0.000646965
2117,0.998621,0.882047,0.0564911,0.0564911,0.000897868,0.000897868,0.000897868,0.000897868
2118,0.997671,0.862902,0.0649576,0.0649576,0.00121351,0.00121351,0.00121351,0.00121351
2119,0.996678,0.842699,0.0737832,0.0737832,0.0016032,0.0016032,0.0016032,0.0016032
2120,0.995643,0.821518,0.0829095,0.0829095,0.00207652,0.00207652,0.00207652,0.00207652
2121,0.994566,0.799442,0.0922759,0.0922759,0.00264323,0.00264323,0.00264323,0.00264323
2122,0.99345,0.776555,0.101821,0.101821,0.00331319,0.00331319,0.00331319,0.00331319
2123,0.992295,0.752947,0.111481,0.111481,0.00409624,0.00409624,0.00409624,0.00409624
2124,0.991102,0.728706,0.121194,0.121194,0.00500214,0.00500214,0.00500214,0.00500214
2125,0.989874,0.703922,0.130895,0.130895,0.00604046,0.00604046,0.00604046,0.00604046
2126,0.988612,0.678686,0.140522,0.140522,0.00722048,0.00722048,0.00722048,0.00722048
2127,0.987318,0.65309,0.150012,0.150012,0.00855112,0.00855112,0.00855112,0.00855112
2128,0.985993,0.627225,0.159303,0.159303,0.0100408,0.0100408,0.0100408,0.0100408
2129,0.98464,0.60118,0.168335,0.168335,0.0116974,0.0116974,0.0116974,0.0116974
2130,0.98326,0.575045,0.177051,0.177051,0.0135283,0.0135283,0.0135283,0.0135283
2131,0.981855,0.548906,0.185395,0.185395,0.0155398,0.0155398,0.0155398,0.0155398
2132,0.980427,0.522848,0.193314,0.193314,0.0177378,0.0177378,0.0177378,0.0177378
2133,0.978979,0.496954,0.200759,0.200759,0.020127,0.020127,0.020127,0.020127
2134,0.977513,0.471304,0.207682,0.207682,0.0227114,0.0227114,0.0227114,0.0227114
2135,0.976031,0.445973,0.214042,0.214042,0.0254939,0.0254939,0.0254939,0.0254939
2136,0.974535,0.421033,0.219799,0.219799,0.0284762,0.0284762,0.0284762,0.0284762
2137,0.973029,0.396553,0.224919,0.224919,0.0316592,0.0316592,0.0316592,0.0316592
2138,0.971514,0.372597,0.229373,0.229373,0.0350424,0.0350424,0.0350424,0.0350424
2139,0.969992,0.349225,0.233135,0.233135,0.0386241,0.0386241,0.0386241,0.0386241
2140,0.968467,0.326491,0.236185,0.236185,0.0424016,0.0424016,0.0424016,0.0424016
2141,0.966942,0.304444,0.238507,0.238507,0.0463708,0.0463708,0.0463708,0.0463708
2142,0.965418,0.283129,0.240092,0.240092,0.0505263,0.0505263,0.0505263,0.0505263
2143,0.963898,0.262585,0.240933,0.240933,0.0548617,0.0548617,0.0548617,0.0548617
2144,0.962386,0.242847,0.241031,0.241031,0.0593692,0.0593692,0.0593692,0.0593692
2145,0.960884,0.223942,0.240391,0.240391,0.0640397,0.0640397,0.0640397,0.0640397
2146,0.959394,0.205894,0.239024,0.239024,0.0688631,0.0688631,0.0688631,0.0688631
2147,0.957921,0.18872,0.236944,0.236944,0.073828,0.073828,0.073828,0.073828
2148,0.956465,0.172433,0.234172,0.234172,0.0789219,0.0789219,0.0789219,0.0789219
2149,0.955031,0.15704,0.230733,0.230733,0.0841313,0.0841313,0.0841313,0.0841313
2150,0.953621,0.142542,0.226656,0.226656,0.0894415,0.0894415,0.0894415,0.0894415
2151,0.952237,0.128938,0.221976,0.221976,0.0948371,0.0948371,0.0948371,0.0948371
2152,0.950883,0.116218,0.216729,0.216729,0.100302,0.100302,0.100302,0.100302
2153,0.949562,0.104372,0.210959,0.210959,0.105818,0.105818,0.105818,0.105818
2154,0.948275,0.0933827,0.20471,0.20471,0.111368,0.111368,0.111368,0.111368
2155,0.947026,0.0832299,0.198032,0.198032,0.116933,0.116933,0.116933,0.116933
2156,0.945817,0.0738898,0.190975,0.190975,0.122494,0.122494,0.122494,0.122494
2157,0.944652,0.065335,0.183594,0.183594,0.128032,0.128032,0.128032,0.128032
2158,0.943531,0.0575355,0.175945,0.175945,0.133526,0.133526,0.133526,0.133526
2159,0.942459,0.0504582,0.168086,0.168086,0.138957,0.138957,0.138957,0.138957
2160,0.941437,0.0440683,0.160077,0.160077,0.144304,0.144304,0.144304,0.144304
2161,0.940468,0.0383287,0.151977,0.151977,0.149546,0.149546,0.149546,0.149546
2162,0.939554,0.0332013,0.143847,0.143847,0.154665,0.154665,0.154665,0.154665
2163,0.938697,0.0286466,0.135748,0.135748,0.159639,0.159639,0.159639,0.159639
2164,0.937899,0.0246245,0.12774,0.12774,0.164449,0.164449,0.164449,0.164449
2165,0.937162,0.021095,0.119883,0.119883,0.169075,0.169075,0.169075,0.169075
2166,0.936489,0.0180179,0.112235,0.112235,0.1735,0.1735,0.1735,0.1735
2167,0.93588,0.0153537,0.104854,0.104854,0.177705,0.177705,0.177705,0.177705
2168,0.935338,0.0130639,0.097793,0.097793,0.181672,0.181672,0.181672,0.181672
2169,0.934864,0.0111112,0.0911056,0.0911056,0.185385,0.185385,0.185385,0.185385
2170,0.93446,0.00945988,0.0848409,0.0848409,0.188829,0.188829,0.188829,0.188829
2171,0.934126,0.00807647,0.0790455,0.0790455,0.19199,0.19199,0.19199,0.19199
2172,0.933864,0.00692963,0.0737625,0.0737625,0.194852,0.194852,0.194852,0.194852
2173,0.933675,0.00599065,0.0690311,0.0690311,0.197406,0.197406,0.197406,0.197406
2174,0.933561,0.0052337,0.0648865,0.0648865,0.199638,0.199638,0.199638,0.199638
2175,0.93352,0.00463605,0.0613598,0.0613598,0.201541,0.201541,0.201541,0.201541
2176,0.933556,0.00417829,0.0584775,0.0584775,0.203106,0.203106,0.203106,0.203106
2177,0.933667,0.00384451,0.0562613,0.0562613,0.204325,0.204325,0.204325,0.204325
2178,0.933854,0.00362244,0.0547282,0.0547282,0.205194,0.205194,0.205194,0.205194
2179,0.934117,0.00350357,0.0538902,0.0538902,0.205708,0.205708,0.205708,0.205708
2180,0.934457,0.00348324,0.0537543,0.0537543,0.205866,0.205866,0.205866,0.205866
2181,0.934872,0.00356068,0.0543222,0.0543222,0.205667,0.205667,0.205667,0.205667
2182,0.935364,0.00373904,0.0555908,0.0555908,0.205111,0.205111,0.205111,0.205111
2183,0.935932,0.00402532,0.0575517,0.0575517,0.204201,0.204201,0.204201,0.204201
2184,0.936574,0.00443039,0.0601914,0.0601914,0.20294,0.20294,0.20294,0.20294
2185,0.937291,0.00496883,0.0634916,0.0634916,0.201335,0.201335,0.201335,0.201335
2186,0.938081,0.00565885,0.067429,0.067429,0.199391,0.199391,0.199391,0.199391
2187,0.938944,0.00652211,0.0719758,0.0719758,0.197118,0.197118,0.197118,0.197118
2188,0.939878,0.00758353,0.0770996,0.0770996,0.194524,0.194524,0.194524,0.194524
2189,0.940882,0.00887111,0.0827638,0.0827638,0.191621,0.191621,0.191621,0.191621
2190,0.941956,0.0104156,0.0889278,0.0889278,0.188421,0.188421,0.188421,0.188421
2191,0.943096,0.0122504,0.0955472,0.0955472,0.184938,0.184938,0.184938,0.184938
2192,0.944302,0.0144109,0.102574,0.102574,0.181186,0.181186,0.181186,0.181186
2193,0.945572,0.0169347,0.109958,0.109958,0.17718,0.17718,0.17718,0.17718
2194,0.946904,0.0198607,0.117645,0.117645,0.172938,0.172938,0.172938,0.172938
2195,0.948297,0.0232292,0.12558,0.12558,0.168477,0.168477,0.168477,0.168477
2196,0.949747,0.0270812,0.133703,0.133703,0.163815,0.163815,0.163815,0.163815
2197,0.951253,0.0314582,0.141957,0.141957,0.15897,0.15897,0.15897,0.15897
2198,0.952813,0.0364016,0.15028,0.15028,0.153963,0.153963,0.153963,0.153963
2199,0.954424,0.0419527,0.15861,0.15861,0.148813,0.148813,0.148813,0.148813
2200,0.956084,0.0481517,0.166887,0.166887,0.143539,0.143539,0.143539,0.143539
2201,0.95779,0.0550379,0.175049,0.175049,0.138163,0.138163,0.138163,0.138163
2202,0.95954,0.0626488,0.183035,0.183035,0.132705,0.132705,0.132705,0.132705
2203,0.961331,0.0710199,0.190784,0.190784,0.127186,0.127186,0.127186,0.127186
2204,0.96316,0.0801845,0.198239,0.198239,0.121624,0.121624,0.121624,0.121624
2205,0.965025,0.090173,0.205342,0.205342,0.116042,0.116042,0.116042,0.116042
2206,0.966923,0.101012,0.21204,0.21204,0.110458,0.110458,0.110458,0.110458
2207,0.968852,0.112727,0.218281,0.218281,0.104891,0.104891,0.104891,0.104891
2208,0.970807,0.125336,0.224015,0.224015,0.0993603,0.0993603,0.0993603,0.0993603
2209,0.972788,0.138855,0.229198,0.229198,0.0938841,0.0938841,0.0938841,0.0938841
2210,0.974789,0.153296,0.233788,0.233788,0.0884796,0.0884796,0.0884796,0.0884796
2211,0.97681,0.168665,0.237746,0.237746,0.0831632,0.0831632,0.0831632,0.0831632
2212,0.978847,0.184964,0.24104,0.24104,0.0779506,0.0779506,0.0779506,0.0779506
2213,0.980896,0.20219,0.24364,0.24364,0.0728564,0.0728564,0.0728564,0.0728564
2214,0.982956,0.220333,0.245523,0.245523,0.0678942,0.0678942,0.0678942,0.0678942
2215,0.985024,0.23938,0.246669,0.246669,0.0630765,0.0630765,0.0630765,0.0630765
2216,0.987096,0.259311,0.247063,0.247063,0.0584146,0.0584146,0.0584146,0.0584146
2217,0.98917,0.280101,0.246697,0.246697,0.0539188,0.0539188,0.0539188,0.0539188
2218,0.991243,0.301718,0.245567,0.245567,0.0495981,0.0495981,0.0495981,0.0495981
2219,0.993313,0.324126,0.243674,0.243674,0.04546,0.04546,0.04546,0.04546
2220,0.995377,0.347283,0.241025,0.241025,0.0415111,0.0415111,0.0415111,0.0415111
2221,0.997433,0.371142,0.237632,0.237632,0.0377566,0.0377566,0.0377566,0.0377566
2222,0.999477,0.39565,0.233512,0.233512,0.0342005,0.0342005,0.0342005,0.0342005
2223,1.00151,0.42075,0.228689,0.228689,0.0308453,0.0308453,0.0308453,0.0308453
2224,1.00352,0.446377,0.223188,0.223188,0.0276926,0.0276926,0.0276926,0.0276926
2225,1.00552,0.472465,0.217043,0.217043,0.0247425,0.0247425,0.0247425,0.0247425
2226,1.0075,0.498941,0.21029,0.21029,0.0219942,0.0219942,0.0219942,0.0219942
2227,1.00945,0.52573,0.20297,0.20297,0.0194456,0.0194456,0.0194456,0.0194456
2228,1.01138,0.552751,0.195128,0.195128,0.0170935,0.0170935,0.0170935,0.0170935
2229,1.01329,0.579922,0.186814,0.186814,0.0149338,0.0149338,0.0149338,0.0149338
2230,1.01516,0.607155,0.17808,0.17808,0.0129613,0.0129613,0.0129613,0.0129613
2231,1.01701,0.634363,0.168981,0.168981,0.0111701,0.0111701,0.0111701,0.0111701
2232,1.01882,0.661453,0.159577,0.159577,0.00955339,0.00955339,0.00955339,0.00955339
2233,1.0206,0.688333,0.149926,0.149926,0.00810355,0.00810355,0.00810355,0.00810355
2234,1.02235,0.714908,0.140094,0.140094,0.00681243,0.00681243,0.00681243,0.00681243
2235,1.02405,0.741085,0.130142,0.130142,0.0056713,0.0056713,0.0056713,0.0056713
2236,1.02573,0.766768,0.120137,0.120137,0.00467097,0.00467097,0.00467097,0.00467097
2237,1.02736,0.791862,0.110145,0.110145,0.00380185,0.00380185,0.00380185,0.00380185
2238,1.02895,0.816273,0.100232,0.100232,0.00305414,0.00305414,0.00305414,0.00305414
2239,1.03051,0.839909,0.0904631,0.0904631,0.00241781,0.00241781,0.00241781,0.00241781
2240,1.03202,0.862678,0.0809041,0.0809041,0.0018828,0.0018828,0.0018828,0.0018828
2241,1.03349,0.884492,0.071619,0.071619,0.00143904,0.00143904,0.00143904,0.00143904
2242,1.03491,0.905265,0.0626701,0.0626701,0.0010766,0.0010766,0.0010766,0.0010766
2243,1.03629,0.924915,0.0541179,0.0541179,0.00078576,0.00078576,0.00078576,0.00078576
2244,1.03763,0.943362,0.0460204,0.0460204,0.000557097,0.000557097,0.000557097,0.000557097
2245,1.03892,0.960532,0.0384327,0.0384327,0.00038159,0.00038159,0.00038159,0.00038159
2246,1.04017,0.976355,0.0314067,0.0314067,0.000250694,0.000250694,0.000250694,0.000250694
2247,1.04137,0.990766,0.0249908,0.0249908,0.000156421,0.000156421,0.000156421,0.000156421
2248,1.04253,1.00371,0.0192294,0.0192294,9.14181e-05,9.14181e-05,9.14181e-05,9.14181e-05
2249,1.04364,1.01512,0.0141628,0.0141628,4.90326e-05,4.90326e-05,4.90326e-05,4.90326e-05
2250,1.04471,1.02496,0.00982655,0.00982655,2.33775e-05,2.33775e-05,2.33775e-05,2.33775e-05
2251,1.04573,1.03319,0.00625165,0.00625165,9.3867e-06,9.3867e-06,9.3867e-06,9.3867e-06
2252,1.0467,1.03976,0.003464,0.003464,2.86368e-06,2.86368e-06,2.86368e-06,2.86368e-06
2253,1.04763,1.04466,0.00148438,0.00148438,5.23379e-07,5.23379e-07,5.23379e-07,5.23379e-07
2254,1.04852,1.04786,0.000328214,0.000328214,2.55101e-08,2.55101e-08,2.55101e-08,2.55101e-08
2255,1.04936,1.04935,5.49117e-06,5.49117e-06,7.13034e-12,7.13034e-12,7.13034e-12,7.13034e-12
2256,1.05016,1.04911,0.00052068,0.00052068,6.41235e-08,6.41235e-08,6.41235e-08,6.41235e-08
2257,1.05091,1.04716,0.00187269,0.00187269,8.31025e-07,8.31025e-07,8.31025e-07,8.31025e-07
2258,1.05162,1.0435,0.00405485,0.00405485,3.90981e-06,3.90981e-06,3.90981e-06,3.90981e-06
2259,1.05229,1.03813,0.00705498,0.00705498,1.18969e-05,1.18969e-05,1.18969e-05,1.18969e-05
2260,1.05292,1.0311,0.0108554,0.0108554,2.8359e-05,2.8359e-05,2.8359e-05,2.8359e-05
2261,1.05351,1.02241,0.0154332,0.0154332,5.78072e-05,5.78072e-05,5.78072e-05,5.78072e-05
2262,1.05406,1.01211,0.0207601,0.0207601,0.000105663,0.000105663,0.000105663,0.000105663
2263,1.05457,1.00025,0.026803,0.026803,0.000178217,0.000178217,0.000178217,0.000178217
2264,1.05504,0.986864,0.0335238,0.0335238,0.000282579,0.000282579,0.000282579,0.000282579
2265,1.05548,0.972012,0.0408799,0.0408799,0.000426618,0.000426618,0.000426618,0.000426618
2266,1.05588,0.955755,0.0488246,0.0488246,0.000618901,0.000618901,0.000618901,0.000618901
2267,1.05625,0.938159,0.0573072,0.0573072,0.000868621,0.000868621,0.000868621,0.000868621
2268,1.05658,0.919294,0.0662732,0.0662732,0.00118552,0.00118552,0.00118552,0.00118552
2269,1.05689,0.899237,0.075665,0.075665,0.0015798,0.0015798,0.0015798,0.0015798
2270,1.05716,0.878067,0.0854223,0.0854223,0.00206205,0.00206205,0.00206205,0.00206205
2271,1.0574,0.855868,0.095482,0.095482,0.00264314,0.00264314,0.00264314,0.00264314
2272,1.05762,0.832727,0.105779,0.105779,0.00333413,0.00333413,0.00333413,0.00333413
2273,1.05781,0.808733,0.116248,0.116248,0.00414616,0.00414616,0.00414616,0.00414616
2274,1.05798,0.78398,0.12682,0.12682,0.00509038,0.00509038,0.00509038,0.00509038
2275,1.05813,0.75856,0.137427,0.137427,0.00617779,0.00617779,0.00617779,0.00617779
2276,1.05825,0.73257,0.148001,0.148001,0.00741921,0.00741921,0.00741921,0.00741921
2277,1.05835,0.706106,0.158473,0.158473,0.00882512,0.00882512,0.00882512,0.00882512
2278,1.05844,0.679263,0.168777,0.168777,0.0104056,0.0104056,0.0104056,0.0104056
2279,1.05851,0.652138,0.178846,0.178846,0.0121701,0.0121701,0.0121701,0.0121701
2280,1.05856,0.624825,0.188615,0.188615,0.0141276,0.0141276,0.0141276,0.0141276
2281,1.05861,0.597421,0.198022,0.198022,0.0162862,0.0162862,0.0162862,0.0162862
2282,1.05864,0.570015,0.207006,0.207006,0.0186533,0.0186533,0.0186533,0.0186533
2283,1.05866,0.542699,0.215512,0.215512,0.0212353,0.0212353,0.0212353,0.0212353
2284,1.05868,0.515559,0.223486,0.223486,0.0240377,0.0240377,0.0240377,0.0240377
2285,1.05869,0.48868,0.230877,0.230877,0.0270649,0.0270649,0.0270649,0.0270649
2286,1.0587,0.462142,0.23764,0.23764,0.0303201,0.0303201,0.0303201,0.0303201
2287,1.05871,0.436023,0.243732,0.243732,0.0338053,0.0338053,0.0338053,0.0338053
2288,1.05872,0.410394,0.249119,0.249119,0.0375214,0.0375214,0.0375214,0.0375214
2289,1.05873,0.385323,0.253767,0.253767,0.0414678,0.0414678,0.0414678,0.0414678
2290,1.05874,0.360873,0.25765,0.25765,0.0456425,0.0456425,0.0456425,0.0456425
2291,1.05876,0.337102,0.260746,0.260746,0.0500424,0.0500424,0.0500424,0.0500424
