t,T+R,N_0,N_1,N_2,N_3,N_4,N_5,N_6
1343,1.4941e-26,6.29976e-27,-1.66229e-27,2.84888e-27,6.19433e-28,1.18317e-27,2.03241e-27,2.51934e-28
1344,4.53105e-26,3.16607e-26,6.88954e-27,-4.15834e-27,1.85476e-27,2.71673e-27,3.58396e-28,-2.7499e-28
1345,4.16302e-26,1.21352e-26,3.39232e-29,1.78911e-26,1.22927e-28,4.18265e-27,2.69669e-27,6.5739e-28
1346,5.5267e-26,4.44634e-26,1.96729e-27,4.31419e-29,1.82186e-27,4.46918e-28,8.38151e-28,1.45343e-28
1347,1.0822e-25,7.99461e-26,1.52863e-26,5.2468e-28,2.29421e-27,3.82841e-27,8.05898e-28,-7.81139e-29
1348,1.21051e-25,8.44426e-26,-2.83055e-27,3.03119e-26,2.11469e-28,2.68956e-27,2.24803e-27,6.89203e-28
1349,2.57073e-25,2.41425e-25,1.19705e-26,-6.30054e-27,2.46763e-27,9.10964e-28,3.52863e-28,-8.43212e-29
1350,4.2702e-25,3.86422e-25,2.05951e-26,1.10311e-26,1.74425e-27,2.68966e-27,7.43795e-28,5.65274e-28
1351,6.90738e-25,6.5948e-25,-4.4714e-27,2.65366e-26,1.08391e-27,1.48508e-27,8.46139e-28,5.89223e-28
1352,1.36116e-24,1.35084e-24,7.60376e-27,-7.35903e-27,1.6184e-27,1.06567e-27,3.72102e-28,6.09178e-28
1353,2.35614e-24,2.3487e-24,-4.24978e-28,1.79275e-27,1.09322e-27,1.2681e-27,4.39351e-28,8.17215e-28
1354,4.45131e-24,4.40681e-24,3.39559e-26,3.09274e-28,8.30372e-28,1.16814e-27,2.68559e-28,1.37474e-27
1355,8.38339e-24,8.09581e-24,8.09037e-26,1.99474e-25,2.66317e-27,4.89898e-28,4.13361e-29,-3.66088e-28
1356,1.53864e-23,1.46105e-23,4.00029e-25,3.47167e-25,2.61546e-27,9.70656e-27,5.38275e-27,8.42858e-27
1357,2.97027e-23,2.69204e-23,1.50524e-24,1.20349e-24,1.28893e-26,1.2022e-26,1.56327e-26,2.60276e-26
1358,5.58888e-23,4.77804e-23,3.54919e-24,4.25741e-24,9.86454e-26,7.41881e-26,7.6377e-26,4.9681e-26
1359,1.04912e-22,8.55676e-23,9.22785e-24,8.91333e-24,2.61421e-25,3.20282e-25,3.04778e-25,3.14364e-25
1360,2.00218e-22,1.52521e-22,2.27633e-23,2.14673e-23,8.59463e-25,8.33898e-25,8.37901e-25,9.30291e-25
1361,3.77023e-22,2.65328e-22,4.9619e-23,5.19787e-23,2.66825e-24,2.52384e-24,2.52922e-24,2.37381e-24
1362,7.0724e-22,4.63612e-22,1.08109e-22,1.07583e-22,6.77298e-24,7.06412e-24,7.05484e-24,7.04152e-24
1363,1.32982e-21,8.02783e-22,2.30462e-22,2.26314e-22,1.74806e-23,1.74617e-23,1.74472e-23,1.78722e-23
1364,2.48002e-21,1.36753e-21,4.67263e-22,4.73585e-22,4.35735e-23,4.29007e-23,4.28997e-23,4.22651e-23
1365,4.59423e-21,2.32254e-21,9.32764e-22,9.33761e-22,1.00557e-22,1.01419e-22,1.01639e-22,1.0155e-22
1366,8.48353e-21,3.91624e-21,1.83206e-21,1.82039e-21,2.27968e-22,2.28454e-22,2.28259e-22,2.30152e-22
1367,1.55469e-20,6.52005e-21,3.5028e-21,3.51373e-21,5.05198e-22,5.0281e-22,5.02403e-22,4.99951e-22
1368,2.8284e-20,1.07844e-20,6.59009e-21,6.59723e-21,1.07678e-21,1.07817e-21,1.07964e-21,1.07773e-21
1369,5.11476e-20,1.77114e-20,1.22312e-20,1.22057e-20,2.24531e-21,2.24857e-21,2.24842e-21,2.257e-21
1370,9.17886e-20,2.87964e-20,2.2305e-20,2.23202e-20,4.5989e-21,4.59356e-21,4.58933e-21,4.58528e-21
1371,1.63427e-19,4.6454e-20,4.00821e-20,4.01071e-20,9.19875e-21,9.19807e-21,9.20165e-21,9.18499e-21
1372,2.88914e-19,7.43748e-20,7.11672e-20,7.11136e-20,1.80461e-20,1.80581e-20,1.80667e-20,1.80878e-20
1373,5.06845e-19,1.18071e-19,1.24675e-19,1.24689e-19,3.48612e-20,3.48523e-20,3.48397e-20,3.4857e-20
1374,8.82039e-19,1.85918e-19,2.15663e-19,2.15738e-19,6.62122e-20,6.61943e-20,6.61831e-20,6.61308e-20
1375,1.52333e-18,2.9049e-19,3.68925e-19,3.68828e-19,1.2374e-19,1.23765e-19,1.23791e-19,1.23795e-19
1376,2.61076e-18,4.50245e-19,6.24054e-19,6.24023e-19,2.28075e-19,2.28087e-19,2.28095e-19,2.28181e-19
1377,4.43932e-18,6.92353e-19,1.04402e-18,1.04423e-18,4.14764e-19,4.14708e-19,4.14661e-19,4.1459e-19
1378,7.49048e-18,1.0564e-18,1.72869e-18,1.72856e-18,7.4423e-19,7.44228e-19,7.44237e-19,7.4414e-19
1379,1.25432e-17,1.59932e-18,2.8338e-18,2.83351e-18,1.31899e-18,1.31909e-18,1.31915e-18,1.31934e-18
1380,2.08444e-17,2.40255e-18,4.59948e-18,4.59996e-18,2.31063e-18,2.3106e-18,2.31056e-18,2.31059e-18
1381,3.43781e-17,3.58157e-18,7.39475e-18,7.39506e-18,4.0019e-18,4.00176e-18,4.0017e-18,4.00134e-18
1382,5.62795e-17,5.29827e-18,1.17797e-17,1.17788e-17,6.85556e-18,6.85564e-18,6.8557e-18,6.85588e-18
1383,9.14577e-17,7.77797e-18,1.85942e-17,1.85942e-17,1.16225e-17,1.16227e-17,1.16227e-17,1.16233e-17
1384,1.47542e-16,1.13318e-17,2.90911e-17,2.90926e-17,1.9507e-17,1.95068e-17,1.95068e-17,1.95062e-17
1385,2.36315e-16,1.63844e-17,4.51229e-17,4.51226e-17,3.24216e-17,3.24213e-17,3.24214e-17,3.24207e-17
1386,3.75827e-16,2.35106e-17,6.93966e-17,6.93946e-17,5.33809e-17,5.33811e-17,5.33812e-17,5.33826e-17
1387,5.93529e-16,3.34822e-17,1.05835e-16,1.05837e-16,8.70934e-17,8.70938e-17,8.70934e-17,8.70942e-17
1388,9.30881e-16,4.73248e-17,1.60089e-16,1.60091e-16,1.40845e-16,1.40844e-16,1.40844e-16,1.40842e-16
1389,1.45008e-15,6.63865e-17,2.40212e-16,2.4021e-16,2.25819e-16,2.25818e-16,2.25819e-16,2.25818e-16
1390,2.24377e-15,9.2425e-17,3.57572e-16,3.57569e-16,3.59049e-16,3.59049e-16,3.59049e-16,3.59054e-16
1391,3.44896e-15,1.27709e-16,5.28098e-16,5.28101e-16,5.66264e-16,5.66265e-16,5.66264e-16,5.66263e-16
1392,5.26707e-15,1.75134e-16,7.73932e-16,7.73935e-16,8.8602e-16,8.86018e-16,8.8602e-16,8.86012e-16
1393,7.99213e-15,2.38356e-16,1.12556e-15,1.12556e-15,1.37566e-15,1.37566e-15,1.37566e-15,1.37566e-15
1394,1.20506e-14,3.21947e-16,1.62459e-15,1.62458e-15,2.11986e-15,2.11986e-15,2.11986e-15,2.11987e-15
1395,1.8057e-14,4.31555e-16,2.32732e-15,2.32733e-15,3.2427e-15,3.2427e-15,3.2427e-15,3.24269e-15
1396,2.68915e-14,5.74076e-16,3.30937e-15,3.30937e-15,4.92468e-15,4.92468e-15,4.92468e-15,4.92466e-15
1397,3.98068e-14,7.57824e-16,4.67128e-15,4.67127e-15,7.42662e-15,7.42661e-15,7.42662e-15,7.42662e-15
1398,5.85748e-14,9.92705e-16,6.5456e-15,6.5456e-15,1.11227e-14,1.11227e-14,1.11227e-14,1.11227e-14
1399,8.56864e-14,1.29035e-15,9.10564e-15,9.10566e-15,1.65462e-14,1.65462e-14,1.65462e-14,1.65462e-14
1400,1.24623e-13,1.66423e-15,1.25759e-14,1.25759e-14,2.44517e-14,2.44517e-14,2.44517e-14,2.44517e-14
1401,1.80222e-13,2.12969e-15,1.72447e-14,1.72447e-14,3.59006e-14,3.59006e-14,3.59006e-14,3.59006e-14
1402,2.59164e-13,2.70398e-15,2.34788e-14,2.34788e-14,5.23755e-14,5.23755e-14,5.23755e-14,5.23756e-14
1403,3.70624e-13,3.40606e-15,3.17406e-14,3.17406e-14,7.59343e-14,7.59343e-14,7.59343e-14,7.59343e-14
1404,5.27135e-13,4.25645e-15,4.26079e-14,4.26079e-14,1.09416e-13,1.09416e-13,1.09416e-13,1.09416e-13
1405,7.45711e-13,5.27688e-15,5.67961e-14,5.6796e-14,1.5671e-13,1.5671e-13,1.5671e-13,1.5671e-13
1406,1.04933e-12,6.48982e-15,7.51824e-14,7.51824e-14,2.2312e-13,2.2312e-13,2.2312e-13,2.2312e-13
1407,1.46887e-12,7.91796e-15,9.88336e-14,9.88337e-14,3.15822e-13,3.15822e-13,3.15822e-13,3.15822e-13
1408,2.04556e-12,9.58356e-15,1.29036e-13,1.29036e-13,4.44477e-13,4.44477e-13,4.44477e-13,4.44477e-13
1409,2.83421e-12,1.15079e-14,1.67325e-13,1.67325e-13,6.22012e-13,6.22012e-13,6.22012e-13,6.22012e-13
1410,3.90724e-12,1.37109e-14,2.15524e-13,2.15524e-13,8.6562e-13,8.6562e-13,8.6562e-13,8.6562e-13
1411,5.35993e-12,1.62106e-14,2.75784e-13,2.75784e-13,1.19804e-12,1.19804e-12,1.19804e-12,1.19804e-12
1412,7.31691e-12,1.90237e-14,3.50627e-13,3.50627e-13,1.64916e-12,1.64916e-12,1.64916e-12,1.64916e-12
1413,9.94041e-12,2.21665e-14,4.43008e-13,4.43008e-13,2.25806e-12,2.25806e-12,2.25806e-12,2.25806e-12
1414,1.34406e-11,2.56566e-14,5.56393e-13,5.56393e-13,3.07553e-12,3.07553e-12,3.07553e-12,3.07553e-12
1415,1.80882e-11,2.95166e-14,6.94869e-13,6.94869e-13,4.16723e-12,4.16723e-12,4.16723e-12,4.16723e-12
1416,2.42306e-11,3.37792e-14,8.63307e-13,8.63307e-13,5.61755e-12,5.61755e-12,5.61755e-12,5.61755e-12
1417,3.2311e-11,3.84952e-14,1.06761e-12,1.06761e-12,7.53433e-12,7.53433e-12,7.53433e-12,7.53433e-12
1418,4.28925e-11,4.37441e-14,1.31506e-12,1.31506e-12,1.00547e-11,1.00547e-11,1.00547e-11,1.00547e-11
1419,5.66869e-11,4.96504e-14,1.61491e-12,1.61491e-12,1.33519e-11,1.33519e-11,1.33519e-11,1.33519e-11
1420,7.45897e-11,5.64051e-14,1.97917e-12,1.97917e-12,1.76437e-11,1.76437e-11,1.76437e-11,1.76437e-11
1421,9.77225e-11,6.42962e-14,2.42381e-12,2.42381e-12,2.32027e-11,2.32027e-11,2.32027e-11,2.32027e-11
1422,1.27484e-10,7.37534e-14,2.97056e-12,2.97056e-12,3.03673e-11,3.03673e-11,3.03673e-11,3.03673e-11
1423,1.65609e-10,8.5412e-14,3.64936e-12,3.64936e-12,3.95563e-11,3.95563e-11,3.95563e-11,3.95563e-11
1424,2.14243e-10,1.00208e-13,4.50192e-12,4.50192e-12,5.12848e-11,5.12848e-11,5.12848e-11,5.12848e-11
1425,2.76022e-10,1.19525e-13,5.58667e-12,5.58667e-12,6.61824e-11,6.61824e-11,6.61824e-11,6.61824e-11
1426,3.54178e-10,1.45409e-13,6.98546e-12,6.98546e-12,8.50153e-11,8.50153e-11,8.50153e-11,8.50153e-11
1427,4.52647e-10,1.80912e-13,8.81284e-12,8.81284e-12,1.0871e-10,1.0871e-10,1.0871e-10,1.0871e-10
1428,5.76211e-10,2.30605e-13,1.12283e-11,1.12283e-11,1.38381e-10,1.38381e-10,1.38381e-10,1.38381e-10
1429,7.30652e-10,3.01371e-13,1.44528e-11,1.44528e-11,1.75361e-10,1.75361e-10,1.75361e-10,1.75361e-10
1430,9.22929e-10,4.036e-13,1.87901e-11,1.87901e-11,2.21236e-10,2.21236e-10,2.21236e-10,2.21236e-10
1431,1.16138e-09,5.52992e-13,2.46549e-11,2.46549e-11,2.7788e-10,2.7788e-10,2.7788e-10,2.7788e-10
1432,1.45598e-09,7.7323e-13,3.26086e-11,3.26086e-11,3.47498e-10,3.47498e-10,3.47498e-10,3.47498e-10
1433,1.81857e-09,1.09993e-12,4.34055e-11,4.34055e-11,4.32664e-10,4.32664e-10,4.32664e-10,4.32664e-10
1434,2.26317e-09,1.58637e-12,5.80504e-11,5.80504e-11,5.3637e-10,5.3637e-10,5.3637e-10,5.3637e-10
1435,2.80634e-09,2.31178e-12,7.78716e-11,7.78715e-11,6.62072e-10,6.62072e-10,6.62072e-10,6.62072e-10
1436,3.46754e-09,3.39311e-12,1.0461e-10,1.0461e-10,8.13733e-10,8.13733e-10,8.13733e-10,8.13733e-10
1437,4.26954e-09,5.00165e-12,1.4053e-10,1.4053e-10,9.95869e-10,9.95869e-10,9.95869e-10,9.95869e-10
1438,5.23889e-09,7.38627e-12,1.88555e-10,1.88555e-10,1.2136e-09,1.2136e-09,1.2136e-09,1.2136e-09
1439,6.40645e-09,1.09054e-11,2.52429e-10,2.52429e-10,1.47267e-09,1.47267e-09,1.47267e-09,1.47267e-09
1440,7.80795e-09,1.60712e-11,3.36911e-10,3.36911e-10,1.77952e-09,1.77952e-09,1.77952e-09,1.77952e-09
1441,9.4846e-09,2.36089e-11,4.48005e-10,4.48005e-10,2.14124e-09,2.14124e-09,2.14124e-09,2.14124e-09
1442,1.14838e-08,3.45371e-11,5.93236e-10,5.93236e-10,2.56569e-09,2.56569e-09,2.56569e-09,2.56569e-09
1443,1.38597e-08,5.02747e-11,7.81962e-10,7.81962e-10,3.06137e-09,3.06137e-09,3.06137e-09,3.06137e-09
1444,1.66744e-08,7.27825e-11,1.02574e-09,1.02574e-09,3.63753e-09,3.63753e-09,3.63753e-09,3.63753e-09
1445,1.99983e-08,1.04749e-10,1.33875e-09,1.33875e-09,4.30401e-09,4.30401e-09,4.30401e-09,4.30401e-09
1446,2.39114e-08,1.4983e-10,1.73825e-09,1.73825e-09,5.07126e-09,5.07126e-09,5.07126e-09,5.07126e-09
1447,2.85042e-08,2.12967e-10,2.24513e-09,2.24513e-09,5.95023e-09,5.95023e-09,5.95023e-09,5.95023e-09
1448,3.38786e-08,3.0078e-10,2.88448e-09,2.88448e-09,6.95221e-09,6.95221e-09,6.95221e-09,6.95221e-09
1449,4.01493e-08,4.22084e-10,3.68623e-09,3.68623e-09,8.08868e-09,8.08868e-09,8.08868e-09,8.08868e-09
1450,4.74449e-08,5.88536e-10,4.68585e-09,4.68585e-09,9.37116e-09,9.37116e-09,9.37116e-09,9.37116e-09
1451,5.59091e-08,8.15444e-10,5.92506e-09,5.92506e-09,1.08109e-08,1.08109e-08,1.08109e-08,1.08109e-08
1452,6.57025e-08,1.12279e-09,7.45261e-09,7.45261e-09,1.24186e-08,1.24186e-08,1.24186e-08,1.24186e-08
1453,7.70034e-08,1.53647e-09,9.32506e-09,9.32506e-09,1.42042e-08,1.42042e-08,1.42042e-08,1.42042e-08
1454,9.00104e-08,2.08989e-09,1.16075e-08,1.16075e-08,1.61764e-08,1.61764e-08,1.61764e-08,1.61764e-08
1455,1.04943e-07,2.82581e-09,1.43744e-08,1.43744e-08,1.83422e-08,1.83422e-08,1.83422e-08,1.83422e-08
1456,1.22045e-07,3.79873e-09,1.77101e-08,1.77101e-08,2.07066e-08,2.07066e-08,2.07066e-08,2.07066e-08
1457,1.41585e-07,5.07765e-09,2.17095e-08,2.17095e-08,2.32722e-08,2.32722e-08,2.32722e-08,2.32722e-08
1458,1.6386e-07,6.74948e-09,2.64785e-08,2.64785e-08,2.60384e-08,2.60384e-08,2.60384e-08,2.60384e-08
1459,1.89197e-07,8.92308e-09,3.21342e-08,3.21342e-08,2.90013e-08,2.90013e-08,2.90013e-08,2.90013e-08
1460,2.17955e-07,1.17341e-08,3.88048e-08,3.88048e-08,3.21527e-08,3.21527e-08,3.21527e-08,3.21527e-08
1461,2.50531e-07,1.53506e-08,4.66292e-08,4.66292e-08,3.54804e-08,3.54804e-08,3.54804e-08,3.54804e-08
1462,2.8736e-07,1.99799e-08,5.57563e-08,5.57563e-08,3.89669e-08,3.89669e-08,3.89669e-08,3.89669e-08
1463,3.28923e-07,2.58764e-08,6.63438e-08,6.63438e-08,4.25897e-08,4.25897e-08,4.25897e-08,4.25897e-08
1464,3.75745e-07,3.33504e-08,7.85562e-08,7.85562e-08,4.63206e-08,4.63206e-08,4.63206e-08,4.63206e-08
1465,4.28407e-07,4.27793e-08,9.25625e-08,9.25625e-08,5.01256e-08,5.01256e-08,5.01256e-08,5.01256e-08
1466,4.87546e-07,5.46191e-08,1.08533e-07,1.08533e-07,5.39652e-08,5.39652e-08,5.39652e-08,5.39652e-08
1467,5.53866e-07,6.94187e-08,1.26636e-07,1.26636e-07,5.7794e-08,5.7794e-08,5.7794e-08,5.7794e-08
1468,6.28141e-07,8.78355e-08,1.4703e-07,1.4703e-07,6.15611e-08,6.15611e-08,6.15611e-08,6.15611e-08
1469,7.11225e-07,1.10653e-07,1.69864e-07,1.69864e-07,6.52107e-08,6.52107e-08,6.52107e-08,6.52107e-08
1470,8.04063e-07,1.38802e-07,1.95265e-07,1.95265e-07,6.86828e-08,6.86828e-08,6.86828e-08,6.86828e-08
1471,9.07699e-07,1.73381e-07,2.23331e-07,2.23331e-07,7.19139e-08,7.19139e-08,7.19139e-08,7.19139e-08
1472,1.02329e-06,2.15683e-07,2.54128e-07,2.54128e-07,7.48384e-08,7.48384e-08,7.48384e-08,7.48384e-08
1473,1.15213e-06,2.67221e-07,2.87673e-07,2.87673e-07,7.73898e-08,7.73898e-08,7.73898e-08,7.73898e-08
1474,1.29563e-06,3.29761e-07,3.23928e-07,3.23928e-07,7.95024e-08,7.95024e-08,7.95024e-08,7.95024e-08
1475,1.45538e-06,4.0535e-07,3.62791e-07,3.62791e-07,8.1113e-08,8.1113e-08,8.1113e-08,8.1113e-08
1476,1.63317e-06,4.96355e-07,4.04081e-07,4.04081e-07,8.21633e-08,8.21633e-08,8.21633e-08,8.21633e-08
1477,1.83096e-06,6.05501e-07,4.47529e-07,4.47529e-07,8.26014e-08,8.26014e-08,8.26014e-08,8.26014e-08
1478,2.05098e-06,7.35907e-07,4.92765e-07,4.92765e-07,8.23847e-08,8.23847e-08,8.23847e-08,8.23847e-08
1479,2.29568e-06,8.91133e-07,5.39312e-07,5.39312e-07,8.14814e-08,8.14814e-08,8.14814e-08,8.14814e-08
1480,2.56786e-06,1.07522e-06,5.86574e-07,5.86574e-07,7.98733e-08,7.98733e-08,7.98733e-08,7.98733e-08
1481,2.87063e-06,1.29274e-06,6.33832e-07,6.33832e-07,7.75576e-08,7.75576e-08,7.75576e-08,7.75576e-08
1482,3.2075e-06,1.54883e-06,6.80237e-07,6.80237e-07,7.45482e-08,7.45482e-08,7.45482e-08,7.45482e-08
1483,3.58241e-06,1.84927e-06,7.24813e-07,7.24813e-07,7.08776e-08,7.08776e-08,7.08776e-08,7.08776e-08
1484,3.99979e-06,2.20048e-06,7.66461e-07,7.66461e-07,6.65972e-08,6.65972e-08,6.65972e-08,6.65972e-08
1485,4.46466e-06,2.60962e-06,8.03967e-07,8.03967e-07,6.17776e-08,6.17776e-08,6.17776e-08,6.17776e-08
1486,4.98265e-06,3.08458e-06,8.36022e-07,8.36022e-07,5.65081e-08,5.65081e-08,5.65081e-08,5.65081e-08
1487,5.56013e-06,3.63406e-06,8.61247e-07,8.61247e-07,5.08951e-08,5.08951e-08,5.08951e-08,5.08951e-08
1488,6.20428e-06,4.26758e-06,8.78229e-07,8.78229e-07,4.50596e-08,4.50596e-08,4.50596e-08,4.50596e-08
1489,6.92319e-06,4.99553e-06,8.85562e-07,8.85562e-07,3.91338e-08,3.91338e-08,3.91338e-08,3.91338e-08
1490,7.72603e-06,5.82918e-06,8.81911e-07,8.81911e-07,3.3257e-08,3.3257e-08,3.3257e-08,3.3257e-08
1491,8.62311e-06,6.78067e-06,8.66082e-07,8.66082e-07,2.75696e-08,2.75696e-08,2.75696e-08,2.75696e-08
1492,9.62609e-06,7.86305e-06,8.37105e-07,8.37105e-07,2.22075e-08,2.22075e-08,2.22075e-08,2.22075e-08
1493,1.07481e-05,9.09025e-06,7.94343e-07,7.94343e-07,1.72949e-08,1.72949e-08,1.72949e-08,1.72949e-08
1494,1.2004e-05,1.04771e-05,7.37608e-07,7.37608e-07,1.29371e-08,1.29371e-08,1.29371e-08,1.29371e-08
1495,1.34106e-05,1.20391e-05,6.67301e-07,6.67301e-07,9.21351e-09,9.21351e-09,9.21351e-09,9.21351e-09
1496,1.49865e-05,1.37927e-05,5.84569e-07,5.84569e-07,6.17088e-09,6.17088e-09,6.17088e-09,6.17088e-09
1497,1.67532e-05,1.5755e-05,4.91483e-07,4.91483e-07,3.81834e-09,3.81834e-09,3.81834e-09,3.81834e-09
1498,1.87345e-05,1.79435e-05,3.91233e-07,3.91233e-07,2.12418e-09,2.12418e-09,2.12418e-09,2.12418e-09
1499,2.09572e-05,2.03764e-05,2.88346e-07,2.88346e-07,1.01597e-09,1.01597e-09,1.01597e-09,1.01597e-09
1500,2.34516e-05,2.30722e-05,1.88919e-07,1.88919e-07,3.8512e-10,3.8512e-10,3.8512e-10,3.8512e-10
1501,2.62514e-05,2.60493e-05,1.00867e-07,1.00867e-07,9.72285e-11,9.72285e-11,9.72285e-11,9.72285e-11
1502,2.93948e-05,2.93264e-05,3.41964e-08,3.41964e-08,9.92538e-12,9.92538e-12,9.92538e-12,9.92538e-12
1503,3.29243e-05,3.29217e-05,1.27637e-09,1.27637e-09,1.23161e-14,1.23161e-14,1.23161e-14,1.23161e-14
1504,3.68874e-05,3.68531e-05,1.7132e-08,1.7132e-08,1.98197e-12,1.98197e-12,1.98197e-12,1.98197e-12
1505,4.13373e-05,4.11376e-05,9.97361e-08,9.97361e-08,6.01701e-11,6.01701e-11,6.01701e-11,6.01701e-11
1506,4.63334e-05,4.57912e-05,2.70304e-07,2.70304e-07,3.97006e-10,3.97006e-10,3.97006e-10,3.97006e-10
1507,5.19418e-05,5.08286e-05,5.53583e-07,5.53583e-07,1.5e-09,1.5e-09,1.5e-09,1.5e-09
1508,5.82359e-05,5.62627e-05,9.78133e-07,9.78133e-07,4.23028e-09,4.23028e-09,4.23028e-09,4.23028e-09
1509,6.52974e-05,6.21044e-05,1.57658e-06,1.57658e-06,9.95557e-09,9.95557e-09,9.95557e-09,9.95557e-09
1510,7.3217e-05,6.83624e-05,2.38587e-06,2.38587e-06,2.07107e-08,2.07107e-08,2.07107e-08,2.07107e-08
1511,8.20947e-05,7.50423e-05,3.44745e-06,3.44745e-06,3.93884e-08,3.93884e-08,3.93884e-08,3.93884e-08
1512,9.20415e-05,8.21468e-05,4.80743e-06,4.80743e-06,6.99644e-08,6.99644e-08,6.99644e-08,6.99644e-08
1513,0.00010318,8.96752e-05,6.5167e-06,6.5167e-06,1.17758e-07,1.17758e-07,1.17758e-07,1.17758e-07
1514,0.000115643,9.76226e-05,8.63097e-06,8.63097e-06,1.89732e-07,1.89732e-07,1.89732e-07,1.89732e-07
1515,0.000129581,0.00010598,1.12108e-05,1.12108e-05,2.94837e-07,2.94837e-07,2.94837e-07,2.94837e-07
1516,0.000145155,0.000114735,1.43213e-05,1.43213e-05,4.44396e-07,4.44396e-07,4.44396e-07,4.44396e-07
1517,0.000162542,0.000123868,1.80322e-05,1.80322e-05,6.52538e-07,6.52538e-07,6.52538e-07,6.52538e-07
1518,0.000181937,0.000133356,2.24173e-05,2.24173e-05,9.3668e-07,9.3668e-07,9.3668e-07,9.3668e-07
1519,0.000203552,0.000143171,2.75544e-05,2.75544e-05,1.31805e-06,1.31805e-06,1.31805e-06,1.31805e-06
1520,0.000227616,0.000153278,3.35244e-05,3.35244e-05,1.82228e-06,1.82228e-06,1.82228e-06,1.82228e-06
1521,0.00025438,0.000163638,4.04108e-05,4.04108e-05,2.48e-06,2.48e-06,2.48e-06,2.48e-06
1522,0.000284114,0.000174206,4.8299e-05,4.8299e-05,3.32754e-06,3.32754e-06,3.32754e-06,3.32754e-06
1523,0.000317112,0.000184931,5.72753e-05,5.72753e-05,4.40765e-06,4.40765e-06,4.40765e-06,4.40765e-06
1524,0.00035369,0.000195757,6.74261e-05,6.74261e-05,5.7702e-06,5.7702e-06,5.7702e-06,5.7702e-06
1525,0.000394187,0.000206622,7.88362e-05,7.88362e-05,7.47304e-06,7.47304e-06,7.47304e-06,7.47304e-06
1526,0.000438968,0.000217461,9.1588e-05,9.1588e-05,9.58279e-06,9.58279e-06,9.58279e-06,9.58279e-06
1527,0.000488425,0.000228202,0.00010576,0.00010576,1.21757e-05,1.21757e-05,1.21757e-05,1.21757e-05
1528,0.000542975,0.000238771,0.000121425,0.000121425,1.53383e-05,1.53383e-05,1.53383e-05,1.53383e-05
1529,0.000603064,0.00024909,0.00013865,0.00013865,1.91688e-05,1.91688e-05,1.91688e-05,1.91688e-05
1530,0.000669166,0.000259078,0.00015749,0.00015749,2.37773e-05,2.37773e-05,2.37773e-05,2.37773e-05
1531,0.000741784,0.000268652,0.000177992,0.000177992,2.9287e-05,2.9287e-05,2.9287e-05,2.9287e-05
1532,0.000821449,0.000277728,0.000200191,0.000200191,3.58349e-05,3.58349e-05,3.58349e-05,3.58349e-05
1533,0.000908724,0.000286224,0.000224105,0.000224105,4.35724e-05,4.35724e-05,4.35724e-05,4.35724e-05
1534,0.0010042,0.000294056,0.000249739,0.000249739,5.26663e-05,5.26663e-05,5.26663e-05,5.26663e-05
1535,0.0011085,0.000301144,0.000277079,0.000277079,6.32992e-05,6.32992e-05,6.32992e-05,6.32992e-05
1536,0.00122227,0.000307409,0.00030609,0.00030609,7.56699e-05,7.56699e-05,7.56699e-05,7.56699e-05
1537,0.00134619,0.00031278,0.000336718,0.000336718,8.99939e-05,8.99939e-05,8.99939e-05,8.99939e-05
1538,0.00148097,0.000317188,0.000368885,0.000368885,0.000106504,0.000106504,0.000106504,0.000106504
1539,0.00162735,0.000320573,0.000402492,0.000402492,0.000125448,0.000125448,0.000125448,0.000125448
1540,0.00178609,0.000322882,0.000437413,0.000437413,0.000147094,0.000147094,0.000147094,0.000147094
1541,0.00195796,0.000324071,0.000473498,0.000473498,0.000171724,0.000171724,0.000171724,0.000171724
1542,0.0021438,0.000324106,0.000510572,0.000510572,0.000199637,0.000199637,0.000199637,0.000199637
1543,0.00234442,0.000322965,0.000548433,0.000548433,0.000231146,0.000231146,0.000231146,0.000231146
1544,0.00256067,0.000320636,0.000586857,0.000586857,0.00026658,0.00026658,0.00026658,0.00026658
1545,0.00279343,0.000317122,0.000625596,0.000625596,0.000306279,0.000306279,0.000306279,0.000306279
1546,0.00304358,0.000312435,0.000664378,0.000664378,0.000350597,0.000350597,0.000350597,0.000350597
1547,0.00331201,0.000306604,0.000702914,0.000702914,0.000399894,0.000399894,0.000399894,0.000399894
1548,0.00359962,0.00029967,0.000740897,0.000740897,0.00045454,0.00045454,0.00045454,0.00045454
1549,0.00390733,0.000291686,0.000778004,0.000778004,0.000514909,0.000514909,0.000514909,0.000514909
1550,0.00423604,0.00028272,0.000813907,0.000813907,0.000581377,0.000581377,0.000581377,0.000581377
1551,0.00458667,0.000272851,0.000848269,0.000848269,0.000654319,0.000654319,0.000654319,0.000654319
1552,0.0049601,0.00026217,0.000880755,0.000880755,0.000734105,0.000734105,0.000734105,0.000734105
1553,0.00535724,0.000250778,0.000911034,0.000911034,0.000821099,0.000821099,0.000821099,0.000821099
1554,0.00577896,0.000238784,0.000938789,0.000938789,0.00091565,0.00091565,0.00091565,0.00091565
1555,0.00622613,0.000226307,0.000963721,0.000963721,0.00101809,0.00101809,0.00101809,0.00101809
1556,0.00669957,0.00021347,0.000985558,0.000985558,0.00112875,0.00112875,0.00112875,0.00112875
1557,0.0072001,0.0002004,0.00100406,0.00100406,0.00124789,0.00124789,0.00124789,0.00124789
