t,T+R,N_0,N_1
0,1,1.01492e-23,1.13617e-42
10,1,1.0147e-23,6.95158e-36
20,1,1.01506e-23,2.1845e-33
30,1,1.01519e-23,4.54968e-33
40,1,1.01371e-23,1.0156e-31
50,1,1.01175e-23,1.69994e-30
60,1,1.0118e-23,1.62966e-30
70,1,1.01166e-23,2.57493e-31
80,1,1.0103e-23,8.95382e-31
90,1,1.01041e-23,2.88162e-30
100,1,1.00993e-23,1.11617e-29
110,1,1.00977e-23,1.93624e-29
120,1,1.01152e-23,1.78022e-29
130,0.999957,1.01065e-23,2.51237e-29
140,0.996416,1.02545e-23,5.37853e-28
150,0.970495,4.18314e-23,1.46966e-23
160,1.25224,5.38077e-20,7.13698e-20
170,0.735573,7.56784e-17,1.03521e-16
180,2.13625,3.91207e-14,5.5348e-14
190,1.2508,8.61631e-12,1.27204e-11
200,0.464768,9.09164e-10,1.41233e-09
210,0.106022,5.02755e-08,8.29233e-08
220,0.115166,1.56184e-06,2.76253e-06
230,0.0990154,2.87441e-05,5.51442e-05
240,0.104535,0.00032602,0.00068738
250,0.128158,0.00234423,0.00551499
260,0.158387,0.0109046,0.0290945
270,0.259642,0.033437,0.102485
280,0.439373,0.0698692,0.244632
290,0.640047,0.107734,0.405923
300,0.766033,0.141272,0.496012
310,0.806024,0.175055,0.500436
320,0.820242,0.201231,0.486826
330,0.850302,0.212739,0.504963
340,0.899473,0.221367,0.54619
350,0.944861,0.235783,0.57897
360,0.971849,0.249171,0.595034
370,0.982888,0.256656,0.601322
380,0.985742,0.25909,0.604382
390,0.987401,0.258249,0.609256
400,0.990486,0.25711,0.615515
410,0.993895,0.256685,0.621055
420,0.996078,0.256859,0.624459
430,0.996489,0.256976,0.625872
440,0.995773,0.256717,0.626285
450,0.994833,0.256155,0.626565
460,0.994204,0.25557,0.627008
470,0.993911,0.255143,0.627494
480,0.993745,0.254904,0.627821
490,0.993538,0.254769,0.627927
500,0.993266,0.254661,0.627885
600,0.992404,0.254243,0.627643
700,0.992396,0.254244,0.627623
800,0.992397,0.254245,0.627623
900,0.992397,0.254245,0.627623
1000,0.992397,0.254245,0.627623
1100,0.992397,0.254245,0.627623
1200,0.992397,0.254245,0.627623
1300,0.992397,0.254245,0.627623
1400,0.992397,0.254245,0.627623
1500,0.992397,0.254245,0.627623
1600,0.992397,0.254245,0.627623
1700,0.992397,0.254245,0.627623
1800,0.992397,0.254245,0.627623
1900,0.992397,0.254245,0.627623
2000,0.992397,0.254245,0.627623
2100,0.992397,0.254245,0.627623
2200,0.992397,0.254245,0.627623
2300,0.992397,0.254245,0.627623
2400,0.992397,0.254245,0.627623
2500,0.992397,0.254245,0.627623
2600,0.992397,0.254245,0.627623
2700,0.992397,0.254245,0.627623
2800,0.992397,0.254245,0.627623
2900,0.992397,0.254245,0.627623
3000,0.992397,0.254245,0.627623
3100,0.992397,0.254245,0.627623
3200,0.992397,0.254245,0.627623
3300,0.992397,0.254245,0.627623
3400,0.992397,0.254245,0.627623
3500,0.992397,0.254245,0.627623
3600,0.992397,0.254245,0.627623
3700,0.992397,0.254245,0.627623
3800,0.992397,0.254245,0.627623
3900,0.992397,0.254245,0.627623
4000,0.992397,0.254245,0.627623
4100,0.992397,0.254245,0.627623
4200,0.992397,0.254245,0.627623
4300,0.992397,0.254245,0.627623
4400,0.992397,0.254245,0.627623
4500,0.992397,0.254245,0.627623
4600,0.992397,0.254245,0.627623
4700,0.992397,0.254245,0.627623
4800,0.992397,0.254245,0.627623
4900,0.992397,0.254245,0.627623
5000,0.992397,0.254245,0.627623
5100,0.992397,0.254245,0.627623
5200,0.992397,0.254245,0.627623
5300,0.992397,0.254245,0.627623
5400,0.992397,0.254245,0.627623
5500,0.992397,0.254245,0.627623
5600,0.992397,0.254245,0.627623
5700,0.992397,0.254245,0.627623
5800,0.992397,0.254245,0.627623
5900,0.992397,0.254245,0.627623
6000,0.992397,0.254245,0.627623
6100,0.992397,0.254245,0.627623
6200,0.992397,0.254245,0.627623
6300,0.992397,0.254245,0.627623
6400,0.992397,0.254245,0.627623
6500,0.992397,0.254245,0.627623
6600,0.992397,0.254245,0.627623
6700,0.992397,0.254245,0.627623
6800,0.992397,0.254245,0.627623
6900,0.992397,0.254245,0.627623
7000,0.992397,0.254245,0.627623
7100,0.992397,0.254245,0.627623
7200,0.992397,0.254245,0.627623
7300,0.992397,0.254245,0.627623
7400,0.992397,0.254245,0.627623
7500,0.992397,0.254245,0.627623
7600,0.992397,0.254245,0.627623
7700,0.992397,0.254245,0.627623
7800,0.992397,0.254245,0.627623
7900,0.992397,0.254245,0.627623
8000,0.992397,0.254245,0.627623
8100,0.992397,0.254245,0.627623
8200,0.992397,0.254245,0.627623
8300,0.992397,0.254245,0.627623
8400,0.992397,0.254245,0.627623
