t,T+R,N_0,N_1,N_2
0,1,1.01492e-23,1.13616e-42,3.74283e-48
10,1,1.01478e-23,2.51604e-36,2.64979e-37
20,1,1.01595e-23,1.33222e-33,3.07593e-34
30,1,1.01504e-23,3.80177e-33,7.25957e-34
40,1,1.01324e-23,1.07631e-31,1.06805e-33
50,1,1.01121e-23,1.28879e-30,1.22147e-31
60,1,1.01084e-23,1.09954e-30,2.24296e-31
70,1,1.01124e-23,5.0119e-31,2.088e-32
80,1,1.01018e-23,1.24872e-30,2.95677e-31
90,1,1.01071e-23,2.23477e-30,1.61189e-30
100,1,1.01111e-23,2.26661e-30,4.86434e-30
110,1,1.01072e-23,1.69388e-30,1.34256e-29
120,1,1.01237e-23,8.03718e-31,1.27311e-29
130,0.999957,1.01213e-23,1.77916e-30,1.196e-29
140,0.996442,1.02992e-23,4.98013e-27,5.31692e-27
150,0.970798,5.25254e-23,1.02305e-22,1.07905e-22
160,1.25422,7.15255e-20,4.68317e-19,5.03713e-19
170,0.735349,8.17032e-17,6.26503e-16,6.92601e-16
180,2.11431,3.25523e-14,3.00181e-13,3.43692e-13
190,1.2938,5.05873e-12,5.98419e-11,7.14901e-11
200,0.430183,3.31833e-10,5.55526e-09,6.97493e-09
210,0.115518,9.39007e-09,2.61479e-07,3.47484e-07
220,0.127791,1.13524e-07,6.64861e-06,9.41652e-06
230,0.080273,1.17727e-06,9.55614e-05,0.000145213
240,0.121575,3.48802e-05,0.000800095,0.00131293
250,0.123105,0.000665768,0.00397228,0.00709254
260,0.163424,0.00640419,0.011831,0.0233757
270,0.227771,0.0348761,0.0216017,0.0502883
280,0.35107,0.117944,0.0260787,0.0865117
290,0.562346,0.268112,0.025847,0.148856
300,0.820598,0.442588,0.0292686,0.230312
310,1.00532,0.573764,0.0381838,0.274218
320,1.06957,0.63735,0.042825,0.268205
330,1.07412,0.657107,0.0389498,0.252875
340,1.05963,0.650147,0.0344018,0.244704
350,1.03209,0.626991,0.0327364,0.236295
360,1.00585,0.605664,0.031438,0.227379
370,0.989073,0.591611,0.0298093,0.221892
380,0.981892,0.5837,0.0287921,0.220483
390,0.982628,0.582061,0.0282676,0.221497
400,0.986448,0.583921,0.0278623,0.223076
410,0.99076,0.586854,0.027446,0.224869
420,0.994113,0.589111,0.027175,0.226702
430,0.995964,0.590338,0.0270758,0.22809
440,0.996265,0.590638,0.027048,0.228795
450,0.995565,0.590285,0.0270403,0.22903
460,0.994503,0.589594,0.0270707,0.229057
470,0.993524,0.58892,0.027135,0.228974
480,0.992801,0.588448,0.0272013,0.228826
490,0.992393,0.588211,0.0272512,0.228687
