t,T+R,N_0,N_1,N_2,N_3
0,1,6.00054e-24,1.31818e-41,6.10347e-47,2.87545e-52
10,1,6.01511e-24,3.24099e-33,2.06873e-34,1.85529e-35
20,1,6.03736e-24,2.35537e-32,4.47002e-33,1.56196e-33
30,1,6.14963e-24,2.07451e-32,1.74833e-33,5.2089e-33
40,1,5.97435e-24,1.22774e-30,6.92519e-32,5.78985e-32
50,1,5.97881e-24,1.13214e-30,2.94793e-32,1.1149e-31
60,1,6.00618e-24,9.25473e-31,2.15557e-31,2.35689e-31
70,1,5.94149e-24,1.01902e-30,8.3121e-31,2.53545e-30
80,1,5.96078e-24,1.78902e-29,1.56154e-30,1.93003e-29
90,1,5.96572e-24,1.19194e-28,5.39993e-30,5.68535e-29
100,1,5.98125e-24,4.82798e-29,1.71287e-29,5.97853e-29
110,1,5.95373e-24,3.10754e-29,1.44105e-29,3.02618e-30
120,1,5.96577e-24,1.67335e-29,9.63092e-30,4.35556e-29
130,0.999999,5.97835e-24,3.64001e-28,1.81099e-27,1.43064e-27
140,0.999824,1.43473e-23,2.82095e-23,1.07084e-22,1.04162e-22
150,1.01389,2.55667e-20,2.72417e-19,1.11976e-18,1.09985e-18
160,1.13558,4.44761e-17,5.75178e-16,2.6608e-15,2.6682e-15
170,1.77371,2.1039e-14,3.48251e-13,1.90584e-12,1.97331e-12
180,2.16701,3.36834e-12,7.17647e-11,4.9926e-10,5.4053e-10
190,1.92507,3.43491e-10,5.53146e-09,5.45088e-08,6.25883e-08
200,11.4928,3.9471e-08,1.67513e-07,2.69964e-06,3.34273e-06
210,1.22591,2.74473e-06,2.75713e-06,6.36021e-05,8.68255e-05
220,2.09076,8.92869e-05,7.63684e-05,0.000720562,0.00112575
230,7.48174,0.0014013,0.00191873,0.00378588,0.00741325
240,4.8289,0.0110557,0.0231146,0.00818979,0.0275898
250,2.00742,0.0439963,0.139369,0.00524148,0.0893916
260,2.69169,0.0803478,0.470998,0.000362423,0.303115
270,2.04385,0.0408282,0.970809,0.00309466,0.653963
280,2.45585,0.0673502,1.18224,0.0282935,0.746008
290,2.16241,0.584655,0.776913,0.0692004,0.497201
300,1.84315,1.04898,0.362021,0.0753059,0.246279
310,0.995997,0.56121,0.168103,0.0444586,0.13869
320,0.540415,0.209725,0.0933578,0.0648271,0.134486
330,0.959649,0.43818,0.174222,0.120616,0.202399
340,0.80167,0.424874,0.117448,0.12531,0.121692
350,0.764737,0.372066,0.184051,0.103565,0.0974761
360,0.93312,0.488641,0.229143,0.0993151,0.112216
370,0.930284,0.542589,0.191883,0.0954648,0.0981248
380,0.949909,0.505979,0.213925,0.106643,0.122208
390,1.03062,0.568658,0.213686,0.12314,0.124508
400,0.987423,0.537985,0.21532,0.118514,0.115239
410,0.982546,0.533408,0.221205,0.112705,0.115042
420,0.98975,0.544872,0.216098,0.111685,0.116986
430,0.970383,0.531727,0.20956,0.112589,0.116449
440,0.986853,0.536115,0.215586,0.115513,0.119607
450,0.986239,0.539957,0.21417,0.115328,0.116767
460,0.980877,0.53552,0.215749,0.113381,0.116218
470,0.983408,0.537767,0.215199,0.113308,0.117129
480,0.98282,0.53796,0.213791,0.113828,0.117237
490,0.98223,0.536146,0.214361,0.114277,0.117445
500,0.984375,0.537837,0.214947,0.11433,0.117259
600,0.982973,0.537194,0.214646,0.113993,0.11714
700,0.982988,0.537226,0.214639,0.11398,0.117143
800,0.982987,0.537226,0.214639,0.113979,0.117143
900,0.982987,0.537226,0.214639,0.113978,0.117143
1000,0.982987,0.537226,0.214639,0.113978,0.117143
1100,0.982987,0.537226,0.214639,0.113978,0.117143
1200,0.982987,0.537226,0.214639,0.113978,0.117143
1300,0.982987,0.537226,0.214639,0.113978,0.117143
1400,0.982987,0.537226,0.214639,0.113978,0.117143
1500,0.982987,0.537226,0.214639,0.113978,0.117143
1600,0.982987,0.537226,0.214639,0.113978,0.117143
1700,0.982987,0.537226,0.214639,0.113978,0.117143
1800,0.982987,0.537226,0.214639,0.113978,0.117143
1900,0.982987,0.537226,0.214639,0.113978,0.117143
2000,0.982987,0.537226,0.214639,0.113978,0.117143
2100,0.982987,0.537226,0.214639,0.113978,0.117143
2200,0.982987,0.537226,0.214639,0.113978,0.117143
2300,0.982987,0.537226,0.214639,0.113978,0.117143
2400,0.982987,0.537226,0.214639,0.113978,0.117143
2500,0.982987,0.537226,0.214639,0.113978,0.117143
2600,0.982987,0.537226,0.214639,0.113978,0.117143
2700,0.982987,0.537226,0.214639,0.113978,0.117143
2800,0.982987,0.537226,0.214639,0.113978,0.117143
2900,0.982987,0.537226,0.214639,0.113978,0.117143
3000,0.982987,0.537226,0.214639,0.113978,0.117143
3100,0.982987,0.537226,0.214639,0.113978,0.117143
3200,0.982987,0.537226,0.214639,0.113978,0.117143
3300,0.982987,0.537226,0.214639,0.113978,0.117143
3400,0.982987,0.537226,0.214639,0.113978,0.117143
3500,0.982987,0.537226,0.214639,0.113978,0.117143
3600,0.982987,0.537226,0.214639,0.113978,0.117143
3700,0.982987,0.537226,0.214639,0.113978,0.117143
3800,0.982987,0.537226,0.214639,0.113978,0.117143
3900,0.982987,0.537226,0.214639,0.113978,0.117143
4000,0.982987,0.537226,0.214639,0.113978,0.117143
4100,0.982987,0.537226,0.214639,0.113978,0.117143
4200,0.982987,0.537226,0.214639,0.113978,0.117143
4300,0.982987,0.537226,0.214639,0.113978,0.117143
4400,0.982987,0.537226,0.214639,0.113978,0.117143
4500,0.982987,0.537226,0.214639,0.113978,0.117143
4600,0.982987,0.537226,0.214639,0.113978,0.117143
4700,0.982987,0.537226,0.214639,0.113978,0.117143
4800,0.982987,0.537226,0.214639,0.113978,0.117143
4900,0.982987,0.537226,0.214639,0.113978,0.117143
5000,0.982987,0.537226,0.214639,0.113978,0.117143
5100,0.982987,0.537226,0.214639,0.113978,0.117143
5200,0.982987,0.537226,0.214639,0.113978,0.117143
5300,0.982987,0.537226,0.214639,0.113978,0.117143
5400,0.982987,0.537226,0.214639,0.113978,0.117143
5500,0.982987,0.537226,0.214639,0.113978,0.117143
5600,0.982987,0.537226,0.214639,0.113978,0.117143
5700,0.982987,0.537226,0.214639,0.113978,0.117143
5800,0.982987,0.537226,0.214639,0.113978,0.117143
5900,0.982987,0.537226,0.214639,0.113978,0.117143
6000,0.982987,0.537226,0.214639,0.113978,0.117143
6100,0.982987,0.537226,0.214639,0.113978,0.117143
6200,0.982987,0.537226,0.214639,0.113978,0.117143
6300,0.982987,0.537226,0.214639,0.113978,0.117143
6400,0.982987,0.537226,0.214639,0.113978,0.117143
6500,0.982987,0.537226,0.214639,0.113978,0.117143
6600,0.982987,0.537226,0.214639,0.113978,0.117143
6700,0.982987,0.537226,0.214639,0.113978,0.117143
6800,0.982987,0.537226,0.214639,0.113978,0.117143
6900,0.982987,0.537226,0.214639,0.113978,0.117143
7000,0.982987,0.537226,0.214639,0.113978,0.117143
7100,0.982987,0.537226,0.214639,0.113978,0.117143
7200,0.982987,0.537226,0.214639,0.113978,0.117143
7300,0.982987,0.537226,0.214639,0.113978,0.117143
7400,0.982987,0.537226,0.214639,0.113978,0.117143
7500,0.982987,0.537226,0.214639,0.113978,0.117143
7600,0.982987,0.537226,0.214639,0.113978,0.117143
7700,0.982987,0.537226,0.214639,0.113978,0.117143
7800,0.982987,0.537226,0.214639,0.113978,0.117143
7900,0.982987,0.537226,0.214639,0.113978,0.117143
8000,0.982987,0.537226,0.214639,0.113978,0.117143
8100,0.982987,0.537226,0.214639,0.113978,0.117143
8200,0.982987,0.537226,0.214639,0.113978,0.117143
8300,0.982987,0.537226,0.214639,0.113978,0.117143
8400,0.982987,0.537226,0.214639,0.113978,0.117143
