t,T+R,N_0,N_1
0,1,1.6644e-23,4.11123e-43
10,1,1.66063e-23,8.85389e-36
20,1,1.6556e-23,1.33251e-33
30,1,1.65559e-23,3.71642e-33
40,1,1.65616e-23,3.53846e-32
50,1,1.6535e-23,9.42193e-31
60,1,1.64635e-23,2.44717e-30
70,1,1.64732e-23,1.48933e-30
80,1,1.65175e-23,4.13008e-31
90,1,1.65092e-23,1.96059e-31
100,1,1.64758e-23,1.76902e-30
110,1,1.64997e-23,6.31827e-30
120,1,1.65405e-23,1.23066e-29
130,1.00021,1.65215e-23,1.4453e-29
140,1.00603,1.65597e-23,2.60255e-28
150,1.05712,3.49086e-23,4.469e-24
160,0.684841,1.84016e-20,2.42075e-20
170,1.8941,2.84361e-17,3.87548e-17
180,1.13175,1.59866e-14,2.25212e-14
190,0.49542,3.77898e-12,5.54938e-12
200,0.0777051,4.23641e-10,6.53175e-10
210,0.0891925,2.47079e-08,4.02954e-08
220,0.0842131,8.05924e-07,1.40098e-06
230,0.102578,1.55486e-05,2.9035e-05
240,0.135626,0.000185181,0.000374144
250,0.166359,0.00140677,0.00308905
260,0.223784,0.007007,0.0166603
270,0.328689,0.0236243,0.0593106
280,0.496543,0.0568585,0.140094
290,0.689244,0.106639,0.221972
300,0.839731,0.169832,0.247809
310,0.937488,0.232842,0.225732
320,1.0009,0.270685,0.205125
330,1.03334,0.281025,0.193828
340,1.04326,0.279333,0.184813
350,1.04036,0.27071,0.180369
360,1.03073,0.260284,0.178508
370,1.01989,0.251329,0.178522
380,1.01019,0.24463,0.179602
390,1.00294,0.240449,0.181156
400,0.998152,0.238267,0.18271
410,0.995471,0.237525,0.184
420,0.994282,0.237648,0.184887
430,0.994031,0.238182,0.185384
440,0.994277,0.23883,0.18556
450,0.994715,0.239408,0.185522
460,0.995171,0.239846,0.18537
470,0.995557,0.240131,0.185182
480,0.995843,0.240287,0.185009
490,0.996034,0.240349,0.184876
500,0.996148,0.240354,0.18479
600,0.996134,0.240195,0.184809
700,0.996137,0.240201,0.184803
800,0.996136,0.240201,0.184803
900,0.996136,0.240201,0.184803
1000,0.996136,0.240201,0.184803
1100,0.996136,0.240201,0.184803
1200,0.996136,0.240201,0.184803
1300,0.996136,0.240201,0.184803
1400,0.996136,0.240201,0.184803
1500,0.996136,0.240201,0.184803
1600,0.996136,0.240201,0.184803
1700,0.996136,0.240201,0.184803
1800,0.996136,0.240201,0.184803
1900,0.996136,0.240201,0.184803
2000,0.996136,0.240201,0.184803
2100,0.996136,0.240201,0.184803
2200,0.996136,0.240201,0.184803
2300,0.996136,0.240201,0.184803
2400,0.996136,0.240201,0.184803
2500,0.996136,0.240201,0.184803
2600,0.996136,0.240201,0.184803
2700,0.996136,0.240201,0.184803
2800,0.996136,0.240201,0.184803
2900,0.996136,0.240201,0.184803
3000,0.996136,0.240201,0.184803
3100,0.996136,0.240201,0.184803
3200,0.996136,0.240201,0.184803
3300,0.996136,0.240201,0.184803
3400,0.996136,0.240201,0.184803
3500,0.996136,0.240201,0.184803
3600,0.996136,0.240201,0.184803
3700,0.996136,0.240201,0.184803
3800,0.996136,0.240201,0.184803
3900,0.996136,0.240201,0.184803
4000,0.996136,0.240201,0.184803
4100,0.996136,0.240201,0.184803
4200,0.996136,0.240201,0.184803
4300,0.996136,0.240201,0.184803
4400,0.996136,0.240201,0.184803
4500,0.996136,0.240201,0.184803
4600,0.996136,0.240201,0.184803
4700,0.996136,0.240201,0.184803
4800,0.996136,0.240201,0.184803
4900,0.996136,0.240201,0.184803
5000,0.996136,0.240201,0.184803
5100,0.996136,0.240201,0.184803
5200,0.996136,0.240201,0.184803
5300,0.996136,0.240201,0.184803
5400,0.996136,0.240201,0.184803
5500,0.996136,0.240201,0.184803
5600,0.996136,0.240201,0.184803
5700,0.996136,0.240201,0.184803
5800,0.996136,0.240201,0.184803
5900,0.996136,0.240201,0.184803
6000,0.996136,0.240201,0.184803
6100,0.996136,0.240201,0.184803
6200,0.996136,0.240201,0.184803
6300,0.996136,0.240201,0.184803
6400,0.996136,0.240201,0.184803
6500,0.996136,0.240201,0.184803
6600,0.996136,0.240201,0.184803
6700,0.996136,0.240201,0.184803
6800,0.996136,0.240201,0.184803
6900,0.996136,0.240201,0.184803
7000,0.996136,0.240201,0.184803
7100,0.996136,0.240201,0.184803
7200,0.996136,0.240201,0.184803
7300,0.996136,0.240201,0.184803
7400,0.996136,0.240201,0.184803
7500,0.996136,0.240201,0.184803
7600,0.996136,0.240201,0.184803
7700,0.996136,0.240201,0.184803
7800,0.996136,0.240201,0.184803
7900,0.996136,0.240201,0.184803
8000,0.996136,0.240201,0.184803
8100,0.996136,0.240201,0.184803
8200,0.996136,0.240201,0.184803
8300,0.996136,0.240201,0.184803
8400,0.996136,0.240201,0.184803
