t,T+R,N_0,N_1,N_2,N_3
0,1,1.36648e-21,1.0317e-39,4.12152e-45,1.37751e-50
10,1,1.36422e-21,4.57492e-34,1.6294e-35,3.12217e-36
20,1,1.36396e-21,4.43756e-33,1.28005e-33,6.28206e-34
30,1,1.36431e-21,9.46713e-33,4.62736e-33,7.50671e-33
40,1,1.36437e-21,1.7029e-32,5.67989e-33,2.11229e-32
50,1,1.3656e-21,1.57307e-31,3.45052e-32,1.24822e-31
60,1,1.36645e-21,8.68597e-31,1.86224e-31,4.35485e-31
70,1,1.36766e-21,4.41551e-31,1.1056e-31,2.81041e-31
80,1,1.36707e-21,7.08187e-31,1.89228e-31,6.12273e-31
90,1,1.36741e-21,1.37168e-30,1.0655e-31,9.01891e-30
100,1,1.36499e-21,4.51023e-29,8.07518e-31,1.72684e-29
110,1.00003,1.36541e-21,1.7031e-28,5.25375e-31,6.81007e-30
120,1.00919,1.36462e-21,7.56975e-29,8.04865e-31,8.32203e-30
130,0.853208,1.36386e-21,2.55272e-29,1.4354e-30,2.24336e-29
140,0.334165,1.36197e-21,1.25443e-28,1.69146e-28,1.38097e-28
150,0.0538913,1.34227e-21,1.87998e-24,7.55128e-24,6.54918e-24
160,0.0596128,8.44033e-22,1.33419e-20,5.81685e-20,5.15598e-20
170,0.151445,3.82805e-19,2.17593e-17,1.01062e-16,9.13134e-17
180,0.570947,1.48278e-16,9.80911e-15,4.78566e-14,4.39637e-14
190,1.21099,2.98941e-14,1.42664e-12,7.07959e-12,6.5717e-12
200,1.18829,3.14971e-12,7.70926e-11,3.66661e-10,3.39795e-10
210,0.878208,1.3714e-10,1.82036e-09,7.58813e-09,6.86545e-09
220,1.05483,2.60232e-09,2.23911e-08,7.34502e-08,6.21758e-08
230,0.965494,2.39431e-08,1.57201e-07,3.66765e-07,2.6745e-07
240,1.00455,1.12289e-07,6.18284e-07,9.62435e-07,5.21168e-07
250,0.996267,2.79005e-07,1.27185e-06,1.30992e-06,4.86083e-07
260,0.991377,4.00875e-07,1.22662e-06,8.41294e-07,6.87584e-07
270,0.995391,4.37126e-07,6.91677e-07,2.06381e-07,1.16188e-06
280,0.994234,5.15751e-07,8.03201e-07,1.29848e-07,6.06477e-07
