t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2,Norm_L0,Norm_L1
2466,0.813516,-117.099,0.0932419,-13.4214,0.0932419,-13.4214,0.813516,0.1864838
2467,0.835252,-120.572,0.0823738,-11.891,0.0823738,-11.891,0.835252,0.1647476
2468,0.855904,-123.906,0.0720482,-10.4302,0.0720482,-10.4302,0.855904,0.1440964
2469,0.8754,-127.09,0.0623001,-9.04467,0.0623001,-9.04467,0.8754,0.1246002
2470,0.893675,-130.111,0.0531627,-7.74001,0.0531627,-7.74001,0.893675,0.1063254
2471,0.910666,-132.96,0.0446669,-6.52148,0.0446669,-6.52148,0.910666,0.0893338
2472,0.926317,-135.626,0.0368415,-5.3941,0.0368415,-5.3941,0.926317,0.073683
2473,0.940574,-138.1,0.029713,-4.3626,0.029713,-4.3626,0.940574,0.059426
2474,0.953389,-140.373,0.0233056,-3.43141,0.0233056,-3.43141,0.953389,0.0466112
2475,0.964718,-142.437,0.017641,-2.60461,0.017641,-2.60461,0.964718,0.035282
2476,0.974523,-144.284,0.0127384,-1.88599,0.0127384,-1.88599,0.974523,0.0254768
2477,0.982771,-145.908,0.00861438,-1.27894,0.00861438,-1.27894,0.982771,0.01722876
2478,0.989434,-147.302,0.00528302,-0.78651,0.00528302,-0.78651,0.989434,0.01056604
2479,0.994489,-148.461,0.00275557,-0.411363,0.00275557,-0.411363,0.994489,0.00551114
2480,0.997919,-149.381,0.00104059,-0.155768,0.00104059,-0.155768,0.997919,0.00208118
2481,0.999712,-150.058,0.000143889,-0.021598,0.000143889,-0.021598,0.999712,0.000287778
2482,0.999863,-150.489,6.85173E-05,-0.0103125,6.85173E-05,-0.0103125,0.999863,0.0001370346
2483,0.998371,-150.671,0.000814726,-0.122956,0.000814726,-0.122956,0.998371,0.001629452
2484,0.99524,-150.604,0.00237999,-0.360151,0.00237999,-0.360151,0.99524,0.00475998
2485,0.990482,-150.288,0.00475899,-0.72209,0.00475899,-0.72209,0.990482,0.00951798
2486,0.984113,-149.722,0.00794368,-1.20854,0.00794368,-1.20854,0.984113,0.01588736
2487,0.976154,-148.907,0.0119232,-1.81883,0.0119232,-1.81883,0.976154,0.0238464
2488,0.966632,-147.848,0.0166842,-2.55187,0.0166842,-2.55187,0.966632,0.0333684
2489,0.955579,-146.545,0.0222104,-3.40613,0.0222104,-3.40613,0.955579,0.0444208
2490,0.943034,-145.003,0.0284832,-4.37965,0.0284832,-4.37965,0.943034,0.0569664
2491,0.929038,-143.228,0.0354812,-5.47005,0.0354812,-5.47005,0.929038,0.0709624
2492,0.913639,-141.224,0.0431807,-6.67455,0.0431807,-6.67455,0.913639,0.0863614
2493,0.896889,-138.997,0.0515556,-7.98994,0.0515556,-7.98994,0.896889,0.1031112
2494,0.878845,-136.556,0.0605776,-9.41263,0.0605776,-9.41263,0.878845,0.1211552
2495,0.859568,-133.908,0.0702161,-10.9386,0.0702161,-10.9386,0.859568,0.1404322
2496,0.839123,-131.062,0.0804383,-12.5636,0.0804383,-12.5636,0.839123,0.1608766
2497,0.817581,-128.026,0.0912097,-14.2827,0.0912097,-14.2827,0.817581,0.1824194
2498,0.795013,-124.813,0.102494,-16.091,0.102494,-16.091,0.795013,0.204988
2499,0.771496,-121.431,0.114252,-17.9829,0.114252,-17.9829,0.771496,0.228504
2500,0.74711,-117.893,0.126445,-19.9529,0.126445,-19.9529,0.74711,0.25289
2501,0.721938,-114.211,0.139031,-21.9948,0.139031,-21.9948,0.721938,0.278062
2502,0.696065,-110.398,0.151967,-24.1024,0.151967,-24.1024,0.696065,0.303934
2503,0.669579,-106.466,0.165211,-26.2691,0.165211,-26.2691,0.669579,0.330422
2504,0.642569,-102.428,0.178715,-28.4881,0.178715,-28.4881,0.642569,0.35743
2505,0.615127,-98.3004,0.192436,-30.7523,0.192436,-30.7523,0.615127,0.384872
2506,0.587347,-94.096,0.206327,-33.0546,0.206327,-33.0546,0.587347,0.412654
2507,0.559321,-89.8297,0.220339,-35.3876,0.220339,-35.3876,0.559321,0.440678
2508,0.531146,-85.5168,0.234427,-37.7438,0.234427,-37.7438,0.531146,0.468854
2509,0.502917,-81.1725,0.248542,-40.1155,0.248542,-40.1155,0.502917,0.497084
2510,0.474729,-76.8121,0.262636,-42.495,0.262636,-42.495,0.474729,0.525272
2511,0.446678,-72.4514,0.276661,-44.8746,0.276661,-44.8746,0.446678,0.553322
2512,0.418859,-68.1059,0.29057,-47.2463,0.29057,-47.2463,0.418859,0.58114
2513,0.391367,-63.7913,0.304317,-49.6025,0.304317,-49.6025,0.391367,0.608634
2514,0.364294,-59.5233,0.317853,-51.9351,0.317853,-51.9351,0.364294,0.635706
2515,0.337733,-55.3175,0.331134,-54.2366,0.331134,-54.2366,0.337733,0.662268
2516,0.311773,-51.1892,0.344113,-56.499,0.344113,-56.499,0.311773,0.688226
2517,0.286503,-47.1536,0.356749,-58.715,0.356749,-58.715,0.286503,0.713498
2518,0.262007,-43.2258,0.368996,-60.8768,0.368996,-60.8768,0.262007,0.737992
2519,0.23837,-39.4205,0.380815,-62.9773,0.380815,-62.9773,0.23837,0.76163
2520,0.215671,-35.7519,0.392164,-65.0092,0.392164,-65.0092,0.215671,0.784328
2521,0.193988,-32.234,0.403006,-66.9656,0.403006,-66.9656,0.193988,0.806012
2522,0.173393,-28.8803,0.413304,-68.8397,0.413304,-68.8397,0.173393,0.826608
2523,0.153957,-25.7036,0.423022,-70.6251,0.423022,-70.6251,0.153957,0.846044
2524,0.135745,-22.7166,0.432128,-72.3155,0.432128,-72.3155,0.135745,0.864256
2525,0.118819,-19.9308,0.44059,-73.9051,0.44059,-73.9051,0.118819,0.88118
2526,0.103237,-17.3576,0.448382,-75.3882,0.448382,-75.3882,0.103237,0.896764
2527,0.0890511,-15.0075,0.455474,-76.7596,0.455474,-76.7596,0.0890511,0.910948
2528,0.0763099,-12.8902,0.461845,-78.0145,0.461845,-78.0145,0.0763099,0.92369
2529,0.0650562,-11.0147,0.467472,-79.1482,0.467472,-79.1482,0.0650562,0.934944
2530,0.0553284,-9.38939,0.472336,-80.1567,0.472336,-80.1567,0.0553284,0.944672
2531,0.0471594,-8.02154,0.47642,-81.0362,0.47642,-81.0362,0.0471594,0.95284
2532,0.0405769,-6.91775,0.479712,-81.7836,0.479712,-81.7836,0.0405769,0.959424
2533,0.0356032,-6.08371,0.482198,-82.3959,0.482198,-82.3959,0.0356032,0.964396
2534,0.0322551,-5.52419,0.483872,-82.8707,0.483872,-82.8707,0.0322551,0.967744
2535,0.030544,-5.24305,0.484728,-83.2062,0.484728,-83.2062,0.030544,0.969456
2536,0.0304758,-5.2432,0.484762,-83.4008,0.484762,-83.4008,0.0304758,0.969524
2537,0.0320506,-5.5266,0.483975,-83.4536,0.483975,-83.4536,0.0320506,0.96795
2538,0.035263,-6.09425,0.482368,-83.3642,0.482368,-83.3642,0.035263,0.964736
2539,0.0401023,-6.94616,0.479949,-83.1324,0.479949,-83.1324,0.0401023,0.959898
2540,0.0465521,-8.08138,0.476724,-82.7587,0.476724,-82.7587,0.0465521,0.953448
2541,0.0545903,-9.49797,0.472705,-82.2442,0.472705,-82.2442,0.0545903,0.94541
2542,0.0641898,-11.193,0.467905,-81.5903,0.467905,-81.5903,0.0641898,0.93581
2543,0.0753181,-13.1626,0.462341,-80.7989,0.462341,-80.7989,0.0753181,0.924682
2544,0.0879375,-15.402,0.456031,-79.8724,0.456031,-79.8724,0.0879375,0.912062
2545,0.102005,-17.9052,0.448997,-78.8138,0.448997,-78.8138,0.102005,0.897994
2546,0.117473,-20.6657,0.441263,-77.6265,0.441263,-77.6265,0.117473,0.882526
2547,0.134289,-23.6757,0.432855,-76.3141,0.432855,-76.3141,0.134289,0.86571
2548,0.152397,-26.9268,0.423802,-74.881,0.423802,-74.881,0.152397,0.847604
2549,0.171734,-30.4095,0.414133,-73.332,0.414133,-73.332,0.171734,0.828266
2550,0.192235,-34.1136,0.403882,-71.672,0.403882,-71.672,0.192235,0.807764
2551,0.213831,-38.028,0.393084,-69.9067,0.393084,-69.9067,0.213831,0.786168
2552,0.236448,-42.141,0.381776,-68.0419,0.381776,-68.0419,0.236448,0.763552
2553,0.260011,-46.44,0.369995,-66.084,0.369995,-66.084,0.260011,0.73999
2554,0.284438,-50.9117,0.357781,-64.0394,0.357781,-64.0394,0.284438,0.715562
2555,0.309647,-55.5423,0.345176,-61.9153,0.345176,-61.9153,0.309647,0.690352
2556,0.335553,-60.3172,0.332224,-59.7187,0.332224,-59.7187,0.335553,0.664448
2557,0.362068,-65.2215,0.318966,-57.4573,0.318966,-57.4573,0.362068,0.637932
2558,0.389101,-70.2395,0.305449,-55.1389,0.305449,-55.1389,0.389101,0.610898
2559,0.416562,-75.3553,0.291719,-52.7713,0.291719,-52.7713,0.416562,0.583438
2560,0.444358,-80.5524,0.277821,-50.363,0.277821,-50.363,0.444358,0.555642
2561,0.472393,-85.8141,0.263804,-47.9221,0.263804,-47.9221,0.472393,0.527608
2562,0.500573,-91.1232,0.249714,-45.4573,0.249714,-45.4573,0.500573,0.499428
2563,0.528803,-96.4626,0.235599,-42.9772,0.235599,-42.9772,0.528803,0.471198
2564,0.556986,-101.815,0.221507,-40.4905,0.221507,-40.4905,0.556986,0.443014
2565,0.585027,-107.162,0.207486,-38.0061,0.207486,-38.0061,0.585027,0.414972
2566,0.612832,-112.487,0.193584,-35.5327,0.193584,-35.5327,0.612832,0.387168
2567,0.640305,-117.771,0.179847,-33.0793,0.179847,-33.0793,0.640305,0.359694
2568,0.667355,-122.998,0.166323,-30.6544,0.166323,-30.6544,0.667355,0.332646
2569,0.693888,-128.15,0.153056,-28.267,0.153056,-28.267,0.693888,0.306112
2570,0.719815,-133.209,0.140092,-25.9255,0.140092,-25.9255,0.719815,0.280184
2571,0.745049,-138.159,0.127476,-23.6386,0.127476,-23.6386,0.745049,0.254952
2572,0.769503,-142.983,0.115249,-21.4145,0.115249,-21.4145,0.769503,0.230498
2573,0.793095,-147.664,0.103453,-19.2615,0.103453,-19.2615,0.793095,0.206906
2574,0.815745,-152.187,0.0921277,-17.1875,0.0921277,-17.1875,0.815745,0.1842554
2575,0.837375,-156.536,0.0813124,-15.2002,0.0813124,-15.2002,0.837375,0.1626248
2576,0.857914,-160.696,0.0710432,-13.3071,0.0710432,-13.3071,0.857914,0.1420864
2577,0.87729,-164.653,0.061355,-11.5153,0.061355,-11.5153,0.87729,0.12271
2578,0.895439,-168.393,0.0522806,-9.83173,0.0522806,-9.83173,0.895439,0.1045612
2579,0.912298,-171.904,0.0438508,-8.2628,0.0438508,-8.2628,0.912298,0.0877016
2580,0.927812,-175.173,0.0360942,-6.81466,0.0360942,-6.81466,0.927812,0.0721884
2581,0.941926,-178.188,0.029037,-5.49305,0.029037,-5.49305,0.941926,0.058074
2582,0.954594,-180.939,0.0227032,-4.30329,0.0227032,-4.30329,0.954594,0.0454064
2583,0.965772,-183.416,0.0171142,-3.25028,0.0171142,-3.25028,0.965772,0.0342284
2584,0.975422,-185.611,0.0122891,-2.33846,0.0122891,-2.33846,0.975422,0.0245782
2585,0.983512,-187.514,0.00824406,-1.57179,0.00824406,-1.57179,0.983512,0.01648812
2586,0.990014,-189.12,0.00499291,-0.953785,0.00499291,-0.953785,0.990014,0.00998582
2587,0.994907,-190.423,0.00254666,-0.487423,0.00254666,-0.487423,0.994907,0.00509332
2588,0.998173,-191.416,0.00091358,-0.175194,0.00091358,-0.175194,0.998173,0.00182716
2589,0.999802,-192.097,9.92207E-05,-0.0190638,9.92207E-05,-0.0190638,0.999802,0.0001984414
2590,0.999787,-192.463,0.000106338,-0.0204704,0.000106338,-0.0204704,0.999787,0.000212676
2591,0.99813,-192.511,0.000934907,-0.180317,0.000934907,-0.180317,0.99813,0.001869814
2592,0.994836,-192.241,0.00258212,-0.498966,0.00258212,-0.498966,0.994836,0.00516424
2593,0.989915,-191.653,0.00504239,-0.976238,0.00504239,-0.976238,0.989915,0.01008478
2594,0.983385,-190.75,0.00830739,-1.61141,0.00830739,-1.61141,0.983385,0.01661478
2595,0.975268,-189.532,0.012366,-2.4032,0.012366,-2.4032,0.975268,0.024732
2596,0.965591,-188.005,0.0172046,-3.34981,0.0172046,-3.34981,0.965591,0.0344092
2597,0.954387,-186.172,0.0228066,-4.44888,0.0228066,-4.44888,0.954387,0.0456132
2598,0.941694,-184.04,0.0291531,-5.69754,0.0291531,-5.69754,0.941694,0.0583062
2599,0.927555,-181.615,0.0362226,-7.09238,0.0362226,-7.09238,0.927555,0.0724452
2600,0.912018,-178.905,0.0439912,-8.62947,0.0439912,-8.62947,0.912018,0.0879824
2601,0.895135,-175.919,0.0524324,-10.3044,0.0524324,-10.3044,0.895135,0.1048648
2602,0.876965,-172.666,0.0615177,-12.1123,0.0615177,-12.1123,0.876965,0.1230354
2603,0.857568,-169.158,0.0712162,-14.0477,0.0712162,-14.0477,0.857568,0.1424324
2604,0.83701,-165.407,0.0814952,-16.1047,0.0814952,-16.1047,0.83701,0.1629904
2605,0.815361,-161.423,0.0923196,-18.2773,0.0923196,-18.2773,0.815361,0.1846392
2606,0.792694,-157.223,0.103653,-20.5585,0.103653,-20.5585,0.792694,0.207306
2607,0.769086,-152.818,0.115457,-22.9413,0.115457,-22.9413,0.769086,0.230914
2608,0.744618,-148.225,0.127691,-25.4184,0.127691,-25.4184,0.744618,0.255382
2609,0.719372,-143.458,0.140314,-27.9817,0.140314,-27.9817,0.719372,0.280628
2610,0.693433,-138.535,0.153283,-30.6232,0.153283,-30.6232,0.693433,0.306566
2611,0.66689,-133.472,0.166555,-33.3345,0.166555,-33.3345,0.66689,0.33311
2612,0.639833,-128.287,0.180084,-36.1068,0.180084,-36.1068,0.639833,0.360168
2613,0.612353,-122.996,0.193824,-38.9312,0.193824,-38.9312,0.612353,0.387648
2614,0.584543,-117.62,0.207728,-41.7984,0.207728,-41.7984,0.584543,0.415456
2615,0.556499,-112.176,0.221751,-44.6993,0.221751,-44.6993,0.556499,0.443502
2616,0.528314,-106.683,0.235843,-47.6243,0.235843,-47.6243,0.528314,0.471686
2617,0.500084,-101.161,0.249958,-50.5637,0.249958,-50.5637,0.500084,0.499916
2618,0.471906,-95.6295,0.264047,-53.5079,0.264047,-53.5079,0.471906,0.528094
2619,0.443874,-90.107,0.278063,-56.4471,0.278063,-56.4471,0.443874,0.556126
2620,0.416084,-84.6135,0.291958,-59.3717,0.291958,-59.3717,0.416084,0.583916
2621,0.388629,-79.1684,0.305685,-62.2718,0.305685,-62.2718,0.388629,0.61137
2622,0.361604,-73.7913,0.319198,-65.1377,0.319198,-65.1377,0.361604,0.638396
2623,0.335099,-68.5012,0.332451,-67.9598,0.332451,-67.9598,0.335099,0.664902
2624,0.309204,-63.3172,0.345398,-70.7287,0.345398,-70.7287,0.309204,0.690796
2625,0.284008,-58.258,0.357996,-73.435,0.357996,-73.435,0.284008,0.715992
2626,0.259595,-53.3418,0.370202,-76.0696,0.370202,-76.0696,0.259595,0.740404
2627,0.236049,-48.5867,0.381976,-78.6234,0.381976,-78.6234,0.236049,0.763952
2628,0.213448,-44.0099,0.393276,-81.0878,0.393276,-81.0878,0.213448,0.786552
2629,0.191871,-39.6284,0.404065,-83.4544,0.404065,-83.4544,0.191871,0.80813
2630,0.171389,-35.4583,0.414306,-85.715,0.414306,-85.715,0.171389,0.828612
2631,0.152073,-31.5154,0.423964,-87.8618,0.423964,-87.8618,0.152073,0.847928
2632,0.133987,-27.8143,0.433006,-89.8875,0.433006,-89.8875,0.133987,0.866012
2633,0.117194,-24.3691,0.441403,-91.785,0.441403,-91.785,0.117194,0.882806
2634,0.101749,-21.1932,0.449125,-93.5476,0.449125,-93.5476,0.101749,0.89825
2635,0.0877065,-18.2988,0.456147,-95.1693,0.456147,-95.1693,0.0877065,0.912294
2636,0.0751126,-15.6975,0.462444,-96.6442,0.462444,-96.6442,0.0751126,0.924888
2637,0.0640105,-13.3996,0.467995,-97.9672,0.467995,-97.9672,0.0640105,0.93599
2638,0.0544377,-11.4146,0.472781,-99.1335,0.472781,-99.1335,0.0544377,0.945562
2639,0.0464268,-9.75095,0.476787,-100.139,0.476787,-100.139,0.0464268,0.953574
2640,0.0400048,-8.41602,0.479998,-100.98,0.479998,-100.98,0.0400048,0.959996
2641,0.0351935,-7.41604,0.482403,-101.653,0.482403,-101.653,0.0351935,0.964806
2642,0.0320093,-6.75612,0.483995,-102.156,0.483995,-102.156,0.0320093,0.96799
2643,0.030463,-6.44026,0.484769,-102.486,0.484769,-102.486,0.030463,0.969538
2644,0.0305597,-6.47124,0.48472,-102.643,0.48472,-102.643,0.0305597,0.96944
2645,0.0322992,-6.85072,0.48385,-102.626,0.48385,-102.626,0.0322992,0.9677
2646,0.0356755,-7.57912,0.482162,-102.433,0.482162,-102.433,0.0356755,0.964324
2647,0.0406773,-8.65569,0.479661,-102.067,0.479661,-102.067,0.0406773,0.959322
2648,0.0472875,-10.0785,0.476356,-101.527,0.476356,-101.527,0.0472875,0.952712
2649,0.0554837,-11.8444,0.472258,-100.815,0.472258,-100.815,0.0554837,0.944516
2650,0.0652383,-13.9491,0.467381,-99.9341,0.467381,-99.9341,0.0652383,0.934762
2651,0.076518,-16.387,0.461741,-98.8859,0.461741,-98.8859,0.076518,0.923482
2652,0.0892847,-19.1516,0.455358,-97.6742,0.455358,-97.6742,0.0892847,0.910716
2653,0.103495,-22.235,0.448252,-96.3029,0.448252,-96.3029,0.103495,0.896504
2654,0.119101,-25.6283,0.44045,-94.7764,0.44045,-94.7764,0.119101,0.8809
2655,0.136049,-29.3215,0.431975,-93.0997,0.431975,-93.0997,0.136049,0.86395
2656,0.154283,-33.3036,0.422859,-91.2784,0.422859,-91.2784,0.154283,0.845718
2657,0.17374,-37.5624,0.41313,-89.3184,0.41313,-89.3184,0.17374,0.82626
2658,0.194354,-42.085,0.402823,-87.2263,0.402823,-87.2263,0.194354,0.805646
2659,0.216056,-46.8573,0.391972,-85.0092,0.391972,-85.0092,0.216056,0.783944
2660,0.238772,-51.8644,0.380614,-82.6744,0.380614,-82.6744,0.238772,0.761228
2661,0.262425,-57.0905,0.368788,-80.2298,0.368788,-80.2298,0.262425,0.737576
2662,0.286934,-62.5191,0.356533,-77.6838,0.356533,-77.6838,0.286934,0.713066
2663,0.312217,-68.1329,0.343892,-75.045,0.343892,-75.045,0.312217,0.687784
2664,0.338188,-73.9138,0.330906,-72.3223,0.330906,-72.3223,0.338188,0.661812
2665,0.364759,-79.8434,0.317621,-69.5251,0.317621,-69.5251,0.364759,0.635242
2666,0.39184,-85.9024,0.30408,-66.663,0.30408,-66.663,0.39184,0.60816
2667,0.419338,-92.071,0.290331,-63.7458,0.290331,-63.7458,0.419338,0.580662
2668,0.447162,-98.3293,0.276419,-60.7835,0.276419,-60.7835,0.447162,0.552838
2669,0.475216,-104.657,0.262392,-57.7865,0.262392,-57.7865,0.475216,0.524784
2670,0.503405,-111.032,0.248297,-54.765,0.248297,-54.765,0.503405,0.496594
2671,0.531635,-117.435,0.234183,-51.7297,0.234183,-51.7297,0.531635,0.468366
2672,0.559808,-123.844,0.220096,-48.6911,0.220096,-48.6911,0.559808,0.440192
2673,0.58783,-130.238,0.206085,-45.6598,0.206085,-45.6598,0.58783,0.41217
2674,0.615606,-136.596,0.192197,-42.6464,0.192197,-42.6464,0.615606,0.384394
2675,0.643041,-142.896,0.17848,-39.6616,0.17848,-39.6616,0.643041,0.35696
2676,0.670042,-149.117,0.164979,-36.7159,0.164979,-36.7159,0.670042,0.329958
2677,0.696519,-155.239,0.151741,-33.8198,0.151741,-33.8198,0.696519,0.303482
2678,0.72238,-161.241,0.13881,-30.9834,0.13881,-30.9834,0.72238,0.27762
2679,0.74754,-167.102,0.12623,-28.217,0.12623,-28.217,0.74754,0.25246
2680,0.771911,-172.803,0.114045,-25.5305,0.114045,-25.5305,0.771911,0.22809
2681,0.795412,-178.325,0.102294,-22.9335,0.102294,-22.9335,0.795412,0.204588
2682,0.817963,-183.648,0.0910187,-20.4354,0.0910187,-20.4354,0.817963,0.1820374
2683,0.839487,-188.755,0.0802565,-18.0453,0.0802565,-18.0453,0.839487,0.160513
2684,0.859912,-193.628,0.0700441,-15.772,0.0700441,-15.772,0.859912,0.1400882
2685,0.879168,-198.25,0.0604161,-13.6237,0.0604161,-13.6237,0.879168,0.1208322
2686,0.89719,-202.606,0.051405,-11.6084,0.051405,-11.6084,0.89719,0.10281
2687,0.913917,-206.68,0.0430415,-9.73372,0.0430415,-9.73372,0.913917,0.086083
2688,0.929292,-210.458,0.0353539,-8.00665,0.0353539,-8.00665,0.929292,0.0707078
2689,0.943263,-213.927,0.0283683,-6.43379,0.0283683,-6.43379,0.943263,0.0567366
2690,0.955783,-217.076,0.0221083,-5.0212,0.0221083,-5.0212,0.955783,0.0442166
2691,0.96681,-219.892,0.0165952,-3.77443,0.0165952,-3.77443,0.96681,0.0331904
2692,0.976305,-222.366,0.0118476,-2.69846,0.0118476,-2.69846,0.976305,0.0236952
2693,0.984237,-224.489,0.00788173,-1.7977,0.00788173,-1.7977,0.984237,0.01576346
2694,0.990578,-226.254,0.00471091,-1.076,0.00471091,-1.076,0.990578,0.00942182
2695,0.995308,-227.654,0.00234594,-0.536579,0.00234594,-0.536579,0.995308,0.00469188
2696,0.99841,-228.683,0.000794823,-0.182052,0.000794823,-0.182052,0.99841,0.001589646
2697,0.999874,-229.338,6.28285E-05,-0.0144108,6.28285E-05,-0.0144108,0.999874,0.000125657
2698,0.999695,-229.616,0.000152434,-0.0350121,0.000152434,-0.0350121,0.999695,0.000304868
2699,0.997873,-229.516,0.00106334,-0.244573,0.00106334,-0.244573,0.997873,0.00212668
2700,0.994415,-229.037,0.00279245,-0.643166,0.00279245,-0.643166,0.994415,0.0055849
2701,0.989332,-228.181,0.00533391,-1.23022,0.00533391,-1.23022,0.989332,0.01066782
2702,0.982642,-226.949,0.00867909,-2.00451,0.00867909,-2.00451,0.982642,0.01735818
2703,0.974367,-225.347,0.0128167,-2.96418,0.0128167,-2.96418,0.974367,0.0256334
2704,0.964535,-223.378,0.0177326,-4.10672,0.0177326,-4.10672,0.964535,0.0354652
2705,0.953179,-221.049,0.0234103,-5.42901,0.0234103,-5.42901,0.953179,0.0468206
2706,0.940339,-218.368,0.0298304,-6.92729,0.0298304,-6.92729,0.940339,0.0596608
2707,0.926058,-215.343,0.0369711,-8.59718,0.0369711,-8.59718,0.926058,0.0739422
2708,0.910383,-211.984,0.0448084,-10.4337,0.0448084,-10.4337,0.910383,0.0896168
2709,0.893369,-208.303,0.0533156,-12.4314,0.0533156,-12.4314,0.893369,0.1066312
2710,0.875072,-204.311,0.0624639,-14.584,0.0624639,-14.584,0.875072,0.1249278
2711,0.855556,-200.022,0.0722222,-16.8849,0.0722222,-16.8849,0.855556,0.1444444
2712,0.834885,-195.45,0.0825575,-19.327,0.0825575,-19.327,0.834885,0.165115
2713,0.813131,-190.611,0.0934347,-21.9026,0.0934347,-21.9026,0.813131,0.1868694
2714,0.790366,-185.52,0.104817,-24.6034,0.104817,-24.6034,0.790366,0.209634
2715,0.766668,-180.196,0.116666,-27.4209,0.116666,-27.4209,0.766668,0.233332
2716,0.742118,-174.656,0.128941,-30.346,0.128941,-30.346,0.742118,0.257882
2717,0.716798,-168.919,0.141601,-33.3694,0.141601,-33.3694,0.716798,0.283202
2718,0.690795,-163.005,0.154602,-36.4811,0.154602,-36.4811,0.690795,0.309204
2719,0.664197,-156.934,0.167902,-39.6712,0.167902,-39.6712,0.664197,0.335804
2720,0.637093,-150.726,0.181454,-42.9291,0.181454,-42.9291,0.637093,0.362908
2721,0.609575,-144.404,0.195212,-46.2443,0.195212,-46.2443,0.609575,0.390424
2722,0.581738,-137.988,0.209131,-49.6058,0.209131,-49.6058,0.581738,0.418262
2723,0.553675,-131.501,0.223163,-53.0025,0.223163,-53.0025,0.553675,0.446326
2724,0.525481,-124.966,0.237259,-56.4233,0.237259,-56.4233,0.525481,0.474518
2725,0.497252,-118.405,0.251374,-59.8567,0.251374,-59.8567,0.497252,0.502748
2726,0.469084,-111.841,0.265458,-63.2914,0.265458,-63.2914,0.469084,0.530916
2727,0.441072,-105.296,0.279464,-66.7159,0.279464,-66.7159,0.441072,0.558928
2728,0.413312,-98.7948,0.293344,-70.1187,0.293344,-70.1187,0.413312,0.586688
2729,0.385896,-92.3588,0.307052,-73.4886,0.307052,-73.4886,0.385896,0.614104
2730,0.358919,-86.011,0.320541,-76.8141,0.320541,-76.8141,0.358919,0.641082
2731,0.332471,-79.7737,0.333764,-80.084,0.333764,-80.084,0.332471,0.667528
2732,0.306643,-73.669,0.346679,-83.2875,0.346679,-83.2875,0.306643,0.693358
2733,0.281521,-67.7186,0.359239,-86.4135,0.359239,-86.4135,0.281521,0.718478
2734,0.257191,-61.9437,0.371404,-89.4515,0.371404,-89.4515,0.257191,0.742808
2735,0.233736,-56.3649,0.383132,-92.3912,0.383132,-92.3912,0.233736,0.766264
2736,0.211235,-51.0022,0.394382,-95.2226,0.394382,-95.2226,0.211235,0.788764
2737,0.189764,-45.8749,0.405118,-97.936,0.405118,-97.936,0.189764,0.810236
2738,0.169397,-41.0017,0.415302,-100.522,0.415302,-100.522,0.169397,0.830604
2739,0.150201,-36.4003,0.4249,-102.972,0.4249,-102.972,0.150201,0.8498
2740,0.132242,-32.0876,0.433879,-105.277,0.433879,-105.277,0.132242,0.867758
2741,0.115582,-28.0794,0.442209,-107.43,0.442209,-107.43,0.115582,0.884418
2742,0.100276,-24.3908,0.449862,-109.423,0.449862,-109.423,0.100276,0.899724
2743,0.0863764,-21.0355,0.456812,-111.249,0.456812,-111.249,0.0863764,0.913624
2744,0.0739304,-18.0264,0.463035,-112.901,0.463035,-112.901,0.0739304,0.92607
2745,0.0629801,-15.375,0.46851,-114.375,0.46851,-114.375,0.0629801,0.93702
2746,0.0535627,-13.0918,0.473219,-115.664,0.473219,-115.664,0.0535627,0.946438
2747,0.0457101,-11.1859,0.477145,-116.764,0.477145,-116.764,0.0457101,0.95429
2748,0.0394489,-9.66528,0.480276,-117.671,0.480276,-117.671,0.0394489,0.960552
2749,0.0348003,-8.53654,0.4826,-118.382,0.4826,-118.382,0.0348003,0.9652
2750,0.0317801,-7.80498,0.48411,-118.894,0.48411,-118.894,0.0317801,0.96822
2751,0.0303985,-7.47455,0.484801,-119.206,0.484801,-119.206,0.0303985,0.969602
2752,0.0306602,-7.54784,0.48467,-119.315,0.48467,-119.315,0.0306602,0.96934
2753,0.0325643,-8.02607,0.483718,-119.221,0.483718,-119.221,0.0325643,0.967436
2754,0.0361044,-8.90908,0.481948,-118.925,0.481948,-118.925,0.0361044,0.963896
2755,0.0412684,-10.1953,0.479366,-118.427,0.479366,-118.427,0.0412684,0.958732
2756,0.0480389,-11.8819,0.475981,-117.729,0.475981,-117.729,0.0480389,0.951962
2757,0.0563929,-13.9645,0.471804,-116.832,0.471804,-116.832,0.0563929,0.943608
2758,0.066302,-16.4374,0.466849,-115.74,0.466849,-115.74,0.066302,0.933698
2759,0.0777328,-19.2936,0.461134,-114.455,0.461134,-114.455,0.0777328,0.922268
2760,0.0906464,-22.5249,0.454677,-112.984,0.454677,-112.984,0.0906464,0.909354
2761,0.104999,-26.1215,0.4475,-111.329,0.4475,-111.329,0.104999,0.895
2762,0.120742,-30.0727,0.439629,-109.496,0.439629,-109.496,0.120742,0.879258
2763,0.137822,-34.3661,0.431089,-107.492,0.431089,-107.492,0.137822,0.862178
2764,0.156182,-38.9886,0.421909,-105.324,0.421909,-105.324,0.156182,0.843818
2765,0.175758,-43.9256,0.412121,-102.998,0.412121,-102.998,0.175758,0.824242
2766,0.196484,-49.1615,0.401758,-100.522,0.401758,-100.522,0.196484,0.803516
