t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2,Norm_L0,Norm_L1
1051,0.489147,154.73,0.255426,80.7982,0.255426,80.7982,0.489147,0.510852
1052,0.517368,163.665,0.241316,76.338,0.241316,76.338,0.517368,0.482632
1053,0.545582,172.597,0.227209,71.8784,0.227209,71.8784,0.545582,0.454418
1054,0.573692,181.497,0.213154,67.4346,0.213154,67.4346,0.573692,0.426308
1055,0.601604,190.334,0.199198,63.0218,0.199198,63.0218,0.601604,0.398396
1056,0.629223,199.079,0.185388,58.6548,0.185388,58.6548,0.629223,0.370776
1057,0.656455,207.702,0.171772,54.3486,0.171772,54.3486,0.656455,0.343544
1058,0.683209,216.173,0.158396,50.1178,0.158396,50.1178,0.683209,0.316792
1059,0.709392,224.464,0.145304,45.9768,0.145304,45.9768,0.709392,0.290608
1060,0.734917,232.547,0.132542,41.9396,0.132542,41.9396,0.734917,0.265084
1061,0.759697,240.394,0.120152,38.0201,0.120152,38.0201,0.759697,0.240304
1062,0.783648,247.979,0.108176,34.2314,0.108176,34.2314,0.783648,0.216352
1063,0.806689,255.275,0.0966556,30.5864,0.0966556,30.5864,0.806689,0.1933112
1064,0.828741,262.258,0.0856294,27.0977,0.0856294,27.0977,0.828741,0.1712588
1065,0.849731,268.904,0.0751347,23.777,0.0751347,23.777,0.849731,0.1502694
1066,0.869586,275.191,0.0652071,20.6356,0.0652071,20.6356,0.869586,0.1304142
1067,0.88824,281.098,0.0558802,17.6842,0.0558802,17.6842,0.88824,0.1117604
1068,0.905628,286.603,0.0471858,14.9328,0.0471858,14.9328,0.905628,0.0943716
1069,0.921694,291.69,0.0391532,12.3909,0.0391532,12.3909,0.921694,0.0783064
1070,0.936381,296.339,0.0318097,10.0669,0.0318097,10.0669,0.936381,0.0636194
1071,0.94964,300.536,0.0251801,7.96885,0.0251801,7.96885,0.94964,0.0503602
1072,0.961426,304.266,0.019287,6.10384,0.019287,6.10384,0.961426,0.038574
1073,0.971699,307.517,0.0141504,4.47822,0.0141504,4.47822,0.971699,0.0283008
1074,0.980425,310.278,0.00978755,3.09749,0.00978755,3.09749,0.980425,0.0195751
1075,0.987573,312.538,0.00621337,1.96635,0.00621337,1.96635,0.987573,0.01242674
1076,0.99312,314.291,0.00343994,1.08863,0.00343994,1.08863,0.99312,0.00687988
1077,0.997047,315.53,0.00147666,0.467312,0.00147666,0.467312,0.997047,0.00295332
1078,0.99934,316.252,0.00033019,0.104492,0.00033019,0.104492,0.99934,0.00066038
1079,0.999991,316.454,4.41215E-06,0.00139625,4.41215E-06,0.00139625,0.999991,8.8243E-06
1080,0.998999,316.135,0.000500433,0.158363,0.000500433,0.158363,0.998999,0.001000866
1081,0.996367,315.296,0.00181657,0.574846,0.00181657,0.574846,0.996367,0.00363314
1082,0.992103,313.94,0.00394836,1.24942,0.00394836,1.24942,0.992103,0.00789672
1083,0.986223,312.072,0.00688858,2.17977,0.00688858,2.17977,0.986223,0.01377716
1084,0.978745,309.698,0.0106273,3.36272,0.0106273,3.36272,0.978745,0.0212546
1085,0.969697,306.827,0.0151517,4.79424,0.0151517,4.79424,0.969697,0.0303034
1086,0.959107,303.467,0.0204467,6.46944,0.0204467,6.46944,0.959107,0.0408934
1087,0.947012,299.631,0.0264941,8.38262,0.0264941,8.38262,0.947012,0.0529882
1088,0.933453,295.331,0.0332735,10.5272,0.0332735,10.5272,0.933453,0.066547
1089,0.918476,290.582,0.0407619,12.896,0.0407619,12.896,0.918476,0.0815238
1090,0.902132,285.4,0.048934,15.4809,0.048934,15.4809,0.902132,0.097868
1091,0.884476,279.803,0.057762,18.273,0.057762,18.273,0.884476,0.115524
1092,0.865568,273.81,0.067216,21.2628,0.067216,21.2628,0.865568,0.134432
1093,0.845472,267.441,0.0772639,24.4403,0.0772639,24.4403,0.845472,0.1545278
1094,0.824257,260.718,0.0878717,27.7945,0.0878717,27.7945,0.824257,0.1757434
1095,0.801993,253.664,0.0990035,31.314,0.0990035,31.314,0.801993,0.198007
1096,0.778757,246.302,0.110621,34.9869,0.110621,34.9869,0.778757,0.221242
1097,0.754628,238.658,0.122686,38.8006,0.122686,38.8006,0.754628,0.245372
1098,0.729686,230.757,0.135157,42.7422,0.135157,42.7422,0.729686,0.270314
1099,0.704018,222.627,0.147991,46.7983,0.147991,46.7983,0.704018,0.295982
1100,0.677709,214.295,0.161146,50.955,0.161146,50.955,0.677709,0.322292
1101,0.650849,205.789,0.174576,55.1982,0.174576,55.1982,0.650849,0.349152
1102,0.623529,197.138,0.188236,59.5135,0.188236,59.5135,0.623529,0.376472
1103,0.595841,188.372,0.202079,63.8862,0.202079,63.8862,0.595841,0.404158
1104,0.567881,179.52,0.21606,68.3014,0.21606,68.3014,0.567881,0.43212
1105,0.539741,170.612,0.23013,72.7441,0.23013,72.7441,0.539741,0.46026
1106,0.511518,161.679,0.244241,77.1991,0.244241,77.1991,0.511518,0.488482
1107,0.483307,152.751,0.258346,81.6514,0.258346,81.6514,0.483307,0.516692
1108,0.455205,143.858,0.272398,86.0858,0.272398,86.0858,0.455205,0.544796
1109,0.427305,135.031,0.286347,90.4872,0.286347,90.4872,0.427305,0.572694
1110,0.399703,126.298,0.300148,94.8407,0.300148,94.8407,0.399703,0.600296
1111,0.372493,117.69,0.313754,99.1314,0.313754,99.1314,0.372493,0.627508
1112,0.345766,109.237,0.327117,103.345,0.327117,103.345,0.345766,0.654234
1113,0.319614,100.966,0.340193,107.467,0.340193,107.467,0.319614,0.680386
1114,0.294124,92.9051,0.352938,111.483,0.352938,111.483,0.294124,0.705876
1115,0.269384,85.0825,0.365308,115.379,0.365308,115.379,0.269384,0.730616
1116,0.245476,77.5243,0.377262,119.144,0.377262,119.144,0.245476,0.754524
1117,0.222483,70.2561,0.388758,122.763,0.388758,122.763,0.222483,0.777516
1118,0.200483,63.3024,0.399759,126.224,0.399759,126.224,0.200483,0.799518
1119,0.179548,56.6868,0.410226,129.516,0.410226,129.516,0.179548,0.820452
1120,0.159752,50.4315,0.420124,132.627,0.420124,132.627,0.159752,0.840248
1121,0.14116,44.5577,0.42942,135.548,0.42942,135.548,0.14116,0.85884
1122,0.123836,39.0852,0.438082,138.267,0.438082,138.267,0.123836,0.876164
1123,0.107839,34.0324,0.44608,140.776,0.44608,140.776,0.107839,0.89216
1124,0.0932225,29.4164,0.453389,143.067,0.453389,143.067,0.0932225,0.906778
1125,0.0800363,25.2526,0.459982,145.131,0.459982,145.131,0.0800363,0.919964
1126,0.0683251,21.5551,0.465837,146.961,0.465837,146.961,0.0683251,0.931674
1127,0.0581287,18.3362,0.470936,148.552,0.470936,148.552,0.0581287,0.941872
1128,0.0494816,15.6066,0.475259,149.898,0.475259,149.898,0.0494816,0.950518
1129,0.042413,13.3756,0.478793,150.994,0.478793,150.994,0.042413,0.957586
1130,0.0369471,11.6504,0.481526,151.838,0.481526,151.838,0.0369471,0.963052
1131,0.0331022,10.4367,0.483449,152.424,0.483449,152.424,0.0331022,0.966898
1132,0.0308915,9.7384,0.484554,152.753,0.484554,152.753,0.0308915,0.969108
1133,0.0303224,9.55775,0.484839,152.823,0.484839,152.823,0.0303224,0.969678
1134,0.0313969,9.89511,0.484302,152.633,0.484302,152.633,0.0313969,0.968604
1135,0.0341113,10.7491,0.482944,152.185,0.482944,152.185,0.0341113,0.965888
1136,0.0384564,12.1167,0.480772,151.48,0.480772,151.48,0.0384564,0.961544
1137,0.0444175,13.993,0.477791,150.52,0.477791,150.52,0.0444175,0.955582
1138,0.0519744,16.3713,0.474013,149.308,0.474013,149.308,0.0519744,0.948026
1139,0.0611014,19.2434,0.469449,147.85,0.469449,147.85,0.0611014,0.938898
1140,0.0717677,22.5994,0.464116,146.149,0.464116,146.149,0.0717677,0.928232
1141,0.083937,26.4276,0.458032,144.211,0.458032,144.211,0.083937,0.916064
1142,0.0975681,30.7147,0.451216,142.044,0.451216,142.044,0.0975681,0.902432
1143,0.112615,35.4461,0.443693,139.654,0.443693,139.654,0.112615,0.887386
1144,0.129026,40.6054,0.435487,137.051,0.435487,137.051,0.129026,0.870974
1145,0.146746,46.1748,0.426627,134.241,0.426627,134.241,0.146746,0.853254
1146,0.165716,52.1353,0.417142,131.236,0.417142,131.236,0.165716,0.834284
1147,0.185869,58.4664,0.407065,128.045,0.407065,128.045,0.185869,0.81413
1148,0.207139,65.1464,0.39643,124.679,0.39643,124.679,0.207139,0.79286
1149,0.229453,72.1524,0.385273,121.15,0.385273,121.15,0.229453,0.770546
1150,0.252736,79.4604,0.373632,117.47,0.373632,117.47,0.252736,0.747264
1151,0.276908,87.0454,0.361546,113.651,0.361546,113.651,0.276908,0.723092
1152,0.301888,94.8814,0.349056,109.706,0.349056,109.706,0.301888,0.698112
1153,0.327591,102.942,0.336204,105.648,0.336204,105.648,0.327591,0.672408
1154,0.35393,111.199,0.323035,101.492,0.323035,101.492,0.35393,0.64607
1155,0.380815,119.624,0.309593,97.2514,0.309593,97.2514,0.380815,0.619186
1156,0.408156,128.19,0.295922,92.9404,0.295922,92.9404,0.408156,0.591844
1157,0.435859,136.865,0.282071,88.5738,0.282071,88.5738,0.435859,0.564142
1158,0.463831,145.622,0.268084,84.1664,0.268084,84.1664,0.463831,0.536168
1159,0.491977,154.43,0.254011,79.7332,0.254011,79.7332,0.491977,0.508022
1160,0.520202,163.258,0.239899,75.2892,0.239899,75.2892,0.520202,0.479798
1161,0.548409,172.078,0.225795,70.8493,0.225795,70.8493,0.548409,0.45159
1162,0.576504,180.859,0.211748,66.4287,0.211748,66.4287,0.576504,0.423496
1163,0.604391,189.57,0.197805,62.0423,0.197805,62.0423,0.604391,0.39561
1164,0.631975,198.183,0.184012,57.7049,0.184012,57.7049,0.631975,0.368024
1165,0.659163,206.667,0.170418,53.4312,0.170418,53.4312,0.659163,0.340836
1166,0.685864,214.995,0.157068,49.2356,0.157068,49.2356,0.685864,0.314136
1167,0.711985,223.138,0.144008,45.1323,0.144008,45.1323,0.711985,0.288016
1168,0.737439,231.067,0.131281,41.1351,0.131281,41.1351,0.737439,0.262562
1169,0.762139,238.757,0.11893,37.2575,0.11893,37.2575,0.762139,0.23786
1170,0.786003,246.181,0.106999,33.5126,0.106999,33.5126,0.786003,0.213998
1171,0.808948,253.313,0.0955261,29.9129,0.0955261,29.9129,0.808948,0.1910522
1172,0.830897,260.13,0.0845515,26.4707,0.0845515,26.4707,0.830897,0.169103
1173,0.851776,266.609,0.0741122,23.1973,0.0741122,23.1973,0.851776,0.1482244
1174,0.871513,272.726,0.0642434,20.104,0.0642434,20.104,0.871513,0.1284868
1175,0.890043,278.463,0.0549786,17.2009,0.0549786,17.2009,0.890043,0.1099572
1176,0.907301,283.799,0.0463493,14.4978,0.0463493,14.4978,0.907301,0.0926986
1177,0.923231,288.716,0.0383846,12.0038,0.0383846,12.0038,0.923231,0.0767692
1178,0.937777,293.198,0.0311117,9.72714,0.0311117,9.72714,0.937777,0.0622234
1179,0.95089,297.229,0.0245551,7.67543,0.0245551,7.67543,0.95089,0.0491102
1180,0.962526,300.796,0.018737,5.85546,0.018737,5.85546,0.962526,0.037474
1181,0.972645,303.887,0.0136773,4.27325,0.0136773,4.27325,0.972645,0.0273546
1182,0.981214,306.492,0.00939302,2.934,0.00939302,2.934,0.981214,0.01878604
1183,0.988203,308.601,0.0058987,1.84207,0.0058987,1.84207,0.988203,0.0117974
1184,0.993588,310.207,0.0032062,1.001,0.0032062,1.001,0.993588,0.0064124
1185,0.997351,311.306,0.00132464,0.413464,0.00132464,0.413464,0.997351,0.00264928
1186,0.999479,311.894,0.000260404,0.0812608,0.000260404,0.0812608,0.999479,0.000520808
1187,0.999966,311.968,1.70997E-05,0.00533473,1.70997E-05,0.00533473,0.999966,3.41994E-05
1188,0.998809,311.529,0.00059555,0.185752,0.00059555,0.185752,0.998809,0.0011911
1189,0.996012,310.578,0.00199379,0.621708,0.00199379,0.621708,0.996012,0.00398758
1190,0.991586,309.119,0.00420709,1.31153,0.00420709,1.31153,0.991586,0.00841418
1191,0.985544,307.156,0.00722794,2.25267,0.00722794,2.25267,0.985544,0.01445588
1192,0.977908,304.697,0.0110461,3.44175,0.0110461,3.44175,0.977908,0.0220922
1193,0.968703,301.75,0.0156486,4.87453,0.0156486,4.87453,0.968703,0.0312972
1194,0.95796,298.325,0.0210199,6.54596,0.0210199,6.54596,0.95796,0.0420398
1195,0.945716,294.434,0.0271418,8.45015,0.0271418,8.45015,0.945716,0.0542836
1196,0.932013,290.089,0.0339934,10.5805,0.0339934,10.5805,0.932013,0.0679868
1197,0.916897,285.307,0.0415517,12.9295,0.0415517,12.9295,0.916897,0.0831034
1198,0.900418,280.103,0.0497908,15.489,0.0497908,15.489,0.900418,0.0995816
1199,0.882634,274.495,0.058683,18.2502,0.058683,18.2502,0.882634,0.117366
1200,0.863604,268.502,0.0681981,21.2034,0.0681981,21.2034,0.863604,0.1363962
1201,0.843392,262.145,0.0783038,24.3386,0.0783038,24.3386,0.843392,0.1566076
1202,0.822068,255.445,0.0889659,27.6448,0.0889659,27.6448,0.822068,0.1779318
1203,0.799704,248.425,0.100148,31.1107,0.100148,31.1107,0.799704,0.200296
1204,0.776374,241.109,0.111813,34.7243,0.111813,34.7243,0.776374,0.223626
1205,0.75216,233.522,0.12392,38.4733,0.12392,38.4733,0.75216,0.24784
1206,0.727141,225.689,0.136429,42.3446,0.136429,42.3446,0.727141,0.272858
1207,0.701405,217.637,0.149298,46.3251,0.149298,46.3251,0.701405,0.298596
1208,0.675036,209.393,0.162482,50.4011,0.162482,50.4011,0.675036,0.324964
1209,0.648126,200.986,0.175937,54.5586,0.175937,54.5586,0.648126,0.351874
1210,0.620765,192.443,0.189617,58.7833,0.189617,58.7833,0.620765,0.379234
1211,0.593046,183.795,0.203477,63.0609,0.203477,63.0609,0.593046,0.406954
1212,0.565063,175.069,0.217469,67.3766,0.217469,67.3766,0.565063,0.434938
1213,0.536911,166.296,0.231545,71.7157,0.231545,71.7157,0.536911,0.46309
1214,0.508685,157.505,0.245658,76.0635,0.245658,76.0635,0.508685,0.491316
1215,0.48048,148.726,0.25976,80.4049,0.25976,80.4049,0.48048,0.51952
1216,0.452394,139.988,0.273803,84.7253,0.273803,84.7253,0.452394,0.547606
1217,0.42452,131.321,0.28774,89.0098,0.28774,89.0098,0.42452,0.57548
1218,0.396953,122.755,0.301523,93.244,0.301523,93.244,0.396953,0.603046
1219,0.369787,114.318,0.315106,97.4132,0.315106,97.4132,0.369787,0.630212
1220,0.343114,106.038,0.328443,101.503,0.328443,101.503,0.343114,0.656886
1221,0.317024,97.9428,0.341488,105.501,0.341488,105.501,0.317024,0.682976
1222,0.291606,90.0605,0.354197,109.391,0.354197,109.391,0.291606,0.708394
1223,0.266945,82.4172,0.366527,113.162,0.366527,113.162,0.266945,0.733054
1224,0.243126,75.0384,0.378437,116.801,0.378437,116.801,0.243126,0.756874
1225,0.220229,67.9488,0.389885,120.294,0.389885,120.294,0.220229,0.77977
1226,0.198332,61.1722,0.400834,123.63,0.400834,123.63,0.198332,0.801668
1227,0.177509,54.7312,0.411245,126.799,0.411245,126.799,0.177509,0.82249
1228,0.157831,48.6472,0.421085,129.788,0.421085,129.788,0.157831,0.84217
1229,0.139363,42.9404,0.430318,132.589,0.430318,132.589,0.139363,0.860636
1230,0.12217,37.6299,0.438915,135.191,0.438915,135.191,0.12217,0.87783
1231,0.106309,32.7331,0.446846,137.586,0.446846,137.586,0.106309,0.893692
1232,0.0918338,28.2662,0.454083,139.766,0.454083,139.766,0.0918338,0.908166
1233,0.0787937,24.244,0.460603,141.723,0.460603,141.723,0.0787937,0.921206
1234,0.0672328,20.6795,0.466384,143.451,0.466384,143.451,0.0672328,0.932768
1235,0.0571904,17.5844,0.471405,144.943,0.471405,144.943,0.0571904,0.94281
1236,0.0487005,14.9686,0.47565,146.196,0.47565,146.196,0.0487005,0.9513
1237,0.0417918,12.8405,0.479104,147.205,0.479104,147.205,0.0417918,0.958208
1238,0.0364878,11.2068,0.481756,147.966,0.481756,147.966,0.0364878,0.963512
1239,0.0328064,10.0725,0.483597,148.477,0.483597,148.477,0.0328064,0.967194
1240,0.0307602,9.44074,0.48462,148.737,0.48462,148.737,0.0307602,0.96924
1241,0.0303561,9.31326,0.484822,148.744,0.484822,148.744,0.0303561,0.969644
1242,0.0315954,9.68988,0.484202,148.498,0.484202,148.498,0.0315954,0.968404
1243,0.034474,10.5687,0.482763,148.001,0.482763,148.001,0.034474,0.965526
1244,0.038982,11.9463,0.480509,147.255,0.480509,147.255,0.038982,0.961018
1245,0.0451043,13.8172,0.477448,146.261,0.477448,146.261,0.0451043,0.954896
1246,0.05282,16.1747,0.47359,145.024,0.47359,145.024,0.05282,0.94718
1247,0.062103,19.0101,0.468949,143.548,0.468949,143.548,0.062103,0.937898
1248,0.0729218,22.3132,0.463539,141.837,0.463539,141.837,0.0729218,0.927078
1249,0.0852398,26.0722,0.45738,139.898,0.45738,139.898,0.0852398,0.91476
1250,0.0990151,30.2739,0.450492,137.738,0.450492,137.738,0.0990151,0.900984
1251,0.114201,34.9033,0.442899,135.363,0.442899,135.363,0.114201,0.885798
1252,0.130746,39.9442,0.434627,132.782,0.434627,132.782,0.130746,0.869254
1253,0.148595,45.379,0.425703,130.004,0.425703,130.004,0.148595,0.851406
1254,0.167686,51.1888,0.416157,127.039,0.416157,127.039,0.167686,0.832314
1255,0.187955,57.3531,0.406023,123.895,0.406023,123.895,0.187955,0.812046
1256,0.209333,63.8507,0.395334,120.585,0.395334,120.585,0.209333,0.790668
1257,0.231748,70.6589,0.384126,117.118,0.384126,117.118,0.231748,0.768252
1258,0.255123,77.7542,0.372438,113.508,0.372438,113.508,0.255123,0.744876
1259,0.27938,85.1121,0.36031,109.767,0.36031,109.767,0.27938,0.72062
1260,0.304437,92.707,0.347782,105.906,0.347782,105.906,0.304437,0.695564
1261,0.330207,100.513,0.334896,101.94,0.334896,101.94,0.330207,0.669792
1262,0.356605,108.503,0.321698,97.8817,0.321698,97.8817,0.356605,0.643396
1263,0.38354,116.649,0.30823,93.7446,0.30823,93.7446,0.38354,0.61646
1264,0.410921,124.924,0.294539,89.5429,0.294539,89.5429,0.410921,0.589078
1265,0.438656,133.299,0.280672,85.2908,0.280672,85.2908,0.438656,0.561344
1266,0.46665,141.745,0.266675,81.0028,0.266675,81.0028,0.46665,0.53335
1267,0.494808,150.234,0.252596,76.6933,0.252596,76.6933,0.494808,0.505192
1268,0.523035,158.735,0.238482,72.3768,0.238482,72.3768,0.523035,0.476964
1269,0.551236,167.221,0.224382,68.068,0.224382,68.068,0.551236,0.448764
1270,0.579314,175.662,0.210343,63.7812,0.210343,63.7812,0.579314,0.420686
1271,0.607175,184.03,0.196413,59.5311,0.196413,59.5311,0.607175,0.392826
1272,0.634723,192.294,0.182638,55.3317,0.182638,55.3317,0.634723,0.365276
1273,0.661867,200.429,0.169067,51.1974,0.169067,51.1974,0.661867,0.338134
1274,0.688513,208.405,0.155744,47.1418,0.155744,47.1418,0.688513,0.311488
1275,0.714571,216.195,0.142714,43.1787,0.142714,43.1787,0.714571,0.285428
1276,0.739953,223.774,0.130023,39.3212,0.130023,39.3212,0.739953,0.260046
1277,0.764574,231.115,0.117713,35.5823,0.117713,35.5823,0.764574,0.235426
1278,0.788348,238.193,0.105826,31.9744,0.105826,31.9744,0.788348,0.211652
1279,0.811197,244.984,0.0944016,28.5096,0.0944016,28.5096,0.811197,0.1888032
1280,0.833042,251.466,0.0834791,25.1994,0.0834791,25.1994,0.833042,0.1669582
1281,0.853809,257.615,0.0730954,22.0547,0.0730954,22.0547,0.853809,0.1461908
1282,0.873429,263.413,0.0632857,19.086,0.0632857,19.086,0.873429,0.1265714
1283,0.891833,268.838,0.0540834,16.3031,0.0540834,16.3031,0.891833,0.1081668
1284,0.908961,273.872,0.0455195,13.7151,0.0455195,13.7151,0.908961,0.091039
1285,0.924754,278.499,0.0376231,11.3306,0.0376231,11.3306,0.924754,0.0752462
1286,0.939158,282.703,0.0304209,9.15722,0.0304209,9.15722,0.939158,0.0608418
1287,0.952125,286.469,0.0239375,7.20216,0.0239375,7.20216,0.952125,0.047875
1288,0.963611,289.786,0.0181947,5.47169,0.0181947,5.47169,0.963611,0.0363894
1289,0.973576,292.642,0.0132121,3.97135,0.0132121,3.97135,0.973576,0.0264242
1290,0.981987,295.028,0.00900645,2.70589,0.00900645,2.70589,0.981987,0.0180129
1291,0.988816,296.935,0.00559211,1.67927,0.00559211,1.67927,0.988816,0.01118422
1292,0.994039,298.357,0.00298063,0.894625,0.00298063,0.894625,0.994039,0.00596126
1293,0.997638,299.291,0.00118085,0.354255,0.00118085,0.354255,0.997638,0.0023617
1294,0.999602,299.732,0.00019889,0.0596375,0.00019889,0.0596375,0.999602,0.00039778
1295,0.999924,299.68,3.80665E-05,0.0114086,3.80665E-05,0.0114086,0.999924,0.000076133
1296,0.998602,299.135,0.000698927,0.209366,0.000698927,0.209366,0.998602,0.001397854
1297,0.995642,298.098,0.00217923,0.652469,0.00217923,0.652469,0.995642,0.00435846
1298,0.991052,296.575,0.00447396,1.33885,0.00447396,1.33885,0.991052,0.00894792
1299,0.984849,294.57,0.00757534,2.26579,0.00757534,2.26579,0.984849,0.01515068
1300,0.977054,292.09,0.0114728,3.4298,0.0114728,3.4298,0.977054,0.0229456
1301,0.967693,289.144,0.0161533,4.82655,0.0161533,4.82655,0.967693,0.0323066
1302,0.956798,285.742,0.0216008,6.45094,0.0216008,6.45094,0.956798,0.0432016
1303,0.944406,281.896,0.0277968,8.29708,0.0277968,8.29708,0.944406,0.0555936
1304,0.930559,277.619,0.0347205,10.3584,0.0347205,10.3584,0.930559,0.069441
1305,0.915304,272.926,0.0423482,12.6274,0.0423482,12.6274,0.915304,0.0846964
1306,0.898691,267.833,0.0506543,15.0962,0.0506543,15.0962,0.898691,0.1013086
1307,0.880779,262.357,0.0596104,17.7561,0.0596104,17.7561,0.880779,0.1192208
1308,0.861628,256.517,0.0691862,20.5976,0.0691862,20.5976,0.861628,0.1383724
1309,0.841301,250.333,0.0793494,23.6107,0.0793494,23.6107,0.841301,0.1586988
1310,0.819869,243.826,0.0900653,26.785,0.0900653,26.785,0.819869,0.1801306
1311,0.797405,237.018,0.101298,30.1094,0.101298,30.1094,0.797405,0.202596
1312,0.773983,229.933,0.113009,33.5723,0.113009,33.5723,0.773983,0.226018
1313,0.749684,222.594,0.125158,37.1616,0.125158,37.1616,0.749684,0.250316
1314,0.724589,215.027,0.137705,40.8649,0.137705,40.8649,0.724589,0.27541
1315,0.698785,207.256,0.150607,44.6694,0.150607,44.6694,0.698785,0.301214
1316,0.672359,199.309,0.163821,48.5618,0.163821,48.5618,0.672359,0.327642
1317,0.645399,191.212,0.177301,52.5288,0.177301,52.5288,0.645399,0.354602
1318,0.617998,182.993,0.191001,56.5567,0.191001,56.5567,0.617998,0.382002
1319,0.590248,174.68,0.204876,60.6316,0.204876,60.6316,0.590248,0.409752
1320,0.562244,166.299,0.218878,64.7394,0.218878,64.7394,0.562244,0.437756
1321,0.53408,157.881,0.23296,68.866,0.23296,68.866,0.53408,0.46592
1322,0.505851,149.452,0.247074,72.9974,0.247074,72.9974,0.505851,0.494148
1323,0.477655,141.042,0.261173,77.1192,0.261173,77.1192,0.477655,0.522346
1324,0.449585,132.679,0.275207,81.2174,0.275207,81.2174,0.449585,0.550414
1325,0.421738,124.39,0.289131,85.2779,0.289131,85.2779,0.421738,0.578262
1326,0.394207,116.203,0.302896,89.2869,0.302896,89.2869,0.394207,0.605792
1327,0.367087,108.147,0.316457,93.2306,0.316457,93.2306,0.367087,0.632914
1328,0.340468,100.247,0.329766,97.0957,0.329766,97.0957,0.340468,0.659532
1329,0.314441,92.53,0.342779,100.869,0.342779,100.869,0.314441,0.685558
1330,0.289095,85.022,0.355452,104.537,0.355452,104.537,0.289095,0.710904
1331,0.264516,77.7478,0.367742,108.089,0.367742,108.089,0.264516,0.735484
1332,0.240785,70.7315,0.379607,111.511,0.379607,111.511,0.240785,0.759214
1333,0.217985,63.9962,0.391007,114.792,0.391007,114.792,0.217985,0.782014
1334,0.196193,57.5643,0.401904,117.921,0.401904,117.921,0.196193,0.803808
1335,0.175481,51.4568,0.412259,120.888,0.412259,120.888,0.175481,0.824518
1336,0.155921,45.694,0.422039,123.682,0.422039,123.682,0.155921,0.844078
1337,0.137579,40.2946,0.43121,126.294,0.43121,126.294,0.137579,0.86242
1338,0.120517,35.2761,0.439741,128.715,0.439741,128.715,0.120517,0.879482
1339,0.104793,30.655,0.447604,130.937,0.447604,130.937,0.104793,0.895208
1340,0.0904595,26.4461,0.45477,132.953,0.45477,132.953,0.0904595,0.90954
1341,0.077566,22.6628,0.461217,134.756,0.461217,134.756,0.077566,0.922434
1342,0.0661558,19.3172,0.466922,136.339,0.466922,136.339,0.0661558,0.933844
1343,0.0562677,16.4199,0.471866,137.699,0.471866,137.699,0.0562677,0.943732
1344,0.0479353,13.9797,0.476032,138.829,0.476032,138.829,0.0479353,0.952064
1345,0.0411867,12.0041,0.479407,139.726,0.479407,139.726,0.0411867,0.958814
1346,0.0360448,10.499,0.481978,140.388,0.481978,140.388,0.0360448,0.963956
1347,0.0325271,9.46844,0.483736,140.813,0.483736,140.813,0.0325271,0.967472
1348,0.0306455,8.91513,0.484677,140.998,0.484677,140.998,0.0306455,0.969354
1349,0.0304063,8.83999,0.484797,140.944,0.484797,140.944,0.0304063,0.969594
1350,0.0318104,9.24237,0.484095,140.652,0.484095,140.652,0.0318104,0.96819
1351,0.034853,10.12,0.482573,140.121,0.482573,140.121,0.034853,0.965146
1352,0.0395239,11.4689,0.480238,139.354,0.480238,139.354,0.0395239,0.960476
1353,0.0458071,13.2836,0.477096,138.354,0.477096,138.354,0.0458071,0.954192
1354,0.0536813,15.5571,0.473159,137.124,0.473159,137.124,0.0536813,0.946318
1355,0.06312,18.2807,0.46844,135.669,0.46844,135.669,0.06312,0.93688
1356,0.074091,21.4442,0.462954,133.993,0.462954,133.993,0.074091,0.925908
1357,0.0865572,25.0361,0.456721,132.104,0.456721,132.104,0.0865572,0.913442
1358,0.100476,29.0432,0.449762,130.006,0.449762,130.006,0.100476,0.899524
1359,0.115801,33.451,0.442099,127.707,0.442099,127.707,0.115801,0.884198
1360,0.13248,38.2437,0.43376,125.216,0.43376,125.216,0.13248,0.86752
1361,0.150456,43.4043,0.424772,122.541,0.424772,122.541,0.150456,0.849544
1362,0.169668,48.9143,0.415166,119.69,0.415166,119.69,0.169668,0.830332
1363,0.190051,54.7544,0.404974,116.674,0.404974,116.674,0.190051,0.809948
1364,0.211537,60.9037,0.394232,113.503,0.394232,113.503,0.211537,0.788464
1365,0.234052,67.3408,0.382974,110.188,0.382974,110.188,0.234052,0.765948
1366,0.257519,74.0431,0.37124,106.741,0.37124,106.741,0.257519,0.74248
1367,0.28186,80.987,0.35907,103.172,0.35907,103.172,0.28186,0.71814
1368,0.306992,88.1484,0.346504,99.4936,0.346504,99.4936,0.306992,0.693008
1369,0.33283,95.5022,0.333585,95.719,0.333585,95.719,0.33283,0.66717
1370,0.359285,103.023,0.320357,91.8607,0.320357,91.8607,0.359285,0.640714
1371,0.386269,110.685,0.306865,87.9316,0.306865,87.9316,0.386269,0.61373
1372,0.41369,118.46,0.293155,83.9451,0.293155,83.9451,0.41369,0.58631
1373,0.441455,126.324,0.279273,79.9146,0.279273,79.9146,0.441455,0.558546
1374,0.46947,134.247,0.265265,75.8538,0.265265,75.8538,0.46947,0.53053
1375,0.497639,142.203,0.25118,71.7762,0.25118,71.7762,0.497639,0.50236
1376,0.525868,150.165,0.237066,67.6956,0.237066,67.6956,0.525868,0.474132
