t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2
334,0.315616,46.9715,0.598801,89.1163,0.0855821,12.7367
335,0.333462,49.7637,0.585374,87.3575,0.0811642,12.1124
336,0.352203,52.7044,0.571017,85.4484,0.0767804,11.4896
337,0.371753,55.7819,0.555792,83.3971,0.0724546,10.8719
338,0.392025,58.9837,0.539764,81.2124,0.0682109,10.2629
339,0.412926,62.2968,0.523001,78.9035,0.0640733,9.66654
340,0.43436,65.7075,0.505574,76.4804,0.0600661,9.08647
341,0.456229,69.2016,0.487557,73.9535,0.0562134,8.52653
342,0.478434,72.7643,0.469027,71.3336,0.0525388,7.99055
343,0.500873,76.3806,0.450061,68.6321,0.049066,7.48232
344,0.523442,80.0349,0.43074,65.8607,0.0458177,7.00558
345,0.546039,83.7116,0.411145,63.0314,0.0428163,6.56404
346,0.568559,87.3947,0.391358,60.1566,0.0400834,6.16132
347,0.5909,91.0681,0.371461,57.2487,0.0376396,5.80093
348,0.612958,94.7159,0.351538,54.3206,0.0355047,5.48628
349,0.634632,98.3218,0.331671,51.3848,0.0336973,5.22063
350,0.655823,101.87,0.311942,48.4544,0.0322349,5.0071
351,0.676433,105.345,0.292433,45.5422,0.0311337,4.84861
352,0.696368,108.73,0.273224,42.6609,0.0304083,4.74792
353,0.715535,112.011,0.254393,39.8232,0.0300721,4.70754
354,0.733848,115.174,0.236016,37.0415,0.0301367,4.7298
355,0.751221,118.203,0.218167,34.328,0.0306121,4.81674
356,0.767576,121.085,0.200918,31.6947,0.0315067,4.97018
357,0.782836,123.807,0.184337,29.1531,0.032827,5.19165
358,0.796933,126.356,0.168489,26.7145,0.0345777,5.4824
359,0.809802,128.722,0.153436,24.3894,0.0367614,5.84338
360,0.821385,130.892,0.139237,22.1881,0.0393789,6.27524
361,0.831627,132.857,0.125943,20.1202,0.0424293,6.77831
362,0.840484,134.608,0.113607,18.1947,0.0459091,7.35262
363,0.847916,136.138,0.102271,16.4202,0.0498134,7.99783
364,0.853888,137.438,0.091977,14.8042,0.0541349,8.71329
365,0.858375,138.502,0.0827603,13.3537,0.0588645,9.49803
366,0.861358,139.327,0.0746514,12.0751,0.0639908,10.3507
367,0.862823,139.908,0.0676758,10.9737,0.0695009,11.2697
368,0.862767,140.242,0.0618537,10.0543,0.0753796,12.2529
369,0.86119,140.329,0.0572002,9.32061,0.0816099,13.2981
370,0.858102,140.166,0.0537249,8.77567,0.0881731,14.4026
371,0.853519,139.757,0.0514322,8.42159,0.0950485,15.5634
372,0.847465,139.102,0.0503209,8.25959,0.102214,16.7772
373,0.83997,138.204,0.0503849,8.29006,0.109645,18.0405
374,0.83107,137.069,0.0516124,8.51247,0.117317,19.3492
375,0.82081,135.701,0.0539866,8.92541,0.125203,20.6994
376,0.80924,134.108,0.0574856,9.5266,0.133274,22.0864
377,0.796416,132.298,0.0620825,10.3129,0.141502,23.5058
378,0.7824,130.278,0.0677453,11.2803,0.149855,24.9525
379,0.76726,128.06,0.0744378,12.4241,0.158302,26.4214
380,0.75107,125.653,0.0821189,13.7384,0.166811,27.9073
381,0.733908,123.071,0.0907432,15.217,0.175349,29.4047
382,0.715857,120.325,0.100261,16.8525,0.183881,30.9078
383,0.697004,117.43,0.11062,18.6372,0.192375,32.411
384,0.677441,114.4,0.121763,20.5623,0.200796,33.9085
385,0.657261,111.25,0.13363,22.6186,0.209108,35.3943
386,0.636563,107.996,0.146157,24.7963,0.217279,36.8624
387,0.615447,104.654,0.15928,27.0848,0.225274,38.3068
388,0.594014,101.242,0.172928,29.4733,0.233058,39.7217
389,0.572368,97.7761,0.187033,31.9504,0.240599,41.1009
