t,T+R,N_0,N_1,N_2,N_3,N_4
52,1.00158,6.71954e-28,2.86438e-29,1.3207e-29,5.89264e-29,1.81792e-29
53,1.0019,5.81833e-28,3.47335e-29,1.48403e-29,5.55428e-29,1.44036e-29
54,1.00216,6.10596e-28,3.7079e-29,1.12875e-29,5.51128e-29,9.87815e-30
55,1.00237,5.14686e-28,4.38805e-29,1.47807e-29,5.6791e-29,3.66659e-30
56,1.00253,4.90214e-28,5.09122e-29,1.6703e-29,5.12221e-29,3.01639e-30
57,1.00264,5.30647e-28,6.10488e-29,1.74736e-29,5.24142e-29,2.59268e-30
58,1.0027,6.27433e-28,6.821e-29,2.45966e-29,4.45101e-29,1.50193e-30
59,1.00273,5.15273e-28,7.33279e-29,2.71358e-29,4.62274e-29,3.38883e-30
60,1.00271,4.71767e-28,8.18726e-29,2.91661e-29,4.40553e-29,9.68564e-30
61,1.00265,4.53718e-28,8.60131e-29,3.70911e-29,4.30637e-29,1.27686e-29
62,1.00257,4.49124e-28,9.74573e-29,3.88246e-29,4.22194e-29,1.87699e-29
63,1.00245,5.34759e-28,9.799e-29,5.0383e-29,4.38544e-29,2.6987e-29
64,1.00232,5.01959e-28,1.0254e-28,6.19113e-29,4.24456e-29,3.3509e-29
65,1.00217,3.83864e-28,9.45177e-29,7.01463e-29,4.58821e-29,4.81241e-29
66,1.00201,4.20578e-28,1.0515e-28,7.51426e-29,5.47717e-29,5.69314e-29
67,1.00184,4.43464e-28,1.04077e-28,8.18983e-29,4.91285e-29,6.54916e-29
68,1.00167,4.11359e-28,9.93094e-29,1.0053e-28,5.59331e-29,8.01681e-29
69,1.00151,4.13196e-28,8.91594e-29,1.06534e-28,6.70758e-29,9.48461e-29
70,1.00136,3.42415e-28,1.03961e-28,1.27118e-28,6.53963e-29,1.02019e-28
71,1.00122,3.93012e-28,9.49568e-29,1.26951e-28,7.27637e-29,1.29384e-28
72,1.00109,3.4694e-28,9.44792e-29,1.27878e-28,8.48208e-29,1.26369e-28
73,1.00099,3.48172e-28,9.82789e-29,1.59229e-28,6.80249e-29,1.39597e-28
74,1.00091,4.2417e-28,8.01556e-29,1.5423e-28,8.22225e-29,1.52646e-28
75,1.00085,3.32322e-28,8.49679e-29,1.67278e-28,7.89233e-29,1.75334e-28
76,1.00083,3.86906e-28,7.52541e-29,1.8982e-28,8.07739e-29,1.85851e-28
77,1.00083,3.40014e-28,7.10988e-29,1.6745e-28,8.57977e-29,1.93937e-28
78,1.00087,3.1219e-28,6.18304e-29,1.85581e-28,7.54782e-29,1.98412e-28
79,1.00093,3.49006e-28,5.66177e-29,1.71591e-28,8.67004e-29,2.12852e-28
80,1.00103,3.4162e-28,5.2759e-29,1.60143e-28,8.23105e-29,2.40822e-28
81,1.00115,3.4974e-28,5.91235e-29,1.85873e-28,8.44678e-29,2.40338e-28
82,1.00131,3.56803e-28,3.87793e-29,2.01707e-28,6.85136e-29,2.32641e-28
83,1.00149,4.67278e-28,4.37476e-29,1.967e-28,7.15269e-29,2.39805e-28
84,1.00169,3.73864e-28,5.42072e-29,2.08715e-28,7.15194e-29,2.55371e-28
85,1.00192,3.82184e-28,5.63103e-29,1.89954e-28,7.57786e-29,2.59997e-28
86,1.00217,4.74884e-28,4.88495e-29,1.96432e-28,5.2186e-29,2.39782e-28
87,1.00243,4.80442e-28,5.35526e-29,2.14109e-28,4.77366e-29,2.27556e-28
88,1.00271,5.62289e-28,5.67013e-29,1.9434e-28,4.80241e-29,2.42123e-28
89,1.003,4.3535e-28,5.70983e-29,1.75184e-28,3.27167e-29,2.04599e-28
90,1.0033,5.95173e-28,6.25692e-29,1.84107e-28,4.20025e-29,2.18825e-28
91,1.00361,5.93718e-28,6.22302e-29,1.56412e-28,3.29398e-29,1.9247e-28
92,1.00392,7.14373e-28,5.83101e-29,1.59847e-28,2.43064e-29,1.86267e-28
93,1.00423,6.43031e-28,6.02004e-29,1.46821e-28,1.64871e-29,1.91126e-28
94,1.00453,7.55213e-28,7.69963e-29,1.37348e-28,2.67627e-29,1.67787e-28
95,1.00483,6.71859e-28,9.88821e-29,1.26798e-28,3.2756e-29,1.60705e-28
96,1.00513,7.09619e-28,9.06923e-29,1.08847e-28,2.33608e-29,1.5573e-28
97,1.00542,7.63468e-28,8.16951e-29,1.04403e-28,1.73089e-29,1.54191e-28
98,1.00569,8.30428e-28,1.15878e-28,1.04777e-28,2.1069e-29,1.53493e-28
99,1.00596,8.49289e-28,1.2737e-28,1.08914e-28,1.53791e-29,1.3473e-28
100,1.00622,7.86914e-28,1.28803e-28,7.11701e-29,2.72297e-29,1.2632e-28
101,1.00647,8.83396e-28,1.43091e-28,6.70818e-29,2.47392e-29,1.26816e-28
102,1.0067,9.26522e-28,1.36432e-28,6.67421e-29,1.46947e-29,1.13891e-28
103,1.00693,9.51281e-28,1.88467e-28,5.47169e-29,1.78311e-29,1.1056e-28
104,1.00715,9.48392e-28,1.97403e-28,5.19655e-29,2.6402e-29,7.563e-29
105,1.00736,7.74667e-28,1.8788e-28,5.16948e-29,2.47385e-29,8.01602e-29
106,1.00756,7.56503e-28,1.89502e-28,3.93477e-29,2.01476e-29,8.56402e-29
107,1.00776,8.08575e-28,2.28725e-28,4.22644e-29,2.17825e-29,6.62947e-29
108,1.00795,6.93937e-28,2.39409e-28,3.61833e-29,3.44912e-29,6.76739e-29
109,1.00814,5.71066e-28,2.39776e-28,2.98342e-29,3.13803e-29,5.30429e-29
110,1.00833,5.96358e-28,2.44908e-28,3.44053e-29,3.32516e-29,5.70693e-29
111,1.00852,4.99722e-28,2.96396e-28,3.17698e-29,3.51463e-29,5.99591e-29
112,1.00871,6.41141e-28,2.63142e-28,3.23693e-29,3.84901e-29,5.15785e-29
113,1.00891,5.0645e-28,3.00596e-28,4.3559e-29,5.1578e-29,4.07986e-29
114,1.00911,4.27067e-28,3.0042e-28,3.47916e-29,5.22886e-29,4.40219e-29
115,1.00932,4.76451e-28,3.3617e-28,4.63958e-29,6.06457e-29,4.91166e-29
116,1.00954,6.01639e-28,2.95275e-28,3.72146e-29,4.84985e-29,4.24039e-29
117,1.00976,5.4352e-28,2.96958e-28,4.02192e-29,5.98388e-29,3.81533e-29
118,1.00999,3.33664e-28,3.62368e-28,4.3176e-29,5.48667e-29,3.09485e-29
119,1.01022,3.37579e-28,3.77532e-28,4.70119e-29,5.61801e-29,3.63286e-29
120,1.01046,2.7074e-28,3.75694e-28,3.60448e-29,7.28822e-29,3.34176e-29
121,1.01071,2.77461e-28,3.51299e-28,3.55887e-29,5.65358e-29,1.88462e-29
122,1.01096,1.41258e-28,3.432e-28,2.62187e-29,6.05134e-29,2.15476e-29
123,1.01121,1.45992e-28,3.77451e-28,3.57792e-29,6.98116e-29,1.24668e-29
124,1.01146,2.64735e-28,3.66386e-28,1.75675e-29,8.4382e-29,6.01745e-30
125,1.01171,4.4558e-28,3.40106e-28,1.39763e-29,5.98049e-29,4.84456e-30
126,1.01195,4.54906e-28,3.76084e-28,-4.82091e-30,7.09365e-29,2.7931e-30
127,1.01219,4.74186e-28,3.72918e-28,8.91792e-31,8.05401e-29,-1.07154e-30
128,1.01241,7.55015e-28,3.38629e-28,-1.07104e-29,8.92553e-29,-4.07511e-30
129,1.01262,1.07594e-27,3.53718e-28,-2.28639e-29,5.66134e-29,-2.11506e-30
130,1.01281,1.15998e-27,3.57643e-28,-1.93946e-29,9.70123e-29,-2.6178e-30
131,1.01299,1.54005e-27,3.39386e-28,-3.26526e-29,1.06338e-28,-4.14935e-30
132,1.01314,1.64501e-27,3.47272e-28,-3.85406e-29,1.09297e-28,-3.85192e-30
133,1.01326,1.83731e-27,2.38337e-28,-2.4484e-29,1.06426e-28,-2.597e-30
134,1.01336,2.05564e-27,2.74846e-28,-4.47854e-29,1.35534e-28,-2.69638e-30
135,1.01342,2.16026e-27,2.91533e-28,-3.27349e-29,1.20987e-28,-3.72986e-31
136,1.01345,2.46538e-27,2.34853e-28,-3.64192e-29,1.65928e-28,-3.29021e-31
137,1.01345,2.35694e-27,1.9013e-28,-3.2877e-29,1.60597e-28,5.75308e-31
138,1.01342,2.59681e-27,1.50047e-28,-2.67095e-29,1.88601e-28,3.18677e-30
139,1.01335,2.41602e-27,1.81687e-28,-5.79512e-30,1.62403e-28,1.71238e-30
140,1.01325,2.64132e-27,1.2528e-28,-1.41435e-29,1.87731e-28,1.18562e-30
141,1.01311,2.68912e-27,1.09478e-28,-1.85321e-30,2.17439e-28,-1.24808e-30
142,1.01294,2.70796e-27,7.07358e-29,-9.38096e-30,1.87942e-28,1.29965e-30
143,1.01274,2.87292e-27,5.51825e-29,-5.73751e-30,1.98451e-28,4.66298e-30
144,1.01251,2.81134e-27,4.13271e-29,4.27201e-29,2.28438e-28,1.25096e-31
145,1.01226,2.61864e-27,3.75675e-29,4.26604e-29,2.30086e-28,3.25917e-30
146,1.01199,2.7459e-27,1.96987e-29,-1.18332e-29,2.33998e-28,3.46711e-30
147,1.0117,2.4146e-27,1.21347e-32,6.35907e-29,2.27857e-28,6.11153e-30
148,1.01139,2.73899e-27,-2.34959e-29,6.28502e-29,2.29918e-28,1.2665e-29
149,1.01108,2.68595e-27,-1.34532e-29,5.93047e-29,2.57769e-28,5.94576e-30
150,1.01077,2.61204e-27,9.18586e-30,5.1322e-29,2.94991e-28,1.30508e-29
151,1.01045,2.41773e-27,3.33831e-29,9.83849e-29,3.05856e-28,2.59388e-29
152,1.01015,2.26618e-27,-2.44291e-30,1.26264e-28,3.15108e-28,1.54564e-29
153,1.00986,2.51114e-27,6.13983e-29,1.53718e-28,3.16424e-28,1.95153e-29
154,1.00958,2.27711e-27,7.2771e-29,1.2043e-28,3.59778e-28,2.19081e-29
155,1.00933,1.90047e-27,1.37627e-28,1.64729e-28,3.64936e-28,3.4153e-29
156,1.00911,1.98916e-27,9.91811e-29,1.30769e-28,4.15151e-28,4.62663e-29
157,1.00891,1.73803e-27,9.62612e-29,2.01212e-28,4.17319e-28,6.35559e-29
158,1.00876,1.6659e-27,2.424e-28,1.67152e-28,4.04717e-28,6.35136e-29
159,1.00864,1.57036e-27,2.81058e-28,1.76123e-28,4.79549e-28,7.72299e-29
160,1.00857,1.30506e-27,2.08176e-28,2.31178e-28,4.35926e-28,1.04209e-28
161,1.00854,1.1731e-27,2.44669e-28,1.77697e-28,5.24475e-28,1.18946e-28
162,1.00855,1.10945e-27,2.0512e-28,2.21505e-28,5.72656e-28,1.3732e-28
163,1.00861,8.67906e-28,3.34296e-28,2.16886e-28,5.89235e-28,1.65953e-28
164,1.00872,9.79541e-28,2.89406e-28,2.45155e-28,6.05551e-28,1.81797e-28
165,1.00886,6.95857e-28,3.14936e-28,2.89937e-28,6.95086e-28,2.16163e-28
166,1.00905,8.50999e-28,3.08877e-28,2.4487e-28,7.38724e-28,2.29626e-28
167,1.00927,6.37184e-28,2.87728e-28,2.49394e-28,7.6202e-28,2.64708e-28
168,1.00953,7.99891e-28,3.29095e-28,2.73605e-28,7.81422e-28,2.81144e-28
169,1.00981,8.87863e-28,4.31027e-28,2.53125e-28,8.73805e-28,2.94923e-28
170,1.01012,7.68914e-28,2.72703e-28,2.24733e-28,9.05889e-28,3.27373e-28
171,1.01044,9.57984e-28,4.03022e-28,2.51698e-28,8.97366e-28,3.46069e-28
172,1.01076,8.49218e-28,4.00227e-28,2.31602e-28,9.50266e-28,3.30786e-28
173,1.01109,1.01238e-27,4.02728e-28,2.58394e-28,9.79544e-28,3.66147e-28
174,1.0114,1.07243e-27,4.34425e-28,2.31019e-28,9.75075e-28,3.24291e-28
175,1.0117,1.09331e-27,5.24552e-28,2.38723e-28,1.00182e-27,3.53378e-28
176,1.01197,1.23043e-27,6.19286e-28,2.21383e-28,1.05645e-27,3.36395e-28
177,1.0122,1.31556e-27,6.85254e-28,2.19797e-28,9.93449e-28,3.26266e-28
178,1.0124,1.53215e-27,6.36146e-28,2.32823e-28,9.03776e-28,3.84548e-28
179,1.01253,1.67142e-27,7.6497e-28,1.9407e-28,9.3795e-28,3.70226e-28
180,1.01261,1.628e-27,7.62187e-28,2.07713e-28,9.30353e-28,3.38435e-28
181,1.01262,1.8308e-27,7.83852e-28,1.90406e-28,7.80743e-28,3.67508e-28
182,1.01255,2.09751e-27,8.66806e-28,1.46654e-28,7.86126e-28,3.56943e-28
183,1.0124,2.07172e-27,8.18309e-28,1.93169e-28,7.27474e-28,3.50971e-28
184,1.01216,2.07395e-27,7.88528e-28,1.74162e-28,6.72684e-28,3.36729e-28
185,1.01183,2.23e-27,9.5232e-28,1.49065e-28,5.39679e-28,4.23421e-28
186,1.01141,2.37275e-27,6.75643e-28,1.67424e-28,4.85298e-28,3.66372e-28
187,1.01089,2.42344e-27,6.88184e-28,1.78099e-28,4.47751e-28,3.60537e-28
188,1.01027,1.91299e-27,7.63233e-28,1.74397e-28,3.87246e-28,4.10879e-28
189,1.00956,2.49031e-27,9.47971e-28,1.35857e-28,3.35032e-28,4.0873e-28
190,1.00876,3.71099e-27,9.74149e-28,1.08262e-28,2.89474e-28,5.06442e-28
191,1.00786,3.03643e-27,6.92796e-28,1.97177e-28,1.9402e-28,4.63918e-28
192,1.00689,2.64876e-27,6.21992e-28,2.05621e-28,1.39229e-28,5.06826e-28
193,1.00583,2.0918e-27,6.42195e-28,1.93583e-28,1.32829e-28,4.48713e-28
194,1.0047,2.58468e-27,7.35816e-28,1.6614e-28,9.2053e-29,4.57643e-28
195,1.0035,2.9833e-27,6.30386e-28,1.67262e-28,8.51908e-29,5.2601e-28
196,1.00226,2.70306e-27,4.47484e-28,2.0776e-28,7.60949e-29,5.77751e-28
197,1.00097,2.0931e-27,4.38883e-28,3.1481e-28,4.36505e-29,5.32299e-28
198,0.999648,2.06939e-27,6.10539e-28,2.05492e-28,2.41215e-29,4.64808e-28
199,0.998307,2.94971e-27,5.70327e-28,1.31534e-28,2.14708e-29,5.18294e-28
200,0.996958,2.94252e-27,4.40281e-28,1.71779e-28,2.43185e-29,5.47613e-28
201,0.995614,2.75313e-27,4.29316e-28,2.87215e-28,2.93246e-29,5.58824e-28
202,0.994287,2.15475e-27,3.58082e-28,3.75717e-28,2.9377e-30,5.62513e-28
203,0.992989,1.83695e-27,5.21849e-28,2.19894e-28,2.77383e-32,4.55961e-28
204,0.991732,2.04379e-27,4.54231e-28,1.82813e-28,8.884e-30,4.75111e-28
205,0.990528,2.43665e-27,3.11523e-28,2.99359e-28,2.06223e-29,5.17832e-28
206,0.989387,2.13423e-27,3.29248e-28,3.68818e-28,6.02119e-30,5.00916e-28
207,0.988318,1.55077e-27,4.00146e-28,3.30103e-28,5.6779e-30,4.61913e-28
208,0.98733,1.23357e-27,3.72015e-28,3.59349e-28,2.06547e-29,4.3023e-28
209,0.986431,1.59801e-27,3.05942e-28,3.19896e-28,2.92441e-29,4.21003e-28
210,0.985625,1.52671e-27,3.21901e-28,3.7952e-28,3.45914e-29,4.42532e-28
211,0.984917,1.3326e-27,2.65596e-28,4.42063e-28,2.52984e-29,4.05988e-28
212,0.98431,5.91304e-28,3.72857e-28,4.21242e-28,4.82398e-29,3.96019e-28
213,0.983802,7.15864e-28,2.07002e-28,3.75523e-28,8.54533e-29,3.50011e-28
214,0.983395,7.89634e-28,1.46611e-28,4.1704e-28,8.83597e-29,3.63252e-28
215,0.983084,7.89287e-28,1.48039e-28,4.83182e-28,7.76519e-29,3.58961e-28
216,0.982864,4.37927e-28,2.1577e-28,4.67604e-28,1.18321e-28,3.65463e-28
217,0.982728,-6.55609e-30,2.31629e-28,4.29692e-28,1.35152e-28,3.11704e-28
218,0.982669,1.53778e-28,1.28763e-28,4.19922e-28,1.86566e-28,2.93668e-28
219,0.982676,4.58122e-28,7.57048e-29,4.38518e-28,1.60353e-28,3.0357e-28
220,0.982736,2.68569e-28,1.53981e-28,4.28102e-28,1.37939e-28,3.30201e-28
221,0.982838,-4.89333e-29,2.43209e-28,3.83897e-28,1.11198e-28,2.79491e-28
222,0.982965,-7.82799e-29,2.67087e-28,4.98212e-28,2.12845e-28,2.48541e-28
223,0.983104,1.14525e-28,1.73625e-28,4.88327e-28,2.54682e-28,2.26973e-28
224,0.983238,3.08029e-28,1.55876e-28,3.58741e-28,1.95867e-28,2.42359e-28
225,0.983349,6.40262e-29,2.7942e-28,4.88601e-28,1.59282e-28,2.00863e-28
226,0.983421,-1.06233e-29,3.65068e-28,5.22668e-28,2.19196e-28,1.68747e-28
227,0.983437,-2.45085e-29,3.62739e-28,4.71495e-28,2.71875e-28,1.66426e-28
228,0.983379,2.03076e-28,2.2235e-28,4.48432e-28,3.15615e-28,1.42105e-28
229,0.983231,1.74095e-28,2.69202e-28,4.44588e-28,2.06032e-28,1.67592e-28
230,0.982977,9.13944e-29,3.94359e-28,3.96854e-28,2.45202e-28,1.73606e-28
231,0.982602,4.32556e-29,5.21104e-28,5.19009e-28,3.49251e-28,1.61542e-28
232,0.982092,1.12047e-28,5.18996e-28,3.58303e-28,3.93199e-28,1.33219e-28
233,0.981435,3.21961e-28,3.3542e-28,3.34871e-28,4.52821e-28,1.562e-28
234,0.980622,1.75969e-28,4.93719e-28,4.49517e-28,3.96238e-28,2.18877e-28
235,0.979642,1.58893e-28,7.86962e-28,4.34462e-28,4.77475e-28,1.97133e-28
236,0.97849,2.22811e-28,7.76306e-28,4.28641e-28,5.15603e-28,2.14488e-28
237,0.977162,6.49152e-28,6.31873e-28,3.18968e-28,6.30995e-28,2.44703e-28
238,0.975654,9.51653e-28,6.25118e-28,3.18855e-28,5.20135e-28,2.91386e-28
239,0.973969,2.26645e-28,9.03759e-28,3.32245e-28,5.50353e-28,2.59666e-28
240,0.972107,4.19466e-28,1.0232e-27,3.7828e-28,5.75016e-28,2.40347e-28
241,0.970075,8.70392e-28,8.18716e-28,3.10667e-28,5.82439e-28,3.53108e-28
242,0.96788,8.804e-28,7.31848e-28,2.54707e-28,5.43822e-28,4.0283e-28
243,0.965532,6.59738e-28,9.28643e-28,3.50173e-28,5.01719e-28,3.84158e-28
244,0.963042,4.22803e-28,1.0062e-27,3.97238e-28,5.7157e-28,3.2678e-28
245,0.960426,7.23769e-28,8.5285e-28,3.11152e-28,5.284e-28,3.80115e-28
246,0.957698,1.05688e-27,5.23095e-28,3.13979e-28,5.26094e-28,4.66933e-28
247,0.954876,6.072e-28,6.52099e-28,4.12687e-28,4.91524e-28,4.24136e-28
248,0.95198,3.23686e-28,8.95395e-28,4.85131e-28,5.21096e-28,3.6969e-28
249,0.949028,5.50949e-28,8.04929e-28,4.81589e-28,4.68521e-28,4.01003e-28
250,0.946043,8.02986e-28,5.90897e-28,3.63983e-28,4.76376e-28,5.13168e-28
251,0.943044,3.39314e-28,5.54687e-28,3.94207e-28,4.57245e-28,4.19226e-28
252,0.940055,-9.38767e-29,7.53025e-28,5.43552e-28,4.28921e-28,4.14939e-28
253,0.937095,3.31648e-28,8.4814e-28,4.86622e-28,4.09315e-28,4.12438e-28
254,0.934187,6.27905e-28,7.32555e-28,4.26433e-28,3.91514e-28,4.29453e-28
255,0.931349,-1.87377e-28,7.54119e-28,4.9362e-28,3.80338e-28,4.01922e-28
256,0.928601,-2.79235e-28,9.14178e-28,5.85041e-28,3.30187e-28,3.95397e-28
257,0.92596,-3.37698e-29,9.9162e-28,5.76382e-28,3.14607e-28,3.38391e-28
258,0.923442,2.13576e-28,8.8129e-28,4.25753e-28,3.17629e-28,3.20357e-28
259,0.921059,-2.54812e-29,1.01372e-27,4.63561e-28,3.00646e-28,3.8481e-28
260,0.918824,-3.71222e-28,1.35481e-27,4.92431e-28,2.81075e-28,3.22667e-28
261,0.916745,-1.34299e-28,1.30946e-27,4.04441e-28,2.38859e-28,2.65608e-28
262,0.914828,1.10328e-28,1.44454e-27,4.03153e-28,2.07877e-28,2.71636e-28
263,0.913076,-9.69939e-29,1.1635e-27,3.63192e-28,2.09047e-28,3.18499e-28
264,0.911489,-2.07489e-28,1.69864e-27,3.63781e-28,1.98124e-28,2.95818e-28
265,0.910065,-1.92692e-28,1.88483e-27,3.70706e-28,1.83392e-28,3.25002e-28
266,0.908798,8.44242e-29,1.52862e-27,2.33217e-28,1.71882e-28,2.7611e-28
267,0.907678,-9.63027e-29,1.60723e-27,2.34202e-28,1.85404e-28,2.68254e-28
268,0.906695,-1.53821e-28,1.71495e-27,2.24027e-28,1.95595e-28,3.1915e-28
269,0.905834,1.19975e-28,2.2209e-27,1.71173e-28,1.6002e-28,2.96271e-28
270,0.905078,1.98956e-28,1.87085e-27,2.16653e-28,1.88368e-28,3.55055e-28
271,0.904408,7.27935e-29,1.54292e-27,9.34005e-29,2.37664e-28,3.80534e-28
272,0.903802,2.42178e-28,2.03116e-27,1.22759e-28,2.38855e-28,4.38272e-28
273,0.903238,4.15016e-28,2.20019e-27,9.89332e-29,2.34225e-28,4.14815e-28
274,0.902691,3.23508e-28,1.71276e-27,5.70782e-29,3.0156e-28,4.63219e-28
275,0.902136,4.02214e-28,1.52794e-27,7.04917e-29,3.37698e-28,5.31792e-28
276,0.901546,6.06553e-28,1.69071e-27,3.86217e-29,3.80171e-28,5.37183e-28
277,0.900895,7.65961e-28,1.8001e-27,8.87661e-29,3.67711e-28,6.2286e-28
278,0.900156,5.81526e-28,1.43207e-27,-1.0597e-31,4.8769e-28,5.58897e-28
279,0.899303,5.99601e-28,1.18938e-27,4.12027e-29,5.74023e-28,6.28487e-28
280,0.898312,8.64151e-28,1.32102e-27,3.46776e-30,5.46287e-28,7.39959e-28
281,0.897158,1.04398e-27,1.22833e-27,4.53867e-30,5.77649e-28,7.17604e-28
282,0.89582,7.1899e-28,7.75735e-28,1.14169e-29,7.19138e-28,6.7228e-28
283,0.894278,7.53927e-28,6.72934e-28,-2.00205e-29,7.91038e-28,7.13663e-28
284,0.892514,1.16857e-27,6.30098e-28,-2.58206e-29,7.7458e-28,8.04637e-28
285,0.890513,1.1311e-27,8.5181e-28,-1.15355e-29,7.19409e-28,7.98312e-28
286,0.888265,8.0954e-28,4.04594e-28,-1.9587e-29,9.52351e-28,8.29848e-28
287,0.88576,1.1713e-27,3.24003e-28,-2.31459e-29,9.619e-28,8.07318e-28
288,0.882993,1.53422e-27,3.92014e-28,-5.50778e-30,8.38782e-28,8.26467e-28
289,0.879963,1.02656e-27,3.63153e-28,-1.58162e-29,9.20952e-28,8.68218e-28
290,0.876672,1.0247e-27,-4.39478e-29,-4.65922e-30,1.02298e-27,8.66184e-28
291,0.873125,1.39602e-27,1.33231e-28,-4.28691e-31,1.15587e-27,7.96013e-28
292,0.869332,1.55084e-27,1.49552e-28,1.75252e-30,9.34865e-28,9.54375e-28
293,0.865305,1.44924e-27,1.0865e-28,6.89013e-29,9.16459e-28,9.33201e-28
294,0.86106,1.25468e-27,-1.41912e-28,5.51738e-29,1.12849e-27,8.86156e-28
