t,T+R,N_0,N_1,N_2,N_3
0,1,1.0798e-27,3.56543e-33,3.50115e-33,3.83186e-33
1,1.00014,1.06245e-27,4.67831e-31,4.47636e-31,4.6768e-31
2,1.0005,1.03768e-27,1.875e-30,1.7288e-30,1.78214e-30
3,1.0011,1.01006e-27,4.4111e-30,3.93938e-30,3.89954e-30
4,1.00191,1.0099e-27,8.39529e-30,7.17042e-30,6.84089e-30
5,1.00293,1.01267e-27,1.35566e-29,1.1472e-29,1.07014e-29
6,1.00416,9.39978e-28,2.01011e-29,1.63259e-29,1.49932e-29
7,1.00558,8.9275e-28,2.89649e-29,2.25467e-29,2.00255e-29
8,1.00718,8.80262e-28,3.81029e-29,2.87282e-29,2.61253e-29
9,1.00895,8.90165e-28,4.85406e-29,3.70867e-29,3.33215e-29
10,1.01088,8.43546e-28,5.97662e-29,4.43734e-29,3.9427e-29
11,1.01293,8.50135e-28,7.46183e-29,5.23619e-29,4.75843e-29
12,1.01511,8.36522e-28,8.57718e-29,6.09085e-29,5.46443e-29
13,1.01739,8.10931e-28,1.00468e-28,6.46672e-29,6.5329e-29
14,1.01974,7.80572e-28,1.16825e-28,7.70781e-29,7.09902e-29
15,1.02216,7.67666e-28,1.31783e-28,8.40597e-29,7.83022e-29
16,1.02461,7.39954e-28,1.46086e-28,9.28572e-29,8.92951e-29
17,1.02708,7.04383e-28,1.53578e-28,9.71154e-29,9.94075e-29
18,1.02954,7.33287e-28,1.64799e-28,1.07978e-28,1.15323e-28
19,1.03198,6.53013e-28,1.71762e-28,1.1843e-28,1.25927e-28
20,1.03437,6.46483e-28,1.88632e-28,1.21192e-28,1.34675e-28
21,1.03669,6.2083e-28,1.87085e-28,1.35051e-28,1.43888e-28
22,1.03892,5.90781e-28,1.87373e-28,1.33782e-28,1.60274e-28
23,1.04104,6.03828e-28,2.02535e-28,1.46655e-28,1.75628e-28
24,1.04303,5.8482e-28,2.1858e-28,1.63201e-28,1.84399e-28
25,1.04487,5.51104e-28,2.22216e-28,1.60856e-28,1.94801e-28
26,1.04656,5.36775e-28,2.19398e-28,1.68641e-28,2.07768e-28
27,1.04806,6.04893e-28,2.20027e-28,1.67811e-28,2.17776e-28
28,1.04936,5.75857e-28,2.38609e-28,1.76483e-28,2.27427e-28
29,1.05046,5.99809e-28,2.39392e-28,1.97759e-28,2.31144e-28
30,1.05135,5.49029e-28,2.46838e-28,1.96929e-28,2.3213e-28
31,1.052,6.39509e-28,2.64525e-28,1.90419e-28,2.57959e-28
32,1.05242,6.25794e-28,2.6164e-28,2.03722e-28,2.57142e-28
33,1.0526,6.45823e-28,2.65753e-28,2.09687e-28,2.52613e-28
34,1.05254,6.31883e-28,2.33267e-28,2.13815e-28,2.5844e-28
35,1.05222,6.09154e-28,2.51292e-28,2.10724e-28,2.63496e-28
36,1.05167,6.43604e-28,2.00699e-28,1.95307e-28,2.67793e-28
37,1.05087,6.83978e-28,2.23357e-28,1.90795e-28,2.65875e-28
38,1.04982,7.05154e-28,2.12166e-28,1.90965e-28,2.74553e-28
39,1.04855,6.93068e-28,1.7708e-28,1.83926e-28,2.60915e-28
40,1.04705,6.76899e-28,1.5777e-28,1.80001e-28,2.53354e-28
41,1.04533,6.80652e-28,1.66406e-28,1.55993e-28,2.54253e-28
42,1.0434,7.20609e-28,1.61966e-28,1.7766e-28,2.65942e-28
