t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2,Norm_3,AvgX_3,Norm_4,AvgX_4
156,0.814816,58.4732,0.0942452,6.76326,0.0306059,2.19635,0.0426826,3.06301,0.0176507,1.26666
157,0.815187,58.8679,0.100377,7.24863,0.0248117,1.79175,0.0403362,2.91284,0.0192885,1.3929
158,0.812602,59.0481,0.108124,7.85687,0.0198866,1.44507,0.0381103,2.7693,0.0212773,1.54613
159,0.807096,59.0123,0.117398,8.58378,0.0158778,1.16094,0.0360227,2.63386,0.0236052,1.72593
160,0.798746,58.7621,0.128091,9.42335,0.0128205,0.943175,0.0340876,2.50775,0.0262551,1.93153
161,0.787671,58.3025,0.140071,10.3679,0.010737,0.794738,0.0323156,2.39196,0.0292052,2.16173
162,0.774029,57.6417,0.153191,11.4081,0.00963714,0.717675,0.0307135,2.28722,0.0324292,2.41499
163,0.758016,56.7908,0.167285,12.533,0.00951806,0.713096,0.0292846,2.19401,0.0358965,2.68938
164,0.739862,55.764,0.182173,13.7305,0.0103642,0.781161,0.0280287,2.11254,0.0395724,2.9826
165,0.719828,54.5782,0.197663,14.987,0.012148,0.921072,0.0269421,2.04278,0.0434189,3.29207
166,0.698203,53.2529,0.213554,16.2881,0.0148298,1.13109,0.0260182,1.98444,0.0473947,3.61485
167,0.675299,51.8098,0.229638,17.6181,0.0183591,1.40854,0.0252474,1.93701,0.0514561,3.94778
168,0.651446,50.2729,0.245704,18.9612,0.0226751,1.74986,0.0246177,1.89977,0.0555575,4.28744
169,0.626988,48.6673,0.261538,20.3008,0.0277074,2.15067,0.0241148,1.87181,0.0596518,4.63022
170,0.602278,47.02,0.276931,21.6201,0.0333771,2.60576,0.0237229,1.85205,0.0636912,4.97239
171,0.577671,45.3585,0.291679,22.9025,0.0395983,3.10924,0.0234246,1.83929,0.0676276,5.3101
172,0.553522,43.711,0.305583,24.1316,0.0462787,3.65457,0.023202,1.83223,0.0714138,5.63946
173,0.530179,42.1057,0.31846,25.2914,0.0533213,4.23466,0.0230364,1.8295,0.0750033,5.9566
174,0.507978,40.5705,0.330135,26.3668,0.0606256,4.84197,0.0229094,1.8297,0.0783517,6.25769
175,0.487237,39.1326,0.340454,27.3437,0.0680889,5.46858,0.022803,1.83143,0.0814169,6.53903
176,0.468255,37.8181,0.349278,28.209,0.0756075,6.10635,0.0227001,1.83335,0.0841599,6.79707
177,0.451302,36.6512,0.356489,28.9512,0.0830786,6.74699,0.0225851,1.83418,0.086545,7.02851
178,0.436622,35.6547,0.361993,29.5604,0.0904009,7.38217,0.0224438,1.83276,0.0885408,7.23026
179,0.424423,34.8486,0.365716,30.0283,0.0974766,8.00363,0.0222643,1.82808,0.0901202,7.39961
180,0.414877,34.2506,0.367613,30.3486,0.104212,8.60333,0.022037,1.81929,0.091261,7.53415
181,0.40812,33.8754,0.36766,30.5171,0.110519,9.1735,0.021755,1.80574,0.0919464,7.63189
182,0.404243,33.7345,0.365861,30.5315,0.116317,9.70676,0.0214139,1.78702,0.0921649,7.69126
183,0.403299,33.8361,0.362246,30.3919,0.121531,10.1962,0.0210126,1.76292,0.0919107,7.71115
184,0.405297,34.1849,0.35687,30.1004,0.126096,10.6357,0.0205528,1.73354,0.0911838,7.69093
185,0.410201,34.7819,0.349813,29.6614,0.129957,11.0194,0.0200393,1.69918,0.08999,7.63046
186,0.417936,35.6244,0.341177,29.0816,0.133066,11.3424,0.0194798,1.66044,0.0883408,7.53008
187,0.428383,36.7062,0.33109,28.3696,0.135388,11.6008,0.018885,1.61817,0.0862535,7.39067
188,0.441386,38.0174,0.319697,27.5361,0.136897,11.7912,0.0182684,1.57349,0.0837507,7.2136
189,0.456751,39.5446,0.307164,26.5937,0.137579,11.9113,0.0176457,1.52773,0.0808601,7.00071
190,0.474248,41.2709,0.293674,25.5567,0.137428,11.9596,0.0170351,1.48247,0.0776146,6.75433
191,0.493618,43.1767,0.279421,24.4409,0.136453,11.9355,0.0164566,1.43946,0.0740511,6.47723
192,0.514575,45.239,0.264614,23.2636,0.134669,11.8395,0.0159316,1.40064,0.0702107,6.1726
193,0.536808,47.4328,0.249467,22.0431,0.132104,11.6728,0.0154828,1.36807,0.0661379,5.844
194,0.55999,49.7304,0.234202,20.7985,0.128795,11.4378,0.0151334,1.34394,0.06188,5.49531
195,0.583778,52.1028,0.219042,19.5497,0.124786,11.1373,0.014907,1.33046,0.0574867,5.13074
196,0.607822,54.5191,0.20421,18.3168,0.120132,10.7754,0.0148266,1.32988,0.0530091,4.75469
197,0.631768,56.9479,0.189924,17.1199,0.114893,10.3565,0.0149147,1.34442,0.0484994,4.37176
198,0.655264,59.357,0.176397,15.9789,0.109137,9.88613,0.0151925,1.37622,0.0440103,3.98667
199,0.677962,61.7144,0.16383,14.9133,0.102935,9.37007,0.0156795,1.42729,0.0395937,3.60418
200,0.69953,63.9883,0.152411,13.9416,0.0963647,8.81479,0.0163928,1.49951,0.0353008,3.22908
201,0.71965,66.1481,0.142316,13.0812,0.0895065,8.22718,0.0173472,1.5945,0.031181,2.86607
202,0.738024,68.1645,0.133698,12.3484,0.0824423,7.61444,0.0185541,1.71367,0.0272812,2.51971
203,0.754384,70.01,0.126693,11.7577,0.0752555,6.98403,0.0200218,1.85811,0.0236456,2.19441
204,0.768486,71.6594,0.121415,11.3217,0.0680292,6.34356,0.0217548,2.02858,0.0203149,1.89431
205,0.780123,73.0901,0.117953,11.0511,0.0608455,5.70065,0.0237537,2.2255,0.0173255,1.62324
206,0.789121,74.2827,0.11637,10.9543,0.053784,5.06287,0.0260149,2.44888,0.0147098,1.38468
207,0.795348,75.2209,0.116705,11.0375,0.0469213,4.43764,0.0285306,2.69831,0.012495,1.18173
208,0.798709,75.8922,0.118969,11.3043,0.0403298,3.83208,0.0312885,2.97299,0.0107034,1.01702
209,0.799153,76.2878,0.123147,11.7557,0.0340768,3.253,0.0342722,3.27165,0.00935158,0.89271
210,0.79667,76.4029,0.129195,12.3902,0.0282238,2.70675,0.0374607,3.59259,0.00845076,0.810452
211,0.791293,76.2369,0.137046,13.2036,0.0228259,2.19916,0.0408293,3.93369,0.00800633,0.771368
212,0.783097,75.7931,0.146605,14.1893,0.017931,1.73548,0.0443492,4.2924,0.00801796,0.776029
213,0.7722,75.0793,0.157753,15.338,0.0135795,1.3203,0.0479879,4.66576,0.00847962,0.824454
214,0.758756,74.1069,0.170351,16.638,0.00980397,0.957544,0.0517099,5.05045,0.0093797,0.916106
215,0.742958,72.8916,0.184236,18.0754,0.00662878,0.65035,0.0554767,5.44282,0.0107012,1.0499
216,0.725032,71.4525,0.199228,19.6341,0.00407005,0.401107,0.0592474,5.83888,0.0124221,1.22421
217,0.705238,69.8124,0.215132,21.2962,0.00213563,0.211409,0.0629795,6.23443,0.0145155,1.43691
218,0.683858,67.9972,0.231738,23.0421,0.00082518,0.0820492,0.0666291,6.62505,0.0169501,1.68538
219,0.661201,66.0354,0.248827,24.8508,0.000130426,0.0130259,0.0701514,7.00616,0.0196908,1.96656
220,0.637593,63.9581,0.266171,26.7001,3.54439e-05,0.00355545,0.073502,7.37313,0.022699,2.27698
221,0.613373,61.7983,0.28354,28.5671,0.00051709,0.0520976,0.0766368,7.72128,0.0259333,2.61282
222,0.588891,59.5905,0.300701,30.4283,0.0015455,0.156391,0.079513,8.04601,0.0293499,2.96995
223,0.564498,57.3702,0.317424,32.26,0.00308469,0.313499,0.0820897,8.34281,0.0329033,3.34398
224,0.540546,55.1733,0.333485,34.0387,0.0050932,0.51986,0.0843285,8.60737,0.0365471,3.73034
225,0.517378,53.0356,0.348669,35.7415,0.00752479,0.771354,0.0861944,8.83565,0.0402342,4.12434
226,0.495327,50.9924,0.36277,37.3461,0.0103293,1.06337,0.0876558,9.0239,0.0439178,4.52121
227,0.47471,49.0781,0.3756,38.8315,0.0134532,1.39086,0.0886855,9.1688,0.0475521,4.9162
228,0.455821,47.325,0.386985,40.1782,0.0168408,1.74847,0.0892613,9.26743,0.0510924,5.3046
229,0.43893,45.7635,0.396773,41.3682,0.0204347,2.13056,0.0893659,9.31743,0.0544961,5.68185
230,0.424278,44.4217,0.404834,42.3859,0.024177,2.53131,0.0889877,9.31696,0.0577231,6.04358
231,0.412074,43.3242,0.411059,43.2175,0.0280096,2.94484,0.0881213,9.2648,0.0607365,6.38565
232,0.402488,42.4924,0.415367,43.852,0.0318756,3.36524,0.0867669,9.16034,0.0635026,6.70424
233,0.395656,41.944,0.417701,44.281,0.0357195,3.78667,0.0849314,9.00369,0.0659918,6.99587
234,0.391671,41.6926,0.418034,44.499,0.0394884,4.20347,0.0826279,8.79559,0.0681785,7.25748
235,0.390585,41.7475,0.416365,44.5031,0.0431323,4.61019,0.0798758,8.53751,0.0700418,7.48641
236,0.392408,42.1137,0.412721,44.2937,0.0466048,5.00168,0.0767008,8.23162,0.0715655,7.68049
237,0.397108,42.7913,0.407156,43.874,0.0498636,5.37317,0.0731344,7.88077,0.0727379,7.83804
238,0.404611,43.7761,0.399752,43.2504,0.0528711,5.7203,0.069214,7.48849,0.0735526,7.9579
239,0.414801,45.0594,0.390614,42.432,0.0555945,6.03917,0.0649824,7.05897,0.074008,8.03941
240,0.427525,46.6277,0.379875,41.4308,0.0580063,6.32642,0.0604869,6.59697,0.0741072,8.08245
241,0.442591,48.4635,0.367687,40.2616,0.0600844,6.57922,0.0557797,6.10785,0.0738581,8.08743
242,0.459774,50.5451,0.354224,38.9415,0.0618121,6.79528,0.0509163,5.59746,0.073273,8.05524
243,0.478819,52.847,0.339678,37.4901,0.0631783,6.97295,0.0459555,5.07208,0.0723687,7.98729
244,0.499443,55.3402,0.324256,35.9288,0.0641774,7.1111,0.0409586,4.53838,0.0711656,7.88543
245,0.521339,57.9928,0.308175,34.2809,0.064809,7.20924,0.0359884,4.00329,0.0696878,7.75194
246,0.544185,60.7703,0.291666,32.571,0.065078,7.2674,0.0311086,3.47396,0.0679623,7.58951
247,0.567641,63.636,0.274963,30.825,0.0649938,7.28619,0.0263828,2.95767,0.0660191,7.40114
248,0.591363,66.5517,0.258303,29.0693,0.0645705,7.26673,0.0218741,2.4617,0.06389,7.19016
