t,T+R,N_0,N_1,N_2,N_3
0,0.999999,9.02696e-28,3.51008e-33,3.99311e-33,4.69652e-33
1,0.999888,8.95385e-28,4.03625e-31,4.73663e-31,5.31512e-31
2,0.999593,8.76941e-28,1.44877e-30,1.7124e-30,1.76172e-30
3,0.999116,8.62802e-28,2.82541e-30,3.65073e-30,3.59957e-30
4,0.998462,8.45771e-28,4.78168e-30,6.23267e-30,5.59524e-30
5,0.997637,8.26668e-28,6.72073e-30,9.33614e-30,8.28187e-30
6,0.996647,8.29329e-28,8.84779e-30,1.3253e-29,1.13869e-29
7,0.995501,8.0573e-28,1.08046e-29,1.73459e-29,1.43342e-29
8,0.99421,8.01953e-28,1.35947e-29,2.19489e-29,1.84989e-29
9,0.992784,7.79618e-28,1.57287e-29,2.72819e-29,2.27043e-29
10,0.991236,7.20008e-28,1.91086e-29,3.44965e-29,2.81513e-29
11,0.98958,7.13893e-28,2.24028e-29,4.00886e-29,3.30815e-29
12,0.987829,6.80444e-28,2.54865e-29,4.78573e-29,3.81577e-29
13,0.986001,6.37633e-28,3.11209e-29,5.75837e-29,4.49626e-29
14,0.984109,6.19785e-28,3.23221e-29,6.36711e-29,5.52968e-29
15,0.982172,5.77529e-28,3.91322e-29,7.27192e-29,6.02654e-29
16,0.980206,5.35125e-28,4.15601e-29,7.82313e-29,7.57391e-29
17,0.978229,4.99006e-28,4.73912e-29,8.56176e-29,8.6759e-29
18,0.976257,4.75896e-28,5.00215e-29,9.25684e-29,9.13591e-29
19,0.974309,4.4922e-28,5.56096e-29,9.78078e-29,1.0228e-28
20,0.972402,4.13413e-28,5.9696e-29,1.09158e-28,1.05806e-28
21,0.970552,4.18898e-28,6.59636e-29,1.15543e-28,1.17814e-28
22,0.968776,3.88748e-28,6.59748e-29,1.13545e-28,1.22766e-28
23,0.967091,3.53794e-28,6.87243e-29,1.24027e-28,1.30966e-28
24,0.96551,3.65271e-28,6.84656e-29,1.26545e-28,1.34518e-28
25,0.964049,3.44014e-28,7.08069e-29,1.28994e-28,1.52916e-28
26,0.962721,3.45926e-28,7.80379e-29,1.2929e-28,1.56717e-28
27,0.961539,3.33314e-28,8.14548e-29,1.31816e-28,1.65634e-28
28,0.960512,3.32265e-28,8.11114e-29,1.35653e-28,1.59705e-28
29,0.959652,3.17364e-28,7.802e-29,1.38627e-28,1.70507e-28
30,0.958967,3.24031e-28,8.18256e-29,1.35549e-28,1.74526e-28
31,0.958463,3.25886e-28,9.32757e-29,1.25448e-28,1.79586e-28
32,0.958146,3.47271e-28,9.05962e-29,1.37708e-28,1.71631e-28
33,0.958021,3.44067e-28,8.88697e-29,1.27355e-28,1.63012e-28
34,0.95809,3.32544e-28,7.7958e-29,1.20772e-28,1.61305e-28
35,0.958353,3.4473e-28,7.95554e-29,1.27283e-28,1.79123e-28
36,0.95881,3.57013e-28,9.28952e-29,1.21989e-28,1.53861e-28
37,0.959459,3.64756e-28,9.3309e-29,1.04554e-28,1.32836e-28
38,0.960297,3.91824e-28,7.96969e-29,9.71805e-29,1.34687e-28
39,0.961317,3.85008e-28,8.1331e-29,1.03436e-28,1.48655e-28
40,0.962514,4.04559e-28,7.92101e-29,9.72274e-29,1.45421e-28
41,0.963879,4.20748e-28,7.72221e-29,8.82033e-29,1.42675e-28
42,0.965403,4.06143e-28,8.19538e-29,7.87035e-29,1.31777e-28
43,0.967076,4.24565e-28,6.90279e-29,7.53847e-29,1.39889e-28
44,0.968885,4.09108e-28,8.28717e-29,7.34053e-29,1.47371e-28
45,0.970818,4.30243e-28,7.65027e-29,7.14725e-29,1.38551e-28
46,0.972862,4.46111e-28,8.22369e-29,6.15191e-29,1.41634e-28
47,0.975002,4.44473e-28,8.60654e-29,5.52603e-29,1.31595e-28
48,0.977223,4.61259e-28,6.39768e-29,5.76501e-29,1.34347e-28
49,0.97951,4.94124e-28,7.17565e-29,5.43214e-29,1.6891e-28
50,0.981846,5.17577e-28,7.72776e-29,4.81392e-29,1.39641e-28
51,0.984216,5.70264e-28,7.05953e-29,4.23197e-29,1.46485e-28
52,0.986602,5.90784e-28,6.55399e-29,3.9023e-29,1.3573e-28
53,0.98899,6.43698e-28,6.33634e-29,4.04252e-29,1.27498e-28
54,0.991363,6.48605e-28,6.14527e-29,4.59962e-29,1.41721e-28
55,0.993704,7.42379e-28,4.82555e-29,3.29045e-29,1.33114e-28
56,0.996,7.66872e-28,5.61691e-29,3.00431e-29,1.29391e-28
57,0.998234,7.68364e-28,5.17103e-29,2.95042e-29,1.2617e-28
58,1.00039,7.72265e-28,5.28177e-29,3.15598e-29,1.3644e-28
59,1.00247,8.01071e-28,4.32912e-29,2.61111e-29,1.47971e-28
60,1.00444,8.38209e-28,3.73037e-29,2.53745e-29,1.18582e-28
61,1.00629,8.67543e-28,3.11707e-29,1.8329e-29,1.26191e-28
62,1.00803,9.32953e-28,3.67506e-29,1.30521e-29,1.20823e-28
63,1.00964,9.08127e-28,2.61178e-29,1.63601e-29,1.23542e-28
64,1.0111,9.19896e-28,2.90228e-29,1.31088e-29,8.69516e-29
65,1.01243,9.32509e-28,1.68546e-29,1.31753e-29,1.02502e-28
66,1.0136,9.45324e-28,2.38115e-29,1.02462e-29,7.7495e-29
67,1.01461,9.58517e-28,1.80211e-29,1.01974e-29,6.75582e-29
68,1.01548,8.95769e-28,1.69783e-29,1.05996e-29,5.85622e-29
69,1.01618,9.40164e-28,1.12772e-29,1.80647e-29,4.69927e-29
70,1.01673,9.30422e-28,6.50409e-30,1.39312e-29,4.24854e-29
71,1.01712,9.25537e-28,4.93679e-30,1.51395e-29,3.6512e-29
72,1.01737,8.47283e-28,8.1893e-30,2.31767e-29,2.96876e-29
73,1.01747,8.47862e-28,3.95529e-30,2.525e-29,1.66953e-29
74,1.01742,8.1738e-28,2.88587e-30,3.51228e-29,1.78673e-29
75,1.01725,8.38809e-28,-3.50355e-30,3.23752e-29,1.40764e-29
76,1.01695,8.1471e-28,2.19504e-30,3.25803e-29,1.27974e-29
77,1.01654,7.86678e-28,2.17e-30,4.44656e-29,8.56446e-30
78,1.01602,7.96959e-28,1.25776e-30,5.8173e-29,5.96393e-30
