t,T+R,N_0,N_1,N_2,N_3
0,0.999995,3.29347e-26,1.34472e-31,1.30359e-31,1.16681e-31
1,0.99942,3.28975e-26,1.52676e-29,1.53141e-29,1.29711e-29
2,0.997892,3.22006e-26,5.2507e-29,5.34429e-29,4.47188e-29
3,0.995423,3.24977e-26,1.12581e-28,1.11372e-28,9.17039e-29
4,0.992035,3.2568e-26,1.93619e-28,1.87371e-28,1.54869e-28
5,0.987755,3.25685e-26,2.90336e-28,2.89705e-28,2.50918e-28
6,0.98262,3.32903e-26,4.1896e-28,4.00473e-28,3.54322e-28
7,0.976674,3.26863e-26,5.7538e-28,5.01977e-28,5.14863e-28
8,0.969966,3.20875e-26,7.36075e-28,6.38612e-28,6.56552e-28
9,0.962554,3.37798e-26,9.49819e-28,8.08818e-28,8.7023e-28
10,0.954499,3.2842e-26,1.17865e-27,9.69462e-28,1.11566e-27
11,0.945871,3.38014e-26,1.44648e-27,1.19347e-27,1.40014e-27
12,0.936742,3.23438e-26,1.70472e-27,1.398e-27,1.68285e-27
13,0.927189,3.18591e-26,1.94738e-27,1.70626e-27,1.95786e-27
14,0.917293,2.93772e-26,2.10514e-27,2.04392e-27,2.29998e-27
15,0.907139,2.96244e-26,2.5048e-27,2.29181e-27,2.53866e-27
16,0.896813,2.85004e-26,2.77609e-27,2.60499e-27,2.95097e-27
17,0.886403,2.60224e-26,2.97248e-27,2.77363e-27,3.21643e-27
18,0.875997,2.54653e-26,3.3766e-27,3.20675e-27,3.60153e-27
19,0.865684,2.49571e-26,3.58634e-27,3.33735e-27,3.84791e-27
20,0.855552,2.262e-26,3.9606e-27,3.83485e-27,4.23086e-27
21,0.845689,2.11528e-26,4.28572e-27,3.99486e-27,4.78818e-27
22,0.836179,2.0283e-26,4.73894e-27,4.4443e-27,5.14173e-27
23,0.827104,1.84538e-26,4.9449e-27,4.5182e-27,5.3472e-27
24,0.818543,1.70542e-26,4.93145e-27,4.56956e-27,5.81632e-27
25,0.81057,1.5959e-26,5.1067e-27,4.96777e-27,6.30325e-27
26,0.803256,1.65713e-26,5.23852e-27,5.06157e-27,6.57236e-27
27,0.796664,1.46557e-26,5.16318e-27,5.31871e-27,6.79666e-27
28,0.790854,1.552e-26,5.55464e-27,5.42088e-27,6.82874e-27
29,0.785878,1.49736e-26,5.19848e-27,5.6657e-27,7.20518e-27
30,0.781781,1.45539e-26,5.11574e-27,5.55764e-27,7.11281e-27
31,0.778603,1.46458e-26,5.15094e-27,5.76363e-27,6.89613e-27
32,0.776374,1.36013e-26,5.24287e-27,5.70392e-27,7.29586e-27
33,0.775118,1.32108e-26,5.00588e-27,5.89558e-27,7.91726e-27
34,0.77485,1.16513e-26,4.88525e-27,6.0572e-27,7.37278e-27
35,0.775578,1.24509e-26,5.3262e-27,5.61762e-27,7.81544e-27
36,0.777302,1.20992e-26,4.80964e-27,5.821e-27,7.63505e-27
37,0.780013,1.32466e-26,4.86531e-27,5.55519e-27,7.89703e-27
38,0.783695,1.28473e-26,5.14009e-27,5.24539e-27,7.79132e-27
39,0.788323,1.33256e-26,4.70272e-27,5.27308e-27,7.66491e-27
40,0.793866,1.4593e-26,4.55133e-27,5.33024e-27,7.4875e-27
