t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2,Norm_3,AvgX_3
206,0.759356,71.4808,0.16407,15.4444,0.0141735,1.3342,0.0624006,5.87398
207,0.74539,70.496,0.177755,16.8113,0.0107389,1.01564,0.066117,6.25309
208,0.729727,69.3376,0.192457,18.287,0.00784281,0.745212,0.0699732,6.64875
209,0.71251,68.0168,0.208058,19.8614,0.00548946,0.524028,0.0739423,7.05859
210,0.693892,66.5462,0.224433,21.5238,0.00367851,0.352779,0.077996,7.48004
211,0.674041,64.9403,0.241449,23.2623,0.00240544,0.231751,0.0821046,7.91034
212,0.653135,63.2146,0.258966,25.0644,0.00166164,0.160824,0.086237,8.34657
213,0.631363,61.386,0.276841,26.9167,0.00143457,0.13948,0.0903614,8.78563
214,0.608918,59.4724,0.294929,28.8054,0.00170796,0.166815,0.0944451,9.22436
215,0.586004,57.4929,0.313078,30.7161,0.00246205,0.241551,0.0984553,9.65945
216,0.562826,55.467,0.331141,32.6342,0.00367381,0.362057,0.102359,10.0876
217,0.539593,53.415,0.348967,34.5447,0.00531727,0.526364,0.106123,10.5053
218,0.516512,51.3577,0.366408,36.4326,0.00736376,0.732192,0.109716,10.9093
219,0.493792,49.3159,0.38332,38.2829,0.00978225,0.976973,0.113106,11.2961
220,0.471636,47.3107,0.399561,40.0808,0.0125397,1.25788,0.116263,11.6626
221,0.450244,45.3628,0.414997,41.8116,0.0156013,1.57186,0.119158,12.0054
222,0.429807,43.4927,0.429499,43.4615,0.018931,1.91565,0.121763,12.3214
223,0.41051,41.7203,0.442944,45.0166,0.0224916,2.28583,0.124054,12.6077
224,0.392525,40.0649,0.455222,46.4643,0.0262453,2.67885,0.126008,12.8615
225,0.376015,38.5447,0.466229,47.7924,0.0301542,3.09106,0.127602,13.0803
226,0.361127,37.1769,0.475872,48.9896,0.03418,3.51873,0.128821,13.2617
227,0.347995,35.9776,0.484072,50.046,0.0382852,3.95813,0.129648,13.4037
228,0.336737,34.9613,0.490759,50.9524,0.0424327,4.40552,0.130071,13.5045
229,0.327454,34.1409,0.495878,51.701,0.0465865,4.85719,0.130082,13.5625
230,0.32023,33.5279,0.499385,52.2853,0.0507119,5.30951,0.129673,13.5767
231,0.31513,33.1318,0.501251,52.7,0.0547758,5.75895,0.128844,13.5462
232,0.312198,32.9601,0.501461,52.9414,0.0587466,6.20213,0.127594,13.4706
233,0.311462,33.0185,0.500014,53.0072,0.0625952,6.6358,0.125928,13.3498
234,0.312928,33.3106,0.496922,52.8965,0.0662943,7.05691,0.123855,13.1841
235,0.316583,33.8379,0.492213,52.61,0.0698194,7.46262,0.121384,12.9741
236,0.322395,34.5998,0.485925,52.1501,0.0731481,7.85033,0.118532,12.721
237,0.33031,35.5933,0.478114,51.5203,0.0762609,8.21767,0.115315,12.426
238,0.340258,36.8136,0.468846,50.7259,0.0791412,8.56255,0.111755,12.0911
239,0.35215,38.2537,0.4582,49.7737,0.081775,8.88313,0.107876,11.7184
240,0.365878,39.9043,0.446266,48.6718,0.0841511,9.17789,0.103704,11.3104
241,0.381321,41.7545,0.433148,47.4296,0.0862613,9.44558,0.0992696,10.87
242,0.398338,43.7911,0.418958,46.0579,0.0881,9.68524,0.0946043,10.4003
243,0.416778,45.9995,0.403815,44.5688,0.0896647,9.89623,0.0897424,9.90482
244,0.436474,48.3631,0.387851,42.9754,0.0909551,10.0782,0.08472,9.3873
245,0.457251,50.8638,0.3712,41.2917,0.0919739,10.231,0.0795746,8.85173
246,0.478921,53.4822,0.354007,39.5328,0.092726,10.3549,0.0743454,8.30231
247,0.501291,56.1977,0.336418,37.7145,0.0932187,10.4504,0.0690724,7.74343
248,0.524159,58.9886,0.318584,35.8533,0.0934611,10.5181,0.0637964,7.17962
249,0.54732,61.8324,0.300656,33.966,0.0934647,10.559,0.0585585,6.61552
250,0.570567,64.7057,0.28279,32.0701,0.0932424,10.5742,0.0533999,6.05587
251,0.593691,67.5851,0.265138,30.183,0.0928087,10.5652,0.0483616,5.50543
252,0.616485,70.4466,0.247852,28.3224,0.0921792,10.5335,0.0434837,4.96895
253,0.638744,73.2663,0.23108,26.5057,0.0913709,10.4806,0.0388056,4.45114
254,0.660268,76.0205,0.214966,24.7503,0.0904014,10.4084,0.0343651,3.95666
255,0.680864,78.6859,0.199648,23.0729,0.0892887,10.3189,0.0301987,3.49
256,0.700349,81.24,0.185259,21.4899,0.0880514,10.2139,0.0263408,3.05552
257,0.718546,83.6608,0.171922,20.017,0.0867081,10.0955,0.0228236,2.65737
258,0.735293,85.9277,0.159753,18.669,0.0852773,9.96566,0.0196769,2.29947
259,0.75044,88.0211,0.148855,17.4596,0.083777,9.82643,0.0169275,1.98547
260,0.763851,89.923,0.139325,16.4017,0.0822248,9.67977,0.0145996,1.71871
261,0.775406,91.6169,0.131243,15.5068,0.0806375,9.52761,0.0127139,1.50219
262,0.785,93.0882,0.124681,14.7851,0.0790309,9.37177,0.0112878,1.33855
263,0.792549,94.3241,0.119696,14.2454,0.0774197,9.21398,0.0103353,1.23004
264,0.797985,95.3138,0.116331,13.8949,0.0758173,9.05585,0.00986668,1.17851
265,0.801259,96.0488,0.114617,13.7394,0.0742359,8.89883,0.00988835,1.18534
266,0.802341,96.5229,0.11457,13.7829,0.072686,8.74423,0.010403,1.2515
267,0.801223,96.7319,0.116191,14.0277,0.0711766,8.59317,0.0114096,1.37748
268,0.797915,96.6744,0.119467,14.4745,0.0697152,8.44661,0.0129029,1.5633
269,0.792445,96.3511,0.124373,15.1222,0.0683073,8.30529,0.0148742,1.80851
270,0.784864,95.7653,0.130868,15.9679,0.0669571,8.16979,0.0173108,2.11218
271,0.775239,94.9226,0.138897,17.007,0.0656669,8.04045,0.0201965,2.47291
272,0.763658,93.831,0.148393,18.2332,0.0644373,7.91744,0.0235113,2.88884
273,0.750224,92.5009,0.159277,19.6385,0.0632674,7.80073,0.027232,3.35764
274,0.735057,90.9447,0.171456,21.2133,0.0621548,7.69009,0.0313322,3.87656
275,0.718294,89.1772,0.184828,22.9466,0.0610957,7.58512,0.0357823,4.44242
276,0.700086,87.2152,0.199279,24.8258,0.0600849,7.48524,0.0405501,5.05165
277,0.680595,85.0771,0.214688,26.8369,0.0591159,7.38973,0.0456008,5.70029
278,0.659997,82.7834,0.230924,28.9648,0.0581816,7.29771,0.0508974,6.38406
279,0.638476,80.3558,0.247849,31.1932,0.0572735,7.20819,0.0564008,7.09836
280,0.616226,77.8176,0.265321,33.5049,0.0563827,7.12007,0.0620705,7.83832
281,0.593446,75.1932,0.283189,35.8818,0.0554999,7.03217,0.0678644,8.59882
282,0.570341,72.5079,0.301304,38.3051,0.0546152,6.94327,0.0737396,9.37458
283,0.547117,69.7878,0.319511,40.7554,0.0537186,6.8521,0.0796527,10.1601
284,0.523984,67.0593,0.337656,43.2132,0.0528004,6.75738,0.0855596,10.9499
285,0.501147,64.3492,0.355585,45.6584,0.0518511,6.65787,0.0914167,11.7382
286,0.478814,61.6843,0.373145,48.0713,0.0508614,6.55234,0.0971805,12.5195
287,0.457182,59.0912,0.390186,50.432,0.0498229,6.43966,0.102808,13.2881
288,0.436447,56.5959,0.406566,52.721,0.0487282,6.31878,0.108259,14.0384
289,0.416794,54.2236,0.422143,54.9196,0.0475705,6.18878,0.113492,14.765
290,0.398399,51.9989,0.436787,57.0092,0.0463445,6.04887,0.118469,15.4626
291,0.381428,49.9449,0.450372,58.9725,0.0450461,5.89843,0.123155,16.1261
292,0.366031,48.0833,0.462782,60.7929,0.0436728,5.73704,0.127514,16.7507
293,0.352347,46.4344,0.473914,62.4551,0.0422235,5.56446,0.131515,17.3318
294,0.340499,45.0164,0.483671,63.9449,0.0406989,5.38069,0.135131,17.8653
295,0.330591,43.8458,0.491972,65.2495,0.0391015,5.18597,0.138335,18.3472
296,0.322714,42.9369,0.498745,66.3577,0.0374354,4.98075,0.141106,18.774
297,0.316936,42.3015,0.503934,67.26,0.0357067,4.76578,0.143424,19.1428
298,0.313309,41.9491,0.507493,67.9484,0.0339235,4.54203,0.145274,19.4508
299,0.311866,41.8869,0.509393,68.4168,0.0320955,4.31076,0.146645,19.696
300,0.312619,42.1192,0.509618,68.6609,0.0302343,4.07347,0.147529,19.8766
301,0.31556,42.6478,0.508165,68.6784,0.0283532,3.83192,0.147922,19.9916
302,0.320662,43.4718,0.505048,68.4688,0.0264671,3.58812,0.147823,20.0402
303,0.327879,44.5876,0.500292,68.0336,0.0245927,3.34431,0.147236,20.0223
304,0.337146,45.9889,0.493938,67.3762,0.0227478,3.10295,0.146168,19.9383
305,0.348379,47.6669,0.486039,66.5021,0.0209516,2.8667,0.144631,19.789
306,0.361476,49.61,0.476662,65.4184,0.0192244,2.63841,0.142637,19.5759
307,0.376319,51.8043,0.465887,64.1343,0.0175873,2.42108,0.140206,19.3008
308,0.392774,54.2335,0.453806,62.6605,0.0160622,2.21784,0.137358,18.9661
309,0.410693,56.879,0.440519,61.0096,0.0146713,2.03191,0.134117,18.5745
310,0.429914,59.7202,0.426139,59.1958,0.0134373,1.86659,0.13051,18.1293
311,0.450264,62.7346,0.410788,57.2344,0.0123824,1.72522,0.126566,17.6342
312,0.471559,65.8979,0.394595,55.1425,0.011529,1.61112,0.122317,17.0931
313,0.493608,69.1844,0.377697,52.9382,0.0108988,1.52758,0.117797,16.5105
314,0.516211,72.567,0.360236,50.6406,0.0105126,1.47782,0.113041,15.8909
