t,T+R,N_0,N_1,N_2
0,1,9.09424e-28,5.4857e-33,3.12904e-33
1,0.999949,9.18215e-28,6.76678e-31,3.69367e-31
2,0.999815,9.26047e-28,2.49437e-30,1.27518e-30
3,0.999597,9.25406e-28,5.37249e-30,2.68288e-30
4,0.999298,8.90888e-28,9.00305e-30,4.55433e-30
5,0.998918,8.98084e-28,1.39946e-29,6.89097e-30
6,0.998459,9.30723e-28,1.91875e-29,9.45259e-30
7,0.997924,8.96989e-28,2.68667e-29,1.25826e-29
8,0.997315,8.74916e-28,3.42391e-29,1.62224e-29
9,0.996635,8.43939e-28,4.43881e-29,2.05372e-29
10,0.995888,7.93638e-28,5.66544e-29,2.73924e-29
11,0.995078,7.71493e-28,6.54222e-29,3.27672e-29
12,0.994208,7.40916e-28,8.01472e-29,4.09713e-29
13,0.993283,7.06312e-28,8.92125e-29,4.98828e-29
14,0.992308,6.87353e-28,1.00867e-28,6.29418e-29
15,0.991286,6.51925e-28,1.09955e-28,7.34524e-29
16,0.990225,6.39411e-28,1.25479e-28,8.49885e-29
17,0.989129,5.81802e-28,1.38949e-28,9.79645e-29
18,0.988003,5.64918e-28,1.4776e-28,1.10291e-28
19,0.986853,5.25597e-28,1.54589e-28,1.24992e-28
20,0.985686,4.74451e-28,1.68568e-28,1.46409e-28
21,0.984507,4.36464e-28,1.71369e-28,1.59186e-28
22,0.983321,4.23848e-28,1.86792e-28,1.80105e-28
23,0.982137,4.09411e-28,1.89302e-28,1.94288e-28
24,0.980958,3.62762e-28,1.99302e-28,2.12104e-28
25,0.979792,3.17357e-28,2.19453e-28,2.28447e-28
26,0.978645,3.02872e-28,2.1864e-28,2.51613e-28
27,0.977523,2.48459e-28,2.26138e-28,2.67271e-28
28,0.976431,2.48621e-28,2.45721e-28,2.94623e-28
29,0.975376,2.11999e-28,2.63123e-28,3.0227e-28
30,0.974364,1.81034e-28,2.75077e-28,3.18094e-28
31,0.973399,1.70496e-28,2.79254e-28,3.32813e-28
32,0.972487,1.55729e-28,2.93716e-28,3.42868e-28
33,0.971634,1.25329e-28,3.05807e-28,3.45197e-28
34,0.970844,1.1856e-28,2.94168e-28,3.48859e-28
35,0.970122,1.21518e-28,2.79099e-28,3.23344e-28
36,0.969472,1.25889e-28,3.23183e-28,3.19189e-28
37,0.968899,9.97662e-29,3.07609e-28,2.88277e-28
38,0.968406,9.02909e-29,2.93402e-28,3.05938e-28
39,0.967996,8.57967e-29,2.84315e-28,3.09059e-28
40,0.967673,8.67491e-29,2.95386e-28,2.49837e-28
41,0.967439,7.85958e-29,2.91042e-28,2.49537e-28
42,0.967297,7.19471e-29,2.79056e-28,2.30374e-28
43,0.967249,5.74965e-29,2.76341e-28,2.47601e-28
44,0.967295,6.46317e-29,2.77898e-28,2.51038e-28
45,0.967438,5.54377e-29,2.37817e-28,2.1817e-28
46,0.967678,5.06819e-29,2.59624e-28,2.08367e-28
47,0.968015,4.62401e-29,2.71103e-28,1.95349e-28
48,0.96845,5.74436e-29,2.42518e-28,1.91129e-28
49,0.968981,4.30607e-29,2.55188e-28,1.87449e-28
50,0.969609,4.81259e-29,2.53296e-28,1.7496e-28
51,0.970331,5.50563e-29,2.15375e-28,1.74514e-28
52,0.971146,7.01206e-29,2.68722e-28,1.75995e-28
53,0.972052,6.64534e-29,2.48933e-28,1.47896e-28
54,0.973046,9.13843e-29,2.48221e-28,1.47201e-28
55,0.974127,1.11856e-28,1.94367e-28,1.40108e-28
56,0.97529,1.29351e-28,1.89929e-28,1.51871e-28
57,0.976532,1.37979e-28,2.1547e-28,1.3275e-28
58,0.97785,1.66721e-28,1.94556e-28,1.25206e-28
59,0.97924,1.85534e-28,2.11928e-28,1.05935e-28
60,0.980696,2.17538e-28,1.77275e-28,1.42605e-28
61,0.982216,2.34157e-28,1.71334e-28,1.20599e-28
62,0.983793,2.54289e-28,1.5354e-28,1.22383e-28
63,0.985423,3.01684e-28,1.42717e-28,1.22474e-28
64,0.987101,3.2068e-28,1.21291e-28,1.23517e-28
65,0.988821,3.42925e-28,1.16007e-28,1.29054e-28
66,0.990579,3.51958e-28,9.45012e-29,1.14694e-28
67,0.992367,3.54103e-28,1.01267e-28,1.306e-28
68,0.994182,3.48508e-28,7.66365e-29,8.69037e-29
69,0.996016,3.94592e-28,7.55348e-29,1.02589e-28
70,0.997865,3.89717e-28,6.08988e-29,8.16366e-29
71,0.999723,4.09011e-28,4.63846e-29,1.14526e-28
72,1.00158,4.02387e-28,4.14137e-29,7.43954e-29
73,1.00344,4.26995e-28,1.94842e-29,6.9287e-29
74,1.00529,3.96038e-28,2.46829e-29,5.88656e-29
75,1.00713,4.77187e-28,2.10348e-29,6.12643e-29
76,1.00894,4.32038e-28,1.77829e-29,7.07786e-29
77,1.01074,4.93049e-28,8.54106e-30,4.92092e-29
78,1.0125,5.40633e-28,1.3841e-29,4.74415e-29
79,1.01423,6.19643e-28,6.58786e-30,5.048e-29
80,1.01592,6.43747e-28,1.89205e-29,5.70978e-29
81,1.01757,7.13967e-28,1.2279e-29,4.90373e-29
82,1.01918,7.33848e-28,1.52362e-29,4.65609e-29
83,1.02073,7.75337e-28,1.84516e-29,3.92761e-29
84,1.02222,8.33639e-28,2.22844e-29,3.4012e-29
85,1.02367,9.22896e-28,3.11223e-29,3.90914e-29
86,1.02505,9.24937e-28,2.87075e-29,3.49995e-29
87,1.02637,9.41819e-28,2.65495e-29,2.61139e-29
88,1.02762,9.43375e-28,4.20241e-29,1.98132e-29
89,1.02881,1.02103e-27,6.19921e-29,1.83471e-29
90,1.02993,1.02883e-27,6.29192e-29,2.43536e-29
91,1.03098,9.97023e-28,6.43452e-29,2.31155e-29
92,1.03196,9.93178e-28,7.59362e-29,1.56814e-29
93,1.03287,1.05808e-27,7.89006e-29,1.35839e-29
94,1.03371,1.03081e-27,8.94301e-29,2.27987e-29
95,1.03448,1.03946e-27,1.20831e-28,2.20027e-29
96,1.03518,1.01073e-27,1.23666e-28,1.15592e-29
97,1.03581,1.02757e-27,1.07916e-28,1.51581e-29
98,1.03638,1.0399e-27,1.48008e-28,1.14917e-29
99,1.03688,1.02655e-27,1.84118e-28,1.52275e-29
100,1.03732,1.01311e-27,1.95061e-28,8.63325e-30
101,1.0377,9.5637e-28,1.79129e-28,1.25087e-29
102,1.03802,9.58921e-28,1.86203e-28,9.34234e-30
103,1.03829,8.61945e-28,2.04226e-28,1.23053e-29
104,1.0385,8.77401e-28,2.46401e-28,1.0571e-29
105,1.03867,8.30351e-28,2.09e-28,9.79151e-30
106,1.03879,8.40178e-28,2.22566e-28,7.36371e-30
107,1.03888,7.70096e-28,2.19556e-28,1.37055e-29
108,1.03892,7.35867e-28,2.34436e-28,1.18437e-29
109,1.03894,7.14839e-28,2.40942e-28,1.0896e-29
110,1.03892,7.39787e-28,2.79237e-28,1.13207e-29
111,1.03888,7.56974e-28,2.79496e-28,1.78148e-29
112,1.03883,6.93351e-28,3.02719e-28,1.56474e-29
113,1.03875,7.01623e-28,3.43342e-28,9.87913e-30
114,1.03867,6.54616e-28,3.40332e-28,6.81325e-30
115,1.03859,6.98173e-28,3.50105e-28,9.19557e-30
116,1.0385,6.61702e-28,3.78176e-28,1.12591e-29
117,1.03842,6.36491e-28,3.74792e-28,5.68484e-30
118,1.03835,5.16858e-28,4.11838e-28,6.46502e-30
119,1.03829,5.45624e-28,4.25941e-28,4.28164e-30
120,1.03825,5.0095e-28,4.34781e-28,8.18847e-30
121,1.03824,4.39474e-28,4.71081e-28,9.9376e-30
122,1.03825,3.84922e-28,5.41254e-28,9.35746e-30
123,1.03829,3.94979e-28,5.4774e-28,8.22423e-30
124,1.03836,3.10001e-28,5.95907e-28,5.59007e-30
125,1.03848,3.04105e-28,7.28631e-28,1.27645e-29
126,1.03863,2.30129e-28,6.83601e-28,1.68913e-29
127,1.03883,2.22264e-28,8.04487e-28,9.15852e-30
128,1.03908,1.90916e-28,8.37278e-28,1.71622e-29
129,1.03938,1.69875e-28,9.4797e-28,2.66486e-29
130,1.03974,1.58101e-28,9.79591e-28,2.65659e-29
131,1.04015,9.60711e-29,9.6121e-28,2.73201e-29
132,1.04062,8.88725e-29,1.05171e-27,2.95294e-29
133,1.04114,5.67652e-29,1.05368e-27,3.73766e-29
134,1.04173,5.62477e-29,9.90394e-28,5.42064e-29
135,1.04238,5.37282e-29,1.138e-27,6.07671e-29
136,1.04309,2.94695e-29,1.09742e-27,5.72862e-29
137,1.04386,2.51992e-29,9.67871e-28,7.84176e-29
138,1.0447,2.80549e-29,1.01225e-27,1.05044e-28
139,1.0456,2.26881e-29,8.39893e-28,1.13058e-28
140,1.04656,2.71786e-29,9.5724e-28,1.05849e-28
141,1.04758,3.11234e-29,8.34507e-28,1.23692e-28
142,1.04867,2.03821e-29,7.77593e-28,1.49468e-28
143,1.04981,2.71336e-29,7.29445e-28,1.65044e-28
144,1.05101,3.83675e-29,7.39293e-28,1.81884e-28
145,1.05226,3.87351e-29,6.70796e-28,2.15312e-28
146,1.05357,2.93633e-29,6.15765e-28,2.29616e-28
147,1.05493,4.54416e-29,6.20084e-28,2.69464e-28
148,1.05634,5.19942e-29,5.97517e-28,2.97647e-28
149,1.05779,4.04401e-29,7.26426e-28,3.29071e-28
150,1.05929,4.05318e-29,6.16759e-28,3.30258e-28
151,1.06082,3.96722e-29,6.58861e-28,3.75124e-28
152,1.06239,4.31097e-29,5.8001e-28,3.95903e-28
153,1.064,4.77823e-29,7.26091e-28,3.89047e-28
154,1.06563,4.38486e-29,7.17372e-28,3.89545e-28
155,1.06729,2.07652e-29,6.78397e-28,3.5356e-28
156,1.06897,2.68241e-29,5.48277e-28,3.80461e-28
157,1.07067,4.96552e-29,6.66505e-28,3.59804e-28
158,1.07238,3.14914e-29,5.41282e-28,3.40185e-28
159,1.07411,5.49155e-29,6.0402e-28,2.65833e-28
160,1.07584,4.08584e-29,5.33782e-28,2.71402e-28
161,1.07758,6.46311e-29,4.13251e-28,2.67924e-28
162,1.07931,9.68582e-29,4.90775e-28,2.33274e-28
163,1.08104,9.72935e-29,4.16671e-28,2.10399e-28
164,1.08277,1.16891e-28,3.94489e-28,1.90802e-28
165,1.08448,1.248e-28,3.28705e-28,1.95139e-28
166,1.08618,1.56953e-28,2.79112e-28,1.86793e-28
167,1.08787,2.14248e-28,2.93087e-28,1.82204e-28
168,1.08953,2.27587e-28,2.76945e-28,1.70624e-28
