t,T+R,N_0,N_1,N_2
0,1,1.75575e-30,1.20363e-32,1.89759e-31
1,1.00005,3.75519e-29,1.03686e-30,1.86511e-29
2,1.00019,2.29038e-28,2.49036e-30,5.25982e-29
3,1.00042,3.10796e-28,4.19139e-30,8.55813e-29
4,1.00076,1.88162e-28,4.93448e-30,1.09491e-28
5,1.00123,2.81061e-28,3.8197e-30,1.27874e-28
6,1.00186,4.56023e-28,9.57849e-31,1.47115e-28
7,1.00266,6.42484e-28,8.27919e-31,1.8242e-28
8,1.00369,2.89126e-29,3.55966e-30,2.42446e-28
9,1.00497,8.40785e-29,4.56568e-30,3.06175e-28
10,1.00656,1.01831e-28,5.27719e-30,3.82071e-28
11,1.00849,2.47823e-28,6.94568e-30,4.27724e-28
12,1.01083,3.25532e-28,3.07153e-29,4.63437e-28
13,1.01363,3.27787e-28,5.59633e-29,4.60613e-28
14,1.01696,4.00915e-28,6.40402e-29,4.24417e-28
15,1.02087,1.8207e-28,2.91548e-29,3.32612e-28
16,1.02545,7.12435e-28,5.42407e-29,2.63472e-28
17,1.03075,7.26696e-28,5.82653e-29,2.22965e-28
18,1.03686,2.59893e-28,3.93953e-29,1.97703e-28
19,1.04385,7.6435e-28,4.62691e-29,1.63428e-28
20,1.0518,9.12641e-28,4.3178e-30,9.64057e-29
21,1.0608,7.60375e-28,2.18337e-29,1.11964e-28
22,1.07094,5.0474e-28,7.86568e-29,6.45311e-29
23,1.08228,2.66663e-28,2.91937e-31,4.17154e-29
24,1.09493,3.25136e-28,3.38765e-29,1.45245e-29
25,1.10898,3.63981e-28,1.77797e-29,1.54024e-29
26,1.1245,3.13921e-28,7.47895e-29,3.75632e-29
27,1.14158,1.6424e-28,1.28817e-28,8.78299e-29
28,1.16033,2.4927e-28,1.24382e-28,1.30341e-28
29,1.18081,4.5482e-28,1.74216e-28,1.82083e-28
30,1.20312,2.30382e-28,2.10081e-28,1.65921e-28
31,1.22735,1.5049e-28,3.74245e-28,1.41467e-28
32,1.25358,3.83507e-28,3.50147e-28,2.40934e-28
33,1.28188,4.38094e-29,2.21761e-28,1.87851e-28
34,1.31234,1.02311e-28,2.56311e-28,3.20061e-28
35,1.34504,1.39146e-28,1.56126e-28,3.44878e-28
36,1.38004,-3.14817e-29,1.60868e-28,4.088e-28
37,1.41743,4.6057e-29,9.03089e-29,6.89754e-28
38,1.45725,1.98398e-29,9.72699e-30,6.59955e-28
39,1.49959,4.56121e-28,1.09263e-28,5.25639e-28
40,1.54449,2.97924e-28,9.24869e-29,7.20533e-28
41,1.59201,7.17547e-30,1.86551e-28,8.7145e-28
42,1.64219,8.22189e-29,2.9567e-28,4.85441e-28
43,1.69509,2.80275e-28,3.17867e-28,1.14798e-28
44,1.75074,5.19172e-28,5.1849e-28,-7.5624e-30
45,1.80917,2.157e-28,4.70587e-28,1.52749e-28
46,1.87041,5.60523e-28,6.12344e-28,2.56329e-29
47,1.93448,-3.68127e-30,3.56678e-28,3.12896e-28
48,2.0014,3.84259e-28,3.61087e-28,2.2071e-28
49,2.07117,-3.00233e-30,1.81375e-28,6.45926e-28
50,2.1438,3.23529e-28,4.23814e-28,5.84358e-28
51,2.21927,4.4402e-29,2.88808e-28,8.03703e-28
52,2.29759,3.82008e-28,-2.31294e-29,8.97921e-28
53,2.37873,1.43545e-28,1.07251e-28,9.48605e-28
54,2.46266,-8.5731e-30,1.93319e-28,1.29341e-27
55,2.54936,1.23706e-28,5.29746e-29,1.17847e-27
56,2.63878,3.42979e-29,4.25628e-28,1.23501e-27
57,2.73088,9.47078e-29,2.81593e-28,8.70035e-28
58,2.82561,4.60586e-29,3.44854e-28,1.78061e-27
59,2.9229,1.7171e-28,-1.02857e-28,2.39595e-27
60,3.02268,2.51812e-28,1.43767e-28,1.45026e-27
61,3.12489,1.36653e-28,3.3401e-28,1.09059e-28
62,3.22945,1.19997e-28,-2.73922e-29,1.04153e-27
63,3.33625,5.41194e-28,3.37556e-28,6.76827e-29
64,3.44522,3.80626e-28,1.01609e-28,1.69167e-28
65,3.55624,4.39666e-28,1.63059e-28,9.46384e-29
66,3.66922,1.37425e-28,1.52036e-27,6.40964e-28
67,3.78405,6.13604e-29,5.04344e-28,3.92379e-27
68,3.90059,1.77666e-28,6.37541e-28,2.30492e-27
69,4.01873,9.694e-29,1.05122e-27,2.79132e-27
70,4.13834,-1.49414e-29,4.60542e-28,1.42313e-27
71,4.25928,7.77961e-29,5.0641e-28,2.75844e-27
72,4.38141,1.30101e-28,2.07541e-29,3.68899e-27
73,4.5046,1.68258e-28,2.1314e-28,7.96197e-28
74,4.62868,1.33487e-28,1.65448e-28,6.99059e-28
