t,T+R,N_0,N_1,N_2
0,1,1.3827e-31,5.23609e-34,4.24639e-34
1,1,2.46896e-31,6.13197e-32,5.73957e-32
2,1,3.85149e-31,2.35654e-31,2.32182e-31
3,1.00001,4.24635e-32,5.28409e-31,5.53882e-31
4,1.00004,8.88355e-32,8.06129e-31,1.04852e-30
5,1.0001,1.56924e-30,1.29507e-30,1.71488e-30
6,1.00022,4.47883e-30,1.95507e-30,2.54612e-30
7,1.00041,2.88891e-30,2.90485e-30,3.52632e-30
8,1.0007,1.43701e-30,3.51816e-30,4.61475e-30
9,1.00111,2.24563e-30,4.53754e-30,5.55975e-30
10,1.00169,2.92137e-30,5.18743e-30,6.66833e-30
11,1.00247,6.62545e-30,7.37098e-30,7.43583e-30
12,1.00349,5.00514e-30,7.6796e-30,8.0279e-30
13,1.0048,4.89704e-30,8.35981e-30,8.42596e-30
14,1.00644,3.29572e-30,8.41119e-30,8.65364e-30
15,1.00846,6.23142e-30,1.17434e-29,8.94587e-30
16,1.01091,1.11239e-29,1.24683e-29,9.1493e-30
17,1.01386,4.89784e-30,1.37107e-29,9.84442e-30
18,1.01736,5.63593e-30,1.12518e-29,9.67256e-30
19,1.02147,7.61018e-30,9.91054e-30,1.24253e-29
20,1.02626,3.93873e-30,1.08798e-29,1.44387e-29
21,1.03179,6.83634e-30,8.68381e-30,1.8337e-29
22,1.03813,2.84153e-30,7.97508e-30,1.99547e-29
23,1.04536,6.34816e-30,5.96392e-30,2.49723e-29
24,1.05354,6.04851e-30,4.78374e-30,3.35926e-29
25,1.06275,5.61132e-30,3.60262e-30,3.41013e-29
26,1.07307,5.5138e-30,2.87629e-30,3.82687e-29
27,1.08457,9.44662e-30,1.24101e-30,3.92218e-29
28,1.09732,1.13657e-29,1.32255e-30,4.5381e-29
29,1.11141,8.63488e-30,1.85413e-30,4.74906e-29
30,1.12692,8.45703e-30,2.90506e-30,5.42231e-29
31,1.14392,1.15944e-29,1.41089e-30,5.29422e-29
32,1.1625,4.90607e-30,5.35928e-31,5.64946e-29
33,1.18273,9.93411e-30,2.99291e-30,5.95729e-29
34,1.20469,7.98932e-30,6.52726e-30,6.9573e-29
35,1.22846,1.27602e-29,6.11184e-30,6.46648e-29
36,1.25412,6.87013e-30,6.93621e-30,6.90862e-29
37,1.28175,1.7202e-29,3.04781e-30,7.39961e-29
38,1.31141,8.51514e-30,8.37776e-30,8.26303e-29
39,1.34319,1.16428e-29,1.54402e-29,1.03088e-28
40,1.37716,1.52425e-29,1.2636e-29,9.03413e-29
41,1.41338,1.68139e-29,1.69445e-29,1.07006e-28
42,1.45194,9.56607e-30,1.16623e-29,1.1027e-28
43,1.49288,6.5216e-30,1.78623e-29,1.34588e-28
44,1.53628,2.35722e-29,1.23374e-29,1.37529e-28
45,1.5822,1.18425e-29,1.56008e-29,1.27795e-28
46,1.6307,9.1646e-30,1.06166e-29,1.53832e-28
47,1.68183,2.33507e-29,1.10994e-29,1.88666e-28
48,1.73565,2.89895e-29,2.28193e-30,1.75308e-28
49,1.7922,2.22122e-29,2.19998e-29,2.04466e-28
50,1.85153,1.68657e-29,1.39108e-29,2.27551e-28
51,1.91368,3.61007e-29,1.3247e-29,2.21691e-28
52,1.97868,3.3882e-29,1.82542e-29,2.12533e-28
53,2.04658,2.19188e-29,1.35586e-29,2.4579e-28
54,2.1174,2.00092e-29,2.39375e-29,2.86873e-28
55,2.19117,3.78164e-29,1.29041e-29,2.55137e-28
56,2.2679,3.54081e-29,4.52204e-30,2.4368e-28
57,2.34762,3.17636e-29,2.46069e-29,2.52788e-28
58,2.43033,4.91957e-29,1.17793e-29,2.86285e-28
59,2.51604,3.95723e-29,2.97173e-30,2.64236e-28
60,2.60475,5.04939e-29,3.45544e-29,2.42969e-28
61,2.69646,6.31661e-29,2.05832e-29,2.5289e-28
62,2.79115,6.01342e-29,1.66281e-29,2.79184e-28
63,2.88882,4.56271e-29,1.24001e-29,2.33362e-28
64,2.98945,7.15515e-29,1.35075e-29,3.22084e-28
65,3.09301,6.04998e-29,4.65768e-29,3.04774e-28
66,3.19947,7.72126e-29,8.7962e-30,2.62745e-28
67,3.3088,6.71628e-29,2.4941e-29,3.05616e-28
68,3.42096,8.44456e-29,3.20517e-29,2.35477e-28
69,3.5359,7.07871e-29,2.80866e-29,3.36226e-28
70,3.65356,8.38253e-29,2.81604e-29,2.87057e-28
71,3.77391,9.12915e-29,2.2532e-29,3.50634e-28
72,3.89686,8.30073e-29,9.35982e-30,3.56545e-28
73,4.02236,7.63464e-29,1.22785e-29,3.55278e-28
74,4.15034,9.07592e-29,4.68605e-30,3.65465e-28
75,4.28071,9.2751e-29,1.4736e-29,3.83935e-28
76,4.4134,8.3209e-29,-1.74229e-30,3.10716e-28
77,4.54832,8.23025e-29,5.6821e-31,3.03414e-28
78,4.68538,9.60581e-29,-4.9508e-30,2.21849e-28
79,4.82447,1.07525e-28,4.28079e-30,3.01155e-28
80,4.96551,7.12308e-29,7.71539e-31,1.45102e-28
81,5.10839,8.1884e-29,3.14013e-30,1.66321e-28
82,5.25299,9.19298e-29,8.26328e-31,2.1991e-28
83,5.39921,7.96027e-29,7.20099e-30,2.15789e-28
84,5.54692,7.65682e-29,3.89212e-30,1.81445e-28
85,5.696,6.09426e-29,1.4174e-29,1.76537e-28
86,5.84634,7.76743e-29,1.09813e-30,1.66309e-28
87,5.9978,7.70973e-29,1.41267e-29,2.22218e-28
88,6.15025,6.88334e-29,6.30784e-30,1.21948e-28
89,6.30355,5.63966e-29,3.29765e-30,8.74468e-29
90,6.45758,3.7949e-29,6.82617e-30,6.67422e-29
91,6.61219,4.68724e-29,3.87481e-30,9.08516e-29
92,6.76724,5.1307e-29,1.05753e-30,1.44153e-28
93,6.92258,3.86817e-29,1.30512e-30,6.23982e-29
94,7.07807,3.80634e-29,-2.51539e-31,5.49311e-29
95,7.23357,4.62597e-29,-2.81699e-30,2.54018e-29
96,7.38893,3.05857e-29,2.417e-30,1.48393e-29
97,7.54399,2.91286e-29,1.27401e-30,1.46928e-29
98,7.69861,3.54056e-29,2.76283e-30,8.72385e-30
99,7.85265,2.08202e-29,5.80289e-30,4.45426e-31
100,8.00594,1.5531e-29,9.91978e-30,-4.91523e-30
101,8.15833,1.158e-29,-2.36609e-30,-1.83818e-30
102,8.30969,7.31933e-31,2.52767e-29,5.57691e-31
103,8.45987,4.22039e-30,3.20812e-29,-6.66043e-31
104,8.6087,-2.29557e-30,1.49984e-29,5.57689e-29
105,8.75606,-7.85316e-30,2.94948e-29,1.78001e-29
106,8.9018,-1.6718e-30,4.1207e-29,2.00829e-30
107,9.04576,1.59131e-30,1.92525e-29,-8.4949e-30
108,9.18782,-9.78083e-30,6.46022e-29,1.00089e-29
109,9.32784,8.1857e-30,5.57605e-29,-1.96842e-29
110,9.46568,1.5036e-30,2.44933e-29,-2.17032e-29
111,9.60122,1.67512e-29,6.03415e-29,-2.59481e-29
112,9.73432,2.1791e-29,8.52976e-29,-4.77103e-30
113,9.86486,3.04467e-29,5.61774e-29,3.70709e-30
114,9.99272,3.29675e-30,7.49568e-29,2.22454e-30
115,10.1178,5.0256e-30,1.05442e-28,-1.66005e-29
116,10.24,2.95063e-29,7.34802e-29,-7.30004e-29
117,10.3591,2.20104e-30,1.00792e-28,9.20896e-30
118,10.4752,1.56236e-30,5.84972e-29,-5.20857e-29
119,10.588,3.05865e-30,3.83205e-29,-1.01775e-28
120,10.6976,1.87796e-29,1.25413e-28,-6.78002e-29
121,10.8037,3.07097e-30,8.74388e-29,-2.00946e-29
122,10.9065,-2.84189e-30,7.65251e-29,-6.90212e-30
123,11.0057,2.15322e-29,6.13604e-29,-2.04138e-28
124,11.1013,1.01521e-29,6.49451e-29,-9.18977e-29
125,11.1932,3.34664e-29,8.96629e-29,7.57556e-29
126,11.2815,6.3516e-30,4.42473e-29,-5.27894e-29
127,11.366,4.40303e-29,3.22322e-30,-8.27288e-29
128,11.4468,5.71046e-29,2.38388e-29,-3.86319e-29
129,11.5237,5.86712e-29,5.07665e-29,-4.56814e-29
130,11.5968,2.97817e-29,2.37714e-29,-4.57558e-29
131,11.6661,2.81777e-29,9.67599e-31,-3.32662e-30
132,11.7316,1.12948e-28,1.99954e-29,1.3861e-29
133,11.7932,9.16396e-29,4.74729e-30,1.53101e-28
134,11.8509,9.73957e-29,1.67317e-29,6.42297e-29
135,11.9049,4.11776e-29,8.21534e-30,1.23092e-28
136,11.955,7.83717e-29,6.1795e-30,2.82377e-28
137,12.0014,1.74825e-28,6.82594e-30,1.27972e-28
138,12.0441,6.40034e-29,1.67355e-29,3.83184e-28
139,12.0832,2.51165e-29,5.51459e-31,-4.42345e-29
140,12.1187,6.9764e-29,3.79209e-30,-3.92951e-30
141,12.1506,6.62451e-29,1.46151e-30,6.13979e-28
142,12.1791,5.86482e-29,2.60587e-30,5.42705e-28
143,12.2042,1.51352e-29,7.72777e-30,8.03765e-29
144,12.226,5.07113e-29,2.1692e-30,1.31605e-28
145,12.2447,8.63458e-29,1.6704e-29,1.42402e-28
146,12.2603,6.31417e-29,1.24223e-29,6.29744e-28
147,12.2729,8.17099e-29,1.08006e-29,1.20543e-28
148,12.2828,9.72976e-29,4.95813e-29,3.47467e-28
149,12.2899,1.45824e-28,3.611e-29,6.93579e-28
150,12.2945,1.34983e-28,5.76277e-29,-4.44595e-29
151,12.2967,1.56353e-28,7.60405e-29,1.52024e-27
152,12.2966,1.81246e-28,8.77964e-29,2.18251e-28
153,12.2945,1.51065e-28,6.43285e-29,9.66752e-28
154,12.2904,1.43396e-28,4.51004e-29,-3.18402e-29
155,12.2846,2.10309e-28,9.96049e-29,1.73926e-27
156,12.2772,1.59703e-28,1.07972e-28,1.80463e-27
157,12.2684,1.79035e-28,1.01676e-28,1.4692e-27
158,12.2584,1.35087e-28,9.64419e-29,1.68202e-27
159,12.2474,1.46497e-28,1.81458e-28,2.03117e-27
160,12.2356,1.22436e-28,1.52914e-28,1.78236e-27
161,12.2233,1.55668e-28,1.46571e-28,1.15159e-27
162,12.2105,8.96567e-29,2.02676e-28,1.68959e-27
163,12.1976,7.5751e-29,2.21241e-28,1.5774e-27
164,12.1847,6.31684e-29,2.76975e-28,2.13411e-27
165,12.1721,3.8858e-29,1.74603e-28,1.5299e-27
166,12.1599,6.18109e-29,2.62378e-28,1.80753e-27
167,12.1485,1.08917e-29,3.17105e-28,2.55857e-27
168,12.1381,1.89817e-29,2.06585e-28,3.5469e-27
169,12.1288,9.93474e-30,2.48256e-28,2.79746e-27
170,12.1209,1.64838e-29,2.15172e-28,1.86274e-27
171,12.1147,1.32944e-29,2.78802e-28,3.60536e-27
172,12.1103,2.39623e-30,1.69321e-28,3.98912e-27
173,12.1081,9.41345e-29,2.6476e-28,5.43892e-27
174,12.1081,1.11577e-28,2.28733e-28,3.69834e-27
175,12.1108,1.27598e-28,3.9964e-28,3.73706e-27
176,12.1162,1.00071e-28,2.7167e-28,4.35999e-27
177,12.1247,2.58175e-28,3.88432e-28,3.01953e-27
178,12.1364,3.97678e-28,4.70236e-28,2.53218e-27
179,12.1516,3.854e-28,4.74712e-28,2.45231e-27
180,12.1705,5.35556e-28,6.283e-28,3.1066e-27
181,12.1933,5.58947e-28,5.59434e-28,3.42199e-27
182,12.2202,8.26033e-28,7.16249e-28,8.93357e-28
183,12.2515,7.84558e-28,7.64594e-28,1.97216e-27
184,12.2873,8.93103e-28,6.87431e-28,2.51135e-27
185,12.3279,1.01274e-27,8.51605e-28,1.23774e-27
186,12.3733,1.00107e-27,8.83406e-28,2.10241e-27
187,12.4239,1.11832e-27,7.53406e-28,2.60413e-27
188,12.4798,1.06799e-27,9.44744e-28,2.05141e-27
189,12.5412,9.79622e-28,8.60754e-28,1.37589e-27
190,12.6082,8.81217e-28,9.22787e-28,3.51833e-27
191,12.681,1.05976e-27,8.28191e-28,2.93175e-27
192,12.7598,7.78715e-28,8.50066e-28,2.18641e-27
193,12.8446,1.01549e-27,9.00247e-28,2.58396e-27
194,12.9357,9.3084e-28,8.59946e-28,3.06636e-27
195,13.0331,8.08672e-28,8.1483e-28,1.93539e-27
196,13.137,7.82245e-28,7.40831e-28,5.19296e-27
197,13.2475,8.29963e-28,7.16261e-28,3.70056e-27
198,13.3646,7.99255e-28,7.01858e-28,4.51511e-27
199,13.4885,7.46319e-28,6.08752e-28,3.05671e-27
200,13.6192,5.85874e-28,6.15095e-28,4.41575e-27
201,13.7568,8.8475e-28,5.12474e-28,5.49804e-27
202,13.9013,6.60734e-28,4.0452e-28,6.59066e-27
203,14.0529,6.92639e-28,3.80745e-28,5.24469e-27
204,14.2114,6.57064e-28,3.76077e-28,5.763e-27
205,14.377,6.94868e-28,2.23355e-28,2.9715e-27
206,14.5496,6.49061e-28,2.28374e-28,1.03693e-26
207,14.7293,7.58845e-28,2.50832e-28,3.25818e-27
208,14.916,8.10558e-28,8.17708e-29,6.19309e-27
209,15.1096,5.50326e-28,1.64348e-28,5.26417e-27
210,15.3102,6.96585e-28,1.11422e-28,5.74602e-27
211,15.5178,9.28817e-28,9.23326e-29,4.45073e-27
212,15.7321,7.02044e-28,5.06312e-29,4.15748e-27
213,15.9532,9.04259e-28,1.13648e-28,2.24516e-27
214,16.181,8.93343e-28,2.03249e-28,2.8251e-27
215,16.4153,7.71102e-28,1.71659e-28,3.30763e-27
216,16.656,9.84389e-28,1.27122e-28,2.89678e-27
217,16.9031,1.0175e-27,1.32285e-28,3.48092e-27
218,17.1564,9.70479e-28,1.98086e-28,1.61093e-27
219,17.4157,1.1528e-27,1.3014e-28,1.39218e-27
220,17.6808,1.07273e-27,6.86125e-29,2.93189e-27
221,17.9516,1.25746e-27,2.41661e-28,4.01493e-27
222,18.228,1.26959e-27,1.8992e-28,3.24203e-27
223,18.5096,1.28512e-27,5.32376e-29,2.39313e-27
224,18.7964,1.21837e-27,1.91149e-28,2.19762e-27
225,19.088,1.35839e-27,1.14961e-28,2.42513e-27
226,19.3843,1.61478e-27,8.50736e-29,2.66578e-27
227,19.685,1.54761e-27,1.5825e-28,1.90771e-27
228,19.9899,1.24891e-27,1.33302e-28,3.17048e-27
229,20.2986,1.56537e-27,1.26795e-28,1.04364e-27
230,20.611,1.53591e-27,1.01016e-28,2.11328e-27
231,20.9268,1.47378e-27,1.26691e-28,1.03992e-27
232,21.2457,1.57334e-27,1.27567e-28,1.60807e-27
233,21.5673,1.45363e-27,5.99044e-29,7.89771e-28
234,21.8915,1.53871e-27,7.97559e-29,3.19761e-27
235,22.2178,1.40675e-27,4.213e-29,3.74685e-27
